iter  res_double64      res_float32      res_posit32q      res_posit32n      res_float32fma      pAp_dynrange      pAp_mag      sat_frac_pq      sat_frac_pn      pAp_double        pAp_naive        cond_pAp          n_eff
   0  1.1686109466e+04  1.1685696556e+04  1.1686110730e+04  1.1685212536e+04  1.1685697241e+04  1.235310e+15  3.911956e+02  0.000000e+00  0.000000e+00  3.9119560519e+02  3.9119527435e+02  6.769374e+14  13013
   1  1.0232660695e+04  1.0232085222e+04  1.0232659869e+04  1.0231878029e+04  1.0232087568e+04  2.035103e+12  3.488182e+02  0.000000e+00  0.000000e+00  3.4881824659e+02  3.4880936432e+02  3.366053e+14  15417
   2  8.7264551214e+03  8.7257517728e+03  8.7264544919e+03  8.7254790126e+03  8.7257558985e+03  1.621383e+12  6.853720e+02  0.000000e+00  0.000000e+00  6.8537200904e+02  6.8534431458e+02  7.133835e+14  15700
   3  7.9985440013e+03  7.9977106724e+03  7.9985438675e+03  7.9977306781e+03  7.9977109225e+03  1.155384e+11  5.785147e+02  0.000000e+00  0.000000e+00  5.7851475107e+02  5.7848345947e+02  2.412961e+15  17989
   4  7.6765412133e+03  7.6756352180e+03  7.6765408877e+03  7.6757748795e+03  7.6756279222e+03  2.460629e+11  3.845814e+02  0.000000e+00  0.000000e+00  3.8458142419e+02  3.8455596161e+02  7.262242e+14  18327
   5  1.1080246563e+04  1.1078565611e+04  1.1080245485e+04  1.1079028116e+04  1.1078549364e+04  7.423542e+10  6.854108e+02  0.000000e+00  0.000000e+00  6.8541092431e+02  6.8536288452e+02  4.271057e+15  19841
   6  9.6288564179e+03  9.6271474488e+03  9.6288566299e+03  9.6276917275e+03  9.6271304136e+03  2.924385e+10  5.179576e+02  0.000000e+00  0.000000e+00  5.1795765040e+02  5.1791552734e+02  9.297778e+14  19120
   7  1.0076633777e+04  1.0074572745e+04  1.0076632771e+04  1.0075483115e+04  1.0074565599e+04  4.010021e+10  9.027316e+02  0.000000e+00  0.000000e+00  9.0273172477e+02  9.0264830017e+02  9.646024e+14  19904
   8  9.2282709220e+03  9.2260639495e+03  9.2282696103e+03  9.2271772498e+03  9.2260487751e+03  2.437097e+11  4.964323e+02  0.000000e+00  0.000000e+00  4.9643237036e+02  4.9638401794e+02  8.941002e+14  21032
   9  8.1868246743e+03  8.1846319404e+03  8.1868245370e+03  8.1858990954e+03  8.1846170344e+03  8.141451e+11  5.544357e+02  0.000000e+00  0.000000e+00  5.5443575008e+02  5.5437590027e+02  2.078690e+15  21561
  10  8.5068361756e+03  8.5043998025e+03  8.5068367799e+03  8.5058210656e+03  8.5043809886e+03  5.601288e+10  3.643523e+02  0.000000e+00  0.000000e+00  3.6435235381e+02  3.6430998993e+02  1.146727e+16  21791
  11  8.8370980533e+03  8.8342628442e+03  8.8370981663e+03  8.8360407423e+03  8.8342383939e+03  4.092528e+10  4.516538e+02  0.000000e+00  0.000000e+00  4.5165386476e+02  4.5160028839e+02  1.111202e+15  22229
  12  8.4467919504e+03  8.4439005205e+03  8.4467934744e+03  8.4456815000e+03  8.4438891513e+03  8.903897e+09  4.784906e+02  0.000000e+00  0.000000e+00  4.7849054165e+02  4.7843270111e+02  2.057832e+15  22266
  13  8.4964391129e+03  8.4933541078e+03  8.4964406665e+03  8.4954011088e+03  8.4933385662e+03  1.285117e+10  3.764991e+02  0.000000e+00  0.000000e+00  3.7649904974e+02  3.7645366669e+02  3.443597e+15  22776
  14  9.5117717975e+03  9.5081203190e+03  9.5117729157e+03  9.5105802136e+03  9.5081064361e+03  3.408136e+10  4.787228e+02  0.000000e+00  0.000000e+00  4.7872266671e+02  4.7866352844e+02  8.483586e+14  23158
  15  9.7428506661e+03  9.7390024130e+03  9.7428521491e+03  9.7417895687e+03  9.7389962522e+03  4.581567e+10  4.231614e+02  0.000000e+00  0.000000e+00  4.2316137833e+02  4.2310662842e+02  5.878679e+15  23231
  16  1.2714827308e+04  1.2709488109e+04  1.2714829138e+04  1.2713180562e+04  1.2709463561e+04  6.968821e+09  5.506387e+02  0.000000e+00  0.000000e+00  5.5063864099e+02  5.5056794739e+02  9.131717e+14  23954
  17  1.4256630512e+04  1.4250596619e+04  1.4256630738e+04  1.4254884356e+04  1.4250570796e+04  6.940308e+09  5.420807e+02  0.000000e+00  0.000000e+00  5.4208057918e+02  5.4200573730e+02  2.735067e+15  24061
  18  1.6559425397e+04  1.6552021266e+04  1.6559428009e+04  1.6556753305e+04  1.6551969067e+04  2.615797e+10  9.673508e+02  0.000000e+00  0.000000e+00  9.6735063251e+02  9.6721496582e+02  2.740132e+15  24199
  19  1.7177742849e+04  1.7169683981e+04  1.7177741877e+04  1.7174693942e+04  1.7169659752e+04  3.697469e+10  1.152869e+03  0.000000e+00  0.000000e+00  1.1528690614e+03  1.1526976929e+03  5.562932e+15  24270
  20  1.8818261177e+04  1.8809144159e+04  1.8818258368e+04  1.8814734651e+04  1.8809117789e+04  9.177274e+09  1.395153e+03  0.000000e+00  0.000000e+00  1.3951523288e+03  1.3949388428e+03  9.385325e+14  24458
  21  1.7802903491e+04  1.7794035855e+04  1.7802903134e+04  1.7799832808e+04  1.7793985501e+04  2.462425e+09  1.305594e+03  0.000000e+00  0.000000e+00  1.3055934916e+03  1.3053890686e+03  2.232613e+15  24464
  22  1.8861069659e+04  1.8851342658e+04  1.8861068475e+04  1.8857634210e+04  1.8851303615e+04  8.644249e+09  1.510384e+03  0.000000e+00  0.000000e+00  1.5103840037e+03  1.5101512451e+03  5.189789e+15  24591
  23  1.9385564646e+04  1.9375374887e+04  1.9385563288e+04  1.9382182333e+04  1.9375366629e+04  3.291665e+09  1.112829e+03  0.000000e+00  0.000000e+00  1.1128290993e+03  1.1126504517e+03  1.986165e+15  24453
  24  1.9630325214e+04  1.9619811212e+04  1.9630324297e+04  1.9626522463e+04  1.9619829153e+04  2.502226e+10  1.539075e+03  0.000000e+00  0.000000e+00  1.5390747213e+03  1.5388246765e+03  8.105680e+15  24495
  25  1.8074608629e+04  1.8064585464e+04  1.8074611586e+04  1.8071452847e+04  1.8064641264e+04  2.152348e+09  1.316605e+03  0.000000e+00  0.000000e+00  1.3166044700e+03  1.3163781128e+03  7.605759e+15  24441
  26  1.8701676302e+04  1.8691027152e+04  1.8701679925e+04  1.8697969943e+04  1.8691103338e+04  2.416685e+10  1.780999e+03  0.000000e+00  0.000000e+00  1.7809989191e+03  1.7806799316e+03  8.447470e+15  24621
  27  1.8562089242e+04  1.8551361783e+04  1.8562089538e+04  1.8558572359e+04  1.8551447167e+04  3.061504e+10  1.281500e+03  0.000000e+00  0.000000e+00  1.2815000644e+03  1.2812733765e+03  6.472160e+15  24572
  28  2.0227808608e+04  2.0215755440e+04  2.0227809768e+04  2.0224113924e+04  2.0215872576e+04  3.213608e+10  1.361719e+03  0.000000e+00  0.000000e+00  1.3617184747e+03  1.3614644165e+03  2.864171e+15  24779
  29  1.8276403478e+04  1.8265150205e+04  1.8276405774e+04  1.8272714522e+04  1.8265217655e+04  1.395613e+09  1.405711e+03  0.000000e+00  0.000000e+00  1.4057108003e+03  1.4054396057e+03  3.842975e+15  24691
  30  1.9458274955e+04  1.9445978505e+04  1.9458276183e+04  1.9454368353e+04  1.9446039391e+04  7.171098e+09  1.407273e+03  0.000000e+00  0.000000e+00  1.4072728226e+03  1.4069967041e+03  2.610118e+15  24807
  31  1.9829926161e+04  1.9816976157e+04  1.9829926475e+04  1.9826330775e+04  1.9817069814e+04  2.408912e+10  1.152415e+03  0.000000e+00  0.000000e+00  1.1524146545e+03  1.1521832581e+03  9.161449e+15  24728
  32  2.0087976512e+04  2.0074387263e+04  2.0087979291e+04  2.0084168492e+04  2.0074454214e+04  2.817081e+11  1.514794e+03  0.000000e+00  0.000000e+00  1.5147935225e+03  1.5144808350e+03  1.168823e+16  24949
  33  1.9385844460e+04  1.9372565344e+04  1.9385847209e+04  1.9382122897e+04  1.9372619854e+04  1.768779e+10  1.164652e+03  0.000000e+00  0.000000e+00  1.1646519541e+03  1.1644077454e+03  8.555633e+15  24765
  34  1.9873718737e+04  1.9859937563e+04  1.9873719732e+04  1.9869655256e+04  1.9859993152e+04  1.970577e+10  1.381023e+03  0.000000e+00  0.000000e+00  1.3810229578e+03  1.3807269287e+03  1.568657e+16  24889
  35  1.9405046539e+04  1.9391545374e+04  1.9405045117e+04  1.9401456440e+04  1.9391584154e+04  7.630597e+09  9.885903e+02  0.000000e+00  0.000000e+00  9.8859034651e+02  9.8838127136e+02  1.035764e+17  24868
  36  2.1314880493e+04  2.1299587226e+04  2.1314876683e+04  2.1311057036e+04  2.1299627039e+04  5.339405e+11  1.467441e+03  0.000000e+00  0.000000e+00  1.4674409146e+03  1.4671278992e+03  2.262774e+15  25005
  37  2.0633985605e+04  2.0617928509e+04  2.0633989823e+04  2.0629938633e+04  2.0617848578e+04  7.589749e+09  1.125971e+03  0.000000e+00  0.000000e+00  1.1259714472e+03  1.1257332153e+03  2.432175e+15  24934
