matrix=data/matrices/bcsstk03.mtx n=112 seed=8
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 1.0414397466e+11 1.0414396797e+11 1.0414396797e+11 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.0414742203e+11 1.0370367301e+11 1.0414397466e+11 1.0414397466e+11 6.0233691099e+00 6.0233686093e+00 6.0233662227e+00 6.0233548813e+00 5.2827284579e+12 1.6777216000e+07 1.6777216000e+07 4.3980465111e+12 3.2985348833e+12 5.2827091108e+12 5.2828768829e+12 5.2827284579e+12 5.2827284579e+12 2.2494982267e+12 2.2494891213e+12 2.2495562301e+12 0 0 0 0 0 0 0 0
1 9.0770553046e+09 9.0770412516e+09 9.0770412516e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 9.0773266319e+09 9.0693849623e+09 9.0770553046e+09 9.0770553046e+09 7.2183141367e+00 7.2183143114e+00 7.2183172891e+00 7.2183140517e+00 1.9051498229e+11 1.6777216000e+07 1.6777216000e+07 2.7487790694e+11 2.7487790694e+11 1.9051367629e+11 1.9051420058e+11 1.9051498229e+11 1.9051498229e+11 1.4429038863e+11 1.4428982477e+11 1.4429087334e+11 0 0 0 0 0 0 0 0
2 9.0898549789e+09 9.0898561087e+09 9.0898517542e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 9.0892261257e+09 9.0852613595e+09 9.0898549789e+09 9.0898549789e+09 5.0456725236e+00 5.0456713627e+00 5.0456642122e+00 5.0456692360e+00 1.0417801009e+10 1.6777216000e+07 1.0000000000e+00 5.5834574848e+10 1.3743895347e+11 1.0417864704e+10 1.0417946624e+10 1.0417801009e+10 1.0417801009e+10 8.6337288280e+09 8.6337781760e+09 8.6338273280e+09 0 1 0 0 0 0 0 0
3 3.5911224443e+09 3.5911061303e+09 3.5911024562e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 3.5911081205e+09 3.5907945824e+09 3.5911224443e+09 3.5911224443e+09 4.1221013727e+00 4.1221002575e+00 4.1220929247e+00 4.1220962986e+00 4.0371014706e+09 1.6777216000e+07 1.6777216000e+07 2.7917287424e+10 6.8719476736e+10 4.0371363840e+09 4.0371240960e+09 4.0371014706e+09 4.0371014706e+09 3.8494508291e+09 3.8494801920e+09 3.8494699520e+09 0 0 0 0 0 0 0 0
4 3.2653197927e+09 3.2653235810e+09 3.2653230759e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 3.2653134793e+09 3.2618635961e+09 3.2653197927e+09 3.2653197927e+09 4.2032267064e+00 4.2032257336e+00 4.2032218777e+00 4.2032258923e+00 2.5115096373e+09 1.0000000000e+00 1.6777216000e+07 3.0064771072e+10 1.7179869184e+10 2.5115217920e+09 2.5115258880e+09 2.5115096373e+09 2.5115096373e+09 2.0456968847e+09 2.0457113600e+09 2.0457113600e+09 1 0 0 0 0 0 0 0
5 2.0292782724e+09 2.0292621054e+09 2.0292576353e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.0291416804e+09 2.0285867395e+09 2.0292782724e+09 2.0292782724e+09 3.9193544177e+00 3.9193532008e+00 3.9193497635e+00 3.9193542452e+00 4.9781891632e+08 1.0000000000e+00 1.0000000000e+00 3.2212254720e+10 8.5899345920e+09 4.9782374400e+08 4.9782195200e+08 4.9781891632e+08 4.9781891632e+08 7.7682835128e+08 7.7683763200e+08 7.7683660800e+08 1 1 0 0 0 0 0 0
6 2.1468574970e+09 2.1468561643e+09 2.1468568685e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.1469592960e+09 2.1466970719e+09 2.1468574970e+09 2.1468574970e+09 3.6333321975e+00 3.6333314676e+00 3.6333300457e+00 3.6333346299e+00 5.3314270757e+08 1.6777216000e+07 1.0000000000e+00 3.4359738368e+10 1.1811160064e+10 5.3314995200e+08 5.3315148800e+08 5.3314270757e+08 5.3314270757e+08 6.6546507269e+08 6.6547456000e+08 6.6547609600e+08 0 1 0 0 0 0 0 0
7 1.9206461253e+09 1.9206369758e+09 1.9206315373e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.9206798392e+09 1.9199469511e+09 1.9206461253e+09 1.9206461253e+09 3.2957037612e+00 3.2957031267e+00 3.2956974861e+00 3.2957096337e+00 2.6922394056e+08 1.6777216000e+07 1.0000000000e+00 1.0737418240e+10 1.0737418240e+10 2.6922931200e+08 2.6922956800e+08 2.6922394056e+08 2.6922394056e+08 3.9804782024e+08 3.9805568000e+08 3.9805568000e+08 0 1 0 0 0 0 0 0
8 1.0738928185e+09 1.0738897818e+09 1.0738910616e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.0738728880e+09 1.0740039360e+09 1.0738928185e+09 1.0738928185e+09 2.8111913274e+00 2.8111916249e+00 2.8111805022e+00 2.8111913919e+00 3.8861937908e+08 1.0000000000e+00 1.0000000000e+00 8.0530636800e+09 6.4424509440e+09 3.8863052800e+08 3.8862899200e+08 3.8861937908e+08 3.8861937908e+08 3.7426662543e+08 3.7427660800e+08 3.7427532800e+08 1 1 0 0 0 0 0 0
9 1.1755509239e+09 1.1755448933e+09 1.1755434903e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.1756028818e+09 1.1751239236e+09 1.1755509239e+09 1.1755509239e+09 2.4976384575e+00 2.4976399943e+00 2.4976265230e+00 2.4976409014e+00 2.2645005220e+08 1.0000000000e+00 1.0000000000e+00 3.7580963840e+09 5.9055800320e+09 2.2645491200e+08 2.2645504000e+08 2.2645005220e+08 2.2645005220e+08 2.3843769570e+08 2.3844409600e+08 2.3844352000e+08 1 1 0 0 0 0 0 0
