matrix=data/matrices/bcsstk14.mtx n=1806 seed=5
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 1.7196117122e+10 1.7196101132e+10 1.7196102155e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.7196638216e+10 1.7142078885e+10 1.7196117122e+10 1.7196117122e+10 5.9956054801e+00 5.9956010467e+00 5.9955904250e+00 5.9959565356e+00 1.9114608014e+12 1.6777216000e+07 1.6777216000e+07 1.6492674417e+12 4.8103633715e+11 1.9114617733e+12 1.9113443328e+12 1.9114608014e+12 1.9114608014e+12 1.3116286299e+12 1.3116259697e+12 1.3116259697e+12 0 0 0 0 0 0 0 0
1 8.7491030178e+09 8.7491009865e+09 8.7491009865e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 8.7499253520e+09 8.7334393734e+09 8.7491030178e+09 8.7491030178e+09 4.2569873217e+00 4.2569864250e+00 4.2569884370e+00 4.2569754466e+00 2.8040012085e+11 1.6777216000e+07 1.6777216000e+07 2.7487790694e+11 6.8719476736e+10 2.8039865958e+11 2.8042697114e+11 2.8040012085e+11 2.8040012085e+11 1.8165719773e+11 1.8165635482e+11 1.8167155917e+11 0 0 0 0 0 0 0 0
2 3.1283126898e+09 3.1283132804e+09 3.1283132804e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 3.1283097657e+09 3.1232670063e+09 3.1283126898e+09 3.1283126898e+09 2.7802862929e+00 2.7802870408e+00 2.7802907510e+00 2.7802216567e+00 4.6092364419e+10 1.6777216000e+07 1.0000000000e+00 4.2949672960e+10 1.7179869184e+10 4.6092255232e+10 4.6096842752e+10 4.6092364419e+10 4.6092364419e+10 3.8219753888e+10 3.8219612160e+10 3.8222757888e+10 0 1 0 0 0 0 0 0
3 1.5371093307e+09 1.5371072687e+09 1.5371072687e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.5371079840e+09 1.5347255797e+09 1.5371093307e+09 1.5371093307e+09 2.2715350529e+00 2.2715350329e+00 2.2715371178e+00 2.2715277658e+00 1.3446926780e+10 1.6777216000e+07 1.0000000000e+00 1.3958643712e+10 9.6636764160e+09 1.3446856704e+10 1.3447675904e+10 1.3446926780e+10 1.3446926780e+10 9.2277289080e+09 9.2276817920e+09 9.2281569280e+09 0 1 0 0 0 0 0 0
4 9.4268788399e+08 9.4268877749e+08 9.4268877749e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 9.4270189892e+08 9.4161891264e+08 9.4268788399e+08 9.4268788399e+08 1.8144253417e+00 1.8144246940e+00 1.8144263814e+00 1.8144404856e+00 4.6155673325e+09 1.0000000000e+00 1.0000000000e+00 4.2949672960e+09 8.0530636800e+09 4.6155448320e+09 4.6157332480e+09 4.6155673325e+09 4.6155673325e+09 3.0706164229e+09 3.0706032640e+09 3.0707138560e+09 1 1 0 0 0 0 0 0
5 7.0701536919e+08 7.0701534386e+08 7.0701534386e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 7.0701087281e+08 7.0646324609e+08 7.0701536919e+08 7.0701536919e+08 1.3327495523e+00 1.3327491684e+00 1.3327500399e+00 1.3327580229e+00 1.4653581768e+09 1.6777216000e+07 1.0000000000e+00 1.6106127360e+09 4.2949672960e+09 1.4653532160e+09 1.4653962240e+09 1.4653581768e+09 1.4653581768e+09 1.1142665254e+09 1.1142635520e+09 1.1142942720e+09 0 1 0 0 0 0 0 0
6 4.2432263043e+08 4.2432274023e+08 4.2432274023e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 4.2433008869e+08 4.2399828913e+08 4.2432263043e+08 4.2432263043e+08 9.8145472979e-01 9.8145426727e-01 9.8145451436e-01 9.8146069081e-01 3.9647570856e+08 1.6777216000e+07 1.0000000000e+00 6.3753420800e+08 3.6238786560e+09 3.9647513600e+08 3.9648358400e+08 3.9647570856e+08 3.9647570856e+08 3.8120771341e+08 3.8120755200e+08 3.8121446400e+08 0 1 0 0 0 0 0 0
7 2.1956034033e+08 2.1955990008e+08 2.1955990008e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.1956089772e+08 2.1941061303e+08 2.1956034033e+08 2.1956034033e+08 8.1269841429e-01 8.1269808002e-01 8.1269824505e-01 8.1270223489e-01 2.1717792645e+08 1.0000000000e+00 1.0000000000e+00 3.3554432000e+08 4.8318382080e+09 2.1717792000e+08 2.1718022400e+08 2.1717792645e+08 2.1717792645e+08 1.7633562545e+08 1.7633568000e+08 1.7633849600e+08 1 1 0 0 0 0 0 0
8 1.5204115517e+08 1.5204100588e+08 1.5204105532e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.5203990418e+08 1.5198203932e+08 1.5204115517e+08 1.5204115517e+08 7.1351799462e-01 7.1351754036e-01 7.1351750457e-01 7.1352029205e-01 9.0258877316e+07 1.6777216000e+07 1.0000000000e+00 1.1534336000e+08 4.1607495680e+09 9.0258880000e+07 9.0261024000e+07 9.0258877316e+07 9.0258877316e+07 7.4202394952e+07 7.4202400000e+07 7.4204032000e+07 0 1 0 0 0 0 0 0
9 1.1298219031e+08 1.1298223457e+08 1.1298217279e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.1298132696e+08 1.1290831488e+08 1.1298219031e+08 1.1298219031e+08 6.4559554028e-01 6.4559487309e-01 6.4559463367e-01 6.4559602243e-01 4.0729201935e+07 1.6777216000e+07 1.0000000000e+00 6.5011712000e+07 4.1607495680e+09 4.0729200000e+07 4.0729968000e+07 4.0729201935e+07 4.0729201935e+07 3.5455830834e+07 3.5455808000e+07 3.5456576000e+07 0 1 0 0 0 0 0 0
