matrix=data/matrices/bcsstk03.mtx n=112 seed=7
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 6.3697561930e+10 6.3697554684e+10 6.3697554684e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 6.3704659925e+10 6.3559711706e+10 6.3697561930e+10 6.3697561930e+10 6.2813041743e+00 6.2813047820e+00 6.2813064183e+00 6.2811933180e+00 1.1459433409e+12 1.6777216000e+07 1.6777216000e+07 1.0995116278e+12 5.4975581389e+11 1.1459425731e+12 1.1459593503e+12 1.1459433409e+12 1.1459433409e+12 6.3239638365e+11 6.3239618560e+11 6.3239408845e+11 0 0 0 0 0 0 0 0
1 5.2835887805e+09 5.2835835361e+09 5.2835841604e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 5.2833048834e+09 5.2833048834e+09 5.2835887805e+09 5.2835887805e+09 6.1336258978e+00 6.1336256436e+00 6.1336267197e+00 6.1336222112e+00 1.7834100167e+11 1.6777216000e+07 1.6777216000e+07 1.3743895347e+11 8.5899345920e+10 1.7834128179e+11 1.7833132032e+11 1.7834100167e+11 1.7834100167e+11 1.0132307868e+11 1.0132311245e+11 1.0132022886e+11 0 0 0 0 0 0 0 0
2 1.0947932168e+10 1.0947926472e+10 1.0947926874e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.0948415761e+10 1.0940185725e+10 1.0947932168e+10 1.0947932168e+10 4.6574531275e+00 4.6574535838e+00 4.6574525785e+00 4.6574871324e+00 1.1642732470e+10 1.6777216000e+07 1.6777216000e+07 1.1811160064e+10 1.9327352832e+10 1.1642699776e+10 1.1642961920e+10 1.1642732470e+10 1.1642732470e+10 1.0529233444e+10 1.0529210368e+10 1.0529390592e+10 0 0 0 0 0 0 0 0
3 4.3015233516e+09 4.3015082353e+09 4.3015113026e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 4.3012541507e+09 4.3023010667e+09 4.3015233516e+09 4.3015233516e+09 4.4745260857e+00 4.4745251537e+00 4.4745299711e+00 4.4745235191e+00 4.6169848612e+09 1.6777216000e+07 1.6777216000e+07 5.9055800320e+09 1.5032385536e+10 4.6169784320e+09 4.6170193920e+09 4.6169848612e+09 4.6169848612e+09 4.7185074689e+09 4.7185018880e+09 4.7185264640e+09 0 0 0 0 0 0 0 0
4 4.5256090691e+09 4.5255998376e+09 4.5256020242e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 4.5257453646e+09 4.5197707807e+09 4.5256090691e+09 4.5256090691e+09 4.6013033328e+00 4.6013036857e+00 4.6013073778e+00 4.6013396751e+00 1.9304288152e+09 1.6777216000e+07 1.0000000000e+00 2.5501368320e+09 6.9793218560e+09 1.9304273920e+09 1.9304243200e+09 1.9304288152e+09 1.9304288152e+09 1.7425456455e+09 1.7425459200e+09 1.7425428480e+09 0 1 0 0 0 0 0 0
5 2.6431638837e+09 2.6431579008e+09 2.6431614367e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.6431437573e+09 2.6420786178e+09 2.6431638837e+09 2.6431638837e+09 4.1530569110e+00 4.1530569969e+00 4.1530651755e+00 4.1530842421e+00 7.1262284030e+08 1.0000000000e+00 1.0000000000e+00 1.5435038720e+09 3.3554432000e+09 7.1262515200e+08 7.1262566400e+08 7.1262284030e+08 7.1262284030e+08 7.2141058525e+08 7.2141260800e+08 7.2141260800e+08 1 1 0 0 0 0 0 0
6 1.4203604130e+09 1.4203584123e+09 1.4203593800e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.4203278347e+09 1.4199314273e+09 1.4203604130e+09 1.4203604130e+09 3.4967992273e+00 3.4968008683e+00 3.4968109518e+00 3.4968685334e+00 3.9745613832e+08 1.6777216000e+07 1.0000000000e+00 1.1408506880e+09 1.9461570560e+09 3.9745689600e+08 3.9745638400e+08 3.9745613832e+08 3.9745613832e+08 4.5598769037e+08 4.5598796800e+08 4.5598617600e+08 0 1 0 0 0 0 0 0
7 2.1077384636e+09 2.1077310082e+09 2.1077325079e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.1077953014e+09 2.1075282044e+09 2.1077384636e+09 2.1077384636e+09 2.9485751735e+00 2.9485761368e+00 2.9485925449e+00 2.9486390904e+00 2.0479754508e+08 1.6777216000e+07 1.0000000000e+00 8.3886080000e+08 1.8119393280e+09 2.0479769600e+08 2.0479648000e+08 2.0479754508e+08 2.0479754508e+08 2.7995673271e+08 2.7995673600e+08 2.7995468800e+08 0 1 0 0 0 0 0 0
8 9.1350835597e+08 9.1350763691e+08 9.1350790020e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 9.1351132297e+08 9.1328020056e+08 9.1350835597e+08 9.1350835597e+08 2.2835794852e+00 2.2835812978e+00 2.2835981144e+00 2.2836798264e+00 2.3597850650e+08 1.0000000000e+00 1.0000000000e+00 1.2750684160e+09 1.5435038720e+09 2.3597900800e+08 2.3597728000e+08 2.3597850650e+08 2.3597850650e+08 2.5754823459e+08 2.5754841600e+08 2.5754688000e+08 1 1 0 0 0 0 0 0
9 8.9414426607e+08 8.9414121277e+08 8.9414255774e+08 0.0000000000e+00 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 8.9416423063e+08 8.9400682121e+08 8.9414426607e+08 8.9414426607e+08 1.8750099152e+00 1.8750112618e+00 1.8750271447e+00 1.8750995578e+00 1.8307717148e+08 1.0000000000e+00 1.0000000000e+00 5.7042534400e+08 1.6106127360e+09 1.8307731200e+08 1.8307628800e+08 1.8307717148e+08 1.8307717148e+08 1.5006732653e+08 1.5006764800e+08 1.5006688000e+08 1 1 0 0 0 0 0 0
