matrix=data/matrices/bcsstk03.mtx n=112 seed=10
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 8.4331066012e+10 8.4331146429e+10 8.4331146429e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 8.4328048954e+10 8.4109014691e+10 8.4331066012e+10 8.4331066012e+10 5.5054745948e+00 5.5054708163e+00 5.5054882826e+00 5.5055557633e+00 1.6424051423e+12 1.6777216000e+07 1.6777216000e+07 1.6492674417e+12 1.0995116278e+12 1.6424055603e+12 1.6423971717e+12 1.6424051423e+12 1.6424051423e+12 1.1363595588e+12 1.1363627827e+12 1.1363711713e+12 0 0 0 0 0 0 0 0
1 4.9681684109e+09 4.9681519814e+09 4.9681519814e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 4.9678693580e+09 4.9669627298e+09 4.9681684109e+09 4.9681684109e+09 4.0333259611e+00 4.0333250698e+00 4.0333262102e+00 4.0333317412e+00 3.7314787601e+11 1.6777216000e+07 1.6777216000e+07 4.1231686042e+11 2.7487790694e+11 3.7314940109e+11 3.7315988685e+11 3.7314787601e+11 3.7314787601e+11 1.7252513008e+11 1.7252587930e+11 1.7253164646e+11 0 0 0 0 0 0 0 0
2 6.6317204405e+09 6.6317182281e+09 6.6317178965e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 6.6312251328e+09 6.6244301467e+09 6.6317204405e+09 6.6317204405e+09 2.5342324137e+00 2.5342322179e+00 2.5342319233e+00 2.5342243104e+00 7.5093517132e+09 1.6777216000e+07 1.6777216000e+07 1.1811160064e+10 9.6636764160e+09 7.5093934080e+09 7.5096719360e+09 7.5093517132e+09 7.5093517132e+09 6.1960863665e+09 6.1961175040e+09 6.1963714560e+09 0 0 0 0 0 0 0 0
3 4.0093082725e+09 4.0093249152e+09 4.0093249152e+09 0.0000000000e+00 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 4.0094387226e+09 4.0085961970e+09 4.0093082725e+09 4.0093082725e+09 2.3075508872e+00 2.3075511660e+00 2.3075487591e+00 2.3075466028e+00 2.5834694275e+09 1.6777216000e+07 1.6777216000e+07 9.6636764160e+09 5.9055800320e+09 2.5834844160e+09 2.5836052480e+09 2.5834694275e+09 2.5834694275e+09 2.3752977027e+09 2.3753093120e+09 2.3754260480e+09 0 0 0 0 0 0 0 0
4 1.9198351419e+09 1.9198198839e+09 1.9198198839e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.9196537175e+09 1.9193604391e+09 1.9198351419e+09 1.9198351419e+09 2.4054101281e+00 2.4054108571e+00 2.4054098917e+00 2.4054103333e+00 1.3739095440e+09 1.6777216000e+07 1.6777216000e+07 1.9327352832e+10 8.5899345920e+09 1.3739141120e+09 1.3739868160e+09 1.3739095440e+09 1.3739095440e+09 1.1318671130e+09 1.1318702080e+09 1.1319296000e+09 0 0 0 0 0 0 0 0
5 1.0464621379e+09 1.0464787823e+09 1.0464789137e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.0464263128e+09 1.0459554798e+09 1.0464621379e+09 1.0464621379e+09 2.4720493881e+00 2.4720499258e+00 2.4720523600e+00 2.4720493261e+00 3.1311673107e+08 1.0000000000e+00 1.0000000000e+00 1.0737418240e+10 3.8923141120e+09 3.1311744000e+08 3.1313408000e+08 3.1311673107e+08 3.1311673107e+08 3.7115348778e+08 3.7115289600e+08 3.7117184000e+08 1 1 0 0 0 0 0 0
6 6.9181171404e+08 6.9180524255e+08 6.9180524255e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 6.9169147144e+08 6.9181862762e+08 6.9181171404e+08 6.9181171404e+08 2.3628725214e+00 2.3628730093e+00 2.3628805896e+00 2.3628734398e+00 1.9340680963e+08 1.0000000000e+00 1.0000000000e+00 1.3958643712e+10 4.0265318400e+09 1.9340588800e+08 1.9341420800e+08 1.9340680963e+08 1.9340680963e+08 1.9520470713e+08 1.9520224000e+08 1.9521043200e+08 1 1 0 0 0 0 0 0
7 7.6493997639e+08 7.6494984708e+08 7.6495002675e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 7.6469880614e+08 7.6442269174e+08 7.6493997639e+08 7.6493997639e+08 2.0647398431e+00 2.0647401333e+00 2.0647588667e+00 2.0647406020e+00 6.1962829389e+07 1.6777216000e+07 1.0000000000e+00 1.0737418240e+10 4.2949672960e+09 6.1961728000e+07 6.1964384000e+07 6.1962829389e+07 6.1962829389e+07 9.1810561404e+07 9.1807232000e+07 9.1811072000e+07 0 1 0 0 0 0 0 0
8 5.2726375821e+08 5.2727012321e+08 5.2727022095e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 5.2716578317e+08 5.2693213257e+08 5.2726375821e+08 5.2726375821e+08 1.8911973987e+00 1.8911981414e+00 1.8912194813e+00 1.8911999450e+00 1.1266303265e+08 1.0000000000e+00 1.0000000000e+00 1.2884901888e+10 4.0265318400e+09 1.1265712000e+08 1.1266179200e+08 1.1266303265e+08 1.1266303265e+08 1.0420071735e+08 1.0419440000e+08 1.0419872000e+08 1 1 0 0 0 0 0 0
9 4.1853625467e+08 4.1853748411e+08 4.1853768934e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 4.1825434609e+08 4.1827537605e+08 4.1853625467e+08 4.1853625467e+08 1.7262010956e+00 1.7262019292e+00 1.7262328442e+00 1.7262095764e+00 5.3174592731e+07 1.0000000000e+00 1.0000000000e+00 5.3687091200e+09 2.9527900160e+09 5.3170736000e+07 5.3172720000e+07 5.3174592731e+07 5.3174592731e+07 4.7270003319e+07 4.7265792000e+07 4.7267920000e+07 1 1 0 0 0 0 0 0
