matrix=data/matrices/bcsstk03.mtx n=112 seed=29
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n abs_dot_d cond_xy_d rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
bnorm=9.8636129207e+10
0 3.4752153949e+10 3.4752149221e+10 3.4752155295e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 3.4760059506e+10 3.4693660095e+10 3.4752153949e+10 3.4752153949e+10 5.8697274363e+00 5.8697263960e+00 5.8697272036e+00 5.8697262296e+00 5.8696960772e+00 8.0486804101e+11 1.6777216000e+07 1.6777216000e+07 8.2463372083e+11 4.1231686042e+11 8.0486806323e+11 8.0487225754e+11 8.0486804101e+11 8.0486804101e+11 8.0572090782e+11 1.0010596356e+00 4.1845739095e+11 4.1845732147e+11 4.1845732147e+11 0 0 0 0 0 0 0 0
1 5.5449828978e+09 5.5449843022e+09 5.5449896560e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 5.5453203925e+09 5.5445081889e+09 5.5449828978e+09 5.5449828978e+09 6.0837313998e+00 6.0837306933e+00 6.0837309016e+00 6.0837307764e+00 6.0837308964e+00 8.7503948996e+10 1.6777216000e+07 1.6777216000e+07 1.0307921510e+11 6.8719476736e+10 8.7503929344e+10 8.7502356480e+10 8.7503948996e+10 8.7503948996e+10 8.9049632578e+10 1.0176641580e+00 5.8890237224e+10 5.8890256384e+10 5.8889469952e+10 0 0 0 0 0 0 0 0
2 5.4077695632e+09 5.4077710603e+09 5.4077692304e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 5.4079918621e+09 5.4071590305e+09 5.4077695632e+09 5.4077695632e+09 3.8285023991e+00 3.8285016363e+00 3.8285016728e+00 3.8285003490e+00 3.8285103668e+00 1.2108064022e+10 1.6777216000e+07 1.0000000000e+00 1.5032385536e+10 2.7917287424e+10 1.2108087296e+10 1.2108087296e+10 1.2108064022e+10 1.2108064022e+10 1.2739901197e+10 1.0521831710e+00 9.0440602131e+09 9.0440663040e+09 9.0440499200e+09 0 1 0 0 0 0 0 0
3 2.4483593633e+09 2.4483586092e+09 2.4483575987e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.4483241419e+09 2.4476342464e+09 2.4483593633e+09 2.4483593633e+09 2.7395159920e+00 2.7395155476e+00 2.7395153649e+00 2.7395112682e+00 2.7395133536e+00 2.4732415738e+09 1.6777216000e+07 1.6777216000e+07 4.1607495680e+09 9.6636764160e+09 2.4732364800e+09 2.4732221440e+09 2.4732415738e+09 2.4732415738e+09 2.6902026059e+09 1.0877233483e+00 2.3498511389e+09 2.3498465280e+09 2.3498321920e+09 0 0 0 0 0 0 0 0
4 3.3950342103e+09 3.3950372974e+09 3.3950394024e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 3.3951381778e+09 3.3941431683e+09 3.3950342103e+09 3.3950342103e+09 2.4136674965e+00 2.4136674192e+00 2.4136672598e+00 2.4136618196e+00 2.4136623138e+00 1.4320444949e+09 1.0000000000e+00 1.6777216000e+07 5.9055800320e+09 4.2949672960e+09 1.4320435200e+09 1.4320322560e+09 1.4320444949e+09 1.4320444949e+09 1.6172328358e+09 1.1293174490e+00 1.1744436449e+09 1.1744430080e+09 1.1744337920e+09 1 0 0 0 0 0 0 0
5 1.0040650636e+09 1.0040652478e+09 1.0040661033e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.0040781831e+09 1.0040781831e+09 1.0040650636e+09 1.0040650636e+09 2.0779224980e+00 2.0779229780e+00 2.0779226754e+00 2.0779145162e+00 2.0779131051e+00 4.1668734711e+08 1.0000000000e+00 1.0000000000e+00 2.8185722880e+09 4.8318382080e+09 4.1668736000e+08 4.1668454400e+08 4.1668734711e+08 4.1668734711e+08 5.4042907559e+08 1.2969654091e+00 5.1282243612e+08 5.1282201600e+08 5.1282048000e+08 1 1 0 0 0 0 0 0
6 1.1106352952e+09 1.1106369040e+09 1.1106376465e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.1105959427e+09 1.1102157101e+09 1.1106352952e+09 1.1106352952e+09 1.7879556947e+00 1.7879568378e+00 1.7879562576e+00 1.7879495532e+00 1.7879447576e+00 2.5945590905e+08 1.6777216000e+07 1.6777216000e+07 3.6238786560e+09 4.8318382080e+09 2.5945561600e+08 2.5945574400e+08 2.5945590905e+08 2.5945590905e+08 3.3359730250e+08 1.2857571975e+00 2.7869069589e+08 2.7868979200e+08 2.7869107200e+08 0 0 0 0 0 0 0 0
7 9.3495099821e+08 9.3494972353e+08 9.3494762876e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 9.3490650411e+08 9.3483123287e+08 9.3495099821e+08 9.3495099821e+08 1.4401965212e+00 1.4401969400e+00 1.4401966028e+00 1.4401962504e+00 1.4401904816e+00 8.1593582067e+07 1.6777216000e+07 1.6777216000e+07 2.9527900160e+09 4.2949672960e+09 8.1593120000e+07 8.1594080000e+07 8.1593582067e+07 8.1593582067e+07 1.1132522585e+08 1.3643870391e+00 1.2057710342e+08 1.2057600000e+08 1.2057753600e+08 0 0 0 0 0 0 0 0
8 5.8696414747e+08 5.8696511954e+08 5.8696506100e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 5.8696283655e+08 5.8699280734e+08 5.8696414747e+08 5.8696414747e+08 1.2212847481e+00 1.2212847375e+00 1.2212844618e+00 1.2212868632e+00 1.2212807475e+00 1.3855987298e+08 1.6777216000e+07 1.0000000000e+00 2.2817013760e+09 2.2817013760e+09 1.3855820800e+08 1.3855987200e+08 1.3855987298e+08 1.3855987298e+08 2.0496492803e+08 1.4792517027e+00 1.1036821059e+08 1.1036649600e+08 1.1036790400e+08 0 1 0 0 0 0 0 0
9 5.1642787075e+08 5.1642891953e+08 5.1642925219e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 5.1639360575e+08 5.1641063917e+08 5.1642787075e+08 5.1642787075e+08 9.8527482454e-01 9.8527506566e-01 9.8527425079e-01 9.8527963281e-01 9.8526865146e-01 3.7846692005e+07 1.6777216000e+07 1.0000000000e+00 1.5435038720e+09 2.1474836480e+09 3.7845936000e+07 3.7846480000e+07 3.7846692005e+07 3.7846692005e+07 5.0683341472e+07 1.3391749394e+00 4.4052527470e+07 4.4051328000e+07 4.4052096000e+07 0 1 0 0 0 0 0 0
10 3.2839007218e+08 3.2839024345e+08 3.2838998187e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 3.2836337839e+08 3.2830979866e+08 3.2839007218e+08 3.2839007218e+08 9.3907422594e-01 9.3907443806e-01 9.3907368332e-01 9.3907993826e-01 9.3906744676e-01 2.0932465707e+07 1.0000000000e+00 1.0000000000e+00 2.1474836480e+09 1.7448304640e+09 2.0931696000e+07 2.0932168000e+07 2.0932465707e+07 2.0932465707e+07 2.7187218285e+07 1.2988062976e+00 2.1446927246e+07 2.1445880000e+07 2.1446496000e+07 1 1 0 0 0 0 0 0
11 3.0250337436e+08 3.0250484805e+08 3.0250622525e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 3.0247010352e+08 3.0244102126e+08 3.0250337436e+08 3.0250337436e+08 8.9392344004e-01 8.9392347538e-01 8.9392283182e-01 8.9393009060e-01 8.9391576954e-01 6.9170380368e+06 1.0000000000e+00 1.0000000000e+00 8.7241523200e+08 8.7241523200e+08 6.9166060000e+06 6.9168540000e+06 6.9170380368e+06 6.9170380368e+06 1.0081802751e+07 1.4575317784e+00 1.2853682297e+07 1.2852670000e+07 1.2853242000e+07 1 1 0 0 0 0 0 0
12 3.7366567034e+08 3.7366470955e+08 3.7366260611e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 3.7364634141e+08 3.7361102790e+08 3.7366567034e+08 3.7366567034e+08 8.4800842137e-01 8.4800941092e-01 8.4800881414e-01 8.4801220659e-01 8.4799320046e-01 8.7912570007e+06 1.0000000000e+00 1.0000000000e+00 2.5501368320e+09 1.4092861440e+09 8.7904240000e+06 8.7909020000e+06 8.7912570007e+06 8.7912570007e+06 1.5994788938e+07 1.8193972644e+00 1.6239423886e+07 1.6237770000e+07 1.6238694000e+07 1 1 0 0 0 0 0 0
13 2.9240288843e+08 2.9240369791e+08 2.9240487299e+08 0.0000000000e+00 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.9238541017e+08 2.9240045174e+08 2.9240288843e+08 2.9240288843e+08 8.7842419464e-01 8.7842523618e-01 8.7842499891e-01 8.7842306451e-01 8.7840451843e-01 2.7388288627e+07 1.0000000000e+00 1.0000000000e+00 1.0000000000e+00 2.0132659200e+09 2.7385512000e+07 2.7387088000e+07 2.7388288627e+07 2.7388288627e+07 4.1189691598e+07 1.5039162234e+00 2.2989248126e+07 2.2986896000e+07 2.2988192000e+07 1 1 1 0 0 0 0 0
14 2.9427854685e+08 2.9427965698e+08 2.9428041591e+08 0.0000000000e+00 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.9424470024e+08 2.9422975296e+08 2.9427854685e+08 2.9427854685e+08 8.1926887829e-01 8.1926903667e-01 8.1926913563e-01 8.1927527350e-01 8.1925397671e-01 8.3766936353e+06 1.0000000000e+00 1.0000000000e+00 7.2057594038e+16 1.4092861440e+09 8.3757960000e+06 8.3762550000e+06 8.3766936353e+06 8.3766936353e+06 1.3635087340e+07 1.6277409600e+00 1.0303738472e+07 1.0302500000e+07 1.0303124000e+07 1 1 0 0 0 0 0 0
