matrix=data/matrices/sts4098.mtx n=4098 seed=5
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n abs_dot_d cond_xy_d rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
bnorm=4.7194902273e+08
0 2.0772500463e+08 2.0772572626e+08 2.0772572626e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.0772393776e+08 2.0767629405e+08 2.0772500463e+08 2.0772500463e+08 4.9286489843e+00 4.9286226287e+00 4.9286226287e+00 4.9286534504e+00 4.9287152224e+00 1.7536165309e+10 1.6777216000e+07 1.6777216000e+07 1.7179869184e+10 9.6636764160e+09 1.7536155648e+10 1.7533206528e+10 1.7536165309e+10 1.7536165309e+10 1.7697506097e+10 1.0092004600e+00 5.2225700519e+09 5.2225720320e+09 5.2217610240e+09 0 0 0 0 0 0 0 0
1 6.4600246148e+07 6.4600732455e+07 6.4600732455e+07 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 6.7108864000e+07 6.4600813483e+07 6.4587515170e+07 6.4600246148e+07 6.4600246148e+07 5.9490402012e+00 5.9490342912e+00 5.9490342912e+00 5.9490431976e+00 5.9490531299e+00 1.8436021050e+09 1.6777216000e+07 1.6777216000e+07 2.1474836480e+09 2.2817013760e+09 1.8436106240e+09 1.8435829760e+09 1.8436021050e+09 1.8436021050e+09 1.8563432296e+09 1.0069109948e+00 7.7792156511e+08 7.7792512000e+08 7.7787443200e+08 0 0 0 0 0 0 0 0
2 2.1905922278e+07 2.1905942587e+07 2.1905943353e+07 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 1.6777216000e+07 2.1906480225e+07 2.1902558690e+07 2.1905922278e+07 2.1905922278e+07 3.5123231715e+00 3.5123468506e+00 3.5123471085e+00 3.5123129045e+00 3.5123495948e+00 3.6133047103e+08 1.6777216000e+07 1.6777216000e+07 4.8653926400e+08 5.7042534400e+08 3.6133171200e+08 3.6129561600e+08 3.6133047103e+08 3.6133047103e+08 3.7044403421e+08 1.0252222381e+00 1.6858342773e+08 1.6858438400e+08 1.6856576000e+08 0 0 0 0 0 0 0 0
3 2.5871329611e+07 2.5871240010e+07 2.5871243900e+07 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 3.3554432000e+07 2.5872032451e+07 2.5861405749e+07 2.5871329612e+07 2.5871329611e+07 2.5485648056e+00 2.5485601395e+00 2.5485600619e+00 2.5485671846e+00 2.5485545930e+00 7.4397212578e+07 1.0000000000e+00 1.6777216000e+07 1.0276044800e+08 1.2163481600e+08 7.4397952000e+07 7.4389376000e+07 7.4397212578e+07 7.4397212578e+07 8.3356604659e+07 1.1204264484e+00 4.5511596066e+07 4.5512240000e+07 4.5506400000e+07 1 0 0 0 0 0 0 0
4 1.4794859305e+07 1.4794602312e+07 1.4794604013e+07 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 3.3554432000e+07 1.4795468669e+07 1.4791694426e+07 1.4794859305e+07 1.4794859305e+07 2.2771080523e+00 2.2771082711e+00 2.2771083674e+00 2.2771057910e+00 2.2771021084e+00 3.2849038946e+07 1.6777216000e+07 1.6777216000e+07 4.7185920000e+07 6.7108864000e+07 3.2849720000e+07 3.2845544000e+07 3.2849038946e+07 3.2849038946e+07 3.8558852719e+07 1.1738198120e+00 2.2918469435e+07 2.2919080000e+07 2.2915632000e+07 0 0 0 0 0 0 0 0
5 1.1783065089e+07 1.1782794906e+07 1.1782795618e+07 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 1.6777216000e+07 1.1783502195e+07 1.1781178342e+07 1.1783065089e+07 1.1783065089e+07 2.3988444785e+00 2.3988340125e+00 2.3988342722e+00 2.3988382251e+00 2.3988150963e+00 2.4325102484e+07 1.6777216000e+07 1.6777216000e+07 4.4040192000e+07 5.1380224000e+07 2.4325928000e+07 2.4321304000e+07 2.4325102484e+07 2.4325102484e+07 2.9368413866e+07 1.2073295019e+00 1.5312744492e+07 1.5313336000e+07 1.5310592000e+07 0 0 0 0 0 0 0 0
6 1.0477554107e+07 1.0477373446e+07 1.0477370644e+07 4.0960000000e+03 4.0960000000e+03 1.1863283203e+07 1.6777216000e+07 1.0478025948e+07 1.0475771242e+07 1.0477554107e+07 1.0477554107e+07 2.3994751224e+00 2.3994682981e+00 2.3994682026e+00 2.3994607801e+00 2.3994594070e+00 1.6756284067e+07 1.0000000000e+00 1.6777216000e+07 3.1457280000e+07 5.1380224000e+07 1.6757038000e+07 1.6754562000e+07 1.6756284067e+07 1.6756284067e+07 2.1787050265e+07 1.3002316133e+00 1.0664742228e+07 1.0665268000e+07 1.0663598000e+07 1 0 0 0 0 0 0 0
7 8.6226249861e+06 8.6226997288e+06 8.6226997288e+06 4.0960000000e+03 4.0960000000e+03 1.1863283203e+07 1.6777216000e+07 8.6230908063e+06 8.6208491663e+06 8.6226249861e+06 8.6226249861e+06 2.1947940109e+00 2.1947902224e+00 2.1947901715e+00 2.1947703439e+00 2.1947736640e+00 1.0771184673e+07 1.6777216000e+07 1.6777216000e+07 2.7787264000e+07 3.4603008000e+07 1.0771762000e+07 1.0769948000e+07 1.0771184673e+07 1.0771184673e+07 1.3179737702e+07 1.2236107820e+00 6.8956043784e+06 6.8960060000e+06 6.8948150000e+06 0 0 0 0 0 0 0 0
8 6.9205287275e+06 6.9205411028e+06 6.9205417088e+06 4.0960000000e+03 4.0960000000e+03 1.1863283203e+07 1.1863283203e+07 6.9209553364e+06 6.9192873419e+06 6.9205287275e+06 6.9205287275e+06 2.0744869297e+00 2.0744825047e+00 2.0744825266e+00 2.0744586687e+00 2.0744634491e+00 7.5871331044e+06 1.6777216000e+07 1.6777216000e+07 2.2544384000e+07 2.6738688000e+07 7.5876030000e+06 7.5862680000e+06 7.5871331044e+06 7.5871331044e+06 9.8370176216e+06 1.2965394815e+00 4.8928800643e+06 4.8932090000e+06 4.8923020000e+06 0 0 0 0 0 0 0 0
9 4.7460835081e+06 4.7460710977e+06 4.7460748537e+06 4.0960000000e+03 4.0960000000e+03 1.1863283203e+07 1.1863283203e+07 4.7464422550e+06 4.7451130243e+06 4.7460835081e+06 4.7460835081e+06 1.9807758101e+00 1.9807715274e+00 1.9807714722e+00 1.9807371605e+00 1.9807445378e+00 6.1725167972e+06 1.0000000000e+00 1.6777216000e+07 2.0447232000e+07 2.0447232000e+07 6.1729700000e+06 6.1717660000e+06 6.1725167972e+06 6.1725167972e+06 8.1950467971e+06 1.3276669900e+00 3.8245117824e+06 3.8248090000e+06 3.8240375000e+06 1 0 0 0 0 0 0 0
10 4.0982307972e+06 4.0981630129e+06 4.0981708168e+06 4.0960000000e+03 4.0960000000e+03 8.3886080000e+06 8.3886080000e+06 4.0984732373e+06 4.0975807510e+06 4.0982307972e+06 4.0982307972e+06 1.8989310164e+00 1.8989268693e+00 1.8989267225e+00 1.8988791072e+00 1.8988876135e+00 3.2929726897e+06 1.6777216000e+07 1.0000000000e+00 1.3631488000e+07 1.9398656000e+07 3.2932505000e+06 3.2925760000e+06 3.2929726897e+06 3.2929726897e+06 4.7787818816e+06 1.4512060475e+00 2.4852629055e+06 2.4854890000e+06 2.4849425000e+06 0 1 0 0 0 0 0 0
11 4.3611639974e+06 4.3610855637e+06 4.3610910938e+06 4.0960000000e+03 4.0960000000e+03 1.1863283203e+07 8.3886080000e+06 4.3614072595e+06 4.3606686221e+06 4.3611639974e+06 4.3611639974e+06 1.7739710623e+00 1.7739684152e+00 1.7739682236e+00 1.7739065282e+00 1.7739208524e+00 3.1815946435e+06 1.0000000000e+00 1.6777216000e+07 1.7825792000e+07 2.9884416000e+07 3.1819095000e+06 3.1811425000e+06 3.1815946435e+06 3.1815946435e+06 4.7652671122e+06 1.4977606032e+00 2.1985918225e+06 2.1988200000e+06 2.1982755000e+06 1 0 0 0 0 0 0 0
12 4.0231659694e+06 4.0230421422e+06 4.0230429241e+06 4.0960000000e+03 4.0960000000e+03 1.1863283203e+07 8.3886080000e+06 4.0234480725e+06 4.0227141101e+06 4.0231659694e+06 4.0231659694e+06 1.6119655694e+00 1.6119641102e+00 1.6119639148e+00 1.6118928390e+00 1.6119090987e+00 2.0901421731e+06 1.0000000000e+00 1.6777216000e+07 1.5466496000e+07 1.6384000000e+07 2.0903755000e+06 2.0898462500e+06 2.0901421731e+06 2.0901421731e+06 3.5688393589e+06 1.7074624898e+00 1.7172251603e+06 1.7174217500e+06 1.7169852500e+06 1 0 0 0 0 0 0 0
13 2.9904832766e+06 2.9904283852e+06 2.9904250541e+06 4.0960000000e+03 4.0960000000e+03 8.3886080000e+06 8.3886080000e+06 2.9906859222e+06 2.9902371027e+06 2.9904832766e+06 2.9904832766e+06 1.4661911353e+00 1.4661885484e+00 1.4661884769e+00 1.4661132669e+00 1.4661249628e+00 1.9115198653e+06 1.6777216000e+07 1.6777216000e+07 1.7301504000e+07 1.2451840000e+07 1.9117517500e+06 1.9112700000e+06 1.9115198653e+06 1.9115198653e+06 3.0898639182e+06 1.6164435297e+00 1.6319994565e+06 1.6321942500e+06 1.6317662500e+06 0 0 0 0 0 0 0 0
14 2.3949972852e+06 2.3948805336e+06 2.3948783444e+06 4.0960000000e+03 4.0960000000e+03 8.3886080000e+06 5.9316416015e+06 2.3951480393e+06 2.3941041163e+06 2.3949972852e+06 2.3949972852e+06 1.2884365013e+00 1.2884367993e+00 1.2884366680e+00 1.2883388832e+00 1.2883669057e+00 1.8391123934e+06 1.0000000000e+00 1.6777216000e+07 1.7825792000e+07 9.5682560000e+06 1.8393307500e+06 1.8388400000e+06 1.8391123934e+06 1.8391123934e+06 3.2120846783e+06 1.7465407171e+00 1.3468017797e+06 1.3469585000e+06 1.3465867500e+06 1 0 0 0 0 0 0 0
15 2.0420899922e+06 2.0420387481e+06 2.0420408663e+06 4.0960000000e+03 4.0960000000e+03 4.1943040000e+06 4.1943040000e+06 2.0422370116e+06 2.0417276108e+06 2.0420899922e+06 2.0420899922e+06 1.1431950108e+00 1.1431957607e+00 1.1431955855e+00 1.1430839140e+00 1.1431181277e+00 1.6637626697e+06 1.0000000000e+00 1.6777216000e+07 1.6121856000e+07 5.5050240000e+06 1.6639550000e+06 1.6634785000e+06 1.6637626697e+06 1.6637626697e+06 2.5523751873e+06 1.5340981221e+00 1.1168078060e+06 1.1169380000e+06 1.1166095000e+06 1 0 0 0 0 0 0 0
