matrix=data/matrices/bcsstk03.mtx n=112 seed=15
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n abs_dot_d cond_xy_d rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 5.9357754687e+10 5.9357747530e+10 5.9357747530e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 5.9357628980e+10 5.9240974503e+10 5.9357754687e+10 5.9357754687e+10 7.3545221581e+00 7.3545222769e+00 7.3545222769e+00 7.3545201833e+00 7.3545724086e+00 8.7624869374e+11 1.6777216000e+07 1.6777216000e+07 8.2463372083e+11 4.1231686042e+11 8.7624882586e+11 8.7624253440e+11 8.7624869374e+11 8.7624869374e+11 8.7882582802e+11 1.0029410991e+00 5.6056878442e+11 5.6056872960e+11 5.6056872960e+11 0 0 0 0 0 0 0 0
1 6.2321076938e+09 6.2321094600e+09 6.2321136943e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 6.2320978159e+09 6.2306523565e+09 6.2321076938e+09 6.2321076938e+09 6.7949189530e+00 6.7949179505e+00 6.7949179299e+00 6.7949141553e+00 6.7949252120e+00 1.6803080838e+11 1.6777216000e+07 1.6777216000e+07 1.7179869184e+11 1.0307921510e+11 1.6803010970e+11 1.6803220685e+11 1.6803080838e+11 1.6803080838e+11 1.7006039405e+11 1.0120786520e+00 9.0517514403e+10 9.0517274624e+10 9.0518585344e+10 0 0 0 0 0 0 0 0
2 6.4466519731e+09 6.4466513880e+09 6.4466524113e+09 0.0000000000e+00 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 6.4466438836e+09 6.4354566406e+09 6.4466519731e+09 6.4466519731e+09 5.7335471032e+00 5.7335457928e+00 5.7335458924e+00 5.7335412407e+00 5.7335410715e+00 1.0358216603e+10 1.6777216000e+07 1.6777216000e+07 1.6106127360e+10 1.1811160064e+10 1.0358243328e+10 1.0358472704e+10 1.0358216603e+10 1.0358216603e+10 1.0735154961e+10 1.0363902757e+00 7.3855207392e+09 7.3855467520e+09 7.3856696320e+09 0 0 0 0 0 0 0 0
3 2.5200371488e+09 2.5200372710e+09 2.5200349803e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.5199356092e+09 2.5185948613e+09 2.5200371488e+09 2.5200371488e+09 5.5364424571e+00 5.5364415646e+00 5.5364416353e+00 5.5364222750e+00 5.5364225498e+00 2.0452147178e+09 1.6777216000e+07 1.0000000000e+00 1.1811160064e+10 1.2884901888e+10 2.0452270080e+09 2.0452372480e+09 2.0452147178e+09 2.0452147178e+09 2.2191577508e+09 1.0850487880e+00 1.9548465221e+09 1.9548610560e+09 1.9548672000e+09 0 1 0 0 0 0 0 0
4 3.4414514485e+09 3.4414516719e+09 3.4414510329e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 3.4415791463e+09 3.4396157083e+09 3.4414514485e+09 3.4414514485e+09 5.2285712334e+00 5.2285700125e+00 5.2285700839e+00 5.2285358955e+00 5.2285439722e+00 7.5248930614e+08 1.6777216000e+07 1.0000000000e+00 1.0737418240e+10 4.2949672960e+10 7.5249715200e+08 7.5249715200e+08 7.5248930614e+08 7.5248930614e+08 8.5678036571e+08 1.1385947398e+00 6.6980525564e+08 6.6981376000e+08 6.6981632000e+08 0 1 0 0 0 0 0 0
5 1.5540854118e+09 1.5540835553e+09 1.5540843512e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.5540448192e+09 1.5531389347e+09 1.5540854118e+09 1.5540854118e+09 4.1899743806e+00 4.1899736315e+00 4.1899735819e+00 4.1899121859e+00 4.1899350733e+00 3.5153622827e+08 1.0000000000e+00 1.0000000000e+00 2.5769803776e+10 8.5899345920e+10 3.5154252800e+08 3.5154560000e+08 3.5153622827e+08 3.5153622827e+08 4.7725589185e+08 1.3576293237e+00 4.5134961001e+08 4.5135744000e+08 4.5136076800e+08 1 1 0 0 0 0 0 0
6 1.1077264133e+09 1.1077252599e+09 1.1077263766e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.1078045398e+09 1.1074233488e+09 1.1077264133e+09 1.1077264133e+09 3.3773265777e+00 3.3773265509e+00 3.3773265108e+00 3.3772507862e+00 3.3772840753e+00 2.3646416602e+08 1.0000000000e+00 1.0000000000e+00 1.5032385536e+10 3.8654705664e+10 2.3646777600e+08 2.3646944000e+08 2.3646416602e+08 2.3646416602e+08 3.4103221939e+08 1.4422152208e+00 2.6427333723e+08 2.6427680000e+08 2.6427852800e+08 1 1 0 0 0 0 0 0
7 1.3557258687e+09 1.3557263513e+09 1.3557248814e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.3557402398e+09 1.3554287783e+09 1.3557258687e+09 1.3557258687e+09 2.7332039986e+00 2.7332039853e+00 2.7332037219e+00 2.7331294358e+00 2.7331670084e+00 1.0326152408e+08 1.0000000000e+00 1.0000000000e+00 1.0737418240e+10 2.7917287424e+10 1.0326304000e+08 1.0326358400e+08 1.0326152408e+08 1.0326152408e+08 1.3984947524e+08 1.3543231759e+00 1.3576683530e+08 1.3576825600e+08 1.3576876800e+08 1 1 0 0 0 0 0 0
8 4.6865527658e+08 4.6865385171e+08 4.6865352179e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 4.6859968652e+08 4.6861845716e+08 4.6865527658e+08 4.6865527658e+08 2.4886148046e+00 2.4886144876e+00 2.4886144122e+00 2.4885543109e+00 2.4885884463e+00 1.1465418044e+08 1.0000000000e+00 1.0000000000e+00 4.2949672960e+09 3.4359738368e+10 1.1465555200e+08 1.1465536000e+08 1.1465418044e+08 1.1465418044e+08 1.6139305712e+08 1.4076508724e+00 1.1782487139e+08 1.1782550400e+08 1.1782560000e+08 1 1 0 0 0 0 0 0
9 7.3602976639e+08 7.3602867434e+08 7.3602848761e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 7.3597785857e+08 7.3597785857e+08 7.3602976639e+08 7.3602976639e+08 2.3630970448e+00 2.3630969318e+00 2.3630968100e+00 2.3630398982e+00 2.3630707004e+00 6.6740275625e+07 1.0000000000e+00 1.0000000000e+00 2.2817013760e+09 1.9327352832e+10 6.6740224000e+07 6.6740576000e+07 6.6740275625e+07 6.6740275625e+07 9.4397720224e+07 1.4144041112e+00 6.4295546720e+07 6.4295104000e+07 6.4295392000e+07 1 1 0 0 0 0 0 0
10 2.8716301283e+08 2.8716255449e+08 2.8716180666e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.8711841425e+08 2.8710309596e+08 2.8716301283e+08 2.8716301283e+08 2.1157654555e+00 2.1157664293e+00 2.1157663845e+00 2.1157014764e+00 2.1157276427e+00 3.1210366074e+07 1.0000000000e+00 1.0000000000e+00 2.4159191040e+09 8.5899345920e+09 3.1209744000e+07 3.1209848000e+07 3.1210366074e+07 3.1210366074e+07 4.5235162321e+07 1.4493634011e+00 3.9370662002e+07 3.9369728000e+07 3.9369936000e+07 1 1 0 0 0 0 0 0
11 3.9085157916e+08 3.9085017672e+08 3.9085103384e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 3.9085872590e+08 3.9085872590e+08 3.9085157916e+08 3.9085157916e+08 1.9482704922e+00 1.9482722947e+00 1.9482723691e+00 1.9481937647e+00 1.9482150495e+00 1.7252887314e+07 1.0000000000e+00 1.0000000000e+00 1.6106127360e+09 1.2884901888e+10 1.7252472000e+07 1.7252600000e+07 1.7252887314e+07 1.7252887314e+07 2.8956993465e+07 1.6783853588e+00 2.2799345421e+07 2.2798536000e+07 2.2798808000e+07 1 1 0 0 0 0 0 0
