matrix=data/matrices/mhd4800b.mtx n=4800 seed=36
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n abs_dot_d cond_xy_d rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
bnorm=4.9245120828e+00
0 1.0412855754e+00 1.0412763373e+00 1.0412762228e+00 1.1180339887e+00 1.5000000000e+00 1.0416145820e+00 1.0303025951e+00 1.0412855818e+00 1.0412853350e+00 1.0412855754e+00 1.0412855754e+00 2.5704985978e+02 2.5704969774e+02 2.5704973450e+02 2.5704986042e+02 2.5704987400e+02 5.7890043504e+01 5.6000000000e+01 2.0000000000e+01 5.7875000000e+01 5.1156250000e+01 5.7890043259e+01 5.7890038490e+01 5.7890043504e+01 5.7890043504e+01 5.7954089437e+01 1.0011063376e+00 4.8926870346e+01 4.8926870346e+01 4.8926868916e+01 0 0 0 0 0 0 0 0
1 3.1295303182e-01 3.1294801307e-01 3.1294832257e-01 3.4232659844e-01 5.5901699437e-01 3.1396142652e-01 3.0558761274e-01 3.1295304316e-01 3.1295318675e-01 3.1295303182e-01 3.1295303182e-01 8.8775215090e+01 8.8775800481e+01 8.8775742876e+01 8.8775218093e+01 8.8775187317e+01 2.3678313170e+00 5.5000000000e+00 4.0000000000e+00 2.3652343750e+00 2.1181640625e+00 2.3678312600e+00 2.3678311557e+00 2.3678313170e+00 2.3678313170e+00 2.3984718268e+00 1.0129403262e+00 2.2835549313e+00 2.2835548967e+00 2.2835553885e+00 0 0 0 0 0 0 0 0
2 1.4434295463e-01 1.4434256997e-01 1.4434251835e-01 1.3693063938e+00 9.0138781887e-01 1.4479494526e-01 1.5319274649e-01 1.4434295790e-01 1.4434289499e-01 1.4434295463e-01 1.4434295463e-01 8.5564685168e+01 8.5564289415e+01 8.5564310629e+01 8.5564687296e+01 8.5564709805e+01 3.1746140112e-01 2.5000000000e+00 1.7500000000e+00 3.1933593750e-01 2.9687500000e-01 3.1746141426e-01 3.1746161729e-01 3.1746140112e-01 3.1746140112e-01 3.2676037483e-01 1.0292916672e+00 3.1788058777e-01 3.1788058951e-01 3.1788077764e-01 0 0 0 0 0 0 0 0
3 4.9948017630e-02 4.9947710933e-02 4.9947720256e-02 5.6568542495e+00 5.2915026221e+00 5.0252657540e-02 4.9795112437e-02 4.9948022087e-02 4.9947977803e-02 4.9948017630e-02 4.9948017630e-02 3.2626398987e+01 3.2626559854e+01 3.2626544002e+01 3.2626402803e+01 3.2626404783e+01 1.2225887102e-01 3.2500000000e+00 1.0000000000e+00 1.2411499023e-01 1.0858154297e-01 1.2225889182e-01 1.2225897657e-01 1.2225887102e-01 1.2225887102e-01 1.2499333297e-01 1.0223661639e+00 9.2239779983e-02 9.2239792459e-02 9.2239837162e-02 0 1 0 0 0 0 0 0
4 2.0047694068e-02 2.0047513520e-02 2.0047524408e-02 6.9282032303e+00 4.0960000000e+03 2.0273964348e-02 2.0784957670e-02 2.0047696802e-02 2.0047698616e-02 2.0047694068e-02 2.0047694068e-02 3.3179503933e+01 3.3179528817e+01 3.3179529634e+01 3.3179506368e+01 3.3179515479e+01 1.7993032931e-02 1.6384000000e+04 1.0000000000e+00 1.8112182617e-02 1.4930725098e-02 1.7993035726e-02 1.7993037589e-02 1.7993032931e-02 1.7993032931e-02 1.8661607823e-02 1.0371574317e+00 1.4714723044e-02 1.4714725548e-02 1.4714728924e-02 0 1 0 0 0 0 0 0
5 1.1884718015e-02 1.1884487146e-02 1.1884493881e-02 4.0960000000e+03 4.0960000000e+03 1.1840191067e-02 1.0863572003e-02 1.1884720401e-02 1.1884696525e-02 1.1884718015e-02 1.1884718015e-02 2.3265375314e+01 2.3265475621e+01 2.3265474785e+01 2.3265380365e+01 2.3265393739e+01 2.4240467033e-03 1.0000000000e+00 1.6777216000e+07 2.4337768555e-03 1.8692016602e-03 2.4240473285e-03 2.4240463972e-03 2.4240467033e-03 2.4240467033e-03 2.4659918131e-03 1.0173037548e+00 2.5775888952e-03 2.5775895920e-03 2.5775894173e-03 1 0 0 0 0 0 0 0
6 5.3323308922e-03 5.3321901966e-03 5.3321973604e-03 4.0960000000e+03 4.0960000000e+03 5.2702717639e-03 4.5674528647e-03 5.3323323622e-03 5.3323252838e-03 5.3323308922e-03 5.3323308922e-03 1.9959683219e+01 1.9959702690e+01 1.9959721023e+01 1.9959687182e+01 1.9959707907e+01 7.1181193237e-04 1.6777216000e+07 1.6777216000e+07 7.0667266846e-04 5.6076049805e-04 7.1181214298e-04 7.1181301610e-04 7.1181193237e-04 7.1181193237e-04 7.4132061241e-04 1.0414557255e+00 7.6547895736e-04 7.6547922799e-04 7.6547972276e-04 0 0 0 0 0 0 0 0
7 2.7256325330e-03 2.7256524166e-03 2.7256474948e-03 4.0960000000e+03 4.0960000000e+03 2.7241105474e-03 2.6520460184e-03 2.7256323123e-03 2.7256227189e-03 2.7256325330e-03 2.7256325330e-03 1.6606615274e+01 1.6606697439e+01 1.6606717553e+01 1.6606621409e+01 1.6606649035e+01 1.0055312558e-04 1.6777216000e+07 1.6777216000e+07 1.0848045349e-04 7.2479248047e-05 1.0055315579e-04 1.0055315579e-04 1.0055312558e-04 1.0055312558e-04 1.1568455694e-04 1.1504819593e+00 1.4291648605e-04 1.4291652769e-04 1.4291651314e-04 0 0 0 0 0 0 0 0
8 1.1924432624e-03 1.1924159089e-03 1.1924177681e-03 4.0960000000e+03 4.0960000000e+03 1.3033542788e-03 1.0918300671e-03 1.1924425566e-03 1.1924364549e-03 1.1924432624e-03 1.1924432624e-03 1.4207988955e+01 1.4207966160e+01 1.4208011590e+01 1.4207994253e+01 1.4208023391e+01 4.4744013740e-05 1.6777216000e+07 1.6777216000e+07 7.0810317993e-05 4.8518180847e-05 4.4744063416e-05 4.4744061597e-05 4.4744013740e-05 4.4744013740e-05 4.9476824152e-05 1.1057752762e+00 5.1936740994e-05 5.1936771342e-05 5.1936731325e-05 0 0 0 0 0 0 0 0
