matrix=data/matrices/sts4098.mtx n=4098 seed=1
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n abs_dot_d cond_xy_d rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
bnorm=4.0606075690e+08
0 7.4692872468e+07 7.4693737786e+07 7.4693752161e+07 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 6.7108864000e+07 7.4692181648e+07 7.4655371148e+07 7.4692872468e+07 7.4692872468e+07 1.6316804331e+00 1.6316751505e+00 1.6316750459e+00 1.6316793789e+00 1.6318126586e+00 1.0134576898e+10 1.6777216000e+07 1.6777216000e+07 9.6636764160e+09 7.5161927680e+09 1.0134585344e+10 1.0132881408e+10 1.0134576898e+10 1.0134576898e+10 1.0158307509e+10 1.0023415493e+00 3.3214894893e+09 3.3214894080e+09 3.3212907520e+09 0 0 0 0 0 0 0 0
1 2.3624563994e+07 2.3624614498e+07 2.3624613788e+07 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 3.3554432000e+07 2.3624432697e+07 2.3618978009e+07 2.3624563994e+07 2.3624563994e+07 1.6013288779e+00 1.6013289687e+00 1.6013290310e+00 1.6013287838e+00 1.6013425702e+00 7.6534466314e+08 1.6777216000e+07 1.6777216000e+07 9.3952409600e+08 7.3819750400e+08 7.6534323200e+08 7.6545996800e+08 7.6534466314e+08 7.6534466314e+08 7.7603958820e+08 1.0139739984e+00 2.6830222317e+08 2.6830176000e+08 2.6835238400e+08 0 0 0 0 0 0 0 0
2 2.5977491956e+07 2.5977045131e+07 2.5977054172e+07 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 1.6777216000e+07 2.5977399053e+07 2.5980705538e+07 2.5977491956e+07 2.5977491956e+07 1.2898200682e+00 1.2898223690e+00 1.2898223851e+00 1.2898205102e+00 1.2897645829e+00 9.2663575726e+07 1.0000000000e+00 1.0485760000e+06 1.2582912000e+08 1.0066329600e+08 9.2663456000e+07 9.2688256000e+07 9.2663575726e+07 9.2663575726e+07 9.8931122184e+07 1.0676376495e+00 5.6597653355e+07 5.6597600000e+07 5.6612128000e+07 1 0 0 0 0 0 0 0
3 1.9159457954e+07 1.9159514504e+07 1.9159529390e+07 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 1.6777216000e+07 1.9159615205e+07 1.9151767727e+07 1.9159457954e+07 1.9159457954e+07 1.0904494596e+00 1.0904489353e+00 1.0904489539e+00 1.0904493796e+00 1.0904309498e+00 4.8122373582e+07 1.6777216000e+07 1.6777216000e+07 7.1303168000e+07 5.1380224000e+07 4.8122368000e+07 4.8134080000e+07 4.8122373582e+07 4.8122373582e+07 5.4410216101e+07 1.1306635989e+00 3.1034321634e+07 3.1034336000e+07 3.1041976000e+07 0 0 0 0 0 0 0 0
4 9.9895459372e+06 9.9895952486e+06 9.9896002870e+06 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 1.6777216000e+07 9.9895654379e+06 9.9860177588e+06 9.9895459372e+06 9.9895459372e+06 9.9513858516e-01 9.9513735374e-01 9.9513730973e-01 9.9513869339e-01 9.9511430034e-01 3.2062534244e+07 1.6777216000e+07 1.6777216000e+07 5.4525952000e+07 3.3554432000e+07 3.2062568000e+07 3.2070944000e+07 3.2062534244e+07 3.2062534244e+07 3.8466482523e+07 1.1997330663e+00 1.7265876352e+07 1.7265912000e+07 1.7269896000e+07 0 0 0 0 0 0 0 0
5 7.5186993821e+06 7.5186587585e+06 7.5186626635e+06 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 1.6777216000e+07 7.5187031076e+06 7.5165606607e+06 7.5186993821e+06 7.5186993821e+06 9.2327646618e-01 9.2327277977e-01 9.2327286712e-01 9.2327706955e-01 9.2326935775e-01 1.4806337750e+07 1.0000000000e+00 1.6777216000e+07 2.8835840000e+07 2.3592960000e+07 1.4806378000e+07 1.4809520000e+07 1.4806337750e+07 1.4806337750e+07 1.7493654011e+07 1.1814977010e+00 9.2635999671e+06 9.2636300000e+06 9.2654840000e+06 1 0 0 0 0 0 0 0
6 6.7459621074e+06 6.7458350107e+06 6.7458393630e+06 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 1.6777216000e+07 6.7459913820e+06 6.7472646010e+06 6.7459621074e+06 6.7459621074e+06 9.3049523440e-01 9.3049037892e-01 9.3049051534e-01 9.3049620989e-01 9.3046319714e-01 1.0571178865e+07 1.6777216000e+07 1.6777216000e+07 2.9884416000e+07 2.3592960000e+07 1.0571222000e+07 1.0573160000e+07 1.0571178865e+07 1.0571178865e+07 1.3264460292e+07 1.2547758827e+00 6.7298032975e+06 6.7298300000e+06 6.7310140000e+06 0 0 0 0 0 0 0 0
7 4.5421689026e+06 4.5422061460e+06 4.5422121481e+06 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 1.1863283203e+07 4.5422109939e+06 4.5406741866e+06 4.5421689026e+06 4.5421689026e+06 8.3147646075e-01 8.3147223966e-01 8.3147227088e-01 8.3147632256e-01 8.3146384463e-01 6.7150209600e+06 1.6777216000e+07 1.6777216000e+07 2.6738688000e+07 2.8835840000e+07 6.7150530000e+06 6.7161750000e+06 6.7150209600e+06 6.7150209600e+06 8.9993367899e+06 1.3401800000e+00 4.3352747910e+06 4.3352930000e+06 4.3359870000e+06 0 0 0 0 0 0 0 0
8 3.3732132115e+06 3.3731817439e+06 3.3731823656e+06 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 8.3886080000e+06 3.3731747496e+06 3.3734930524e+06 3.3732132115e+06 3.3732132115e+06 8.2872714339e-01 8.2872125797e-01 8.2872134177e-01 8.2872621347e-01 8.2870672215e-01 5.2323936624e+06 1.0000000000e+00 1.0000000000e+00 2.5690112000e+07 2.0447232000e+07 5.2324140000e+06 5.2332400000e+06 5.2323936624e+06 5.2323936624e+06 7.0217021073e+06 1.3419674742e+00 3.2709253044e+06 3.2709355000e+06 3.2714340000e+06 1 1 0 0 0 0 0 0
9 3.3828227953e+06 3.3828078292e+06 3.3828096890e+06 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 1.6777216000e+07 3.3827901607e+06 3.3822346422e+06 3.3828227953e+06 3.3828227953e+06 7.0966912608e-01 7.0966643026e-01 7.0966639641e-01 7.0966933613e-01 7.0964060406e-01 2.7848756928e+06 1.6777216000e+07 1.6777216000e+07 1.9922944000e+07 1.8350080000e+07 2.7848805000e+06 2.7852825000e+06 2.7848756928e+06 2.7848756928e+06 4.0288363576e+06 1.4466844492e+00 2.0572641915e+06 2.0572660000e+06 2.0575590000e+06 0 0 0 0 0 0 0 0
10 2.3676896161e+06 2.3676555235e+06 2.3676568521e+06 4.0960000000e+03 4.0960000000e+03 1.1863283203e+07 1.6777216000e+07 2.3676722420e+06 2.3672470466e+06 2.3676896161e+06 2.3676896161e+06 6.5805990339e-01 6.5805621671e-01 6.5805617587e-01 6.5806107098e-01 6.5804496565e-01 2.1521671691e+06 1.0000000000e+00 1.6777216000e+07 2.2020096000e+07 1.2845056000e+07 2.1521660000e+06 2.1524735000e+06 2.1521671691e+06 2.1521671691e+06 3.1280684398e+06 1.4534504962e+00 1.5018072104e+06 1.5018052500e+06 1.5020092500e+06 1 0 0 0 0 0 0 0
11 2.3713933821e+06 2.3712927213e+06 2.3712930530e+06 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 8.3886080000e+06 2.3713894497e+06 2.3720968288e+06 2.3713933821e+06 2.3713933821e+06 6.0787468507e-01 6.0787174329e-01 6.0787156772e-01 6.0787587674e-01 6.0785678187e-01 1.6328892449e+06 1.0000000000e+00 1.0000000000e+00 2.3068672000e+07 1.2713984000e+07 1.6328867500e+06 1.6331050000e+06 1.6328892449e+06 1.6328892449e+06 2.3828047856e+06 1.4592568315e+00 1.1662278363e+06 1.1662242500e+06 1.1663585000e+06 1 1 0 0 0 0 0 0
12 2.0947647431e+06 2.0947258466e+06 2.0947293507e+06 4.0960000000e+03 4.0960000000e+03 1.1863283203e+07 8.3886080000e+06 2.0947626389e+06 2.0949948906e+06 2.0947647431e+06 2.0947647431e+06 5.9613596720e-01 5.9613235889e-01 5.9613221039e-01 5.9613612134e-01 5.9612651655e-01 1.3727100078e+06 1.6777216000e+07 1.6777216000e+07 2.8835840000e+07 9.0439680000e+06 1.3727037500e+06 1.3728300000e+06 1.3727100078e+06 1.3727100078e+06 1.9889457759e+06 1.4489191195e+00 9.1884965829e+05 9.1884468750e+05 9.1893000000e+05 0 0 0 0 0 0 0 0
13 1.5008355497e+06 1.5008392510e+06 1.5008411723e+06 4.0960000000e+03 4.0960000000e+03 1.1863283203e+07 8.3886080000e+06 1.5008361070e+06 1.5002826653e+06 1.5008355497e+06 1.5008355497e+06 5.7149358253e-01 5.7149131187e-01 5.7149117390e-01 5.7149380809e-01 5.7147267255e-01 8.9583706599e+05 1.0000000000e+00 1.6777216000e+07 2.2020096000e+07 8.5196800000e+06 8.9583075000e+05 8.9591800000e+05 8.9583706599e+05 8.9583706599e+05 1.4393851868e+06 1.6067488626e+00 6.5489706188e+05 6.5489256250e+05 6.5495343750e+05 1 0 0 0 0 0 0 0
14 1.4257119202e+06 1.4256714699e+06 1.4256711022e+06 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 8.3886080000e+06 1.4256904548e+06 1.4259199081e+06 1.4257119202e+06 1.4257119202e+06 5.3309482927e-01 5.3309275593e-01 5.3309249223e-01 5.3309588257e-01 5.3308828457e-01 6.0655519312e+05 1.0000000000e+00 1.6777216000e+07 2.2020096000e+07 8.2575360000e+06 6.0655093750e+05 6.0660456250e+05 6.0655519312e+05 6.0655519312e+05 9.6641302353e+05 1.5932812620e+00 4.6722635091e+05 4.6722306250e+05 4.6726321875e+05 1 0 0 0 0 0 0 0
15 1.7285552079e+06 1.7285114692e+06 1.7285132133e+06 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 8.3886080000e+06 1.7285362652e+06 1.7286964072e+06 1.7285552079e+06 1.7285552079e+06 5.2466108191e-01 5.2465818456e-01 5.2465782720e-01 5.2466255179e-01 5.2465515167e-01 4.4641670460e+05 1.6777216000e+07 1.6777216000e+07 3.1457280000e+07 6.3569920000e+06 4.4641328125e+05 4.4645062500e+05 4.4641670460e+05 4.4641670460e+05 7.5832626524e+05 1.6986959883e+00 3.6429113236e+05 3.6428843750e+05 3.6431718750e+05 0 0 0 0 0 0 0 0
16 1.0826438536e+06 1.0826549629e+06 1.0826559314e+06 4.0960000000e+03 4.0960000000e+03 1.1863283203e+07 8.3886080000e+06 1.0826309917e+06 1.0823365142e+06 1.0826438536e+06 1.0826438536e+06 5.3923035501e-01 5.3922598366e-01 5.3922545978e-01 5.3923172497e-01 5.3922158373e-01 4.7652356059e+05 1.0000000000e+00 1.6777216000e+07 3.3554432000e+07 5.5050240000e+06 4.7652012500e+05 4.7655734375e+05 4.7652356059e+05 4.7652356059e+05 8.7045213232e+05 1.8266717625e+00 3.6989787751e+05 3.6989512500e+05 3.6992225000e+05 1 0 0 0 0 0 0 0
17 8.4334276026e+05 8.4334470531e+05 8.4334322882e+05 4.0960000000e+03 4.0960000000e+03 1.1863283203e+07 5.9316416015e+06 8.4332601593e+05 8.4334342310e+05 8.4334276026e+05 8.4334276026e+05 5.2936055148e-01 5.2935660300e-01 5.2935604978e-01 5.2936231519e-01 5.2935060054e-01 4.3923243319e+05 1.0000000000e+00 1.6777216000e+07 3.4603008000e+07 4.9807360000e+06 4.3922928125e+05 4.3926090625e+05 4.3923243319e+05 4.3923243319e+05 7.7164829998e+05 1.7568108402e+00 3.0388467668e+05 3.0388228125e+05 3.0390293750e+05 1 0 0 0 0 0 0 0
18 9.1287921033e+05 9.1284973074e+05 9.1285113070e+05 4.0960000000e+03 4.0960000000e+03 1.1863283203e+07 8.3886080000e+06 9.1285335627e+05 9.1302908733e+05 9.1287921033e+05 9.1287921033e+05 5.1000737182e-01 5.1000414846e-01 5.1000359229e-01 5.1000985096e-01 5.1000485281e-01 3.1839769762e+05 1.0000000000e+00 1.6777216000e+07 2.9884416000e+07 5.3739520000e+06 3.1839500000e+05 3.1841843750e+05 3.1839769762e+05 3.1839769762e+05 5.7486719360e+05 1.8055004728e+00 2.3163178476e+05 2.3162957812e+05 2.3164543750e+05 1 0 0 0 0 0 0 0
