matrix=data/matrices/bcsstk14.mtx n=1806 seed=28
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n abs_dot_d cond_xy_d rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
bnorm=6.2313376625e+10
0 1.9479362813e+10 1.9479326784e+10 1.9479327687e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.9475912688e+10 1.9372040413e+10 1.9479362813e+10 1.9479362813e+10 6.3469638791e+00 6.3469479160e+00 6.3469479160e+00 6.3469643093e+00 6.3462786954e+00 2.0555914523e+12 1.6777216000e+07 1.6777216000e+07 2.1990232556e+12 5.4975581389e+11 2.0555948360e+12 2.0555612815e+12 2.0555914523e+12 2.0555914523e+12 2.0642187060e+12 1.0041969690e+00 1.4006686492e+12 1.4006710436e+12 1.4004948828e+12 0 0 0 0 0 0 0 0
1 9.3143145664e+09 9.3142932632e+09 9.3142937353e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 9.3143622016e+09 9.2872460968e+09 9.3143145664e+09 9.3143145664e+09 4.7889882785e+00 4.7889902647e+00 4.7889902647e+00 4.7889904203e+00 4.7890353664e+00 3.1724904926e+11 1.6777216000e+07 1.6777216000e+07 4.1231686042e+11 1.3743895347e+11 3.1724981453e+11 3.1717012275e+11 3.1724904926e+11 3.1724904926e+11 3.1928224944e+11 1.0064088456e+00 1.9906646450e+11 1.9906638643e+11 1.9902234624e+11 0 0 0 0 0 0 0 0
2 3.2779743992e+09 3.2779767104e+09 3.2779767104e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 3.2780464778e+09 3.2735783652e+09 3.2779743992e+09 3.2779743992e+09 3.0603757570e+00 3.0603806023e+00 3.0603806782e+00 3.0603770332e+00 3.0605700028e+00 5.0512587279e+10 1.0000000000e+00 1.6777216000e+07 8.5899345920e+10 3.4359738368e+10 5.0512330752e+10 5.0504859648e+10 5.0512587279e+10 5.0512587279e+10 5.1453494597e+10 1.0186271852e+00 4.1488495110e+10 4.1488285696e+10 4.1481469952e+10 1 0 0 0 0 0 0 0
3 1.5485904785e+09 1.5485865643e+09 1.5485867418e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.5486015632e+09 1.5460548186e+09 1.5485904785e+09 1.5485904785e+09 2.5633404770e+00 2.5633435706e+00 2.5633436188e+00 2.5633416484e+00 2.5634286659e+00 1.8558407937e+10 1.6777216000e+07 6.5536000000e+04 2.7917287424e+10 1.3958643712e+10 1.8558287872e+10 1.8554716160e+10 1.8558407937e+10 1.8558407937e+10 1.9070683647e+10 1.0276034298e+00 1.1156957696e+10 1.1156897792e+10 1.1154653184e+10 0 0 0 0 0 0 0 0
4 9.4528381741e+08 9.4528006865e+08 9.4528025040e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 9.4527367126e+08 9.4471518587e+08 9.4528381741e+08 9.4528381741e+08 2.1090340663e+00 2.1090365296e+00 2.1090364082e+00 2.1090345768e+00 2.1090536009e+00 5.1580165115e+09 1.0000000000e+00 1.6777216000e+07 8.0530636800e+09 8.5899345920e+09 5.1580026880e+09 5.1569049600e+09 5.1580165115e+09 5.1580165115e+09 5.2971097931e+09 1.0269664281e+00 3.3082298298e+09 3.3082163200e+09 3.3075056640e+09 1 0 0 0 0 0 0 0
5 6.2796271437e+08 6.2795912615e+08 6.2795920823e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 6.2797009672e+08 6.2712910251e+08 6.2796271437e+08 6.2796271437e+08 1.5233928177e+00 1.5233959547e+00 1.5233958788e+00 1.5233922621e+00 1.5234190299e+00 1.1181267001e+09 1.6777216000e+07 1.6777216000e+07 2.1474836480e+09 2.4159191040e+09 1.1181199360e+09 1.1178864640e+09 1.1181267001e+09 1.1181267001e+09 1.1940197164e+09 1.0678751489e+00 9.6583060550e+08 9.6582400000e+08 9.6561766400e+08 0 0 0 0 0 0 0 0
6 4.0515767091e+08 4.0515690917e+08 4.0515693037e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 4.0515760881e+08 4.0478836547e+08 4.0515767091e+08 4.0515767091e+08 1.1173457244e+00 1.1173483015e+00 1.1173482349e+00 1.1173437282e+00 1.1173687521e+00 3.5732937836e+08 1.6777216000e+07 1.0000000000e+00 8.7241523200e+08 1.0737418240e+09 3.5732608000e+08 3.5724646400e+08 3.5732937836e+08 3.5732937836e+08 3.9269505268e+08 1.0989721989e+00 3.5134118059e+08 3.5133798400e+08 3.5125657600e+08 0 1 0 0 0 0 0 0
7 2.0480882032e+08 2.0480813679e+08 2.0480821019e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.0480812630e+08 2.0466312558e+08 2.0480882032e+08 2.0480882032e+08 8.9375723889e-01 8.9375913322e-01 8.9375887498e-01 8.9375287123e-01 8.9376848186e-01 2.0975036398e+08 1.0000000000e+00 1.6777216000e+07 6.3753420800e+08 6.0397977600e+08 2.0974854400e+08 2.0969868800e+08 2.0975036398e+08 2.0975036398e+08 2.3210289838e+08 1.1065673212e+00 1.7777423780e+08 1.7777286400e+08 1.7772947200e+08 1 0 0 0 0 0 0 0
8 1.4919288261e+08 1.4919157766e+08 1.4919170721e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.4919287313e+08 1.4908597370e+08 1.4919288261e+08 1.4919288261e+08 7.7167046498e-01 7.7167197940e-01 7.7167176682e-01 7.7166492667e-01 7.7167441680e-01 8.7508894027e+07 1.6777216000e+07 1.6777216000e+07 5.2009369600e+08 4.8653926400e+08 8.7508416000e+07 8.7485728000e+07 8.7508894027e+07 8.7508894027e+07 9.8694632296e+07 1.1278240160e+00 7.3561893168e+07 7.3561472000e+07 7.3542720000e+07 0 0 0 0 0 0 0 0
