matrix=data/matrices/bcsstk14.mtx n=1806 seed=46
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n abs_dot_d cond_xy_d rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
bnorm=5.7005037122e+10
0 1.6010147720e+10 1.6010129218e+10 1.6010129218e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.6009649028e+10 1.5978111768e+10 1.6010147720e+10 1.6010147720e+10 6.9664041744e+00 6.9663998086e+00 6.9664004305e+00 6.9664031511e+00 6.9656637175e+00 1.9456890152e+12 1.6777216000e+07 1.6777216000e+07 2.1990232556e+12 3.4359738368e+11 1.9456872940e+12 1.9457208484e+12 1.9456890152e+12 1.9456890152e+12 1.9527047824e+12 1.0036058009e+00 1.3145213769e+12 1.3145200394e+12 1.3144025989e+12 0 0 0 0 0 0 0 0
1 7.6405341065e+09 7.6405314641e+09 7.6405326153e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 7.6409859030e+09 7.6067238686e+09 7.6405341065e+09 7.6405341066e+09 5.1824446111e+00 5.1824442930e+00 5.1824442552e+00 5.1824453647e+00 5.1825219941e+00 2.5702162348e+11 1.6777216000e+07 1.6777216000e+07 3.4359738368e+11 6.8719476736e+10 2.5702170624e+11 2.5696193741e+11 2.5702162348e+11 2.5702162348e+11 2.5945112522e+11 1.0094525189e+00 1.6516634812e+11 1.6516644864e+11 1.6513027277e+11 0 0 0 0 0 0 0 0
2 3.1298975096e+09 3.1298955545e+09 3.1298969597e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 3.1297490618e+09 3.1257894029e+09 3.1298975096e+09 3.1298975096e+09 3.0724163716e+00 3.0724158104e+00 3.0724149578e+00 3.0724152893e+00 3.0726995373e+00 4.2179033636e+10 1.6777216000e+07 1.0000000000e+00 8.5899345920e+10 1.6106127360e+10 4.2179100672e+10 4.2171105280e+10 4.2179033636e+10 4.2179033636e+10 4.3258261157e+10 1.0255868243e+00 3.5096037832e+10 3.5096100864e+10 3.5088367616e+10 0 1 0 0 0 0 0 0
3 1.6186808291e+09 1.6186807631e+09 1.6186813575e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.6186318554e+09 1.6149758928e+09 1.6186808291e+09 1.6186808291e+09 2.4123294756e+00 2.4123275266e+00 2.4123269790e+00 2.4123286131e+00 2.4124090581e+00 1.1425979915e+10 1.6777216000e+07 1.6777216000e+07 2.7917287424e+10 8.0530636800e+09 1.1426004992e+10 1.1423006720e+10 1.1425979915e+10 1.1425979915e+10 1.1900128832e+10 1.0414974400e+00 8.4744902150e+09 8.4745093120e+09 8.4723875840e+09 0 0 0 0 0 0 0 0
4 1.0238324613e+09 1.0238338564e+09 1.0238338564e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.0238226474e+09 1.0230663228e+09 1.0238324613e+09 1.0238324613e+09 1.8414262340e+00 1.8414237288e+00 1.8414233375e+00 1.8414256949e+00 1.8414332410e+00 4.0648337609e+09 1.0000000000e+00 1.6777216000e+07 1.0737418240e+10 3.8923141120e+09 4.0648376320e+09 4.0639385600e+09 4.0648337609e+09 4.0648337609e+09 4.2123627430e+09 1.0362939768e+00 2.9144982338e+09 2.9145026560e+09 2.9138575360e+09 1 0 0 0 0 0 0 0
5 7.2294852895e+08 7.2294852531e+08 7.2294864413e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 7.2295494146e+08 7.2224891872e+08 7.2294852895e+08 7.2294852895e+08 1.2586554380e+00 1.2586542894e+00 1.2586540886e+00 1.2586553059e+00 1.2586775041e+00 1.6673820931e+09 1.6777216000e+07 1.6777216000e+07 3.3554432000e+09 2.0803747840e+09 1.6673853440e+09 1.6670054400e+09 1.6673820931e+09 1.6673820931e+09 1.7784711237e+09 1.0666248193e+00 1.2654516937e+09 1.2654540800e+09 1.2651714560e+09 0 0 0 0 0 0 0 0
6 4.5421038827e+08 4.5421028669e+08 4.5421022996e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 4.5420652323e+08 4.5372211880e+08 4.5421038827e+08 4.5421038827e+08 8.9717276930e-01 8.9717295782e-01 8.9717267472e-01 8.9717268223e-01 8.9718697497e-01 5.5383894745e+08 1.6777216000e+07 1.0000000000e+00 1.4763950080e+09 1.0401873920e+09 5.5384012800e+08 5.5371724800e+08 5.5383894745e+08 5.5383894745e+08 5.9458753659e+08 1.0735747988e+00 4.8719124315e+08 4.8719232000e+08 4.8708684800e+08 0 1 0 0 0 0 0 0
7 2.4784656114e+08 2.4784637350e+08 2.4784646881e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.4784574965e+08 2.4766823513e+08 2.4784656114e+08 2.4784656114e+08 7.4317628247e-01 7.4317675989e-01 7.4317645732e-01 7.4317631733e-01 7.4317983034e-01 2.8845597713e+08 1.0000000000e+00 1.6777216000e+07 7.7175193600e+08 6.0397977600e+08 2.8845619200e+08 2.8839859200e+08 2.8845597713e+08 2.8845597713e+08 3.0721659455e+08 1.0650380610e+00 2.2630530334e+08 2.2630553600e+08 2.2625862400e+08 1 0 0 0 0 0 0 0
8 1.6492669632e+08 1.6492640594e+08 1.6492652312e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.6492670542e+08 1.6484001595e+08 1.6492669632e+08 1.6492669632e+08 6.6060582475e-01 6.6060627687e-01 6.6060607423e-01 6.6060586956e-01 6.6060819540e-01 1.0822644907e+08 1.6777216000e+07 1.6777216000e+07 3.8587596800e+08 3.5232153600e+08 1.0822659200e+08 1.0820252800e+08 1.0822644907e+08 1.0822644907e+08 1.1767402493e+08 1.0872945194e+00 8.5787955352e+07 8.5787936000e+07 8.5768896000e+07 0 0 0 0 0 0 0 0
9 1.0077916271e+08 1.0077861661e+08 1.0077884568e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 6.7108864000e+07 1.0077791874e+08 1.0070151808e+08 1.0077916271e+08 1.0077916271e+08 6.0806803034e-01 6.0806857085e-01 6.0806841944e-01 6.0806808250e-01 6.0806991916e-01 3.7055299579e+07 1.6777216000e+07 1.6777216000e+07 2.2649241600e+08 3.1876710400e+08 3.7055280000e+07 3.7047152000e+07 3.7055299579e+07 3.7055299579e+07 4.2476175756e+07 1.1462915221e+00 3.3022018558e+07 3.3021936000e+07 3.3014656000e+07 0 0 0 0 0 0 0 0
10 8.1332101814e+07 8.1331687644e+07 8.1331832866e+07 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 6.7108864000e+07 8.1330572067e+07 8.1269713596e+07 8.1332101814e+07 8.1332101814e+07 5.6800699608e-01 5.6800750749e-01 5.6800739668e-01 5.6800732320e-01 5.6800899271e-01 1.3117388284e+07 1.0000000000e+00 1.6777216000e+07 1.1534336000e+08 2.3068672000e+08 1.3117324000e+07 1.3114410000e+07 1.3117388284e+07 1.3117388284e+07 1.5742281818e+07 1.2001079390e+00 1.4005138865e+07 1.4005026000e+07 1.4001830000e+07 1 0 0 0 0 0 0 0
11 6.4200655417e+07 6.4200383615e+07 6.4200534139e+07 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 6.7108864000e+07 6.4199060248e+07 6.4174436038e+07 6.4200655417e+07 6.4200655417e+07 5.2953910811e-01 5.2953953029e-01 5.2953944220e-01 5.2954018294e-01 5.2954241847e-01 7.6700438130e+06 1.6777216000e+07 1.6777216000e+07 6.2914560000e+07 1.6777216000e+08 7.6699370000e+06 7.6681580000e+06 7.6700438130e+06 7.6700438130e+06 9.7353172699e+06 1.2692648839e+00 8.7288664410e+06 8.7287100000e+06 8.7265980000e+06 0 0 0 0 0 0 0 0
12 5.7948332367e+07 5.7948035470e+07 5.7948236976e+07 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 6.7108864000e+07 5.7946277467e+07 5.7916028688e+07 5.7948332367e+07 5.7948332367e+07 4.9750509442e-01 4.9750547441e-01 4.9750537568e-01 4.9750705477e-01 4.9750935220e-01 7.7675538966e+06 1.6777216000e+07 1.6777216000e+07 4.5088768000e+07 9.2274688000e+07 7.7673730000e+06 7.7654240000e+06 7.7675538966e+06 7.7675538966e+06 1.0209598452e+07 1.3143904231e+00 7.2824497272e+06 7.2822330000e+06 7.2803640000e+06 0 0 0 0 0 0 0 0
