matrix=data/matrices/mhd4800b.mtx n=4800 seed=39
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n abs_dot_d cond_xy_d rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
bnorm=4.0031739452e+00
0 1.0406728290e+00 1.0406615494e+00 1.0406615494e+00 1.3228756555e+00 1.0606601718e+00 1.0409111844e+00 1.0677718477e+00 1.0406728327e+00 1.0406729007e+00 1.0406728290e+00 1.0406728290e+00 2.5765656440e+02 2.5765591230e+02 2.5765591230e+02 2.5765656412e+02 2.5765664223e+02 4.3468877165e+01 4.0000000000e+01 1.6000000000e+01 4.3468750000e+01 3.6562500000e+01 4.3468877316e+01 4.3468873024e+01 4.3468877165e+01 4.3468877165e+01 4.3510137422e+01 1.0009491908e+00 3.7293991064e+01 3.7293991089e+01 3.7293998718e+01 0 0 0 0 0 0 0 0
1 4.0562633250e-01 4.0562297042e-01 4.0562298879e-01 4.8412291828e-01 3.4232659844e-01 4.0527226092e-01 4.1088105601e-01 4.0562633409e-01 4.0562635246e-01 4.0562633250e-01 4.0562633250e-01 8.6878634355e+01 8.6878964267e+01 8.6878957589e+01 8.6878634687e+01 8.6878592745e+01 2.6597434654e+00 4.0000000000e+00 1.2500000000e+00 2.6591796875e+00 2.6250000000e+00 2.6597434282e+00 2.6597449332e+00 2.6597434654e+00 2.6597434654e+00 2.7222982298e+00 1.0235190969e+00 2.5863387156e+00 2.5863386840e+00 2.5863402337e+00 0 0 0 0 0 0 0 0
2 1.6496584593e-01 1.6496552855e-01 1.6496551726e-01 7.9056941504e-01 1.0000000000e+00 1.6498993814e-01 1.6558998745e-01 1.6496584470e-01 1.6496575649e-01 1.6496584593e-01 1.6496584593e-01 5.5338987489e+01 5.5338995215e+01 5.5338998988e+01 5.5338969268e+01 5.5338962826e+01 4.7522533455e-01 1.7500000000e+00 1.1250000000e+00 4.7546386719e-01 4.6716308594e-01 4.7522531264e-01 4.7522560321e-01 4.7522533455e-01 4.7522533455e-01 4.7992784826e-01 1.0098953346e+00 4.4560958836e-01 4.4560957700e-01 4.4560991414e-01 0 0 0 0 0 0 0 0
3 4.7374631302e-02 4.7374247235e-02 4.7374237406e-02 3.1622776602e+00 5.2915026221e+00 4.7360764269e-02 4.8040522954e-02 4.7374633653e-02 4.7374583892e-02 4.7374631302e-02 4.7374631302e-02 3.1711141535e+01 3.1711185521e+01 3.1711184321e+01 3.1711146814e+01 3.1711142434e+01 9.3271471236e-02 1.0000000000e+00 1.0000000000e+00 9.4177246094e-02 9.0942382812e-02 9.3271458056e-02 9.3271561433e-02 9.3271471236e-02 9.3271471236e-02 9.5898478620e-02 1.0281651758e+00 8.0271455723e-02 8.0271448009e-02 8.0271529965e-02 1 1 0 0 0 0 0 0
4 2.3288827613e-02 2.3288704000e-02 2.3288704000e-02 6.4000000000e+01 5.1200000000e+02 2.4000401811e-02 2.5984638077e-02 2.3288824283e-02 2.3288783043e-02 2.3288827613e-02 2.3288827613e-02 3.0067853907e+01 3.0067821589e+01 3.0067824976e+01 3.0067844300e+01 3.0067832801e+01 1.5136578125e-02 1.6000000000e+02 1.0000000000e+00 1.5899658203e-02 1.4823913574e-02 1.5136573114e-02 1.5136584290e-02 1.5136578125e-02 1.5136578125e-02 1.5399211192e-02 1.0173508877e+00 1.1670590313e-02 1.1670587002e-02 1.1670594686e-02 0 1 0 0 0 0 0 0
5 1.2223770204e-02 1.2223571063e-02 1.2223585348e-02 4.0960000000e+03 4.0960000000e+03 1.2352647110e-02 1.1960399135e-02 1.2223768978e-02 1.2223732967e-02 1.2223770204e-02 1.2223770204e-02 1.9309366488e+01 1.9309411374e+01 1.9309413920e+01 1.9309361765e+01 1.9309346680e+01 3.1471363641e-03 1.0000000000e+00 1.0485760000e+06 3.1585693359e-03 2.5482177734e-03 3.1471359544e-03 3.1471402035e-03 3.1471363641e-03 3.1471363641e-03 3.2296633924e-03 1.0262228956e+00 2.9703918736e-03 2.9703911860e-03 2.9703932814e-03 1 0 0 0 0 0 0 0
6 4.4344961596e-03 4.4343938068e-03 4.4343987292e-03 4.0960000000e+03 4.0960000000e+03 4.4884707790e-03 4.0559686831e-03 4.4344943047e-03 4.4344692830e-03 4.4344961596e-03 4.4344961596e-03 1.6642053359e+01 1.6642050463e+01 1.6642061118e+01 1.6642038990e+01 1.6642010352e+01 6.5353343618e-04 1.6777216000e+07 1.6777216000e+07 6.5708160400e-04 5.5027008057e-04 6.5353325044e-04 6.5353306127e-04 6.5353343618e-04 6.5353343618e-04 7.0412142577e-04 1.0774068881e+00 7.1100961999e-04 7.1100937203e-04 7.1100854257e-04 0 0 0 0 0 0 0 0
7 2.2803640108e-03 2.2804174626e-03 2.2804184596e-03 4.0960000000e+03 4.0960000000e+03 2.3353425866e-03 2.0859384144e-03 2.2803630219e-03 2.2803533500e-03 2.2803640108e-03 2.2803640108e-03 1.4099311516e+01 1.4099317808e+01 1.4099332209e+01 1.4099293331e+01 1.4099268554e+01 7.6473170132e-05 1.6777216000e+07 1.6777216000e+07 7.8439712524e-05 6.4134597778e-05 7.6473126683e-05 7.6473039371e-05 7.6473170132e-05 7.6473170132e-05 8.2490336931e-05 1.0786833708e+00 1.1169463352e-04 1.1169457503e-04 1.1169434219e-04 0 0 0 0 0 0 0 0
8 1.2323853343e-03 1.2323464979e-03 1.2323458983e-03 4.0960000000e+03 4.0960000000e+03 1.2053477575e-03 1.1644765642e-03 1.2323852433e-03 1.2323783246e-03 1.2323853343e-03 1.2323853343e-03 1.2901931055e+01 1.2901916716e+01 1.2901938180e+01 1.2901903695e+01 1.2901852802e+01 3.6024362672e-05 1.6777216000e+07 1.6777216000e+07 3.8504600525e-05 4.1604042053e-05 3.6024344809e-05 3.6024190194e-05 3.6024362672e-05 3.6024362672e-05 3.7727926442e-05 1.0472892133e+00 4.1005878711e-05 4.1005865569e-05 4.1005698222e-05 0 0 0 0 0 0 0 0
