matrix=data/matrices/bcsstk14.mtx n=1806 seed=37
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n abs_dot_d cond_xy_d rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
bnorm=6.1432216917e+10
0 1.6710495315e+10 1.6710487714e+10 1.6710487188e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.6709972379e+10 1.6679759308e+10 1.6710495315e+10 1.6710495315e+10 5.4770157744e+00 5.4770056215e+00 5.4770051603e+00 5.4770039785e+00 5.4768517843e+00 2.0414666392e+12 1.6777216000e+07 1.6777216000e+07 2.1990232556e+12 2.7487790694e+11 2.0414684201e+12 2.0414432543e+12 2.0414666392e+12 2.0414666392e+12 2.0499789957e+12 1.0041697260e+00 1.4477414221e+12 1.4477395231e+12 1.4476808028e+12 0 0 0 0 0 0 0 0
1 8.5560401124e+09 8.5560301135e+09 8.5560298565e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 8.5563143667e+09 8.5394546176e+09 8.5560401124e+09 8.5560401124e+09 3.7336535437e+00 3.7336551727e+00 3.7336553089e+00 3.7336542965e+00 3.7336778121e+00 2.3415231702e+11 1.6777216000e+07 1.6777216000e+07 2.7487790694e+11 1.2025908429e+11 2.3415121510e+11 2.3413601075e+11 2.3415231702e+11 2.3415231702e+11 2.3724092484e+11 1.0131905926e+00 1.6267000175e+11 1.6266926490e+11 1.6265877914e+11 0 0 0 0 0 0 0 0
2 3.1929962241e+09 3.1929939827e+09 3.1929936383e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 3.1931410173e+09 3.1885539291e+09 3.1929962241e+09 3.1929962241e+09 2.4990008197e+00 2.4990039813e+00 2.4990041193e+00 2.4990037635e+00 2.4990419800e+00 4.6796924431e+10 1.6777216000e+07 1.6777216000e+07 4.2949672960e+10 1.0307921510e+11 4.6796701696e+10 4.6794145792e+10 4.6796924431e+10 4.6796924431e+10 4.8043496825e+10 1.0266379128e+00 3.8566083894e+10 3.8565904384e+10 3.8563807232e+10 0 0 0 0 0 0 0 0
3 1.5519058749e+09 1.5519036388e+09 1.5519033731e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.5518698079e+09 1.5498733662e+09 1.5519058749e+09 1.5519058749e+09 2.0237144840e+00 2.0237158327e+00 2.0237159571e+00 2.0237145782e+00 2.0237269538e+00 1.5181142473e+10 1.6777216000e+07 1.6777216000e+07 1.7179869184e+10 6.8719476736e+10 1.5181086720e+10 1.5180120064e+10 1.5181142473e+10 1.5181142473e+10 1.5702385350e+10 1.0343348913e+00 9.9178205749e+09 9.9177922560e+09 9.9172024320e+09 0 0 0 0 0 0 0 0
4 9.3508431960e+08 9.3508267688e+08 9.3508264014e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 9.3509465572e+08 9.3411585352e+08 9.3508431960e+08 9.3508431960e+08 1.6421070579e+00 1.6421073547e+00 1.6421074324e+00 1.6421058575e+00 1.6421092170e+00 4.7068471017e+09 1.0000000000e+00 1.6777216000e+07 5.9055800320e+09 3.4359738368e+10 4.7068364800e+09 4.7066316800e+09 4.7068471017e+09 4.7068471017e+09 4.8754288295e+09 1.0358162745e+00 3.1197380170e+09 3.1197327360e+09 3.1195668480e+09 1 0 0 0 0 0 0 0
5 7.2564945219e+08 7.2564804584e+08 7.2564778541e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 7.2565095789e+08 7.2492329354e+08 7.2564945219e+08 7.2564945219e+08 1.2423576213e+00 1.2423578240e+00 1.2423579007e+00 1.2423566637e+00 1.2423631847e+00 1.3592807047e+09 1.6777216000e+07 1.6777216000e+07 1.8119393280e+09 1.9327352832e+10 1.3592801280e+09 1.3591900160e+09 1.3592807047e+09 1.3592807047e+09 1.4733925775e+09 1.0839501895e+00 1.0446520385e+09 1.0446515200e+09 1.0445808640e+09 0 0 0 0 0 0 0 0
6 4.3514814651e+08 4.3514778819e+08 4.3514768949e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 4.3515777665e+08 4.3459142809e+08 4.3514814651e+08 4.3514814651e+08 9.5329132635e-01 9.5329145382e-01 9.5329153529e-01 9.5329047212e-01 9.5329542105e-01 4.3957588781e+08 1.6777216000e+07 1.0000000000e+00 6.3753420800e+08 8.5899345920e+09 4.3957580800e+08 4.3954457600e+08 4.3957588781e+08 4.3957588781e+08 4.9925325441e+08 1.1357612377e+00 4.1150277944e+08 4.1150259200e+08 4.1147340800e+08 0 1 0 0 0 0 0 0
7 2.2165261371e+08 2.2165199506e+08 2.2165197568e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.2165418466e+08 2.2154006419e+08 2.2165261371e+08 2.2165261371e+08 7.8806439644e-01 7.8806436597e-01 7.8806451307e-01 7.8806390185e-01 7.8806783182e-01 2.2681048806e+08 1.0000000000e+00 1.0000000000e+00 3.3554432000e+08 7.5161927680e+09 2.2680998400e+08 2.2679513600e+08 2.2681048806e+08 2.2681048806e+08 2.5427316891e+08 1.1210820588e+00 1.9062547252e+08 1.9062496000e+08 1.9061171200e+08 1 1 0 0 0 0 0 0
8 1.6209261599e+08 1.6209209806e+08 1.6209190595e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.6209234978e+08 1.6201093043e+08 1.6209261599e+08 1.6209261599e+08 6.9948059541e-01 6.9948031467e-01 6.9948055876e-01 6.9948033126e-01 6.9948162328e-01 9.5101320690e+07 1.6777216000e+07 1.6777216000e+07 1.8035507200e+08 4.2949672960e+09 9.5101024000e+07 9.5093312000e+07 9.5101320690e+07 9.5101320690e+07 1.0847945510e+08 1.1406724356e+00 7.8683004150e+07 7.8682656000e+07 7.8677152000e+07 0 0 0 0 0 0 0 0
