matrix=data/matrices/nos2.mtx n=957 seed=12
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n abs_dot_d cond_xy_d rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
bnorm=1.7551254664e+12
0 8.4321071295e+10 8.4320989091e+10 8.4320992429e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 8.4328048954e+10 8.3889408534e+10 8.4321071295e+10 8.4321071295e+10 9.6634757286e+00 9.6634776486e+00 9.6634776486e+00 9.6635074883e+00 9.6619621126e+00 9.2665267088e+13 1.6777216000e+07 1.6777216000e+07 7.0368744178e+13 8.7960930222e+12 9.2664993153e+13 9.2673583088e+13 9.2665267088e+13 9.2665267088e+13 9.2674557007e+13 1.0001002524e+00 4.7788472510e+13 4.7788490490e+13 4.7785269264e+13 0 0 0 0 0 0 0 0
1 5.2044109265e+10 5.2044443803e+10 5.2044443803e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 5.2051566123e+10 5.1606672782e+10 5.2044109265e+10 5.2044109265e+10 9.4686366877e+00 9.4686346232e+00 9.4686346152e+00 9.4686006435e+00 9.4701664088e+00 2.3514123917e+11 1.6777216000e+07 1.6777216000e+07 6.8719476736e+11 2.7487790694e+11 2.3514264371e+11 2.3506819482e+11 2.3514123917e+11 2.3514123917e+11 2.4892747902e+11 1.0586296130e+00 2.5331363360e+11 2.5331499008e+11 2.5322743398e+11 0 0 0 0 0 0 0 0
2 4.1831584018e+10 4.1831600294e+10 4.1831593565e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 4.1834612990e+10 4.1738044917e+10 4.1831584018e+10 4.1831584018e+10 6.6446319790e+00 6.6446334665e+00 6.6446336164e+00 6.6446327540e+00 6.6447685747e+00 8.2364550856e+10 1.6777216000e+07 1.6777216000e+07 1.3743895347e+11 1.3743895347e+11 8.2364858368e+10 8.2331041792e+10 8.2364550856e+10 8.2364550856e+10 9.6877236455e+10 1.1762006282e+00 1.4927283127e+11 1.4927318221e+11 1.4921498624e+11 0 0 0 0 0 0 0 0
3 2.0646638995e+10 2.0646589995e+10 2.0646597664e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.0646857541e+10 2.0604934945e+10 2.0646638995e+10 2.0646638995e+10 5.8994366214e+00 5.8994392040e+00 5.8994388263e+00 5.8994473999e+00 5.8992392815e+00 2.9646509447e+10 1.6777216000e+07 1.6777216000e+07 3.4359738368e+11 8.5899345920e+10 2.9646454784e+10 2.9637443584e+10 2.9646509447e+10 2.9646509447e+10 3.6197684777e+10 1.2209762786e+00 3.5801619883e+10 3.5801595904e+10 3.5790061568e+10 0 0 0 0 0 0 0 0
4 1.8630156777e+10 1.8630173936e+10 1.8630173936e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.8628724403e+10 1.8566731804e+10 1.8630156777e+10 1.8630156777e+10 5.2559409360e+00 5.2559419528e+00 5.2559419712e+00 5.2559313657e+00 5.2561511698e+00 1.1256408713e+10 1.6777216000e+07 1.6777216000e+07 3.8654705664e+10 1.3743895347e+11 1.1256430592e+10 1.1252383744e+10 1.1256408713e+10 1.1256408713e+10 1.5225732131e+10 1.3526278692e+00 2.3114527451e+10 2.3114612736e+10 2.3106027520e+10 0 0 0 0 0 0 0 0
5 1.8939365893e+10 1.8939348943e+10 1.8939357303e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.8943252580e+10 1.8889923390e+10 1.8939365893e+10 1.8939365893e+10 4.7610629610e+00 4.7610646541e+00 4.7610645006e+00 4.7610530696e+00 4.7611142750e+00 1.0735917214e+10 1.0000000000e+00 1.0000000000e+00 6.0129542144e+10 6.8719476736e+10 1.0735976448e+10 1.0732126208e+10 1.0735917214e+10 1.0735917214e+10 1.4552284293e+10 1.3554765749e+00 1.5469000887e+10 1.5469068288e+10 1.5463514112e+10 1 1 0 0 0 0 0 0
6 1.0778477763e+10 1.0778453020e+10 1.0778462405e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.0779279678e+10 1.0767574880e+10 1.0778477763e+10 1.0778477763e+10 4.4258823306e+00 4.4258841642e+00 4.4258837226e+00 4.4258697249e+00 4.4258498684e+00 4.6809566688e+09 1.6777216000e+07 1.0000000000e+00 2.5769803776e+10 6.4424509440e+10 4.6809907200e+09 4.6795898880e+09 4.6809566688e+09 4.6809566688e+09 6.6540672012e+09 1.4215186493e+00 6.5457596293e+09 6.5458339840e+09 6.5435811840e+09 0 1 0 0 0 0 0 0
7 4.8698368927e+09 4.8698556285e+09 4.8698590152e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 4.8708277363e+09 4.8327701857e+09 4.8698368927e+09 4.8698368927e+09 4.0488795925e+00 4.0488808360e+00 4.0488805143e+00 4.0488599422e+00 4.0489264000e+00 2.1873681755e+09 1.6777216000e+07 1.6777216000e+07 6.4424509440e+09 6.8719476736e+10 2.1874073600e+09 2.1864673280e+09 2.1873681755e+09 2.1873681755e+09 3.0716147678e+09 1.4042513749e+00 5.3209512143e+09 5.3210480640e+09 5.3188526080e+09 0 0 0 0 0 0 0 0
8 1.1227787694e+10 1.1227762062e+10 1.1227773029e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.1227856464e+10 1.1205371819e+10 1.1227787694e+10 1.1227787694e+10 3.9035588518e+00 3.9035609510e+00 3.9035605545e+00 3.9035413051e+00 3.9035913590e+00 2.1068565461e+09 1.0000000000e+00 1.6777216000e+07 3.7580963840e+09 6.8719476736e+10 2.1069107200e+09 2.1063936000e+09 2.1068565461e+09 2.1068565461e+09 3.1793714425e+09 1.5090592895e+00 2.6673955095e+09 2.6674708480e+09 2.6666147840e+09 1 0 0 0 0 0 0 0
9 7.5468970452e+09 7.5468697669e+09 7.5468758859e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 7.5472861405e+09 7.5413166022e+09 7.5468970452e+09 7.5468970452e+09 3.5774878195e+00 3.5774903438e+00 3.5774898761e+00 3.5774722000e+00 3.5774936859e+00 8.0583894946e+08 1.6777216000e+07 1.0000000000e+00 3.0870077440e+09 3.8654705664e+10 8.0586240000e+08 8.0544460800e+08 8.0583894946e+08 8.0583894946e+08 1.2432358306e+09 1.5427844874e+00 2.2878357187e+09 2.2879129600e+09 2.2868623360e+09 0 1 0 0 0 0 0 0
10 3.2027462249e+09 3.2027584571e+09 3.2027460982e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 3.2029985874e+09 3.1807760944e+09 3.2027462249e+09 3.2027462249e+09 3.5066234940e+00 3.5066254262e+00 3.5066249553e+00 3.5066076684e+00 3.5066605421e+00 9.6505987943e+08 1.0000000000e+00 1.0000000000e+00 1.4763950080e+09 2.3622320128e+10 9.6510617600e+08 9.6491264000e+08 9.6505987943e+08 9.6505987943e+08 1.4088941953e+09 1.4599033960e+00 1.1542793444e+09 1.1543336960e+09 1.1539834880e+09 1 1 0 0 0 0 0 0
11 4.7799411384e+09 4.7799322871e+09 4.7799345874e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 4.7802996255e+09 4.7680363798e+09 4.7799411384e+09 4.7799411384e+09 3.2698876175e+00 3.2698897129e+00 3.2698890054e+00 3.2698853631e+00 3.2699386047e+00 2.6600345648e+08 1.0000000000e+00 1.6777216000e+07 2.6004684800e+08 2.3622320128e+10 2.6601440000e+08 2.6585504000e+08 2.6600345648e+08 2.6600345648e+08 4.3932501631e+08 1.6515763446e+00 9.6237548793e+08 9.6241920000e+08 9.6192204800e+08 1 0 0 0 0 0 0 0
