matrix=data/matrices/bcsstk14.mtx n=1806 seed=12
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n abs_dot_d cond_xy_d rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
bnorm=6.6807319383e+10
0 1.5724978722e+10 1.5724968717e+10 1.5724968157e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.5725827887e+10 1.5661546862e+10 1.5724978722e+10 1.5724978722e+10 6.5972754518e+00 6.5972774029e+00 6.5972774029e+00 6.5972592249e+00 6.5968730029e+00 2.2940469501e+12 1.6777216000e+07 1.6777216000e+07 2.1990232556e+12 4.8103633715e+11 2.2940494070e+12 2.2939990753e+12 2.2940469501e+12 2.2940469501e+12 2.2994283890e+12 1.0023458277e+00 1.5625482018e+12 1.5625460122e+12 1.5624201830e+12 0 0 0 0 0 0 0 0
1 7.7871689101e+09 7.7871639412e+09 7.7871642236e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 7.7869419789e+09 7.7660933686e+09 7.7871689101e+09 7.7871689101e+09 4.9897797049e+00 4.9897799335e+00 4.9897798614e+00 4.9897802108e+00 4.9898370090e+00 2.6608114662e+11 1.6777216000e+07 1.6777216000e+07 3.4359738368e+11 1.0307921510e+11 2.6607983002e+11 2.6604522701e+11 2.6608114662e+11 2.6608114662e+11 2.6827983755e+11 1.0082632345e+00 1.7064832039e+11 1.7064735539e+11 1.7062009242e+11 0 0 0 0 0 0 0 0
2 3.0154096017e+09 3.0154093305e+09 3.0154094217e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 3.0154216368e+09 3.0113116494e+09 3.0154096017e+09 3.0154096017e+09 3.4466702319e+00 3.4466705826e+00 3.4466702890e+00 3.4466736404e+00 3.4467951394e+00 4.2954110783e+10 1.6777216000e+07 1.6777216000e+07 4.7244640256e+10 2.1474836480e+10 4.2953867264e+10 4.2946265088e+10 4.2954110783e+10 4.2954110783e+10 4.4429351073e+10 1.0343445659e+00 3.4576327532e+10 3.4576138240e+10 3.4569912320e+10 0 0 0 0 0 0 0 0
3 1.5858144059e+09 1.5858130391e+09 1.5858129525e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.5857797583e+09 1.5829372201e+09 1.5858144059e+09 1.5858144059e+09 2.7469252129e+00 2.7469262920e+00 2.7469259759e+00 2.7469250746e+00 2.7470047614e+00 1.6473392133e+10 1.0000000000e+00 1.6777216000e+07 1.9327352832e+10 8.5899345920e+09 1.6473309184e+10 1.6470343680e+10 1.6473392133e+10 1.6473392133e+10 1.7040718911e+10 1.0344389773e+00 1.0023247657e+10 1.0023206912e+10 1.0021437440e+10 1 0 0 0 0 0 0 0
4 9.7889894707e+08 9.7889648771e+08 9.7889666322e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 9.7888262293e+08 9.7798362505e+08 9.7889894707e+08 9.7889894707e+08 2.1374066638e+00 2.1374078273e+00 2.1374075877e+00 2.1374032743e+00 2.1374419805e+00 4.0984716787e+09 1.6777216000e+07 1.6777216000e+07 6.4424509440e+09 2.9527900160e+09 4.0984576000e+09 4.0977428480e+09 4.0984716787e+09 4.0984716787e+09 4.2824983125e+09 1.0449012823e+00 2.9208000892e+09 2.9207900160e+09 2.9202677760e+09 0 0 0 0 0 0 0 0
5 6.4408833941e+08 6.4408671440e+08 6.4408647434e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 6.4409543648e+08 6.4324817587e+08 6.4408833941e+08 6.4408833941e+08 1.5232621529e+00 1.5232628464e+00 1.5232630192e+00 1.5232578131e+00 1.5232803768e+00 1.2540085319e+09 1.6777216000e+07 1.0000000000e+00 1.6777216000e+09 1.6106127360e+09 1.2540047360e+09 1.2537661440e+09 1.2540085319e+09 1.2540085319e+09 1.3566293738e+09 1.0818342454e+00 1.0349902332e+09 1.0349870080e+09 1.0347929600e+09 0 1 0 0 0 0 0 0
6 4.2953660594e+08 4.2953604300e+08 4.2953596301e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 4.2954260235e+08 4.2925581723e+08 4.2953660594e+08 4.2953660594e+08 1.0403111467e+00 1.0403102690e+00 1.0403106847e+00 1.0403074421e+00 1.0403201829e+00 3.6852645311e+08 1.0000000000e+00 1.6777216000e+07 6.0397977600e+08 8.7241523200e+08 3.6852531200e+08 3.6845721600e+08 3.6852645311e+08 3.6852645311e+08 4.0758005775e+08 1.1059723239e+00 3.7110628142e+08 3.7110502400e+08 3.7103872000e+08 1 0 0 0 0 0 0 0
7 2.3321550539e+08 2.3321553520e+08 2.3321555361e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 6.7108864000e+07 2.3321329760e+08 2.3307181615e+08 2.3321550539e+08 2.3321550539e+08 8.1850742607e-01 8.1850613672e-01 8.1850638333e-01 8.1850331773e-01 8.1850549069e-01 2.2733521869e+08 1.6777216000e+07 1.6777216000e+07 4.5298483200e+08 4.3620761600e+08 2.2733395200e+08 2.2729593600e+08 2.2733521869e+08 2.2733521869e+08 2.4859605408e+08 1.0935219607e+00 1.8792093142e+08 1.8792012800e+08 1.8788896000e+08 0 0 0 0 0 0 0 0
8 1.4715668962e+08 1.4715645108e+08 1.4715654594e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.4715597680e+08 1.4704759662e+08 1.4715668962e+08 1.4715668962e+08 7.2314530418e-01 7.2314416604e-01 7.2314431441e-01 7.2314119185e-01 7.2314063149e-01 1.0224182637e+08 1.6777216000e+07 1.6777216000e+07 2.3068672000e+08 3.3554432000e+08 1.0224150400e+08 1.0222464000e+08 1.0224182637e+08 1.0224182637e+08 1.1114914013e+08 1.0871200571e+00 7.8084646846e+07 7.8084448000e+07 7.8071584000e+07 0 0 0 0 0 0 0 0
9 8.1291018088e+07 8.1290757713e+07 8.1290830360e+07 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 8.1291695522e+07 8.1251108861e+07 8.1291018088e+07 8.1291018088e+07 6.7459463114e-01 6.7459369752e-01 6.7459388100e-01 6.7459097641e-01 6.7459056691e-01 3.8620397703e+07 1.0000000000e+00 1.6777216000e+07 1.8454937600e+08 3.3554432000e+08 3.8620384000e+07 3.8614144000e+07 3.8620397703e+07 3.8620397703e+07 4.3370709128e+07 1.1230000649e+00 3.0620897442e+07 3.0620912000e+07 3.0615864000e+07 1 0 0 0 0 0 0 0
10 7.1177877402e+07 7.1177919172e+07 7.1177930486e+07 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 6.7108864000e+07 7.1177768319e+07 7.1156524971e+07 7.1177877402e+07 7.1177877402e+07 6.3886396399e-01 6.3886308575e-01 6.3886330400e-01 6.3886036100e-01 6.3886021428e-01 1.5353275587e+07 1.6777216000e+07 1.0000000000e+00 1.5518924800e+08 2.8521267200e+08 1.5353276000e+07 1.5350656000e+07 1.5353275587e+07 1.5353275587e+07 1.8123258987e+07 1.1804164450e+00 1.3631359615e+07 1.3631400000e+07 1.3629078000e+07 0 1 0 0 0 0 0 0
11 7.0486130135e+07 7.0486211148e+07 7.0486180681e+07 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 7.0487007087e+07 7.0461654502e+07 7.0486130135e+07 7.0486130135e+07 6.0029032130e-01 6.0028939345e-01 6.0028966269e-01 6.0028621192e-01 6.0028579672e-01 9.1441076835e+06 1.6777216000e+07 1.0000000000e+00 2.4326963200e+08 2.6843545600e+08 9.1441660000e+06 9.1426020000e+06 9.1441076835e+06 9.1441076835e+06 1.1911935318e+07 1.3026897462e+00 9.2591131844e+06 9.2591980000e+06 9.2576200000e+06 0 1 0 0 0 0 0 0
12 5.9909750805e+07 5.9909708502e+07 5.9909730905e+07 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 5.9910658396e+07 5.9886565867e+07 5.9909750805e+07 5.9909750805e+07 5.5881672006e-01 5.5881567199e-01 5.5881593631e-01 5.5881178153e-01 5.5881072221e-01 6.1946301981e+06 1.0000000000e+00 1.0000000000e+00 4.1943040000e+08 2.3068672000e+08 6.1947090000e+06 6.1936680000e+06 6.1946301981e+06 6.1946301981e+06 9.2481677560e+06 1.4929329856e+00 7.1774320929e+06 7.1775530000e+06 7.1763430000e+06 1 1 0 0 0 0 0 0
13 4.9505513002e+07 4.9505608211e+07 4.9505659723e+07 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 4.9507058661e+07 4.9491787488e+07 4.9505513002e+07 4.9505513002e+07 5.2003558234e-01 5.2003422467e-01 5.2003448062e-01 5.2002976843e-01 5.2002846577e-01 4.8604384852e+06 1.6777216000e+07 1.0000000000e+00 4.3620761600e+08 3.0198988800e+08 4.8605410000e+06 4.8597220000e+06 4.8604384852e+06 4.8604384852e+06 7.2504994738e+06 1.4917377302e+00 5.4757725478e+06 5.4759200000e+06 5.4749820000e+06 0 1 0 0 0 0 0 0
14 4.0956273755e+07 4.0956421578e+07 4.0956480566e+07 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 6.7108864000e+07 4.0957850363e+07 4.0941908068e+07 4.0956273755e+07 4.0956273755e+07 4.8629019860e-01 4.8628845107e-01 4.8628870984e-01 4.8628332661e-01 4.8628211895e-01 3.4334243158e+06 1.6777216000e+07 1.0000000000e+00 4.5298483200e+08 2.6004684800e+08 3.4335335000e+06 3.4329360000e+06 3.4334243158e+06 3.4334243158e+06 5.2472345431e+06 1.5282802417e+00 3.7320646984e+06 3.7322135000e+06 3.7315615000e+06 0 1 0 0 0 0 0 0
15 3.2496015386e+07 3.2496259745e+07 3.2496297950e+07 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 6.7108864000e+07 3.2497662967e+07 3.2489203476e+07 3.2496015386e+07 3.2496015386e+07 4.5894214420e-01 4.5893988088e-01 4.5894018416e-01 4.5893422465e-01 4.5893294131e-01 2.5029732089e+06 1.0000000000e+00 1.0000000000e+00 4.3620761600e+08 2.0971520000e+08 2.5030960000e+06 2.5026585000e+06 2.5029732089e+06 2.5029732089e+06 3.6292926687e+06 1.4499926151e+00 2.5654641731e+06 2.5656145000e+06 2.5651650000e+06 1 1 0 0 0 0 0 0
