matrix=data/matrices/mhd4800b.mtx n=4800 seed=31
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n abs_dot_d cond_xy_d rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
bnorm=4.5903509758e+00
0 9.4349240814e-01 9.4348946063e-01 9.4348965016e-01 1.0000000000e+00 9.3541434669e-01 9.4334117801e-01 9.4927501119e-01 9.4349241602e-01 9.4349260752e-01 9.4349240814e-01 9.4349240814e-01 2.6656602346e+02 2.6656571643e+02 2.6656569804e+02 2.6656602515e+02 2.6656596490e+02 5.3733183901e+01 4.8000000000e+01 1.6000000000e+01 5.3718750000e+01 4.6843750000e+01 5.3733183861e+01 5.3733183384e+01 5.3733183901e+01 5.3733183901e+01 5.3764524190e+01 1.0005832576e+00 4.6973058357e+01 4.6973058224e+01 4.6973047256e+01 0 0 0 0 0 0 0 0
1 4.1868120214e-01 4.1867883917e-01 4.1867889256e-01 4.8412291828e-01 4.8412291828e-01 4.1955379944e-01 4.1700019203e-01 4.1868120263e-01 4.1868101466e-01 4.1868120214e-01 4.1868120214e-01 7.7260540818e+01 7.7260570556e+01 7.7260565813e+01 7.7260541552e+01 7.7260591485e+01 2.4039854517e+00 4.0000000000e+00 1.7500000000e+00 2.4111328125e+00 2.1894531250e+00 2.4039853960e+00 2.4039843380e+00 2.4039854517e+00 2.4039854517e+00 2.4237271557e+00 1.0082120730e+00 2.4452425923e+00 2.4452425390e+00 2.4452408552e+00 0 0 0 0 0 0 0 0
2 1.4808324907e-01 1.4808280504e-01 1.4808283648e-01 8.6602540378e-01 7.5000000000e-01 1.4848888913e-01 1.5284373083e-01 1.4808324685e-01 1.4808327515e-01 1.4808324907e-01 1.4808324907e-01 5.6436845830e+01 5.6436842396e+01 5.6436843357e+01 5.6436887229e+01 5.6436867570e+01 3.7638784250e-01 3.2500000000e+00 2.0000000000e+00 3.7890625000e-01 3.4338378906e-01 3.7638782337e-01 3.7638749368e-01 3.7638784250e-01 3.7638784250e-01 3.8547020030e-01 1.0241303166e+00 3.8833700436e-01 3.8833698630e-01 3.8833660446e-01 0 0 0 0 0 0 0 0
3 3.5447105074e-02 3.5447065233e-02 3.5447047170e-02 9.7979589711e+00 3.7416573868e+00 3.5372598196e-02 3.7006436175e-02 3.5447103412e-02 3.5447091917e-02 3.5447105074e-02 3.5447105074e-02 2.7775986687e+01 2.7776021508e+01 2.7776012503e+01 2.7775984430e+01 2.7775988745e+01 1.0063699367e-01 1.0000000000e+00 1.0000000000e+00 1.0122680664e-01 8.9599609375e-02 1.0063700145e-01 1.0063689016e-01 1.0063699367e-01 1.0063699367e-01 1.0310584781e-01 1.0245322724e+00 8.5309937152e-02 8.5309937131e-02 8.5309830960e-02 1 1 0 0 0 0 0 0
4 1.8798368659e-02 1.8798339670e-02 1.8798345089e-02 4.0960000000e+03 1.0240000000e+03 1.8961413905e-02 1.9024179432e-02 1.8798371989e-02 1.8798348766e-02 1.8798368659e-02 1.8798368659e-02 2.6587295955e+01 2.6587261776e+01 2.6587269533e+01 2.6587321495e+01 2.6587313773e+01 1.6003557070e-02 1.0000000000e+00 1.0000000000e+00 1.6342163086e-02 1.3389587402e-02 1.6003564233e-02 1.6003540950e-02 1.6003557070e-02 1.6003557070e-02 1.6380483272e-02 1.0235526515e+00 1.2919854485e-02 1.2919857865e-02 1.2919838773e-02 1 1 0 0 0 0 0 0
5 8.8789980905e-03 8.8789039451e-03 8.8789137787e-03 4.0960000000e+03 4.0960000000e+03 8.8834987298e-03 8.4854234360e-03 8.8789996172e-03 8.8789793356e-03 8.8789980905e-03 8.8789980905e-03 1.4402856769e+01 1.4402926901e+01 1.4402934475e+01 1.4402850704e+01 1.4402849532e+01 3.5856314234e-03 1.6777216000e+07 1.6777216000e+07 3.5972595215e-03 2.8228759766e-03 3.5856321338e-03 3.5856267787e-03 3.5856314234e-03 3.5856314234e-03 3.6632772554e-03 1.0216547165e+00 3.2415463937e-03 3.2415471505e-03 3.2415425521e-03 0 0 0 0 0 0 0 0
6 5.6176129577e-03 5.6175461706e-03 5.6175471420e-03 4.0960000000e+03 4.0960000000e+03 5.4863781871e-03 4.8767051649e-03 5.6176127121e-03 5.6175889127e-03 5.6176129577e-03 5.6176129577e-03 1.2184832524e+01 1.2184820820e+01 1.2184838183e+01 1.2184835809e+01 1.2184832856e+01 7.7572991629e-04 1.6777216000e+07 1.6777216000e+07 7.6675415039e-04 6.2942504883e-04 7.7572984446e-04 7.7572868031e-04 7.7572991629e-04 7.7572991629e-04 8.2096059672e-04 1.0583072529e+00 7.8757674789e-04 7.8757676238e-04 7.8757581650e-04 0 0 0 0 0 0 0 0
7 2.6016603745e-03 2.6016642618e-03 2.6016607659e-03 4.0960000000e+03 4.0960000000e+03 2.5779677834e-03 2.6181165270e-03 2.6016606785e-03 2.6016598046e-03 2.6016603745e-03 2.6016603745e-03 1.1003475188e+01 1.1003501575e+01 1.1003522855e+01 1.1003455433e+01 1.1003456810e+01 1.1882736712e-04 1.6777216000e+07 1.0000000000e+00 1.1920928955e-04 9.2029571533e-05 1.1882736726e-04 1.1882726540e-04 1.1882736712e-04 1.1882736712e-04 1.3158262045e-04 1.1073427245e+00 1.6516058821e-04 1.6516059259e-04 1.6516046162e-04 0 1 0 0 0 0 0 0
8 1.1052184094e-03 1.1052195593e-03 1.1052186335e-03 4.0960000000e+03 4.0960000000e+03 1.0780958089e-03 1.2328497239e-03 1.1052185821e-03 1.1052089129e-03 1.1052184094e-03 1.1052184094e-03 8.6346977686e+00 8.6346438799e+00 8.6346728401e+00 8.6346780239e+00 8.6346958081e+00 4.6322337029e-05 1.6777216000e+07 1.6777216000e+07 5.1379203796e-05 5.4717063904e-05 4.6322351409e-05 4.6322453272e-05 4.6322337029e-05 4.6322337029e-05 4.9935284593e-05 1.0779957963e+00 5.1756723016e-05 5.1756740504e-05 5.1756644098e-05 0 0 0 0 0 0 0 0
