matrix=data/matrices/bcsstk14.mtx n=1806 seed=13
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n abs_dot_d cond_xy_d rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
bnorm=6.8120916025e+10
0 1.5687454178e+10 1.5687451132e+10 1.5687450571e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.5686831536e+10 1.5652342308e+10 1.5687454178e+10 1.5687454178e+10 6.3020340078e+00 6.3020211162e+00 6.3020216123e+00 6.3020476188e+00 6.3017087458e+00 2.0694708289e+12 1.6777216000e+07 1.6777216000e+07 2.1990232556e+12 4.1231686042e+11 2.0694695936e+12 2.0694863708e+12 2.0694708289e+12 2.0694708289e+12 2.0753258033e+12 1.0028292133e+00 1.4509332525e+12 1.4509355827e+12 1.4508684739e+12 0 0 0 0 0 0 0 0
1 8.0043568774e+09 8.0043401816e+09 8.0043399068e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 8.0048245139e+09 7.9868006813e+09 8.0043568774e+09 8.0043568774e+09 3.9949509871e+00 3.9949539196e+00 3.9949538060e+00 3.9949455782e+00 3.9949887029e+00 2.2776259879e+11 1.6777216000e+07 1.6777216000e+07 2.4051816858e+11 6.8719476736e+10 2.2776329011e+11 2.2773235712e+11 2.2776259879e+11 2.2776259879e+11 2.2980601816e+11 1.0089717073e+00 1.5330057157e+11 1.5330128691e+11 1.5328188826e+11 0 0 0 0 0 0 0 0
2 2.9336681580e+09 2.9336653919e+09 2.9336653919e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.9336630495e+09 2.9298226721e+09 2.9336681580e+09 2.9336681580e+09 2.6393910932e+00 2.6393941088e+00 2.6393938455e+00 2.6393875229e+00 2.6394783978e+00 4.5760016717e+10 1.0000000000e+00 1.6777216000e+07 5.5834574848e+10 1.7179869184e+10 4.5760380928e+10 4.5756579840e+10 4.5760016717e+10 4.5760016717e+10 4.6825565038e+10 1.0232855754e+00 3.6119648312e+10 3.6119904256e+10 3.6116299776e+10 1 0 0 0 0 0 0 0
3 1.4265646966e+09 1.4265618765e+09 1.4265623101e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.4265567222e+09 1.4235939844e+09 1.4265646966e+09 1.4265646966e+09 2.1227302690e+00 2.1227317801e+00 2.1227315097e+00 2.1227291048e+00 2.1227809630e+00 1.2248333787e+10 1.0000000000e+00 1.6777216000e+07 1.5032385536e+10 8.5899345920e+09 1.2248399872e+10 1.2247089152e+10 1.2248333787e+10 1.2248333787e+10 1.2669119206e+10 1.0343545030e+00 8.4376298232e+09 8.4376780800e+09 8.4365475840e+09 1 0 0 0 0 0 0 0
4 8.4303121982e+08 8.4303146506e+08 8.4303175036e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 8.4304467034e+08 8.4204243737e+08 8.4303121982e+08 8.4303121982e+08 1.6791879791e+00 1.6791890427e+00 1.6791886589e+00 1.6791876784e+00 1.6792131575e+00 3.5219145100e+09 1.6777216000e+07 1.6777216000e+07 4.8318382080e+09 3.8923141120e+09 3.5219333120e+09 3.5212759040e+09 3.5219145100e+09 3.5219145100e+09 3.6720581742e+09 1.0426312631e+00 2.4830380999e+09 2.4830525440e+09 2.4826122240e+09 0 0 0 0 0 0 0 0
5 5.8166985337e+08 5.8166782401e+08 5.8166826705e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 5.8166392531e+08 5.8078616996e+08 5.8166985337e+08 5.8166985337e+08 1.2555729470e+00 1.2555755394e+00 1.2555750997e+00 1.2555726723e+00 1.2555925506e+00 1.2148049895e+09 1.6777216000e+07 1.6777216000e+07 1.7448304640e+09 2.2817013760e+09 1.2148131840e+09 1.2146216960e+09 1.2148049895e+09 1.2148049895e+09 1.2992365315e+09 1.0695021364e+00 9.0680599887e+08 9.0681190400e+08 9.0667724800e+08 0 0 0 0 0 0 0 0
6 3.7206719060e+08 3.7206654415e+08 3.7206656724e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 3.7206573611e+08 3.7177010323e+08 3.7206719060e+08 3.7206719060e+08 9.3529836941e-01 9.3530064349e-01 9.3530072204e-01 9.3529851338e-01 9.3531173699e-01 3.5809066944e+08 1.0000000000e+00 1.0000000000e+00 5.3687091200e+08 1.0737418240e+09 3.5809305600e+08 3.5804339200e+08 3.5809066944e+08 3.5809066944e+08 3.9682450896e+08 1.1081676872e+00 3.2414348420e+08 3.2414566400e+08 3.2410112000e+08 1 1 0 0 0 0 0 0
7 2.1344330607e+08 2.1344240138e+08 2.1344233095e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.1344639563e+08 2.1330211241e+08 2.1344330607e+08 2.1344330607e+08 7.4908451432e-01 7.4908614059e-01 7.4908653122e-01 7.4908558297e-01 7.4909183414e-01 2.0325093166e+08 1.6777216000e+07 1.6777216000e+07 3.8587596800e+08 7.3819750400e+08 2.0325248000e+08 2.0322361600e+08 2.0325093166e+08 2.0325093166e+08 2.3252748664e+08 1.1440414307e+00 1.6522125241e+08 1.6522252800e+08 1.6519865600e+08 0 0 0 0 0 0 0 0
8 1.5882397203e+08 1.5882379517e+08 1.5882361263e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.5882378841e+08 1.5873030256e+08 1.5882397203e+08 1.5882397203e+08 6.2886231701e-01 6.2886306804e-01 6.2886351383e-01 6.2886445111e-01 6.2886763000e-01 8.5449271218e+07 1.6777216000e+07 1.6777216000e+07 2.1390950400e+08 5.2009369600e+08 8.5450016000e+07 8.5437600000e+07 8.5449271218e+07 8.5449271218e+07 9.8704068413e+07 1.1551189028e+00 7.3934923012e+07 7.3935520000e+07 7.3924832000e+07 0 0 0 0 0 0 0 0
9 1.1826547414e+08 1.1826521860e+08 1.1826510511e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.1826617190e+08 1.1816618771e+08 1.1826547414e+08 1.1826547414e+08 5.6096500935e-01 5.6096529741e-01 5.6096569869e-01 5.6096772181e-01 5.6096957129e-01 3.7482405121e+07 1.0000000000e+00 1.0000000000e+00 1.2792627200e+08 5.2009369600e+08 3.7482688000e+07 3.7477392000e+07 3.7482405121e+07 3.7482405121e+07 4.4814477921e+07 1.1956137227e+00 3.5203362391e+07 3.5203584000e+07 3.5198496000e+07 1 1 0 0 0 0 0 0
10 9.1530465389e+07 9.1530154120e+07 9.1530136523e+07 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 6.7108864000e+07 9.1529934163e+07 9.1483373532e+07 9.1530465389e+07 9.1530465389e+07 5.1459554066e-01 5.1459578611e-01 5.1459615746e-01 5.1459864386e-01 5.1459996542e-01 1.7620247880e+07 1.6777216000e+07 1.0000000000e+00 1.0066329600e+08 3.0198988800e+08 1.7620320000e+07 1.7617704000e+07 1.7620247880e+07 1.7620247880e+07 2.1856232546e+07 1.2404043743e+00 1.7919646890e+07 1.7919688000e+07 1.7916992000e+07 0 1 0 0 0 0 0 0
11 6.6270772993e+07 6.6270663369e+07 6.6270554003e+07 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 6.7108864000e+07 6.6270086157e+07 6.6253492708e+07 6.6270772993e+07 6.6270772993e+07 4.7905096072e-01 4.7905109348e-01 4.7905156074e-01 4.7905468536e-01 4.7905515201e-01 1.2304020465e+07 1.6777216000e+07 1.0000000000e+00 1.2373196800e+08 2.6843545600e+08 1.2304024000e+07 1.2302130000e+07 1.2304020465e+07 1.2304020465e+07 1.5858862501e+07 1.2889171102e+00 1.1611877284e+07 1.1611846000e+07 1.1610064000e+07 0 1 0 0 0 0 0 0
12 5.6132327788e+07 5.6132023966e+07 5.6131997663e+07 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 6.7108864000e+07 5.6131268370e+07 5.6108614920e+07 5.6132327788e+07 5.6132327788e+07 4.5055136284e-01 4.5055141415e-01 4.5055196082e-01 4.5055583883e-01 4.5055530077e-01 9.6474431502e+06 1.0000000000e+00 1.0000000000e+00 1.3421772800e+08 2.1810380800e+08 9.6473920000e+06 9.6459080000e+06 9.6474431502e+06 9.6474431502e+06 1.2107494931e+07 1.2549952089e+00 8.2514657630e+06 8.2513860000e+06 8.2501260000e+06 1 1 0 0 0 0 0 0
