matrix=data/matrices/mhd4800b.mtx n=4800 seed=9
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n abs_dot_d cond_xy_d rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
bnorm=6.4953030180e+00
0 1.4128625827e+00 1.4128540946e+00 1.4128540946e+00 1.8708286934e+00 1.8027756377e+00 1.4121404410e+00 1.3691280871e+00 1.4128625900e+00 1.4128624951e+00 1.4128625827e+00 1.4128625827e+00 2.2815242973e+02 2.2815227582e+02 2.2815227582e+02 2.2815242650e+02 2.2815243444e+02 6.9169482341e+01 6.4000000000e+01 3.2000000000e+01 6.9187500000e+01 6.1843750000e+01 6.9169482231e+01 6.9169490814e+01 6.9169482341e+01 6.9169482341e+01 6.9190727250e+01 1.0003071428e+00 5.3068968944e+01 5.3068968773e+01 5.3068977356e+01 0 0 0 0 0 0 0 0
1 5.6312399748e-01 5.6311994404e-01 5.6311994404e-01 5.0000000000e-01 4.5069390943e-01 5.6336738679e-01 5.6325903649e-01 5.6312400426e-01 5.6312389510e-01 5.6312399748e-01 5.6312399748e-01 9.3313980050e+01 9.3314441197e+01 9.3314452731e+01 9.3313977623e+01 9.3313970124e+01 3.0204897734e+00 5.0000000000e+00 2.5000000000e+00 3.0166015625e+00 2.6826171875e+00 3.0204897672e+00 3.0204897672e+00 3.0204897734e+00 3.0204897734e+00 3.1558081319e+00 1.0448001380e+00 3.2447760366e+00 3.2447760254e+00 3.2447760105e+00 0 0 0 0 0 0 0 0
2 2.3508152703e-01 2.3508026188e-01 2.3508026980e-01 8.6602540378e-01 6.1237243570e-01 2.3489525591e-01 2.3683603736e-01 2.3508152963e-01 2.3508142860e-01 2.3508152703e-01 2.3508152703e-01 4.9413010102e+01 4.9413145192e+01 4.9413150595e+01 4.9413012221e+01 4.9413014487e+01 6.8418530532e-01 3.2500000000e+00 1.7500000000e+00 6.8310546875e-01 6.1083984375e-01 6.8418531120e-01 6.8418518826e-01 6.8418530532e-01 6.8418530532e-01 6.8812320796e-01 1.0057556083e+00 6.3987307893e-01 6.3987308368e-01 6.3987301290e-01 0 0 0 0 0 0 0 0
3 4.5918731945e-02 4.5918627620e-02 4.5918632691e-02 5.6568542495e+00 4.1457809879e-01 4.5554311678e-02 4.0805825031e-02 4.5918733467e-02 4.5918692903e-02 4.5918731945e-02 4.5918731945e-02 2.5270453358e+01 2.5270582715e+01 2.5270587205e+01 2.5270440760e+01 2.5270440745e+01 1.2335895728e-01 1.0000000000e+00 1.0000000000e+00 1.2411499023e-01 1.1032104492e-01 1.2335895142e-01 1.2335897004e-01 1.2335895728e-01 1.2335895728e-01 1.2754468077e-01 1.0339312490e+00 1.1127765254e-01 1.1127764964e-01 1.1127766687e-01 1 0 0 0 0 0 0 0
4 1.6767191379e-02 1.6767121594e-02 1.6767128537e-02 1.1313708499e+01 8.9442719100e+00 1.7166402179e-02 1.9099225796e-02 1.6767189506e-02 1.6767163686e-02 1.6767191379e-02 1.6767191379e-02 2.7969732308e+01 2.7969694412e+01 2.7969693188e+01 2.7969745156e+01 2.7969723103e+01 1.2277013435e-02 1.6384000000e+04 1.0000000000e+00 1.2763977051e-02 1.0978698730e-02 1.2277011061e-02 1.2277016765e-02 1.2277013435e-02 1.2277013435e-02 1.2445245280e-02 1.0137029943e+00 1.1634307308e-02 1.1634305934e-02 1.1634306516e-02 0 1 0 0 0 0 0 0
5 1.0976107517e-02 1.0975951685e-02 1.0975943068e-02 4.0960000000e+03 1.1313708499e+01 1.1198579044e-02 8.9370142665e-03 1.0976106472e-02 1.0976087745e-02 1.0976107517e-02 1.0976107517e-02 1.4404837724e+01 1.4404915028e+01 1.4404912288e+01 1.4404817144e+01 1.4404799439e+01 4.3004723047e-03 1.0000000000e+00 6.5536000000e+04 4.5700073242e-03 3.4942626953e-03 4.3004712788e-03 4.3004687759e-03 4.3004723047e-03 4.3004723047e-03 4.4483850981e-03 1.0343945462e+00 3.2559851484e-03 3.2559842803e-03 3.2559821266e-03 1 0 0 0 0 0 0 0
6 4.9055380988e-03 4.9054262906e-03 4.9054205430e-03 4.0960000000e+03 1.6000000000e+01 5.0152926231e-03 4.2985392729e-03 4.9055371621e-03 4.9055358642e-03 4.9055380988e-03 4.9055380988e-03 1.2336629841e+01 1.2336660427e+01 1.2336649909e+01 1.2336630895e+01 1.2336587308e+01 6.9712154697e-04 1.6777216000e+07 6.5536000000e+04 7.0095062256e-04 5.4359436035e-04 6.9712147524e-04 6.9712083496e-04 6.9712154697e-04 6.9712154697e-04 7.3485761022e-04 1.0541312536e+00 7.7667368553e-04 7.7667353617e-04 7.7667340520e-04 0 0 0 0 0 0 0 0
7 2.9260452117e-03 2.9260652098e-03 2.9260645882e-03 4.0960000000e+03 1.6000000000e+01 2.9900997837e-03 4.2707167199e-03 2.9260446953e-03 2.9260246469e-03 2.9260452117e-03 2.9260452117e-03 1.0750638456e+01 1.0750681288e+01 1.0750671630e+01 1.0750641733e+01 1.0750559716e+01 1.0384986905e-04 1.6777216000e+07 2.6214400000e+05 1.0681152344e-04 7.5817108154e-05 1.0384983398e-04 1.0384990310e-04 1.0384986905e-04 1.0384986905e-04 1.1322761259e-04 1.0903009665e+00 1.5057719705e-04 1.5057715063e-04 1.5057728160e-04 0 0 0 0 0 0 0 0
8 1.4155961164e-03 1.4155804731e-03 1.4155808747e-03 4.0960000000e+03 2.2627416998e+01 1.4287963758e-03 1.2298243213e-03 1.4155958928e-03 1.4155877011e-03 1.4155961164e-03 1.4155961164e-03 8.3934054938e+00 8.3934437533e+00 8.3934212579e+00 8.3934269763e+00 8.3933433991e+00 4.9018196580e-05 1.6777216000e+07 2.6214400000e+05 5.1379203796e-05 4.5180320740e-05 4.9018181016e-05 4.9018191930e-05 4.9018196580e-05 4.9018196580e-05 5.4625635477e-05 1.1143950469e+00 5.5725449457e-05 5.5725435232e-05 5.5725475249e-05 0 0 0 0 0 0 0 0
