matrix=data/matrices/nos2.mtx n=957 seed=9
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n abs_dot_d cond_xy_d rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
bnorm=1.8012805432e+12
0 9.6738179080e+10 9.6738154873e+10 9.6738117048e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 9.6755995253e+10 9.6182338051e+10 9.6738179080e+10 9.6738179080e+10 1.0487954068e+01 1.0487955847e+01 1.0487958243e+01 1.0488008842e+01 1.0488559857e+01 9.8344505628e+13 1.6777216000e+07 1.6777216000e+07 7.0368744178e+13 8.7960930222e+12 9.8344013660e+13 9.8344013660e+13 9.8344505628e+13 9.8344505628e+13 9.8352823371e+13 1.0000845776e+00 5.0890516612e+13 5.0890530619e+13 5.0893214974e+13 0 0 0 0 0 0 0 0
1 5.4535932254e+10 5.4536110303e+10 5.4536523202e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 5.4539320512e+10 5.4602701498e+10 5.4535932254e+10 5.4535932254e+10 1.0468657960e+01 1.0468656126e+01 1.0468654163e+01 1.0468608244e+01 1.0468094169e+01 3.1609647151e+11 1.6777216000e+07 1.6777216000e+07 9.6207267430e+11 2.7487790694e+11 3.1609952666e+11 3.1612574106e+11 3.1609647151e+11 3.1609647151e+11 3.3511620949e+11 1.0601706748e+00 3.2546778135e+11 3.2547169894e+11 3.2549267046e+11 0 0 0 0 0 0 0 0
2 4.8072142190e+10 4.8072062680e+10 4.8072075855e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 4.8067189384e+10 4.8091169026e+10 4.8072142190e+10 4.8072142190e+10 7.6785665457e+00 7.6785692986e+00 7.6785702982e+00 7.6785711111e+00 7.6786502848e+00 9.2158586615e+10 1.6777216000e+07 1.6777216000e+07 2.0615843021e+11 1.2025908429e+11 9.2160393216e+10 9.2165373952e+10 9.2158586615e+10 9.2158586615e+10 1.0635972509e+11 1.1540945776e+00 1.5941844443e+11 1.5942130074e+11 1.5942811648e+11 0 0 0 0 0 0 0 0
3 2.2510101653e+10 2.2510091430e+10 2.2510065640e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.2510197717e+10 2.2510197717e+10 2.2510101653e+10 2.2510101653e+10 6.8856740138e+00 6.8856747360e+00 6.8856759019e+00 6.8856901012e+00 6.8857622466e+00 3.8516734281e+10 1.6777216000e+07 6.5536000000e+04 4.8103633715e+11 6.8719476736e+10 3.8517473280e+10 3.8518390784e+10 3.8516734281e+10 3.8516734281e+10 4.7475360948e+10 1.2325905047e+00 5.0051127159e+10 5.0051940352e+10 5.0052661248e+10 0 0 0 0 0 0 0 0
4 2.5188047988e+10 2.5188074733e+10 2.5188148767e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.5192921392e+10 2.5192921392e+10 2.5188047988e+10 2.5188047988e+10 6.4342878741e+00 6.4342878429e+00 6.4342890412e+00 6.4342996626e+00 6.4342333599e+00 1.4997239500e+10 1.0000000000e+00 1.0000000000e+00 1.3743895347e+11 1.7179869184e+11 1.4997438464e+10 1.4997422080e+10 1.4997239500e+10 1.4997239500e+10 2.1625135450e+10 1.4419410619e+00 2.3873584834e+10 2.3873814528e+10 2.3873880064e+10 1 1 0 0 0 0 0 0
5 2.0799692983e+10 2.0799682520e+10 2.0799698590e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.0799850831e+10 2.0765178610e+10 2.0799692983e+10 2.0799692983e+10 5.4874218090e+00 5.4874226900e+00 5.4874233919e+00 5.4874551699e+00 5.4874976122e+00 1.0658211950e+10 1.6777216000e+07 1.0000000000e+00 8.5899345920e+10 1.2025908429e+11 1.0658267136e+10 1.0658480128e+10 1.0658211950e+10 1.0658211950e+10 1.4051152577e+10 1.3183405100e+00 2.1114465423e+10 2.1114552320e+10 2.1114617856e+10 0 1 0 0 0 0 0 0
6 1.1770518850e+10 1.1770500208e+10 1.1770490867e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.1769907584e+10 1.1765315047e+10 1.1770518850e+10 1.1770518850e+10 5.0947261411e+00 5.0947264692e+00 5.0947273647e+00 5.0947706472e+00 5.0948206436e+00 6.1157526358e+09 1.6777216000e+07 1.0000000000e+00 6.8719476736e+10 6.8719476736e+10 6.1157949440e+09 6.1158359040e+09 6.1157526358e+09 6.1157526358e+09 8.5800426212e+09 1.4029414092e+00 8.1848532282e+09 8.1848565760e+09 8.1848320000e+09 0 1 0 0 0 0 0 0
7 5.9593573887e+09 5.9594060313e+09 5.9594543702e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 5.9602343797e+09 5.9662761799e+09 5.9593573887e+09 5.9593573887e+09 4.4386646388e+00 4.4386653199e+00 4.4386658069e+00 4.4387137353e+00 4.4387438323e+00 2.7236788705e+09 1.0000000000e+00 1.0000000000e+00 3.8654705664e+10 6.8719476736e+10 2.7236392960e+09 2.7235942400e+09 2.7236788705e+09 2.7236788705e+09 3.9825357816e+09 1.4621899170e+00 7.5853411535e+09 7.5852595200e+09 7.5851038720e+09 1 1 0 0 0 0 0 0
8 1.4794826045e+10 1.4794818630e+10 1.4794805550e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.4795640259e+10 1.4802943743e+10 1.4794826045e+10 1.4794826045e+10 4.2041822957e+00 4.2041829281e+00 4.2041836490e+00 4.2042359753e+00 4.2042981205e+00 3.0034518693e+09 1.0000000000e+00 1.0000000000e+00 6.9793218560e+09 6.8719476736e+10 3.0034636800e+09 3.0034411520e+09 3.0034518693e+09 3.0034518693e+09 4.9142737492e+09 1.6362085903e+00 3.9792091568e+09 3.9792046080e+09 3.9791308800e+09 1 1 0 0 0 0 0 0
