matrix=data/matrices/mhd4800b.mtx n=4800 seed=2
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n abs_dot_d cond_xy_d rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
bnorm=4.5945669851e+00
0 1.0171609863e+00 1.0171560631e+00 1.0171561803e+00 1.1726039400e+00 7.9056941504e-01 1.0181459099e+00 1.0055995569e+00 1.0171610001e+00 1.0171600698e+00 1.0171609863e+00 1.0171609863e+00 2.7613351515e+02 2.7613268072e+02 2.7613266224e+02 2.7613351894e+02 2.7613366602e+02 5.0204642172e+01 4.8000000000e+01 1.6000000000e+01 5.0218750000e+01 4.2750000000e+01 5.0204642296e+01 5.0204615593e+01 5.0204642172e+01 5.0204642172e+01 5.0221716816e+01 1.0003401009e+00 4.4591876264e+01 4.4591876030e+01 4.4591876030e+01 0 0 0 0 0 0 0 0
1 4.6566263187e-01 4.6565955565e-01 4.6565953965e-01 5.3033008589e-01 4.3301270189e-01 4.6607308557e-01 4.6508987707e-01 4.6566263565e-01 4.6566269065e-01 4.6566263187e-01 4.6566263187e-01 8.4110348256e+01 8.4110854972e+01 8.4110868094e+01 8.4110351964e+01 8.4110277833e+01 2.9889871406e+00 6.5000000000e+00 2.0000000000e+00 2.9824218750e+00 2.7949218750e+00 2.9889869541e+00 2.9889896363e+00 2.9889871406e+00 2.9889871406e+00 3.0535341410e+00 1.0215949408e+00 2.8491374781e+00 2.8491373360e+00 2.8491402715e+00 0 0 0 0 0 0 0 0
2 1.5988527688e-01 1.5988609743e-01 1.5988611491e-01 3.7500000000e-01 3.5355339059e-01 1.5967916747e-01 1.5977469794e-01 1.5988528631e-01 1.5988503584e-01 1.5988527688e-01 1.5988527688e-01 6.5271218804e+01 6.5271008926e+01 6.5271013916e+01 6.5271298273e+01 6.5271294607e+01 4.5279421307e-01 1.5000000000e+00 2.0000000000e+00 4.5129394531e-01 4.1601562500e-01 4.5279422030e-01 4.5279482193e-01 4.5279421307e-01 4.5279421307e-01 4.5984198450e-01 1.0155650652e+00 4.5522139776e-01 4.5522138476e-01 4.5522206277e-01 0 0 0 0 0 0 0 0
3 3.6733355488e-02 3.6733942998e-02 3.6733949336e-02 6.1237243570e-01 1.9764235376e-01 3.6461239654e-02 3.7922827810e-02 3.6733359077e-02 3.6733311143e-02 3.6733355488e-02 3.6733355488e-02 2.8637649345e+01 2.8637824829e+01 2.8637830749e+01 2.8637639292e+01 2.8637613045e+01 1.1752641731e-01 2.0000000000e+00 2.0000000000e+00 1.1712646484e-01 1.0794067383e-01 1.1752645811e-01 1.1752665974e-01 1.1752641731e-01 1.1752641731e-01 1.2179291224e-01 1.0363024333e+00 9.7221951512e-02 9.7221970558e-02 9.7222113051e-02 0 0 0 0 0 0 0 0
4 2.1173665053e-02 2.1173538254e-02 2.1173537567e-02 2.2627416998e+01 6.6143782777e-01 2.1069774424e-02 2.1451057262e-02 2.1173672615e-02 2.1173670896e-02 2.1173665053e-02 2.1173665053e-02 3.1824117158e+01 3.1823997447e+01 3.1824016319e+01 3.1824145638e+01 3.1824085603e+01 1.9018900133e-02 3.4375000000e-01 1.2500000000e+00 1.8661499023e-02 1.5899658203e-02 1.9018916413e-02 1.9018937601e-02 1.9018900133e-02 1.9018900133e-02 1.9365474584e-02 1.0182226337e+00 1.4343014069e-02 1.4343022718e-02 1.4343043556e-02 0 0 0 0 0 0 0 0
5 7.9376681235e-03 7.9375582351e-03 7.9375600684e-03 2.2627416998e+01 9.3541434669e-01 7.9785813664e-03 7.5011188944e-03 7.9376691489e-03 7.9376382124e-03 7.9376681235e-03 7.9376681235e-03 2.0062535727e+01 2.0062683126e+01 2.0062724672e+01 2.0062522436e+01 2.0062390659e+01 3.2935643520e-03 1.6777216000e+07 1.0240000000e+03 3.3302307129e-03 2.6893615723e-03 3.2935646595e-03 3.2935729832e-03 3.2935643520e-03 3.2935643520e-03 3.3531667814e-03 1.0180966342e+00 3.2760973467e-03 3.2760978793e-03 3.2761046314e-03 0 0 0 0 0 0 0 0
6 5.0075803620e-03 5.0073158352e-03 5.0073194678e-03 2.7712812921e+01 1.2747548784e+00 5.0626077523e-03 4.9071658306e-03 5.0075798320e-03 5.0075801953e-03 5.0075803620e-03 5.0075803620e-03 1.7665083657e+01 1.7665026330e+01 1.7665077574e+01 1.7665075961e+01 1.7664900454e+01 8.3415859796e-04 1.6777216000e+07 5.1200000000e+02 8.4400177002e-04 7.5721740723e-04 8.3415849076e-04 8.3415865083e-04 8.3415859796e-04 8.3415859796e-04 9.2186620715e-04 1.1051450041e+00 8.5354239823e-04 8.5354239854e-04 8.5354322800e-04 0 0 0 0 0 0 0 0
7 2.5825546486e-03 2.5825769896e-03 2.5825811276e-03 2.7712812921e+01 2.5600000000e+02 2.5721810920e-03 2.5952504426e-03 2.5825540988e-03 2.5825414207e-03 2.5825546486e-03 2.5825546486e-03 1.6691251314e+01 1.6691274807e+01 1.6691347853e+01 1.6691208008e+01 1.6690943249e+01 1.1235253133e-04 1.6777216000e+07 1.0000000000e+00 1.1515617371e-04 1.0776519775e-04 1.1235250349e-04 1.1235290367e-04 1.1235253133e-04 1.1235253133e-04 1.2259862975e-04 1.0911959731e+00 1.6411799569e-04 1.6411795514e-04 1.6411828983e-04 0 1 0 0 0 0 0 0
8 1.4468450326e-03 1.4467780016e-03 1.4467787088e-03 2.7712812921e+01 4.0960000000e+03 1.3918157045e-03 1.6286211016e-03 1.4468448710e-03 1.4468379564e-03 1.4468450326e-03 1.4468450326e-03 1.3102797673e+01 1.3102641664e+01 1.3102724784e+01 1.3102759446e+01 1.3102471790e+01 4.7948708985e-05 1.6777216000e+07 1.6777216000e+07 5.2690505981e-05 7.9631805420e-05 4.7948700740e-05 4.7948684369e-05 4.7948708985e-05 4.7948708985e-05 5.1120503725e-05 1.0661497422e+00 5.6292296783e-05 5.6292285080e-05 5.6292223235e-05 0 0 0 0 0 0 0 0
9 4.4021839965e-04 4.4021064370e-04 4.4020809342e-04 2.7712812921e+01 4.0960000000e+03 5.7580451245e-04 8.5884077633e-04 4.4021768111e-04 4.4021222552e-04 4.4021839965e-04 4.4021839965e-04 1.5215240615e+01 1.5215270235e+01 1.5215362694e+01 1.5215148520e+01 1.5214728251e+01 7.7629110556e-06 1.6777216000e+07 1.6777216000e+07 1.4364719391e-05 1.9013881683e-05 7.7629174484e-06 7.7628947110e-06 7.7629110556e-06 7.7629110556e-06 8.0355427376e-06 1.0351197740e+00 1.0815859273e-05 1.0815860151e-05 1.0815828318e-05 0 0 0 0 0 0 0 0
10 4.9912125140e-04 4.9910892373e-04 4.9910465284e-04 2.7712812921e+01 4.0960000000e+03 3.8842535588e-04 4.5058664124e-04 4.9911954384e-04 4.9911026193e-04 4.9912125140e-04 4.9912125140e-04 8.4969092379e+00 8.4964835374e+00 8.4965991080e+00 8.4968851630e+00 8.4965467657e+00 2.7029351843e-06 1.6777216000e+07 1.0000000000e+00 6.1690807343e-06 3.6805868149e-06 2.7029591365e-06 2.7029525427e-06 2.7029351843e-06 2.7029351843e-06 2.8245133989e-06 1.0449800703e+00 3.6804852090e-06 3.6804960928e-06 3.6804840420e-06 0 1 0 0 0 0 0 0
11 3.9583384243e-04 3.9582508914e-04 3.9582013466e-04 2.7712812921e+01 4.0960000000e+03 4.0486142460e-04 4.5674528647e-04 3.9583727764e-04 3.9583135397e-04 3.9583384243e-04 3.9583384243e-04 1.5909287551e+01 1.5909344696e+01 1.5909543959e+01 1.5908803135e+01 1.5908122217e+01 1.4212042277e-06 1.6777216000e+07 1.6777216000e+07 9.9837779999e-07 1.0281801224e-06 1.4212389488e-06 1.4212336055e-06 1.4212042277e-06 1.4212042277e-06 1.6657799321e-06 1.1720904706e+00 2.4238208226e-06 2.4238374863e-06 2.4238286187e-06 0 0 0 0 0 0 0 0
12 3.0546132269e-04 3.0540164816e-04 3.0539853052e-04 2.7712812921e+01 4.0960000000e+03 2.5714568400e-04 3.5589305999e-04 3.0546186587e-04 3.0545886515e-04 3.0546132269e-04 3.0546132269e-04 6.0441636273e+00 6.0438269502e+00 6.0438899147e+00 6.0442215665e+00 6.0435258083e+00 2.4533931531e-06 1.6777216000e+07 1.6777216000e+07 8.4191560745e-07 1.6391277313e-06 2.4533810574e-06 2.4533726446e-06 2.4533931531e-06 2.4533931531e-06 2.7221960343e-06 1.1095637203e+00 2.7302478216e-06 2.7302617127e-06 2.7302482977e-06 0 0 0 0 0 0 0 0
