matrix=data/matrices/bcsstk03.mtx n=112 seed=106
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n abs_dot_d cond_xy_d rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 1.0479877772e+11 1.0479876929e+11 1.0479877466e+11 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.0476551305e+11 1.0458928834e+11 1.0479877772e+11 1.0479877772e+11 6.4367221307e+00 6.4367205638e+00 6.4367200381e+00 6.4367113773e+00 6.4368679899e+00 3.3794324789e+12 1.6777216000e+07 1.6777216000e+07 3.2985348833e+12 2.1990232556e+12 3.3794346189e+12 3.3793507328e+12 3.3794324789e+12 3.3794324789e+12 3.4228026278e+12 1.0128335598e+00 1.5634452639e+12 1.5634435932e+12 1.5634435932e+12 0 0 0 0 0 0 0 0
1 1.0026976727e+10 1.0026871684e+10 1.0026848876e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.0025983427e+10 1.0020591664e+10 1.0026976727e+10 1.0026976727e+10 7.8781307396e+00 7.8781281128e+00 7.8781279091e+00 7.8781322737e+00 7.8781199756e+00 2.2382509412e+11 1.6777216000e+07 1.6777216000e+07 2.7487790694e+11 1.3743895347e+11 2.2382431437e+11 2.2383742157e+11 2.2382509412e+11 2.2382509412e+11 2.2659749829e+11 1.0123864761e+00 1.6158035940e+11 1.6157979443e+11 1.6158923162e+11 0 0 0 0 0 0 0 0
2 9.6011930447e+09 9.6011965769e+09 9.6011993253e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 9.6019629020e+09 9.5963329028e+09 9.6011930447e+09 9.6011930447e+09 5.9923283845e+00 5.9923289301e+00 5.9923292172e+00 5.9923277201e+00 5.9923432732e+00 1.2826068034e+10 1.6777216000e+07 1.0000000000e+00 2.3622320128e+10 3.4359738368e+10 1.2826017792e+10 1.2826689536e+10 1.2826068034e+10 1.2826068034e+10 1.3203584777e+10 1.0294335522e+00 1.0561706479e+10 1.0561667072e+10 1.0562093056e+10 0 1 0 0 0 0 0 0
3 2.2566030847e+09 2.2566085175e+09 2.2566088829e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.2568941443e+09 2.2563952178e+09 2.2566030847e+09 2.2566030847e+09 5.1405474356e+00 5.1405493599e+00 5.1405493901e+00 5.1405505201e+00 5.1405198630e+00 3.5774799729e+09 1.6777216000e+07 1.6777216000e+07 1.0737418240e+10 1.7179869184e+10 3.5774894080e+09 3.5775651840e+09 3.5774799729e+09 3.5774799729e+09 3.8384519711e+09 1.0729485560e+00 3.1461611627e+09 3.1461662720e+09 3.1462440960e+09 0 0 0 0 0 0 0 0
4 3.0801293773e+09 3.0801078897e+09 3.0801089606e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 3.0800702289e+09 3.0786077074e+09 3.0801293773e+09 3.0801293773e+09 4.7579173551e+00 4.7579182604e+00 4.7579177395e+00 4.7579193536e+00 4.7579129362e+00 1.5394887035e+09 1.6777216000e+07 1.6777216000e+07 5.9055800320e+09 1.1811160064e+10 1.5394969600e+09 1.5395471360e+09 1.5394887035e+09 1.5394887035e+09 1.6802121491e+09 1.0914092097e+00 1.0746737527e+09 1.0746818560e+09 1.0747197440e+09 0 0 0 0 0 0 0 0
5 1.4991749343e+09 1.4991993587e+09 1.4992074719e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.4991923456e+09 1.4987228944e+09 1.4991749343e+09 1.4991749343e+09 3.5125835747e+00 3.5125849938e+00 3.5125837121e+00 3.5125859122e+00 3.5125795844e+00 2.3873007696e+08 1.0000000000e+00 1.0000000000e+00 3.3554432000e+09 8.0530636800e+09 2.3873068800e+08 2.3873964800e+08 2.3873007696e+08 2.3873007696e+08 3.0773018001e+08 1.2890297860e+00 4.3349966325e+08 4.3350272000e+08 4.3352064000e+08 1 1 0 0 0 0 0 0
6 1.7138258411e+09 1.7137853615e+09 1.7137784646e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.7137414936e+09 1.7143983513e+09 1.7138258411e+09 1.7138258411e+09 2.7339911449e+00 2.7339938798e+00 2.7339921941e+00 2.7340015412e+00 2.7339687036e+00 3.6818401215e+08 1.0000000000e+00 1.6777216000e+07 9.6636764160e+09 9.6636764160e+09 3.6818816000e+08 3.6820659200e+08 3.6818401215e+08 3.6818401215e+08 5.2893602334e+08 1.4366077991e+00 4.5203456697e+08 4.5203840000e+08 4.5206195200e+08 1 0 0 0 0 0 0 0
7 1.5094783105e+09 1.5095055504e+09 1.5095187980e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.5096697938e+09 1.5074307569e+09 1.5094783105e+09 1.5094783105e+09 2.3610901609e+00 2.3610930717e+00 2.3610915443e+00 2.3611030603e+00 2.3610843626e+00 2.2100667361e+08 1.0000000000e+00 1.6777216000e+07 4.8318382080e+09 4.2949672960e+09 2.2100934400e+08 2.2102144000e+08 2.2100667361e+08 2.2100667361e+08 3.3359095540e+08 1.5094157563e+00 2.6336166880e+08 2.6336326400e+08 2.6337760000e+08 1 0 0 0 0 0 0 0
8 9.2439048560e+08 9.2436078208e+08 9.2435784554e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 9.2427082304e+08 9.2495577825e+08 9.2439048560e+08 9.2439048560e+08 2.2948812490e+00 2.2948846970e+00 2.2948835722e+00 2.2948980410e+00 2.2948571632e+00 2.2735475554e+08 1.0000000000e+00 1.0000000000e+00 3.4896609280e+09 4.8318382080e+09 2.2735558400e+08 2.2736838400e+08 2.2735475554e+08 2.2735475554e+08 3.1457188012e+08 1.3836168915e+00 1.9007580640e+08 1.9007628800e+08 1.9008819200e+08 1 1 0 0 0 0 0 0
9 1.0561345775e+09 1.0561240737e+09 1.0561253425e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.0559988111e+09 1.0564318637e+09 1.0561345775e+09 1.0561345775e+09 2.2996634472e+00 2.2996675798e+00 2.2996662303e+00 2.2996820691e+00 2.2996401505e+00 6.5691868175e+07 1.0000000000e+00 1.0000000000e+00 2.5501368320e+09 5.3687091200e+09 6.5691472000e+07 6.5695584000e+07 6.5691868175e+07 6.5691868175e+07 9.6293017381e+07 1.4658285730e+00 9.1260272421e+07 9.1259776000e+07 9.1266272000e+07 1 1 0 0 0 0 0 0
