matrix=data/matrices/sts4098.mtx n=4098 seed=3
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n abs_dot_d cond_xy_d rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
bnorm=3.1278314466e+08
0 9.0746204778e+07 9.0746422145e+07 9.0746433978e+07 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 6.7108864000e+07 9.0745756574e+07 9.0704854516e+07 9.0746204778e+07 9.0746204778e+07 1.9930883055e+00 1.9930839800e+00 1.9930838166e+00 1.9930888482e+00 1.9932592678e+00 1.0019408670e+10 1.6777216000e+07 1.6777216000e+07 9.6636764160e+09 8.0530636800e+09 1.0019405824e+10 1.0017832960e+10 1.0019408670e+10 1.0019408670e+10 1.0040025845e+10 1.0020577238e+00 2.9184490174e+09 2.9184491520e+09 2.9182914560e+09 0 0 0 0 0 0 0 0
1 3.5255124670e+07 3.5255132164e+07 3.5255143585e+07 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 6.7108864000e+07 3.5255200690e+07 3.5239603631e+07 3.5255124670e+07 3.5255124670e+07 2.1158722318e+00 2.1158734010e+00 2.1158733755e+00 2.1158722629e+00 2.1158620636e+00 6.4462072891e+08 1.6777216000e+07 1.6777216000e+07 7.7175193600e+08 5.0331648000e+08 6.4462080000e+08 6.4472371200e+08 6.4462072891e+08 6.4462072891e+08 6.5212847661e+08 1.0116467674e+00 2.5073071395e+08 2.5073081600e+08 2.5077555200e+08 0 0 0 0 0 0 0 0
2 1.5937655803e+07 1.5937433363e+07 1.5937424941e+07 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 8.3886080000e+06 1.5937447048e+07 1.5940950020e+07 1.5937655803e+07 1.5937655803e+07 1.4266449311e+00 1.4266473893e+00 1.4266475832e+00 1.4266461289e+00 1.4265734078e+00 1.2223802765e+08 1.6777216000e+07 1.6777216000e+07 1.4680064000e+08 9.0177536000e+07 1.2223801600e+08 1.2226611200e+08 1.2223802765e+08 1.2223802765e+08 1.2948227230e+08 1.0592634288e+00 6.1758884508e+07 6.1758816000e+07 6.1772160000e+07 0 0 0 0 0 0 0 0
3 1.6912527815e+07 1.6912552144e+07 1.6912555120e+07 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 1.6777216000e+07 1.6912351760e+07 1.6906763838e+07 1.6912527815e+07 1.6912527815e+07 1.0760617285e+00 1.0760612673e+00 1.0760613165e+00 1.0760614695e+00 1.0760436127e+00 3.9990194367e+07 1.0000000000e+00 1.6777216000e+07 5.0331648000e+07 2.5690112000e+07 3.9990128000e+07 3.9998192000e+07 3.9990194367e+07 3.9990194367e+07 4.5272606196e+07 1.1320926770e+00 2.3432078570e+07 2.3432016000e+07 2.3436400000e+07 1 0 0 0 0 0 0 0
4 6.7003754216e+06 6.7003286451e+06 6.7003355310e+06 4.0960000000e+03 4.0960000000e+03 8.3886080000e+06 8.3886080000e+06 6.7005151860e+06 6.6985919382e+06 6.7003754216e+06 6.7003754216e+06 1.0658901285e+00 1.0658876850e+00 1.0658882870e+00 1.0658886922e+00 1.0658403756e+00 1.9036897367e+07 1.6777216000e+07 1.6777216000e+07 2.6214400000e+07 1.9922944000e+07 1.9036840000e+07 1.9039848000e+07 1.9036897367e+07 1.9036897367e+07 2.2086843979e+07 1.1602123788e+00 1.2877420957e+07 1.2877366000e+07 1.2879576000e+07 0 0 0 0 0 0 0 0
5 6.5883242708e+06 6.5882422010e+06 6.5882472941e+06 4.0960000000e+03 4.0960000000e+03 1.1863283203e+07 5.9316416015e+06 6.5883240081e+06 6.5881202843e+06 6.5883242708e+06 6.5883242708e+06 9.5793063606e-01 9.5792672248e-01 9.5792730533e-01 9.5793131909e-01 9.5790766657e-01 1.9507714398e+07 1.6777216000e+07 1.6777216000e+07 3.0408704000e+07 2.3068672000e+07 1.9507592000e+07 1.9511344000e+07 1.9507714398e+07 1.9507714398e+07 2.3239702800e+07 1.1913083371e+00 1.0248604848e+07 1.0248536000e+07 1.0250584000e+07 0 0 0 0 0 0 0 0
6 7.9982034107e+06 7.9981000004e+06 7.9981000004e+06 4.0960000000e+03 4.0960000000e+03 1.1863283203e+07 5.9316416015e+06 7.9981781375e+06 7.9973054759e+06 7.9982034107e+06 7.9982034107e+06 9.1388858250e-01 9.1388542492e-01 9.1388586207e-01 9.1389113495e-01 9.1387913524e-01 8.1985992636e+06 1.0000000000e+00 1.6777216000e+07 1.2582912000e+07 9.8304000000e+06 8.1985430000e+06 8.2004040000e+06 8.1985992636e+06 8.1985992636e+06 1.0925558481e+07 1.3326128196e+00 5.6660422108e+06 5.6659990000e+06 5.6672280000e+06 1 0 0 0 0 0 0 0
7 4.1042079603e+06 4.1042184430e+06 4.1042216366e+06 4.0960000000e+03 4.0960000000e+03 8.3886080000e+06 5.9316416015e+06 4.1041020669e+06 4.1036932551e+06 4.1042079603e+06 4.1042079603e+06 8.6779764041e-01 8.6779495347e-01 8.6779538676e-01 8.6780210080e-01 8.6777570962e-01 5.0935329028e+06 1.6777216000e+07 1.6777216000e+07 1.0223616000e+07 1.0747904000e+07 5.0934840000e+06 5.0945530000e+06 5.0935329028e+06 5.0935329028e+06 7.2498668214e+06 1.4233474014e+00 3.6211430993e+06 3.6211115000e+06 3.6218375000e+06 0 0 0 0 0 0 0 0
8 4.4631298078e+06 4.4630200951e+06 4.4630363065e+06 4.0960000000e+03 4.0960000000e+03 8.3886080000e+06 5.9316416015e+06 4.4630088176e+06 4.4630689640e+06 4.4631298078e+06 4.4631298078e+06 7.7986830461e-01 7.7986570527e-01 7.7986617094e-01 7.7987384454e-01 7.7986380483e-01 4.5771844932e+06 1.6777216000e+07 1.6777216000e+07 1.0092544000e+07 5.2428800000e+06 4.5771450000e+06 4.5779910000e+06 4.5771844932e+06 4.5771844932e+06 6.6134900997e+06 1.4448816974e+00 2.8935495891e+06 2.8935235000e+06 2.8940535000e+06 0 0 0 0 0 0 0 0
9 2.3112534849e+06 2.3112093997e+06 2.3112143903e+06 4.0960000000e+03 4.0960000000e+03 4.1943040000e+06 5.9316416015e+06 2.3112621407e+06 2.3114218310e+06 2.3112534849e+06 2.3112534849e+06 7.5317242287e-01 7.5316837221e-01 7.5316898280e-01 7.5317805334e-01 7.5316378655e-01 2.9553950774e+06 1.0000000000e+00 1.6777216000e+07 7.0123520000e+06 3.6700160000e+06 2.9553705000e+06 2.9559235000e+06 2.9553950774e+06 2.9553950774e+06 4.5279154012e+06 1.5320846393e+00 2.1150895155e+06 2.1150715000e+06 2.1154485000e+06 1 0 0 0 0 0 0 0
