matrix=data/matrices/mhd4800b.mtx n=4800 seed=38
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n abs_dot_d cond_xy_d rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
bnorm=3.5239463512e+00
0 9.3232152587e-01 9.3231758778e-01 9.3231758778e-01 9.3541434669e-01 8.6602540378e-01 9.3253895696e-01 9.3083568804e-01 9.3232152756e-01 9.3232137373e-01 9.3232152587e-01 9.3232152587e-01 2.4420687083e+02 2.4420679199e+02 2.4420679199e+02 2.4420686515e+02 2.4420692734e+02 4.0764938650e+01 4.0000000000e+01 1.5000000000e+01 4.0750000000e+01 3.4562500000e+01 4.0764938831e+01 4.0764930725e+01 4.0764938650e+01 4.0764938650e+01 4.0798940808e+01 1.0008341030e+00 3.3927389345e+01 3.3927389145e+01 3.3927391052e+01 0 0 0 0 0 0 0 0
1 4.3690274757e-01 4.3690005106e-01 4.3690005106e-01 4.1457809879e-01 3.9528470752e-01 4.3777892894e-01 4.4055850562e-01 4.3690274654e-01 4.3690281156e-01 4.3690274757e-01 4.3690274757e-01 8.6177494015e+01 8.6177702614e+01 8.6177701093e+01 8.6177490007e+01 8.6177436912e+01 2.5765313171e+00 4.0000000000e+00 1.5000000000e+00 2.5771484375e+00 2.5410156250e+00 2.5765312463e+00 2.5765323639e+00 2.5765313171e+00 2.5765313171e+00 2.5997279225e+00 1.0090030365e+00 2.4881124785e+00 2.4881124198e+00 2.4881140888e+00 0 0 0 0 0 0 0 0
2 1.7009902253e-01 1.7009881552e-01 1.7009880457e-01 6.1237243570e-01 5.5901699437e-01 1.7035908193e-01 1.7218544407e-01 1.7009902084e-01 1.7009894350e-01 1.7009902253e-01 1.7009902253e-01 6.0588232951e+01 6.0588201920e+01 6.0588203486e+01 6.0588228269e+01 6.0588227722e+01 5.4431589112e-01 5.0000000000e+00 2.8125000000e-01 5.4663085938e-01 5.4248046875e-01 5.4431586713e-01 5.4431639984e-01 5.4431589112e-01 5.4431589112e-01 5.4724333871e-01 1.0053782145e+00 4.9530789380e-01 4.9530787393e-01 4.9530832469e-01 0 0 0 0 0 0 0 0
3 3.8665740952e-02 3.8665863314e-02 3.8665870841e-02 3.6055512755e+00 3.3166247904e+00 3.8571128239e-02 3.8521646335e-02 3.8665741376e-02 3.8665716161e-02 3.8665740952e-02 3.8665740952e-02 3.0059783752e+01 3.0059916797e+01 3.0059913665e+01 3.0059770181e+01 3.0059761365e+01 8.1603255977e-02 1.0000000000e+00 1.0000000000e+00 8.3801269531e-02 8.3923339844e-02 8.1603246275e-02 8.1603322644e-02 8.1603255977e-02 8.1603255977e-02 8.5096640693e-02 1.0428093790e+00 7.3313656315e-02 7.3313649278e-02 7.3313717265e-02 1 1 0 0 0 0 0 0
4 2.2929183973e-02 2.2929047028e-02 2.2929052106e-02 2.7712812921e+01 1.0240000000e+03 2.3800893764e-02 2.4453093800e-02 2.2929181891e-02 2.2929162852e-02 2.2929183973e-02 2.2929183973e-02 3.4379070727e+01 3.4379065082e+01 3.4379069566e+01 3.4379063901e+01 3.4379066847e+01 1.8409148380e-02 5.1200000000e+02 1.0000000000e+00 1.9744873047e-02 1.8569946289e-02 1.8409144599e-02 1.8409156008e-02 1.8409148380e-02 1.8409148380e-02 1.8882758854e-02 1.0257269084e+00 1.4041263612e-02 1.4041261282e-02 1.4041274437e-02 0 1 0 0 0 0 0 0
5 1.2560078453e-02 1.2559903926e-02 1.2559914933e-02 4.5254833996e+01 4.0960000000e+03 1.2807497118e-02 1.3210692635e-02 1.2560077425e-02 1.2560042957e-02 1.2560078453e-02 1.2560078453e-02 2.2928453348e+01 2.2928470470e+01 2.2928480754e+01 2.2928436588e+01 2.2928426483e+01 3.5046727197e-03 1.0485760000e+06 1.6777216000e+07 3.5324096680e-03 3.0860900879e-03 3.5046723788e-03 3.5046772682e-03 3.5046727197e-03 3.5046727197e-03 3.6516016775e-03 1.0419237314e+00 3.4644897222e-03 3.4644892439e-03 3.4644930274e-03 0 0 0 0 0 0 0 0
6 5.6178133245e-03 5.6177728295e-03 5.6177838384e-03 5.5425625842e+01 4.0960000000e+03 5.7360059202e-03 5.1153141699e-03 5.6178128177e-03 5.6178014850e-03 5.6178133245e-03 5.6178133245e-03 2.0070156049e+01 2.0070148251e+01 2.0070168003e+01 2.0070137224e+01 2.0070143448e+01 6.7858228946e-04 1.6777216000e+07 1.6777216000e+07 6.8950653076e-04 6.2274932861e-04 6.7858224793e-04 6.7858259717e-04 6.7858228946e-04 6.7858228946e-04 7.4333898095e-04 1.0954293864e+00 8.0274743458e-04 8.0274735228e-04 8.0274781794e-04 0 0 0 0 0 0 0 0
7 3.5079188688e-03 3.5079314942e-03 3.5079292905e-03 6.4000000000e+01 4.0960000000e+03 3.4870255999e-03 3.4440273388e-03 3.5079187901e-03 3.5079003819e-03 3.5079188688e-03 3.5079188688e-03 1.7676630231e+01 1.7676576818e+01 1.7676609474e+01 1.7676597936e+01 1.7676589824e+01 1.2114837085e-04 1.6777216000e+07 1.6777216000e+07 1.2493133545e-04 1.2254714966e-04 1.2114834681e-04 1.2114836863e-04 1.2114837085e-04 1.2114837085e-04 1.3599522139e-04 1.1225509715e+00 1.8060290157e-04 1.8060286675e-04 1.8060293223e-04 0 0 0 0 0 0 0 0
8 1.5308440864e-03 1.5308128992e-03 1.5308131220e-03 6.4000000000e+01 4.0960000000e+03 1.4900580586e-03 1.4850494459e-03 1.5308440162e-03 1.5308389663e-03 1.5308440864e-03 1.5308440864e-03 1.4729136876e+01 1.4729127331e+01 1.4729168619e+01 1.4729103311e+01 1.4729127938e+01 5.3869545570e-05 1.6777216000e+07 1.6777216000e+07 5.5074691772e-05 9.2267990112e-05 5.3869529438e-05 5.3869573094e-05 5.3869545570e-05 5.3869545570e-05 5.7534948189e-05 1.0680422042e+00 6.3805019234e-05 6.3805000536e-05 6.3805087848e-05 0 0 0 0 0 0 0 0
9 7.1629132029e-04 7.1630409024e-04 7.1630036047e-04 1.2800000000e+02 4.0960000000e+03 5.6929803791e-04 9.4555257476e-04 7.1629091693e-04 7.1628266365e-04 7.1629132029e-04 7.1629132029e-04 1.4615050912e+01 1.4614951128e+01 1.4615001197e+01 1.4615006209e+01 1.4614993815e+01 9.0559168926e-06 1.6777216000e+07 1.6777216000e+07 9.7751617432e-06 2.2053718567e-05 9.0559142336e-06 9.0559260570e-06 9.0559168926e-06 9.0559168926e-06 9.2828839016e-06 1.0250628414e+00 1.3017412838e-05 1.3017406673e-05 1.3017427591e-05 0 0 0 0 0 0 0 0
