matrix=data/matrices/mhd4800b.mtx n=4800 seed=22
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n abs_dot_d cond_xy_d rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
bnorm=5.0545164711e+00
0 1.4879293963e+00 1.4879166765e+00 1.4879169168e+00 2.2360679775e+00 1.5000000000e+00 1.4879069821e+00 1.4650885212e+00 1.4879294202e+00 1.4879290898e+00 1.4879293963e+00 1.4879293963e+00 2.5645240702e+02 2.5645288491e+02 2.5645292089e+02 2.5645240977e+02 2.5645244822e+02 5.3629846755e+01 4.8000000000e+01 2.0000000000e+01 5.3625000000e+01 4.6718750000e+01 5.3629846573e+01 5.3629849911e+01 5.3629846755e+01 5.3629846755e+01 5.3693609932e+01 1.0011889494e+00 4.5321238913e+01 4.5321238995e+01 4.5321248531e+01 0 0 0 0 0 0 0 0
1 5.3547651214e-01 5.3547219188e-01 5.3547238667e-01 9.0138781887e-01 5.5901699437e-01 5.3548404651e-01 5.1727954241e-01 5.3547652434e-01 5.3547650173e-01 5.3547651214e-01 5.3547651214e-01 7.9345880305e+01 7.9345836603e+01 7.9345806913e+01 7.9345892447e+01 7.9345886997e+01 2.7436339464e+00 5.5000000000e+00 2.0000000000e+00 2.7490234375e+00 2.4492187500e+00 2.7436340004e+00 2.7436345965e+00 2.7436339464e+00 2.7436339464e+00 2.7655461922e+00 1.0079865777e+00 2.9926618305e+00 2.9926618934e+00 2.9926622957e+00 0 0 0 0 0 0 0 0
2 1.5950696911e-01 1.5950670761e-01 1.5950659667e-01 6.3737743920e-01 4.3301270189e-01 1.6025149607e-01 1.6995554623e-01 1.5950695648e-01 1.5950694554e-01 1.5950696911e-01 1.5950696911e-01 7.3349244134e+01 7.3349204477e+01 7.3349223706e+01 7.3349350943e+01 7.3349308673e+01 4.6113516387e-01 2.2500000000e+00 1.7500000000e+00 4.6374511719e-01 4.2285156250e-01 4.6113515459e-01 4.6113528125e-01 4.6113516387e-01 4.6113516387e-01 4.6545694191e-01 1.0093720418e+00 4.7045215956e-01 4.7045216151e-01 4.7045217827e-01 0 0 0 0 0 0 0 0
3 5.3426702989e-02 5.3426904036e-02 5.3426928004e-02 7.4833147735e+00 6.1237243570e-01 5.3417165356e-02 4.9986265203e-02 5.3426703571e-02 5.3426722637e-02 5.3426702989e-02 5.3426702989e-02 2.6813493314e+01 2.6813607521e+01 2.6813609581e+01 2.6813495310e+01 2.6813506898e+01 1.2079026267e-01 1.0000000000e+00 1.0000000000e+00 1.2338256836e-01 1.1041259766e-01 1.2079025619e-01 1.2079021288e-01 1.2079026267e-01 1.2079026267e-01 1.2163345766e-01 1.0069806536e+00 9.3102702788e-02 9.3102699146e-02 9.3102653511e-02 1 1 0 0 0 0 0 0
4 2.1388151738e-02 2.1387994170e-02 2.1387992809e-02 4.0960000000e+03 9.7979589711e+00 2.1891124777e-02 2.2247628418e-02 2.1388149976e-02 2.1388129224e-02 2.1388151738e-02 2.1388151738e-02 2.9462699838e+01 2.9462673942e+01 2.9462678447e+01 2.9462752367e+01 2.9462736737e+01 1.9607057572e-02 1.0000000000e+00 1.0000000000e+00 2.0309448242e-02 1.7028808594e-02 1.9607056398e-02 1.9607043825e-02 1.9607057572e-02 1.9607057572e-02 1.9834984875e-02 1.0116247582e+00 1.5998526059e-02 1.5998525545e-02 1.5998512274e-02 1 1 0 0 0 0 0 0
5 1.2781780559e-02 1.2781652535e-02 1.2781658797e-02 4.0960000000e+03 4.0960000000e+03 1.2900239076e-02 1.1070101610e-02 1.2781780047e-02 1.2781720276e-02 1.2781780559e-02 1.2781780559e-02 1.8634319778e+01 1.8634368989e+01 1.8634356669e+01 1.8634317366e+01 1.8634324425e+01 3.7394283709e-03 1.6777216000e+07 1.0000000000e+00 3.8070678711e-03 2.9373168945e-03 3.7394280080e-03 3.7394249812e-03 3.7394283709e-03 3.7394283709e-03 3.7854817745e-03 1.0123156266e+00 3.3435039084e-03 3.3435036312e-03 3.3434983343e-03 0 1 0 0 0 0 0 0
6 5.6198860682e-03 5.6198405079e-03 5.6198473051e-03 4.0960000000e+03 4.0960000000e+03 5.5458089314e-03 4.6897882598e-03 5.6198861456e-03 5.6198528075e-03 5.6198860682e-03 5.6198860682e-03 1.6030909617e+01 1.6030892692e+01 1.6030889314e+01 1.6030963051e+01 1.6030972143e+01 7.2635390476e-04 1.6777216000e+07 1.6777216000e+07 7.2097778320e-04 5.3882598877e-04 7.2635390097e-04 7.2635222750e-04 7.2635390476e-04 7.2635390476e-04 7.3761592196e-04 1.0155048622e+00 7.4075928576e-04 7.4075924931e-04 7.4075725570e-04 0 0 0 0 0 0 0 0
7 2.1138613414e-03 2.1138824236e-03 2.1138781211e-03 4.0960000000e+03 4.0960000000e+03 2.1213558590e-03 2.1492696364e-03 2.1138609110e-03 2.1138480034e-03 2.1138613414e-03 2.1138613414e-03 1.6335575443e+01 1.6335600845e+01 1.6335591392e+01 1.6335607350e+01 1.6335657424e+01 8.7819353446e-05 1.6777216000e+07 1.6777216000e+07 8.8214874268e-05 6.5326690674e-05 8.7819356850e-05 8.7819105829e-05 8.7819353446e-05 8.7819353446e-05 9.5383463008e-05 1.0861326036e+00 1.2839420479e-04 1.2839418923e-04 1.2839378905e-04 0 0 0 0 0 0 0 0
8 1.3381232247e-03 1.3381235477e-03 1.3381248646e-03 4.0960000000e+03 4.0960000000e+03 1.3288294102e-03 1.0884127503e-03 1.3381226132e-03 1.3381104214e-03 1.3381232247e-03 1.3381232247e-03 1.1647327720e+01 1.1647295963e+01 1.1647295030e+01 1.1647434112e+01 1.1647481294e+01 4.0990432776e-05 1.6777216000e+07 1.6777216000e+07 4.2915344238e-05 3.6358833313e-05 4.0990422349e-05 4.0990280468e-05 4.0990432776e-05 4.0990432776e-05 4.3562181872e-05 1.0627402279e+00 4.6578532681e-05 4.6578508773e-05 4.6578275942e-05 0 0 0 0 0 0 0 0
9 6.3617694532e-04 6.3616990935e-04 6.3617156237e-04 4.0960000000e+03 4.0960000000e+03 5.1065675448e-04 6.1035156250e-04 6.3617551620e-04 6.3616765320e-04 6.3617694532e-04 6.3617694532e-04 1.5462558623e+01 1.5462598083e+01 1.5462590467e+01 1.5462612548e+01 1.5462722377e+01 7.1069834859e-06 1.6777216000e+07 1.6777216000e+07 1.0430812836e-05 1.0013580322e-05 7.1069803198e-06 7.1069312071e-06 7.1069834859e-06 7.1069834859e-06 7.3711531749e-06 1.0371704380e+00 9.1616573938e-06 9.1616448117e-06 9.1615775091e-06 0 0 0 0 0 0 0 0
10 4.0834563852e-04 4.0834497885e-04 4.0834743232e-04 4.0960000000e+03 4.0960000000e+03 4.9585195341e-04 4.3800964644e-04 4.0834316919e-04 4.0833728774e-04 4.0834563852e-04 4.0834563852e-04 7.1611339197e+00 7.1610971900e+00 7.1610806591e+00 7.1613031969e+00 7.1613513995e+00 2.3034775723e-06 1.6777216000e+07 1.6777216000e+07 4.7981739044e-06 2.8461217880e-06 2.3034815513e-06 2.3034635888e-06 2.3034775723e-06 2.3034775723e-06 2.3606837002e-06 1.0248346798e+00 3.2182589885e-06 3.2182513223e-06 3.2182251744e-06 0 0 0 0 0 0 0 0
11 4.8587598292e-04 4.8587729308e-04 4.8587815589e-04 4.0960000000e+03 4.0960000000e+03 5.3209215619e-04 4.3158372875e-04 4.8587588918e-04 4.8586840166e-04 4.8587598292e-04 4.8587598292e-04 1.4384800859e+01 1.4384835158e+01 1.4384882659e+01 1.4384771420e+01 1.4385002716e+01 1.7259851120e-06 1.6777216000e+07 1.6777216000e+07 1.4230608940e-06 7.5995922089e-07 1.7259918650e-06 1.7259711740e-06 1.7259851120e-06 1.7259851120e-06 1.7488855834e-06 1.0132680585e+00 2.2644430812e-06 2.2644385353e-06 2.2644123874e-06 0 0 0 0 0 0 0 0
12 2.3937685119e-04 2.3937537760e-04 2.3937672818e-04 4.0960000000e+03 4.0960000000e+03 2.1793909999e-04 2.6252213339e-04 2.3937587479e-04 2.3936881010e-04 2.3937685119e-04 2.3937685119e-04 6.8694954538e+00 6.8694677108e+00 6.8694464561e+00 6.8697750747e+00 6.8700075369e+00 1.4008949410e-06 1.6777216000e+07 1.6777216000e+07 8.6426734924e-07 5.7369470596e-07 1.4008796825e-06 1.4008597873e-06 1.4008949410e-06 1.4008949410e-06 1.4442240880e-06 1.0309296191e+00 1.9300065091e-06 1.9299932319e-06 1.9299675387e-06 0 0 0 0 0 0 0 0
13 2.6669702835e-04 2.6669417428e-04 2.6669434746e-04 4.0960000000e+03 4.0960000000e+03 2.3241495074e-04 1.6291928485e-04 2.6669651882e-04 2.6669222937e-04 2.6669702835e-04 2.6669702835e-04 6.6399810942e+00 6.6400476512e+00 6.6400992065e+00 6.6400358334e+00 6.6405210587e+00 4.6310598854e-07 1.6777216000e+07 1.6777216000e+07 5.4389238358e-07 3.7997961044e-07 4.6310509560e-07 4.6309946811e-07 4.6310598854e-07 4.6310598854e-07 4.7246816583e-07 1.0202160575e+00 8.6462220407e-07 8.6461830051e-07 8.6461022875e-07 0 0 0 0 0 0 0 0
14 1.4206118955e-04 1.4206590468e-04 1.4206589217e-04 4.0960000000e+03 4.0960000000e+03 1.3647875839e-04 1.2766418862e-04 1.4205996527e-04 1.4205358795e-04 1.4206118955e-04 1.4206118955e-04 5.8205204110e+00 5.8204156717e+00 5.8203868845e+00 5.8209663404e+00 5.8212704981e+00 4.1739382999e-07 1.6777216000e+07 1.6777216000e+07 5.7369470596e-07 2.2910535336e-07 4.1740463530e-07 4.1740037204e-07 4.1739382999e-07 4.1739382999e-07 4.4527044894e-07 1.0667873288e+00 5.5801506016e-07 5.5802001953e-07 5.5801410781e-07 0 0 0 0 0 0 0 0
15 6.8748132889e-05 6.8748183064e-05 6.8747298086e-05 4.0960000000e+03 4.0960000000e+03 8.5639741213e-05 1.0005857123e-04 6.8752013530e-05 6.8750372850e-05 6.8748132889e-05 6.8748132889e-05 4.7085338888e+00 4.7085962298e+00 4.7086521342e+00 4.7086469607e+00 4.7092436711e+00 1.9625971895e-07 1.6777216000e+07 1.6777216000e+07 2.2724270821e-07 1.6018748283e-07 1.9628515702e-07 1.9627862002e-07 1.9625971895e-07 1.9625971895e-07 2.3010505753e-07 1.1724517836e+00 2.0844011703e-07 2.0845391191e-07 2.0845004656e-07 0 0 0 0 0 0 0 0
