matrix=data/matrices/mhd4800b.mtx n=4800 seed=13
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n abs_dot_d cond_xy_d rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
bnorm=4.7006455614e+00
0 1.0725809079e+00 1.0725743695e+00 1.0725742584e+00 1.2247448714e+00 1.1180339887e+00 1.0727902434e+00 1.0666280104e+00 1.0725809026e+00 1.0725800795e+00 1.0725809079e+00 1.0725809079e+00 2.7562680471e+02 2.7562641309e+02 2.7562643187e+02 2.7562681043e+02 2.7562697700e+02 4.7620613269e+01 4.8000000000e+01 2.0000000000e+01 4.7625000000e+01 4.0468750000e+01 4.7620613098e+01 4.7620596886e+01 4.7620613269e+01 4.7620613269e+01 4.7692912693e+01 1.0015182380e+00 4.3154567509e+01 4.3154567719e+01 4.3154579163e+01 0 0 0 0 0 0 0 0
1 4.2271631820e-01 4.2271273054e-01 4.2271273054e-01 5.0000000000e-01 6.6143782777e-01 4.2310295825e-01 4.2432736294e-01 4.2271632285e-01 4.2271639445e-01 4.2271631820e-01 4.2271631820e-01 7.4534036229e+01 7.4534497840e+01 7.4534486051e+01 7.4534057517e+01 7.4533972275e+01 2.4844627310e+00 5.0000000000e+00 2.0000000000e+00 2.4863281250e+00 2.2773437500e+00 2.4844627380e+00 2.4844654202e+00 2.4844627310e+00 2.4844627310e+00 2.5310303656e+00 1.0187435432e+00 2.4501203752e+00 2.4501203895e+00 2.4501237720e+00 0 0 0 0 0 0 0 0
2 1.2535799813e-01 1.2535725889e-01 1.2535724404e-01 3.4232659844e-01 3.3071891388e-01 1.2548733128e-01 1.2560886868e-01 1.2535799440e-01 1.2535773994e-01 1.2535799813e-01 1.2535799813e-01 5.4920230818e+01 5.4920217248e+01 5.4920222046e+01 5.4920285434e+01 5.4920290133e+01 3.2251247273e-01 1.2500000000e+00 8.7500000000e-01 3.2385253906e-01 2.9772949219e-01 3.2251247205e-01 3.2251301594e-01 3.2251247273e-01 3.2251247273e-01 3.2831924717e-01 1.0180048058e+00 3.2990312944e-01 3.2990313321e-01 3.2990372553e-01 0 0 0 0 0 0 0 0
3 4.0613147267e-02 4.0612787064e-02 4.0612799963e-02 2.0000000000e+00 2.6457513111e+00 4.0618426451e-02 4.0453740580e-02 4.0613148954e-02 4.0613153612e-02 4.0613147267e-02 4.0613147267e-02 3.0796401895e+01 3.0796358448e+01 3.0796369299e+01 3.0796445538e+01 3.0796468254e+01 7.1147986556e-02 1.0000000000e+00 3.7500000000e-01 7.1807861328e-02 6.4025878906e-02 7.1147976443e-02 7.1148132905e-02 7.1147986556e-02 7.1147986556e-02 7.2231641455e-02 1.0152309988e+00 5.9243488547e-02 5.9243483935e-02 5.9243597090e-02 1 0 0 0 0 0 0 0
4 1.8636652730e-02 1.8636469146e-02 1.8636471489e-02 1.0240000000e+03 3.1622776602e+00 1.9036707705e-02 1.9761822602e-02 1.8636648736e-02 1.8636622579e-02 1.8636652730e-02 1.8636652730e-02 2.2108367927e+01 2.2108363152e+01 2.2108359079e+01 2.2108410504e+01 2.2108400346e+01 1.1500337383e-02 1.0000000000e+00 5.1200000000e+02 1.1978149414e-02 1.0238647461e-02 1.1500332737e-02 1.1500351364e-02 1.1500337383e-02 1.1500337383e-02 1.1725846181e-02 1.0196088854e+00 9.5030716282e-03 9.5030688681e-03 9.5030815573e-03 1 0 0 0 0 0 0 0
5 9.3539892666e-03 9.3539161703e-03 9.3539181149e-03 4.0960000000e+03 2.5600000000e+02 9.5683193077e-03 8.5970785457e-03 9.3539875379e-03 9.3539700364e-03 9.3539892666e-03 9.3539892666e-03 9.3735464115e+00 9.3735340906e+00 9.3735238830e+00 9.3735353753e+00 9.3735360445e+00 2.6962712189e-03 1.6777216000e+07 1.0000000000e+00 2.7732849121e-03 2.1934509277e-03 2.6962708216e-03 2.6962738484e-03 2.6962712189e-03 2.6962712189e-03 2.7705076334e-03 1.0275329922e+00 2.4522196018e-03 2.4522190797e-03 2.4522215244e-03 0 1 0 0 0 0 0 0
6 3.9402477261e-03 3.9402399810e-03 3.9402469057e-03 4.0960000000e+03 5.1200000000e+02 3.9517612442e-03 2.8887108316e-03 3.9402477135e-03 3.9402388269e-03 3.9402477261e-03 3.9402477261e-03 6.5489426318e+00 6.5489436881e+00 6.5489286013e+00 6.5489369288e+00 6.5489586782e+00 6.2194204912e-04 1.6777216000e+07 1.6777216000e+07 6.2465667725e-04 4.5871734619e-04 6.2194198836e-04 6.2194198836e-04 6.2194204912e-04 6.2194204912e-04 6.4414583122e-04 1.0357007251e+00 5.6466722469e-04 5.6466713431e-04 5.6466727983e-04 0 0 0 0 0 0 0 0
7 2.0288443647e-03 2.0288378289e-03 2.0288365961e-03 4.0960000000e+03 1.0240000000e+03 2.0571654720e-03 1.6914558668e-03 2.0288444410e-03 2.0288259493e-03 2.0288443647e-03 2.0288443647e-03 5.7331807247e+00 5.7331664210e+00 5.7331208449e+00 5.7331176590e+00 5.7331911492e+00 7.1504533657e-05 1.6777216000e+07 1.6777216000e+07 7.1763992310e-05 4.4107437134e-05 7.1504531661e-05 7.1504706284e-05 7.1504533657e-05 7.1504533657e-05 8.0805768338e-05 1.1300789503e+00 1.0214055879e-04 1.0214055510e-04 1.0214071153e-04 0 0 0 0 0 0 0 0
8 9.9513142984e-04 9.9511607981e-04 9.9511785061e-04 4.0960000000e+03 4.0960000000e+03 1.0103116063e-03 7.9110604229e-04 9.9513161698e-04 9.9512573345e-04 9.9513142984e-04 9.9513142984e-04 3.2023364608e+00 3.2023753691e+00 3.2023488160e+00 3.2022964110e+00 3.2023648516e+00 3.0847649659e-05 1.6777216000e+07 1.0000000000e+00 3.2067298889e-05 2.0682811737e-05 3.0847646485e-05 3.0847606467e-05 3.0847649659e-05 3.0847649659e-05 3.3773198846e-05 1.0948386415e+00 3.1666736114e-05 3.1666735595e-05 3.1666704672e-05 0 1 0 0 0 0 0 0
9 3.0185657673e-04 3.0185158612e-04 3.0185132718e-04 4.0960000000e+03 4.0960000000e+03 3.1121945273e-04 3.9790053743e-04 3.0185691776e-04 3.0185446969e-04 3.0185657673e-04 3.0185657673e-04 5.6891201384e+00 5.6890915083e+00 5.6890211581e+00 5.6890156736e+00 5.6891614513e+00 3.5912885114e-06 1.6777216000e+07 1.6777216000e+07 3.9339065552e-06 2.9057264328e-06 3.5912860312e-06 3.5912942167e-06 3.5912885114e-06 3.5912885114e-06 3.7586145222e-06 1.0465921939e+00 4.6534156454e-06 4.6534159992e-06 4.6534119065e-06 0 0 0 0 0 0 0 0
10 1.2135990020e-04 1.2135877468e-04 1.2135932357e-04 4.0960000000e+03 4.0960000000e+03 1.6434218772e-04 1.2396298835e-04 1.2136037013e-04 1.2135660835e-04 1.2135990020e-04 1.2135990020e-04 2.3166188547e+00 2.3166636380e+00 2.3166562736e+00 2.3165762408e+00 2.3166220349e+00 1.2032561316e-06 1.6777216000e+07 1.6777216000e+07 1.6391277313e-06 1.7881393433e-06 1.2032522818e-06 1.2032410268e-06 1.2032561316e-06 1.2032561316e-06 1.2620877966e-06 1.0488937171e+00 1.2001107813e-06 1.2001103187e-06 1.2000966763e-06 0 0 0 0 0 0 0 0
11 1.5205379917e-04 1.5205167663e-04 1.5205152476e-04 4.0960000000e+03 4.0960000000e+03 2.0921797487e-04 1.6434218772e-04 1.5205440449e-04 1.5204849309e-04 1.5205379917e-04 1.5205379917e-04 4.7551940782e+00 4.7551627101e+00 4.7550790425e+00 4.7550955008e+00 4.7553131999e+00 3.3989292791e-07 1.6777216000e+07 1.6777216000e+07 5.3644180298e-07 2.5331974030e-07 3.3989340409e-07 3.3988891346e-07 3.3989292791e-07 3.3989292791e-07 3.4756882741e-07 1.0225832869e+00 3.9128227537e-07 3.9128394747e-07 3.9127712625e-07 0 0 0 0 0 0 0 0
12 7.8967552058e-05 7.8966546711e-05 7.8966892572e-05 4.0960000000e+03 4.0960000000e+03 1.0005857123e-04 1.1520133110e-04 7.8968202892e-05 7.8966110868e-05 7.8967552059e-05 7.8967552059e-05 2.1158379785e+00 2.1158903168e+00 2.1158101908e+00 2.1156875920e+00 2.1159871763e+00 1.9916840578e-07 1.6777216000e+07 1.6777216000e+07 2.8684735298e-07 1.3038516045e-07 1.9917143845e-07 1.9916743099e-07 1.9916840578e-07 1.9916840578e-07 2.0951455621e-07 1.0519467452e+00 2.8389586981e-07 2.8389973750e-07 2.8389155204e-07 0 0 0 0 0 0 0 0
13 9.6864222375e-05 9.6862128039e-05 9.6861330289e-05 4.0960000000e+03 4.0960000000e+03 1.1620747537e-04 8.6316745750e-05 9.6864773407e-05 9.6859950256e-05 9.6864222375e-05 9.6864222375e-05 2.1989677767e+00 2.1989934876e+00 2.1988742236e+00 2.1987671977e+00 2.1992003794e+00 7.1714290618e-08 1.6777216000e+07 1.6777216000e+07 1.4156103134e-07 9.2200934887e-08 7.1715547278e-08 7.1712847216e-08 7.1714290618e-08 7.1714290618e-08 7.4246309681e-08 1.0353070363e+00 1.4140663430e-07 1.4140891835e-07 1.4140292137e-07 0 0 0 0 0 0 0 0
14 8.4320072089e-05 8.4318225553e-05 8.4318283488e-05 4.0960000000e+03 4.0960000000e+03 7.2378791660e-05 8.2171093859e-05 8.4320224289e-05 8.4316885136e-05 8.4320072089e-05 8.4320072089e-05 1.5412080751e+00 1.5412663148e+00 1.5411269832e+00 1.5409750217e+00 1.5415634698e+00 6.7986470398e-08 1.6777216000e+07 1.6777216000e+07 1.4156103134e-07 9.0338289738e-08 6.7987542707e-08 6.7984217367e-08 6.7986470398e-08 6.7986470398e-08 6.9591636645e-08 1.0236100836e+00 1.0913498741e-07 1.0913635151e-07 1.0913069559e-07 0 0 0 0 0 0 0 0
15 4.3878349903e-05 4.3878733097e-05 4.3878854547e-05 4.0960000000e+03 4.0960000000e+03 5.2857995836e-05 4.9444127643e-05 4.3878148615e-05 4.3873047352e-05 4.3878349903e-05 4.3878349903e-05 1.3226510295e+00 1.3226897628e+00 1.3225225643e+00 1.3223780479e+00 1.3229989490e+00 3.4106267400e-08 1.6777216000e+07 1.6777216000e+07 8.2887709141e-08 5.2154064178e-08 3.4106690805e-08 3.4104829183e-08 3.4106267400e-08 3.4106267400e-08 3.6639968131e-08 1.0742884204e+00 5.4730792953e-08 5.4731160049e-08 5.4727905763e-08 0 0 0 0 0 0 0 0
