matrix=data/matrices/nos2.mtx n=957 seed=3
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n abs_dot_d cond_xy_d rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
bnorm=1.7781639993e+12
0 8.7015358904e+10 8.7015573822e+10 8.7015570587e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 8.7019471627e+10 8.6807228697e+10 8.7015358904e+10 8.7015358904e+10 1.0168858588e+01 1.0168849247e+01 1.0168849247e+01 1.0168957551e+01 1.0168401990e+01 9.6091763401e+13 1.6777216000e+07 1.6777216000e+07 7.0368744178e+13 1.7592186044e+13 9.6091303313e+13 9.6093450797e+13 9.6091763401e+13 9.6091763401e+13 9.6107767287e+13 1.0001665479e+00 4.9630782275e+13 4.9631031460e+13 4.9629420847e+13 0 0 0 0 0 0 0 0
1 5.5806995852e+10 5.5805381010e+10 5.5805381010e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 5.5813922147e+10 5.5731234810e+10 5.5806995852e+10 5.5806995852e+10 9.9299709357e+00 9.9299807297e+00 9.9299807297e+00 9.9298629746e+00 9.9304324545e+00 2.4763783500e+11 1.6777216000e+07 1.6777216000e+07 6.8719476736e+11 2.0615843021e+11 2.4764271821e+11 2.4760706662e+11 2.4763783500e+11 2.4763783500e+11 2.6884578313e+11 1.0856409851e+00 2.6953579037e+11 2.6954170368e+11 2.6949766349e+11 0 0 0 0 0 0 0 0
2 4.3952971253e+10 4.3952666971e+10 4.3952665370e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 4.3957893964e+10 4.3905406907e+10 4.3952971253e+10 4.3952971253e+10 6.9147688729e+00 6.9147700813e+00 6.9147700813e+00 6.9147534509e+00 6.9148526710e+00 8.8998204707e+10 1.6777216000e+07 1.6777216000e+07 1.7179869184e+11 6.8719476736e+10 8.9000771584e+10 8.8983994368e+10 8.8998204707e+10 8.8998204707e+10 1.0652396756e+11 1.1969226560e+00 1.6373714160e+11 1.6374143386e+11 1.6371050086e+11 0 0 0 0 0 0 0 0
3 2.2356265690e+10 2.2356258047e+10 2.2356258047e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.2356016466e+10 2.2336668980e+10 2.2356265690e+10 2.2356265690e+10 6.1395773029e+00 6.1395751153e+00 6.1395751153e+00 6.1395785679e+00 6.1394995410e+00 3.3914336391e+10 1.6777216000e+07 1.6777216000e+07 5.4975581389e+11 1.3743895347e+11 3.3915109376e+10 3.3909571584e+10 3.3914336391e+10 3.3914336391e+10 4.1704506624e+10 1.2297013907e+00 4.0367219946e+10 4.0368209920e+10 4.0361590784e+10 0 0 0 0 0 0 0 0
4 1.9671960925e+10 1.9671646163e+10 1.9671644374e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.9674689201e+10 1.9593949603e+10 1.9671960925e+10 1.9671960925e+10 5.5548141528e+00 5.5548148846e+00 5.5548148949e+00 5.5547929445e+00 5.5548924695e+00 1.2777034142e+10 1.0000000000e+00 1.6777216000e+07 8.5899345920e+10 6.8719476736e+10 1.2777406464e+10 1.2775407616e+10 1.2777034142e+10 1.2777034142e+10 1.7027230888e+10 1.3326434522e+00 2.4225298088e+10 2.4225972224e+10 2.4221777920e+10 1 0 0 0 0 0 0 0
5 1.9451823124e+10 1.9451683412e+10 1.9451686125e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.9453701033e+10 1.9416625145e+10 1.9451823124e+10 1.9451823124e+10 4.9908731913e+00 4.9908731970e+00 4.9908731385e+00 4.9908592140e+00 4.9909201678e+00 1.0610422999e+10 1.6777216000e+07 1.0000000000e+00 8.5899345920e+10 6.8719476736e+10 1.0610720768e+10 1.0608590848e+10 1.0610422999e+10 1.0610422999e+10 1.3973694302e+10 1.3169780604e+00 1.6467565828e+10 1.6468049920e+10 1.6464756736e+10 0 1 0 0 0 0 0 0
6 1.2399778701e+10 1.2399733927e+10 1.2399739602e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.2400439737e+10 1.2388812506e+10 1.2399778701e+10 1.2399778701e+10 4.6215489960e+00 4.6215481424e+00 4.6215479522e+00 4.6215368016e+00 4.6215427293e+00 5.0151766865e+09 1.6777216000e+07 1.6777216000e+07 6.0129542144e+10 8.5899345920e+10 5.0153308160e+09 5.0144133120e+09 5.0151766865e+09 5.0151766865e+09 7.1346714927e+09 1.4226161786e+00 7.0860888457e+09 7.0863093760e+09 7.0849249280e+09 0 0 0 0 0 0 0 0
7 5.0462680469e+09 5.0460251020e+09 5.0460294599e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 5.0487992524e+09 5.0291366563e+09 5.0462680469e+09 5.0462680469e+09 4.1582169743e+00 4.1582165629e+00 4.1582163456e+00 4.1581986353e+00 4.1582455756e+00 2.5224391911e+09 1.0000000000e+00 1.6777216000e+07 1.5032385536e+10 8.5899345920e+10 2.5225195520e+09 2.5219952640e+09 2.5224391911e+09 2.5224391911e+09 3.5126171076e+09 1.3925477847e+00 6.2165475650e+09 6.2167531520e+09 6.2154096640e+09 1 0 0 0 0 0 0 0
8 1.2463850508e+10 1.2463746793e+10 1.2463757379e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.2464195632e+10 1.2455520863e+10 1.2463850508e+10 1.2463850508e+10 3.9715726647e+00 3.9715723958e+00 3.9715721219e+00 3.9715590185e+00 3.9716136351e+00 2.3088437933e+09 1.0000000000e+00 1.6777216000e+07 6.4424509440e+09 6.8719476736e+10 2.3089233920e+09 2.3084072960e+09 2.3088437933e+09 2.3088437933e+09 3.6051536070e+09 1.5614540999e+00 3.0745444306e+09 3.0746460160e+09 3.0739558400e+09 1 0 0 0 0 0 0 0
9 8.2197455633e+09 8.2197074734e+09 8.2197171045e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 8.2202195110e+09 8.2136424574e+09 8.2197455633e+09 8.2197455633e+09 3.5516720008e+00 3.5516715636e+00 3.5516710604e+00 3.5516648322e+00 3.5517011620e+00 1.0272067480e+09 1.6777216000e+07 1.6777216000e+07 5.3687091200e+09 2.5769803776e+10 1.0272399360e+09 1.0270023680e+09 1.0272067480e+09 1.0272067480e+09 1.6072014070e+09 1.5646328357e+00 2.8991063602e+09 2.8991938560e+09 2.8985282560e+09 0 0 0 0 0 0 0 0
