matrix=data/matrices/nos2.mtx n=957 seed=2
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n abs_dot_d cond_xy_d rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
bnorm=1.6525985885e+12
0 8.8154573528e+10 8.8154415509e+10 8.8154402737e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 8.8177676467e+10 8.7863316548e+10 8.8154573528e+10 8.8154573528e+10 1.0180729911e+01 1.0180734580e+01 1.0180734580e+01 1.0180781108e+01 1.0180916940e+01 8.5680565171e+13 1.6777216000e+07 1.6777216000e+07 7.0368744178e+13 8.7960930222e+12 8.5680302588e+13 8.5677081362e+13 8.5680565171e+13 8.5680565171e+13 8.5685618234e+13 1.0000589756e+00 4.4464632483e+13 4.4464722674e+13 4.4463648932e+13 0 0 0 0 0 0 0 0
1 6.4701423568e+10 6.4702272634e+10 6.4702266109e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 6.4710207114e+10 6.4692387974e+10 6.4701423568e+10 6.4701423568e+10 9.6288961036e+00 9.6288902175e+00 9.6288902111e+00 9.6288292087e+00 9.6286587010e+00 2.2142892810e+11 1.6777216000e+07 1.6777216000e+07 8.2463372083e+11 3.4359738368e+11 2.2143146394e+11 2.2142779392e+11 2.2142892810e+11 2.2142892810e+11 2.4369118740e+11 1.1005390736e+00 2.6353413801e+11 2.6353755750e+11 2.6353336320e+11 0 0 0 0 0 0 0 0
2 4.7149459886e+10 4.7149569531e+10 4.7149563561e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 4.7146926314e+10 4.7049009435e+10 4.7149459886e+10 4.7149459886e+10 6.4005506612e+00 6.4005509655e+00 6.4005510670e+00 6.4005426392e+00 6.4006053700e+00 1.0797381717e+11 1.6777216000e+07 1.6777216000e+07 1.7179869184e+11 1.0307921510e+11 1.0797554074e+11 1.0797868646e+11 1.0797381717e+11 1.0797381717e+11 1.3198537486e+11 1.2223831511e+00 1.8977884254e+11 1.8978177024e+11 1.8978701312e+11 0 0 0 0 0 0 0 0
3 2.3666103588e+10 2.3666065862e+10 2.3666065862e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.3664987236e+10 2.3640615461e+10 2.3666103588e+10 2.3666103588e+10 5.5937725202e+00 5.5937755764e+00 5.5937754318e+00 5.5937768110e+00 5.5937296629e+00 4.0345113315e+10 1.6777216000e+07 8.1920000000e+03 5.4975581389e+11 1.7179869184e+11 4.0345665536e+10 4.0346648576e+10 4.0345113315e+10 4.0345113315e+10 4.9513745325e+10 1.2272550814e+00 4.6822822795e+10 4.6823505920e+10 4.6824423424e+10 0 0 0 0 0 0 0 0
4 2.0928201054e+10 2.0928342168e+10 2.0928341327e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.0931081476e+10 2.0931081476e+10 2.0928201054e+10 2.0928201054e+10 5.0912483127e+00 5.0912489280e+00 5.0912486949e+00 5.0912418363e+00 5.0912518599e+00 1.3833364327e+10 1.0000000000e+00 1.0000000000e+00 6.8719476736e+10 1.3743895347e+11 1.3833617408e+10 1.3833682944e+10 1.3833364327e+10 1.3833364327e+10 1.8657061172e+10 1.3487001955e+00 2.3717613480e+10 2.3718002688e+10 2.3717609472e+10 1 1 0 0 0 0 0 0
5 1.8926225257e+10 1.8926294755e+10 1.8926291037e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.8928031001e+10 1.8905175652e+10 1.8926225257e+10 1.8926225257e+10 4.4427530377e+00 4.4427530879e+00 4.4427530394e+00 4.4427601418e+00 4.4428185247e+00 9.8021989459e+09 1.6777216000e+07 1.0000000000e+00 1.0307921510e+11 6.8719476736e+10 9.8023342080e+09 9.8020392960e+09 9.8021989459e+09 9.8021989459e+09 1.2942061106e+10 1.3203222234e+00 1.7005831520e+10 1.7006034944e+10 1.7005494272e+10 0 1 0 0 0 0 0 0
6 1.1185390976e+10 1.1185351238e+10 1.1185357529e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.1186063295e+10 1.1178008233e+10 1.1185390976e+10 1.1185390976e+10 4.1037507167e+00 4.1037530480e+00 4.1037527771e+00 4.1037660701e+00 4.1037658521e+00 5.1832493904e+09 1.6777216000e+07 1.0000000000e+00 4.2949672960e+10 6.8719476736e+10 5.1833159680e+09 5.1830784000e+09 5.1832493904e+09 5.1832493904e+09 7.4187465494e+09 1.4312926102e+00 7.0275576400e+09 7.0276300800e+09 7.0273597440e+09 0 1 0 0 0 0 0 0
7 5.0767083458e+09 5.0767824689e+09 5.0767826855e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 5.0772634624e+09 5.0719385911e+09 5.0767083458e+09 5.0767083458e+09 3.6620028924e+00 3.6620035620e+00 3.6620035474e+00 3.6620255272e+00 3.6620426950e+00 2.5776044559e+09 1.0000000000e+00 1.0000000000e+00 1.7179869184e+10 1.0307921510e+11 2.5776250880e+09 2.5775697920e+09 2.5776044559e+09 2.5776044559e+09 3.7420255721e+09 1.4517454621e+00 6.0430105290e+09 6.0430417920e+09 6.0429025280e+09 1 1 0 0 0 0 0 0
8 1.1972527455e+10 1.1972538463e+10 1.1972534055e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.1973244478e+10 1.1968729964e+10 1.1972527455e+10 1.1972527455e+10 3.4853887001e+00 3.4853889340e+00 3.4853889697e+00 3.4854161603e+00 3.4854680632e+00 1.9594705297e+09 1.0000000000e+00 1.0000000000e+00 4.2949672960e+09 1.0307921510e+11 1.9594844160e+09 1.9594414080e+09 1.9594705297e+09 1.9594705297e+09 3.0745954434e+09 1.5690950166e+00 2.6586526935e+09 2.6586460160e+09 2.6585763840e+09 1 1 0 0 0 0 0 0
9 8.1042005403e+09 8.1041762950e+09 8.1041773803e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 8.1043504962e+09 8.0976793327e+09 8.1042005403e+09 8.1042005403e+09 3.0424979167e+00 3.0424993018e+00 3.0424990717e+00 3.0425385303e+00 3.0425802794e+00 8.6382450683e+08 1.6777216000e+07 1.0000000000e+00 6.4424509440e+09 4.2949672960e+10 8.6381004800e+08 8.6378803200e+08 8.6382450683e+08 8.6382450683e+08 1.3900018424e+09 1.6091252696e+00 2.6660210021e+09 2.6659676160e+09 2.6658754560e+09 0 1 0 0 0 0 0 0
10 3.5423414649e+09 3.5424204579e+09 3.5424137846e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 3.5431319424e+09 3.5415427376e+09 3.5423414649e+09 3.5423414650e+09 2.9380136718e+00 2.9380146843e+00 2.9380145493e+00 2.9380577257e+00 2.9380947594e+00 1.1544407194e+09 1.6777216000e+07 1.0000000000e+00 1.2079595520e+09 2.3622320128e+10 1.1544238080e+09 1.1543715840e+09 1.1544407194e+09 1.1544407194e+09 1.8340584164e+09 1.5886986534e+00 1.4783580063e+09 1.4783221760e+09 1.4782504960e+09 0 1 0 0 0 0 0 0
