matrix=data/matrices/mhd4800b.mtx n=4800 seed=44
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n abs_dot_d cond_xy_d rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
bnorm=4.9721862735e+00
0 9.3522259749e-01 9.3521682556e-01 9.3521704863e-01 9.0138781887e-01 8.2915619759e-01 9.3436977423e-01 9.0826822683e-01 9.3522260338e-01 9.3522198397e-01 9.3522259749e-01 9.3522259749e-01 2.4049054871e+02 2.4049035107e+02 2.4049036902e+02 2.4049055136e+02 2.4049048910e+02 5.5923501271e+01 4.8000000000e+01 2.8000000000e+01 5.5937500000e+01 4.8718750000e+01 5.5923501015e+01 5.5923504353e+01 5.5923501271e+01 5.5923501271e+01 5.5951119520e+01 1.0004938576e+00 4.5128968300e+01 4.5128968239e+01 4.5128959179e+01 0 0 0 0 0 0 0 0
1 2.8719892987e-01 2.8719555606e-01 2.8719546526e-01 4.3301270189e-01 2.7950849719e-01 2.8726212986e-01 2.7907142343e-01 2.8719893749e-01 2.8719866104e-01 2.8719892987e-01 2.8719892987e-01 9.7018159477e+01 9.7018494612e+01 9.7018516429e+01 9.7018158747e+01 9.7018207141e+01 2.4180605609e+00 5.0000000000e+00 1.7500000000e+00 2.4199218750e+00 2.1689453125e+00 2.4180605412e+00 2.4180594385e+00 2.4180605609e+00 2.4180605609e+00 2.4396554074e+00 1.0089306475e+00 2.2492325345e+00 2.2492325306e+00 2.2492311895e+00 0 0 0 0 0 0 0 0
2 1.2703604986e-01 1.2703463065e-01 1.2703464532e-01 1.0606601718e+00 1.9764235376e-01 1.2729820888e-01 1.2961453143e-01 1.2703605108e-01 1.2703593836e-01 1.2703604986e-01 1.2703604986e-01 5.1790805260e+01 5.1790950661e+01 5.1790945669e+01 5.1790809527e+01 5.1790820207e+01 3.2153106275e-01 2.5000000000e+00 2.5000000000e-01 3.2226562500e-01 2.9089355469e-01 3.2153106667e-01 3.2153076865e-01 3.2153106275e-01 3.2153106275e-01 3.2499885877e-01 1.0107852597e+00 3.1141083624e-01 3.1141084060e-01 3.1141052023e-01 0 0 0 0 0 0 0 0
3 3.8937205744e-02 3.8936720944e-02 3.8936725428e-02 1.2649110641e+01 8.0000000000e+00 3.8940238354e-02 3.5453388400e-02 3.8937203803e-02 3.8937116724e-02 3.8937205744e-02 3.8937205744e-02 2.9806894425e+01 2.9806980254e+01 2.9806980243e+01 2.9806909560e+01 2.9806908381e+01 6.6222796632e-02 1.0000000000e+00 1.0937500000e-01 6.6497802734e-02 5.7678222656e-02 6.6222798079e-02 6.6222736146e-02 6.6222796632e-02 6.6222796632e-02 6.9249351690e-02 1.0457026162e+00 5.9031341554e-02 5.9031341225e-02 5.9031282086e-02 1 0 0 0 0 0 0 0
4 1.4019167593e-02 1.4019097568e-02 1.4019093935e-02 1.2649110641e+01 1.0583005244e+01 1.4302557144e-02 1.4794196687e-02 1.4019167893e-02 1.4019156215e-02 1.4019167593e-02 1.4019167593e-02 2.3431386202e+01 2.3431396736e+01 2.3431387608e+01 2.3431383399e+01 2.3431373030e+01 8.2363462268e-03 1.6777216000e+07 1.6384000000e+04 8.4457397461e-03 7.0915222168e-03 8.2363479305e-03 8.2363368711e-03 8.2363462268e-03 8.2363462268e-03 8.4615273671e-03 1.0273399313e+00 7.6594652848e-03 7.6594657730e-03 7.6594573911e-03 0 0 0 0 0 0 0 0
5 1.1205320775e-02 1.1205060090e-02 1.1205056194e-02 1.2649110641e+01 1.1313708499e+01 1.1492775680e-02 1.0619415611e-02 1.1205320474e-02 1.1205270151e-02 1.1205320775e-02 1.1205320775e-02 1.1296419915e+01 1.1296525872e+01 1.1296518438e+01 1.1296430408e+01 1.1296416807e+01 2.6054191475e-03 1.6777216000e+07 6.5536000000e+04 2.7198791504e-03 2.1896362305e-03 2.6054194896e-03 2.6054174523e-03 2.6054191475e-03 2.6054191475e-03 2.7659945367e-03 1.0616313077e+00 2.2417967774e-03 2.2417968721e-03 2.2417950677e-03 0 0 0 0 0 0 0 0
6 4.1256600662e-03 4.1255801020e-03 4.1255737089e-03 1.2649110641e+01 1.3856406461e+01 4.2356815364e-03 3.9967542831e-03 4.1256593540e-03 4.1256514178e-03 4.1256600662e-03 4.1256600662e-03 7.3620364231e+00 7.3620592813e+00 7.3620424521e+00 7.3620302983e+00 7.3620126168e+00 6.8805478320e-04 1.6777216000e+07 6.5536000000e+04 7.0381164551e-04 5.6648254395e-04 6.8805448245e-04 6.8805401679e-04 6.8805478320e-04 6.8805478320e-04 7.4360794017e-04 1.0807394387e+00 7.7044737398e-04 7.7044713544e-04 7.7044691716e-04 0 0 0 0 0 0 0 0
7 1.9409076532e-03 1.9409262183e-03 1.9409265111e-03 1.2649110641e+01 1.4966629547e+01 2.0206232126e-03 1.8832090601e-03 1.9409073575e-03 1.9409070061e-03 1.9409076532e-03 1.9409076532e-03 5.6803553376e+00 5.6804245204e+00 5.6803985563e+00 5.6803206010e+00 5.6803139229e+00 9.8525375596e-05 1.6777216000e+07 6.5536000000e+04 1.0466575623e-04 7.3671340942e-05 9.8525350040e-05 9.8525280919e-05 9.8525375596e-05 9.8525375596e-05 1.0584252853e-04 1.0742666839e+00 1.2476872162e-04 1.2476868869e-04 1.2476876145e-04 0 0 0 0 0 0 0 0
8 9.8276538817e-04 9.8273691622e-04 9.8273726327e-04 1.2649110641e+01 1.6000000000e+01 9.4948420325e-04 7.2731782763e-04 9.8276543188e-04 9.8275617740e-04 9.8276538817e-04 9.8276538817e-04 4.8576220025e+00 4.8576242578e+00 4.8576071090e+00 4.8576296656e+00 4.8576082555e+00 3.0296132128e-05 1.6777216000e+07 6.5536000000e+04 3.5524368286e-05 3.0279159546e-05 3.0296127989e-05 3.0296198020e-05 3.0296132128e-05 3.0296132128e-05 3.2301026813e-05 1.0661765890e+00 3.3155218890e-05 3.3155212805e-05 3.3155301935e-05 0 0 0 0 0 0 0 0
