iter  res_double64      res_float32      res_posit32q
   0  1.040137e+02  1.040139e+02  1.040137e+02
   1  1.460723e+02  1.460724e+02  1.460723e+02
   2  8.926858e+01  8.926866e+01  8.926858e+01
   3  7.739906e+01  7.739923e+01  7.739906e+01
   4  7.379933e+01  7.379937e+01  7.379933e+01
   5  6.565804e+01  6.565809e+01  6.565804e+01
   6  5.102790e+01  5.102794e+01  5.102790e+01
   7  3.986122e+01  3.986123e+01  3.986122e+01
   8  3.926798e+01  3.926799e+01  3.926798e+01
   9  4.221719e+01  4.221719e+01  4.221719e+01
  10  3.643015e+01  3.643015e+01  3.643015e+01
  11  2.918879e+01  2.918877e+01  2.918879e+01
  12  2.578896e+01  2.578895e+01  2.578896e+01
  13  2.436274e+01  2.436271e+01  2.436274e+01
  14  2.248436e+01  2.248432e+01  2.248436e+01
  15  1.899122e+01  1.899119e+01  1.899122e+01
  16  1.619593e+01  1.619592e+01  1.619593e+01
  17  1.594085e+01  1.594084e+01  1.594084e+01
  18  1.687347e+01  1.687346e+01  1.687347e+01
  19  1.654514e+01  1.654514e+01  1.654514e+01
  20  1.544809e+01  1.544809e+01  1.544809e+01
  21  1.474735e+01  1.474735e+01  1.474735e+01
  22  1.365606e+01  1.365607e+01  1.365606e+01
  23  1.317406e+01  1.317405e+01  1.317406e+01
  24  1.126320e+01  1.126320e+01  1.126320e+01
  25  1.069688e+01  1.069687e+01  1.069688e+01
  26  1.011590e+01  1.011590e+01  1.011590e+01
  27  1.096584e+01  1.096585e+01  1.096584e+01
  28  1.088450e+01  1.088450e+01  1.088450e+01
  29  1.040302e+01  1.040301e+01  1.040302e+01
  30  9.877841e+00  9.877815e+00  9.877839e+00
  31  8.980243e+00  8.980238e+00  8.980242e+00
  32  8.923344e+00  8.923326e+00  8.923341e+00
  33  9.114991e+00  9.114971e+00  9.114988e+00
  34  9.623817e+00  9.623788e+00  9.623812e+00
  35  9.759196e+00  9.759167e+00  9.759192e+00
  36  9.386935e+00  9.386922e+00  9.386933e+00
  37  8.648371e+00  8.648390e+00  8.648373e+00
  38  7.567175e+00  7.567219e+00  7.567180e+00
  39  6.720310e+00  6.720397e+00  6.720319e+00
  40  6.474664e+00  6.474751e+00  6.474669e+00
  41  5.833505e+00  5.833440e+00  5.833488e+00
  42  4.779364e+00  4.779541e+00  4.779360e+00
  43  4.481351e+00  4.481618e+00  4.481322e+00
