matrix=data/matrices/nasasrb.mtx n=54870 seed=9
iter res_d res_f res_ffma res_p32q res_p32n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p32q pAp_p32n rz_d rz_p32q rz_p32n guard_p32q guard_p32n
0 7.8986550107e+09 7.8984243166e+09 7.8984245950e+09 7.8983455254e+09 7.6268271770e+09 1.0126493598e+00 1.0126456358e+00 1.0126456358e+00 1.0126485817e+00 1.0125578328e+00 7.9386412092e+12 7.9386430669e+12 7.9141818860e+12 2.6071845534e+12 2.6071793664e+12 2.5984719913e+12 0 0
1 4.7410082980e+09 4.7408631585e+09 4.7408636223e+09 4.7405655929e+09 4.6329424585e+09 1.0770850908e+00 1.0770821132e+00 1.0770821320e+00 1.0770845894e+00 1.0772105573e+00 1.2873282126e+12 1.2873241723e+12 1.2853864038e+12 5.1773808239e+11 5.1773544858e+11 5.1674244710e+11 0 0
2 2.7531097159e+09 2.7529983964e+09 2.7529988957e+09 2.7530997390e+09 2.7069090479e+09 1.0253324523e+00 1.0253316360e+00 1.0253316446e+00 1.0253322980e+00 1.0253579848e+00 3.5371916443e+11 3.5371614208e+11 3.5302932480e+11 1.4682717034e+11 1.4682580582e+11 1.4646404710e+11 0 0
3 1.7274667010e+09 1.7273900459e+09 1.7273897277e+09 1.7274830544e+09 1.6949140427e+09 9.5330082441e-01 9.5330162469e-01 9.5330163060e-01 9.5330107996e-01 9.5330055631e-01 1.1873002826e+11 1.1872894976e+11 1.1839550259e+11 5.3678774597e+10 5.3678243840e+10 5.3521678336e+10 0 0
4 1.1969140468e+09 1.1968504065e+09 1.1968501768e+09 1.1969576565e+09 1.1783531135e+09 8.9322080415e-01 8.9322276376e-01 8.9322277098e-01 8.9322121284e-01 8.9326733692e-01 4.5850225580e+10 4.5849772032e+10 4.5722173440e+10 2.1455909590e+10 2.1455699968e+10 2.1388132352e+10 0 0
5 9.4456721724e+08 9.4450854261e+08 9.4450803331e+08 9.4456620066e+08 9.3241934467e+08 8.4750512790e-01 8.4750732774e-01 8.4750733895e-01 8.4750547436e-01 8.4756724837e-01 2.0816650415e+10 2.0816429056e+10 2.0743815168e+10 1.0538305386e+10 1.0538205184e+10 1.0498850816e+10 0 0
6 8.3158784228e+08 8.3152613979e+08 8.3152589186e+08 8.3157299682e+08 8.2024116154e+08 8.0676216351e-01 8.0676444665e-01 8.0676445468e-01 8.0676252742e-01 8.0682332037e-01 1.0645114874e+10 1.0645028864e+10 1.0603429888e+10 6.2780916474e+09 6.2780375040e+09 6.2525440000e+09 0 0
7 6.8047370290e+08 6.8042046849e+08 6.8042021600e+08 6.8046038583e+08 6.7103620915e+08 7.6735574646e-01 7.6735827654e-01 7.6735828390e-01 7.6735612932e-01 7.6741448833e-01 7.6207159040e+09 7.6206407680e+09 7.5885608960e+09 4.6055337735e+09 4.6054932480e+09 4.5853982720e+09 0 0
8 5.5318631069e+08 5.5314014611e+08 5.5313999082e+08 5.5317129721e+08 5.4648417204e+08 7.3281117919e-01 7.3281412869e-01 7.3281413493e-01 7.3281156540e-01 7.3287148400e-01 5.5520065165e+09 5.5519641600e+09 5.5273062400e+09 3.2560102756e+09 3.2559861760e+09 3.2410398720e+09 0 0
9 4.2043589570e+08 4.2040015381e+08 4.2039996991e+08 4.2043582789e+08 4.1506659458e+08 7.0313332640e-01 7.0313672456e-01 7.0313673930e-01 7.0313370981e-01 7.0320182302e-01 4.3686629304e+09 4.3686297600e+09 4.3479777280e+09 2.3563635459e+09 2.3563468800e+09 2.3447121920e+09 0 0
10 3.4134477840e+08 3.4131166417e+08 3.4131142508e+08 3.4134007701e+08 3.3708742139e+08 6.7548103489e-01 6.7548489872e-01 6.7548491972e-01 6.7548138964e-01 6.7555987914e-01 2.7594721380e+09 2.7594526720e+09 2.7453235200e+09 1.5593132221e+09 1.5593031680e+09 1.5509155840e+09 0 0
11 2.8469076454e+08 2.8465822438e+08 2.8465805841e+08 2.8468790123e+08 2.8148748808e+08 6.4976258173e-01 6.4976703530e-01 6.4976707102e-01 6.4976290417e-01 6.4985136599e-01 2.0178083387e+09 2.0177971200e+09 2.0064409600e+09 1.1212296326e+09 1.1212236800e+09 1.1146076160e+09 0 0
12 2.7464794574e+08 2.7461348254e+08 2.7461331050e+08 2.7465486298e+08 2.7162773840e+08 6.2589383750e-01 6.2589885530e-01 6.2589888694e-01 6.2589415253e-01 6.2599236205e-01 1.3481901764e+09 1.3481850880e+09 1.3398681600e+09 7.6729655972e+08 7.6729344000e+08 7.6240332800e+08 0 0
13 2.2783817434e+08 2.2780568126e+08 2.2780565298e+08 2.2783797526e+08 2.2536823231e+08 6.0197996289e-01 6.0198552808e-01 6.0198554516e-01 6.0198027965e-01 6.0209024391e-01 1.0124873809e+09 1.0124830720e+09 1.0057804800e+09 6.0107521041e+08 6.0107264000e+08 5.9699456000e+08 0 0
14 2.1609923085e+08 2.1606654673e+08 2.1606641752e+08 2.1609825972e+08 2.1398145300e+08 5.7947129957e-01 5.7947734137e-01 5.7947734271e-01 5.7947159798e-01 5.7959093367e-01 7.2247071469e+08 7.2246732800e+08 7.1746918400e+08 4.5168956033e+08 4.5168768000e+08 4.4848588800e+08 0 0
15 1.8631101211e+08 1.8627860114e+08 1.8627833599e+08 1.8631044546e+08 1.8429301176e+08 5.5757724701e-01 5.5758385825e-01 5.5758387233e-01 5.5757754702e-01 5.5770227586e-01 5.8197096372e+08 5.8196838400e+08 5.7774489600e+08 3.7197708088e+08 3.7197568000e+08 3.6923852800e+08 0 0
16 1.8949836700e+08 1.8946710357e+08 1.8946677488e+08 1.8949947167e+08 1.8797022679e+08 5.3806301161e-01 5.3807004153e-01 5.3807008536e-01 5.3806333423e-01 5.3819208601e-01 4.8779778149e+08 4.8779596800e+08 4.8418355200e+08 2.9641956121e+08 2.9641856000e+08 2.9419699200e+08 0 0
17 1.6055801698e+08 1.6052836183e+08 1.6052794044e+08 1.6055886654e+08 1.5911082688e+08 5.1888089091e-01 5.1888822645e-01 5.1888831397e-01 5.1888121479e-01 5.1901200620e-01 4.4919671326e+08 4.4919526400e+08 4.4578150400e+08 2.6160662744e+08 2.6160595200e+08 2.5960793600e+08 0 0
18 1.4755861476e+08 1.4753048106e+08 1.4753014626e+08 1.4755889931e+08 1.4610995094e+08 4.9972157161e-01 4.9972910468e-01 4.9972922732e-01 4.9972183157e-01 4.9985332877e-01 3.0009681182e+08 3.0009625600e+08 2.9778995200e+08 1.9929943590e+08 1.9929926400e+08 1.9775948800e+08 0 0
19 1.2617177019e+08 1.2614511788e+08 1.2614479443e+08 1.2617162558e+08 1.2480036844e+08 4.8175751940e-01 4.8176514359e-01 4.8176527414e-01 4.8175766760e-01 4.8188728165e-01 2.7222973481e+08 2.7222988800e+08 2.7012505600e+08 1.7605796918e+08 1.7605824000e+08 1.7468185600e+08 0 0
20 1.1673788563e+08 1.1671154791e+08 1.1671136851e+08 1.1673858347e+08 1.1543388331e+08 4.6449209925e-01 4.6449976485e-01 4.6449989554e-01 4.6449208914e-01 4.6461986714e-01 2.0811774376e+08 2.0811820800e+08 2.0648441600e+08 1.4242165220e+08 1.4242220800e+08 1.4128742400e+08 0 0
21 1.1024128280e+08 1.1021510833e+08 1.1021486477e+08 1.1024269489e+08 1.0912749626e+08 4.4898227008e-01 4.4899009910e-01 4.4899022381e-01 4.4898206685e-01 4.4911066731e-01 1.8118556816e+08 1.8118649600e+08 1.7975308800e+08 1.1661667890e+08 1.1661753600e+08 1.1567644800e+08 0 0
22 1.0322791798e+08 1.0320170145e+08 1.0320144134e+08 1.0323016369e+08 1.0225632293e+08 4.3453278530e-01 4.3454090844e-01 4.3454103770e-01 4.3453237985e-01 4.3466153596e-01 1.5301969636e+08 1.5302124800e+08 1.5180915200e+08 9.6737671657e+07 9.6738816000e+07 9.5949504000e+07 0 0
23 9.6030572290e+07 9.6008008842e+07 9.6007813124e+07 9.6032045578e+07 9.5175241242e+07 4.2031648914e-01 4.2032499200e-01 4.2032511778e-01 4.2031588006e-01 4.2044566877e-01 1.3200489124e+08 1.3200675200e+08 1.3094230400e+08 8.4595007933e+07 8.4596352000e+07 8.3894784000e+07 0 0
24 9.1832864163e+07 9.1813602917e+07 9.1813339783e+07 9.1834247767e+07 9.1042124349e+07 4.0592849588e-01 4.0593731083e-01 4.0593744665e-01 4.0592770104e-01 4.0605936537e-01 1.0929699427e+08 1.0929897600e+08 1.0842140800e+08 7.3659039512e+07 7.3660512000e+07 7.3042432000e+07 0 0
25 8.6069208640e+07 8.6052835828e+07 8.6052785917e+07 8.6071101248e+07 8.5339850858e+07 3.9286064407e-01 3.9286972205e-01 3.9286986436e-01 3.9285971277e-01 3.9299182442e-01 1.0560714201e+08 1.0560947200e+08 1.0478678400e+08 6.6174546740e+07 6.6176128000e+07 6.5623680000e+07 0 0
26 7.8176045361e+07 7.8163570376e+07 7.8163388359e+07 7.8176949179e+07 7.7628270327e+07 3.8061758974e-01 3.8062689250e-01 3.8062704195e-01 3.8061654720e-01 3.8074877306e-01 9.2356972166e+07 9.2359392000e+07 9.1615136000e+07 5.7740159056e+07 5.7741776000e+07 5.7251712000e+07 0 0
27 7.4970026749e+07 7.4953926030e+07 7.4953746963e+07 7.4971350803e+07 7.4193698954e+07 3.6885242200e-01 3.6886188631e-01 3.6886204264e-01 3.6885130826e-01 3.6898340408e-01 7.6667186603e+07 7.6669440000e+07 7.6043488000e+07 4.9493422981e+07 4.9494992000e+07 4.9069040000e+07 0 0
28 6.7593079042e+07 6.7572863920e+07 6.7572601733e+07 6.7594530616e+07 6.6930964202e+07 3.5706873096e-01 3.5707845606e-01 3.5707861037e-01 3.5706756135e-01 3.5719945521e-01 6.9317782956e+07 6.9320160000e+07 6.8743552000e+07 4.5495299173e+07 4.5496960000e+07 4.5099872000e+07 0 0
29 5.3030144057e+07 5.3003911294e+07 5.3003673264e+07 5.3032191213e+07 5.2170607770e+07 3.4583575631e-01 3.4584568249e-01 3.4584586507e-01 3.4583455122e-01 3.4596918558e-01 6.1962923681e+07 6.1965344000e+07 6.1502784000e+07 4.0693882721e+07 4.0695552000e+07 4.0349440000e+07 0 0
30 5.1576115647e+07 5.1546235641e+07 5.1546074204e+07 5.1577789633e+07 5.0786298549e+07 3.3649214621e-01 3.3650223513e-01 3.3650244021e-01 3.3649092936e-01 3.3663171675e-01 5.5824452200e+07 5.5826752000e+07 5.5536352000e+07 3.4222540399e+07 3.4224064000e+07 3.3963312000e+07 0 0
