matrix=data/matrices/nasa4704.mtx n=4704 seed=4
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 1.8145870771e+08 1.8145861012e+08 1.8145863971e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 6.7108864000e+07 1.8145819000e+08 1.8126418834e+08 1.8145870771e+08 1.8145870771e+08 1.6768493549e+00 1.6768510292e+00 1.6768485824e+00 1.6768573544e+00 5.7656879583e+10 1.6777216000e+07 1.6777216000e+07 5.5834574848e+10 1.7179869184e+10 5.7656868864e+10 5.7651036160e+10 5.7656879583e+10 5.7656879583e+10 0 0 0 0 0 0 0 0
1 9.5052918441e+07 9.5052326344e+07 9.5052371530e+07 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 6.7108864000e+07 9.5053862632e+07 9.4955490118e+07 9.5052918441e+07 9.5052918441e+07 1.7357749247e+00 1.7357724319e+00 1.7357750845e+00 1.7357920115e+00 8.2276921271e+09 1.6777216000e+07 -1.6777216000e+07 8.5899345920e+09 4.8318382080e+09 8.2276761600e+09 8.2275123200e+09 8.2276921271e+09 8.2276921271e+09 0 1 0 0 0 0 0 0
2 5.3542946941e+07 5.3542561056e+07 5.3542568577e+07 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 1.6777216000e+07 5.3542871892e+07 5.3486370381e+07 5.3542946941e+07 5.3542946941e+07 1.5809302309e+00 1.5809286055e+00 1.5809303676e+00 1.5809313277e+00 2.1953933055e+09 -1.6777216000e+07 1.6777216000e+07 2.2817013760e+09 2.8185722880e+09 2.1953925120e+09 2.1953986560e+09 2.1953933055e+09 2.1953933055e+09 1 0 0 0 0 0 0 0
3 3.1251739790e+07 3.1251363377e+07 3.1251366598e+07 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 1.6777216000e+07 3.1251808957e+07 3.1228161879e+07 3.1251739790e+07 3.1251739790e+07 1.4704092123e+00 1.4704099594e+00 1.4704090937e+00 1.4704076308e+00 6.6062269821e+08 1.6777216000e+07 1.6777216000e+07 6.3753420800e+08 7.3819750400e+08 6.6062284800e+08 6.6060236800e+08 6.6062269821e+08 6.6062269821e+08 0 0 0 0 0 0 0 0
4 2.1154596585e+07 2.1154316931e+07 2.1154314552e+07 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 6.7108864000e+07 2.1154630991e+07 2.1135741020e+07 2.1154596585e+07 2.1154596585e+07 1.3592281248e+00 1.3592288704e+00 1.3592278869e+00 1.3592263891e+00 2.0342004170e+08 1.6777216000e+07 -1.6777216000e+07 2.2229811200e+08 4.0265318400e+08 2.0341977600e+08 2.0340992000e+08 2.0342004170e+08 2.0342004170e+08 0 1 0 0 0 0 0 0
5 1.7745191316e+07 1.7745033063e+07 1.7745033063e+07 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 3.3554432000e+07 1.7745135172e+07 1.7734724556e+07 1.7745191316e+07 1.7745191316e+07 1.2580644175e+00 1.2580650774e+00 1.2580641600e+00 1.2580659621e+00 1.3126018717e+08 -1.6777216000e+07 1.6777216000e+07 1.5938355200e+08 4.6976204800e+08 1.3126003200e+08 1.3125232000e+08 1.3126018717e+08 1.3126018717e+08 1 0 0 0 0 0 0 0
6 1.6230261635e+07 1.6230068053e+07 1.6230052030e+07 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 1.6777216000e+07 1.6230252052e+07 1.6223965937e+07 1.6230261635e+07 1.6230261635e+07 1.1684794828e+00 1.1684800186e+00 1.1684792022e+00 1.1684820093e+00 6.6932137279e+07 1.6777216000e+07 1.6777216000e+07 9.6468992000e+07 5.0331648000e+08 6.6932064000e+07 6.6927440000e+07 6.6932137279e+07 6.6932137279e+07 0 0 0 0 0 0 0 0
7 1.1990286128e+07 1.1990076474e+07 1.1990061083e+07 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 3.3554432000e+07 1.1990312247e+07 1.1983773257e+07 1.1990286128e+07 1.1990286128e+07 1.1020690165e+00 1.1020695676e+00 1.1020687887e+00 1.1020740471e+00 4.8524345238e+07 1.6777216000e+07 -1.6777216000e+07 8.1788928000e+07 3.8587596800e+08 4.8524336000e+07 4.8519728000e+07 4.8524345238e+07 4.8524345238e+07 0 1 0 0 0 0 0 0
8 1.1517372986e+07 1.1517301603e+07 1.1517265914e+07 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 1.6777216000e+07 1.1517334379e+07 1.1513324863e+07 1.1517372986e+07 1.1517372986e+07 1.0406102730e+00 1.0406106456e+00 1.0406100008e+00 1.0406131665e+00 2.5731490645e+07 -1.6777216000e+07 1.6777216000e+07 5.4525952000e+07 4.3620761600e+08 2.5731480000e+07 2.5727832000e+07 2.5731490645e+07 2.5731490645e+07 1 0 0 0 0 0 0 0
9 8.1646969927e+06 8.1645050270e+06 8.1644826800e+06 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 6.7108864000e+07 8.1646915068e+06 8.1605478778e+06 8.1646969927e+06 8.1646969927e+06 1.0001644035e+00 1.0001648819e+00 1.0001641372e+00 1.0001662008e+00 2.0969385628e+07 1.6777216000e+07 1.6777216000e+07 5.3477376000e+07 4.6976204800e+08 2.0969376000e+07 2.0966728000e+07 2.0969385628e+07 2.0969385628e+07 0 0 0 0 0 0 0 0
