matrix=data/matrices/sts4098.mtx n=4098 seed=27
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 6.5183305294e+07 6.5183519046e+07 6.5183539637e+07 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 6.7108864000e+07 6.5183253425e+07 6.5159001152e+07 6.5183305294e+07 6.5183305294e+07 1.3371570895e+00 1.3371549382e+00 1.3371547668e+00 1.3371570507e+00 1.3372268866e+00 1.1696599435e+10 1.6777216000e+07 1.6777216000e+07 1.1811160064e+10 7.5161927680e+09 1.1696603136e+10 1.1694604288e+10 1.1696599435e+10 1.1696599435e+10 3.2282451550e+09 3.2282460160e+09 3.2279736320e+09 0 0 0 0 0 0 0 0
1 2.2025098971e+07 2.2025103431e+07 2.2025104192e+07 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 1.6777216000e+07 2.2025166654e+07 2.2020876177e+07 2.2025098971e+07 2.2025098971e+07 1.5923791281e+00 1.5923797309e+00 1.5923797330e+00 1.5923791091e+00 1.5924021259e+00 5.7925762106e+08 1.6777216000e+07 1.6777216000e+07 5.7042534400e+08 8.3886080000e+08 5.7925785600e+08 5.7931673600e+08 5.7925762106e+08 5.7925762106e+08 2.3214687642e+08 2.3214694400e+08 2.3218041600e+08 0 0 0 0 0 0 0 0
2 1.4274139454e+07 1.4274099266e+07 1.4274097503e+07 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 1.6777216000e+07 1.4274140991e+07 1.4273990545e+07 1.4274139454e+07 1.4274139454e+07 1.5817043150e+00 1.5817053948e+00 1.5817054238e+00 1.5817042785e+00 1.5816901019e+00 1.1442806367e+08 1.6777216000e+07 1.0000000000e+00 1.2163481600e+08 2.0971520000e+08 1.1442806400e+08 1.1445497600e+08 1.1442806367e+08 1.1442806367e+08 6.3194000216e+07 6.3194016000e+07 6.3208848000e+07 0 1 0 0 0 0 0 0
3 1.4928804190e+07 1.4928834436e+07 1.4928838370e+07 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 1.6777216000e+07 1.4928764198e+07 1.4926534376e+07 1.4928804190e+07 1.4928804190e+07 1.3566416444e+00 1.3566419278e+00 1.3566418661e+00 1.3566406617e+00 1.3566179537e+00 5.2229337415e+07 1.0000000000e+00 1.6777216000e+07 5.8720256000e+07 1.2163481600e+08 5.2229376000e+07 5.2242272000e+07 5.2229337415e+07 5.2229337415e+07 3.1881849239e+07 3.1881864000e+07 3.1889184000e+07 1 0 0 0 0 0 0 0
4 6.9059638325e+06 6.9059741295e+06 6.9059713964e+06 4.0960000000e+03 4.0960000000e+03 8.3886080000e+06 5.9316416015e+06 6.9059288822e+06 6.9047237981e+06 6.9059638325e+06 6.9059638325e+06 1.1379215199e+00 1.1379217754e+00 1.1379217127e+00 1.1379197364e+00 1.1379035304e+00 2.1453081702e+07 1.6777216000e+07 1.6777216000e+07 2.7787264000e+07 4.5088768000e+07 2.1453072000e+07 2.1457488000e+07 2.1453081702e+07 2.1453081702e+07 1.2877992543e+07 1.2877988000e+07 1.2880746000e+07 0 0 0 0 0 0 0 0
5 6.2213240032e+06 6.2212199522e+06 6.2212260200e+06 4.0960000000e+03 4.0960000000e+03 1.1863283203e+07 8.3886080000e+06 6.2213049000e+06 6.2201829567e+06 6.2213240032e+06 6.2213240032e+06 1.1117151426e+00 1.1117115497e+00 1.1117117993e+00 1.1117148538e+00 1.1117055486e+00 1.5073883844e+07 1.6777216000e+07 1.6777216000e+07 2.1495808000e+07 2.0447232000e+07 1.5073882000e+07 1.5077402000e+07 1.5073883844e+07 1.5073883844e+07 8.6773306415e+06 8.6773280000e+06 8.6792700000e+06 0 0 0 0 0 0 0 0
6 3.9420034914e+06 3.9419595224e+06 3.9419632465e+06 4.0960000000e+03 4.0960000000e+03 5.9316416015e+06 4.1943040000e+06 3.9420207028e+06 3.9424973453e+06 3.9420034914e+06 3.9420034914e+06 1.1299486518e+00 1.1299419718e+00 1.1299424148e+00 1.1299491795e+00 1.1299311351e+00 8.5709827569e+06 1.0000000000e+00 1.6777216000e+07 1.3631488000e+07 1.9398656000e+07 8.5709800000e+06 8.5728080000e+06 8.5709827569e+06 8.5709827569e+06 5.2858572364e+06 5.2858530000e+06 5.2869420000e+06 1 0 0 0 0 0 0 0
7 4.6664319795e+06 4.6663986727e+06 4.6664040657e+06 4.0960000000e+03 4.0960000000e+03 8.3886080000e+06 5.9316416015e+06 4.6664496811e+06 4.6655579652e+06 4.6664319795e+06 4.6664319795e+06 1.0158757378e+00 1.0158720950e+00 1.0158722619e+00 1.0158749215e+00 1.0158550907e+00 5.0384347374e+06 1.6777216000e+07 1.6777216000e+07 1.0616832000e+07 1.8350080000e+07 5.0384240000e+06 5.0394390000e+06 5.0384347374e+06 5.0384347374e+06 3.3036310715e+06 3.3036265000e+06 3.3042610000e+06 0 0 0 0 0 0 0 0
8 3.3992382189e+06 3.3991784498e+06 3.3991790667e+06 4.0960000000e+03 4.0960000000e+03 5.9316416015e+06 8.3886080000e+06 3.3992358264e+06 3.3994431146e+06 3.3992382189e+06 3.3992382189e+06 8.9529957512e-01 8.9529859752e-01 8.9529856771e-01 8.9529680695e-01 8.9528965673e-01 3.9065117743e+06 1.6777216000e+07 1.0000000000e+00 9.0439680000e+06 1.1796480000e+07 3.9065090000e+06 3.9072245000e+06 3.9065117743e+06 3.9065117743e+06 2.5194789723e+06 2.5194770000e+06 2.5199170000e+06 0 1 0 0 0 0 0 0
9 2.7198898008e+06 2.7198561905e+06 2.7198606240e+06 4.0960000000e+03 4.0960000000e+03 8.3886080000e+06 4.1943040000e+06 2.7198488654e+06 2.7193306674e+06 2.7198898008e+06 2.7198898008e+06 8.2377957106e-01 8.2377886349e-01 8.2377880234e-01 8.2377689179e-01 8.2377072831e-01 2.5920818100e+06 1.0000000000e+00 1.0000000000e+00 7.7987840000e+06 1.0092544000e+07 2.5920800000e+06 2.5924995000e+06 2.5920818100e+06 2.5920818100e+06 1.7241477321e+06 1.7241465000e+06 1.7244252500e+06 1 1 0 0 0 0 0 0
10 2.1898935368e+06 2.1898501565e+06 2.1898533886e+06 4.0960000000e+03 4.0960000000e+03 4.1943040000e+06 4.1943040000e+06 2.1898933709e+06 2.1899776425e+06 2.1898935368e+06 2.1898935368e+06 7.9314395099e-01 7.9314190563e-01 7.9314195852e-01 7.9314314345e-01 7.9313639643e-01 1.4432972986e+06 1.6777216000e+07 1.6777216000e+07 5.6360960000e+06 6.0293120000e+06 1.4432960000e+06 1.4435325000e+06 1.4432972986e+06 1.4432972986e+06 1.0596942007e+06 1.0596937500e+06 1.0598702500e+06 0 0 0 0 0 0 0 0
11 2.4689383166e+06 2.4688793961e+06 2.4688851297e+06 4.0960000000e+03 4.0960000000e+03 4.1943040000e+06 8.3886080000e+06 2.4689674172e+06 2.4691169078e+06 2.4689383166e+06 2.4689383166e+06 7.1697925883e-01 7.1697820534e-01 7.1697812602e-01 7.1697887272e-01 7.1696515758e-01 1.0581192896e+06 1.6777216000e+07 1.0000000000e+00 5.3739520000e+06 6.5536000000e+06 1.0581200000e+06 1.0583060000e+06 1.0581192896e+06 1.0581192896e+06 8.1307496977e+05 8.1307581250e+05 8.1321306250e+05 0 1 0 0 0 0 0 0
12 1.6391783275e+06 1.6391094464e+06 1.6391149640e+06 4.0960000000e+03 4.0960000000e+03 4.1943040000e+06 2.9658208008e+06 1.6392496997e+06 1.6391831728e+06 1.6391783275e+06 1.6391783275e+06 6.4020057540e-01 6.4019942341e-01 6.4019933325e-01 6.4019922589e-01 6.4019611127e-01 9.9676049598e+05 1.0000000000e+00 1.0000000000e+00 6.2914560000e+06 9.6993280000e+06 9.9676206250e+05 9.9692181250e+05 9.9676049598e+05 9.9676049598e+05 7.0587949936e+05 7.0588112500e+05 7.0599062500e+05 1 1 0 0 0 0 0 0
13 1.1754990677e+06 1.1754338617e+06 1.1754382663e+06 4.0960000000e+03 4.0960000000e+03 4.1943040000e+06 4.1943040000e+06 1.1755484321e+06 1.1756376275e+06 1.1754990677e+06 1.1754990677e+06 6.1584459285e-01 6.1584087686e-01 6.1584098837e-01 6.1584363476e-01 6.1583276638e-01 7.3166653372e+05 1.0000000000e+00 1.0000000000e+00 5.7016320000e+06 5.1118080000e+06 7.3166925000e+05 7.3177893750e+05 7.3166653372e+05 7.3166653372e+05 5.3937363066e+05 5.3937606250e+05 5.3945437500e+05 1 1 0 0 0 0 0 0
