matrix=data/matrices/mhd4800b.mtx n=4800 seed=35
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 1.2634162144e+00 1.2634088399e+00 1.2634088399e+00 1.3228756555e+00 1.4142135624e+00 1.2635979137e+00 1.2610836734e+00 1.2634162173e+00 1.2634160344e+00 1.2634162144e+00 1.2634162144e+00 2.5521033432e+02 2.5520955334e+02 2.5520953553e+02 2.5521034157e+02 2.5521040315e+02 5.8257875239e+01 5.6000000000e+01 2.0000000000e+01 5.8250000000e+01 5.0781250000e+01 5.8257874966e+01 5.8257869244e+01 5.8257875239e+01 5.8257875239e+01 4.9329646678e+01 4.9329646587e+01 4.9329653740e+01 0 0 0 0 0 0 0 0
1 5.2297369400e-01 5.2296850915e-01 5.2296842367e-01 4.3301270189e-01 5.0000000000e-01 5.2337919451e-01 5.1586168810e-01 5.2297369849e-01 5.2297359342e-01 5.2297369400e-01 5.2297369400e-01 9.3435810105e+01 9.3436105464e+01 9.3436137058e+01 9.3435807959e+01 9.3435766863e+01 3.7647861538e+00 4.0000000000e+00 2.0000000000e+00 3.7724609375e+00 3.4824218750e+00 3.7647861242e+00 3.7647875845e+00 3.7647861538e+00 3.7647861538e+00 3.5080990465e+00 3.5080990195e+00 3.5081006140e+00 0 0 0 0 0 0 0 0
2 1.9949332930e-01 1.9949239748e-01 1.9949235080e-01 1.7320508076e+00 1.1180339887e+00 1.9963956780e-01 2.0138982429e-01 1.9949333117e-01 1.9949319462e-01 1.9949332930e-01 1.9949332930e-01 5.4975658565e+01 5.4975788983e+01 5.4975792455e+01 5.4975675312e+01 5.4975674899e+01 6.3092034139e-01 1.2500000000e+00 7.5000000000e-01 6.3256835938e-01 5.5932617188e-01 6.3092035055e-01 6.3092072681e-01 6.3092034139e-01 6.3092034139e-01 5.8679106812e-01 5.8679107204e-01 5.8679143339e-01 0 0 0 0 0 0 0 0
3 4.7944888100e-02 4.7944215195e-02 4.7944198198e-02 6.3245553203e+00 3.2000000000e+01 4.8000803623e-02 4.4921875000e-02 4.7944885357e-02 4.7944847722e-02 4.7944888100e-02 4.7944888100e-02 2.9004450714e+01 2.9004579872e+01 2.9004583009e+01 2.9004449766e+01 2.9004463465e+01 1.0638324965e-01 4.0000000000e+01 1.0000000000e+00 1.0662841797e-01 9.8205566406e-02 1.0638326360e-01 1.0638335627e-01 1.0638324965e-01 1.0638324965e-01 1.0352006914e-01 1.0352007719e-01 1.0352015542e-01 0 1 0 0 0 0 0 0
4 2.3798042227e-02 2.3797848787e-02 2.3797839003e-02 1.1313708499e+01 4.0960000000e+03 2.3860921334e-02 2.3437500000e-02 2.3798049657e-02 2.3798021223e-02 2.3798042227e-02 2.3798042227e-02 3.0591400679e+01 3.0591285974e+01 3.0591277110e+01 3.0591432737e+01 3.0591439218e+01 2.0740294166e-02 8.1920000000e+03 1.0000000000e+00 2.0797729492e-02 1.8203735352e-02 2.0740306238e-02 2.0740322303e-02 2.0740294166e-02 2.0740294166e-02 1.6703963254e-02 1.6703969100e-02 1.6703976784e-02 0 1 0 0 0 0 0 0
5 1.3615489476e-02 1.3615151009e-02 1.3615147268e-02 4.0960000000e+03 4.0960000000e+03 1.3601941677e-02 1.1304528225e-02 1.3615491419e-02 1.3615476723e-02 1.3615489476e-02 1.3615489476e-02 1.6838155517e+01 1.6838274030e+01 1.6838259418e+01 1.6838178187e+01 1.6838205247e+01 5.3316972949e-03 1.0000000000e+00 1.6777216000e+07 5.3367614746e-03 4.2724609375e-03 5.3316986305e-03 5.3316992708e-03 5.3316972949e-03 5.3316972949e-03 4.7727158887e-03 4.7727173660e-03 4.7727199271e-03 1 0 0 0 0 0 0 0
6 7.6248801322e-03 7.6247270135e-03 7.6247217651e-03 4.0960000000e+03 4.0960000000e+03 7.5169942961e-03 6.5327578908e-03 7.6248800511e-03 7.6248684809e-03 7.6248801322e-03 7.6248801322e-03 1.4687124224e+01 1.4687143258e+01 1.4687117210e+01 1.4687161844e+01 1.4687192059e+01 9.7777840710e-04 1.6777216000e+07 1.6777216000e+07 9.7560882568e-04 7.6961517334e-04 9.7777834162e-04 9.7777921474e-04 9.7777840710e-04 9.7777840710e-04 1.1323944956e-03 1.1323945364e-03 1.1323952640e-03 0 0 0 0 0 0 0 0
7 2.8843841704e-03 2.8844393267e-03 2.8844409032e-03 4.0960000000e+03 4.0960000000e+03 2.8575927516e-03 2.6744265503e-03 2.8843839891e-03 2.8843633358e-03 2.8843841704e-03 2.8843841704e-03 1.2955939818e+01 1.2955994686e+01 1.2955966603e+01 1.2955966093e+01 1.2956026115e+01 1.7210288313e-04 1.6777216000e+07 1.6777216000e+07 1.7213821411e-04 1.3065338135e-04 1.7210288206e-04 1.7210319493e-04 1.7210288313e-04 1.7210288313e-04 2.4500671504e-04 2.4500670406e-04 2.4500695872e-04 0 0 0 0 0 0 0 0
8 1.7586750004e-03 1.7586209504e-03 1.7586204333e-03 4.0960000000e+03 4.0960000000e+03 1.7002427096e-03 1.5000251132e-03 1.7586745407e-03 1.7586684642e-03 1.7586750004e-03 1.7586750004e-03 1.0982318121e+01 1.0982311911e+01 1.0982273986e+01 1.0982361178e+01 1.0982413417e+01 5.9940896793e-05 1.6777216000e+07 1.6777216000e+07 6.9141387939e-05 5.3405761719e-05 5.9940899519e-05 5.9940821302e-05 5.9940896793e-05 5.9940896793e-05 6.5454205496e-05 6.5454198193e-05 6.5454194555e-05 0 0 0 0 0 0 0 0
9 7.8506952876e-04 7.8507791705e-04 7.8507809806e-04 4.0960000000e+03 4.0960000000e+03 6.7965873570e-04 7.4252472294e-04 7.8506651321e-04 7.8506651321e-04 7.8506952876e-04 7.8506952876e-04 1.1174365491e+01 1.1174437261e+01 1.1174405129e+01 1.1174382500e+01 1.1174484265e+01 9.3207573542e-06 1.6777216000e+07 1.6777216000e+07 1.9490718842e-05 1.5854835510e-05 9.3207718237e-06 9.3207545433e-06 9.3207573542e-06 9.3207573542e-06 1.2877735252e-05 1.2877734662e-05 1.2877778317e-05 0 0 0 0 0 0 0 0
