matrix=data/matrices/s3dkt3m2.mtx n=90449 seed=12
iter res_d res_f res_ffma res_p32q res_p32n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p32q pAp_p32n rz_d rz_p32q rz_p32n guard_p32q guard_p32n
0 2.6497353322e+05 2.6496864140e+05 2.6496864140e+05 2.6497372718e+05 2.6492029847e+05 3.9434597025e+01 3.9433214613e+01 3.9433217765e+01 3.9434600065e+01 3.9430247314e+01 5.0346242417e+08 5.0346240000e+08 5.0333235200e+08 1.8694610700e+08 1.8694611200e+08 1.8687718400e+08 0 0
1 1.1474415660e+05 1.1473796233e+05 1.1473798464e+05 1.1474412912e+05 1.1469299989e+05 4.5528437880e+01 4.5527779737e+01 4.5527779538e+01 4.5528438004e+01 4.5525223973e+01 6.7881713171e+07 6.7881728000e+07 6.7859456000e+07 3.3984986424e+07 3.3984992000e+07 3.3969840000e+07 0 0
2 6.6644382388e+04 6.6640193997e+04 6.6640197839e+04 6.6644377287e+04 6.6618558856e+04 5.5371077906e+01 5.5369880262e+01 5.5369878691e+01 5.5371077156e+01 5.5366536928e+01 1.6529845624e+07 1.6529846000e+07 1.6521836000e+07 8.0159998918e+06 8.0160000000e+06 8.0116630000e+06 0 0
3 4.5801705946e+04 4.5798839461e+04 4.5798836666e+04 4.5801704073e+04 4.5788735034e+04 6.4233889998e+01 6.4232844593e+01 6.4232841514e+01 6.4233889325e+01 6.4230413366e+01 4.3960017512e+06 4.3960020000e+06 4.3932980000e+06 2.5062388595e+06 2.5062390000e+06 2.5045700000e+06 0 0
4 3.0274950408e+04 3.0272396403e+04 3.0272406974e+04 3.0274951230e+04 3.0264751775e+04 6.5598277022e+01 6.5597682617e+01 6.5597685073e+01 6.5598275839e+01 6.5597100945e+01 2.5327725610e+06 2.5327725000e+06 2.5309610000e+06 1.3203670492e+06 1.3203670000e+06 1.3193622500e+06 0 0
5 2.3367966688e+04 2.3365263791e+04 2.3365265160e+04 2.3367965765e+04 2.3359583558e+04 6.1144539883e+01 6.1144528272e+01 6.1144532111e+01 6.1144539034e+01 6.1145343876e+01 1.1483373430e+06 1.1483372500e+06 1.1474472500e+06 6.2310210813e+05 6.2310212500e+05 6.2260893750e+05 0 0
6 1.8322716534e+04 1.8320006114e+04 1.8320000873e+04 1.8322717702e+04 1.8314234901e+04 5.5014354845e+01 5.5014752296e+01 5.5014754544e+01 5.5014355132e+01 5.5015976717e+01 4.9736966172e+05 4.9736978125e+05 4.9697312500e+05 3.3159196772e+05 3.3159203125e+05 3.3131793750e+05 0 0
7 1.4945610107e+04 1.4943009068e+04 1.4943005856e+04 1.4945610192e+04 1.4939573220e+04 5.0868202383e+01 5.0868639244e+01 5.0868638740e+01 5.0868203251e+01 5.0869529850e+01 3.0208019890e+05 3.0208025000e+05 3.0181968750e+05 2.0965960597e+05 2.0965962500e+05 2.0947317188e+05 0 0
8 1.2731601693e+04 1.2729361964e+04 1.2729365106e+04 1.2731602256e+04 1.2726619661e+04 4.8561405938e+01 4.8561672244e+01 4.8561670157e+01 4.8561406373e+01 4.8562160910e+01 2.0154796580e+05 2.0154796875e+05 2.0136281250e+05 1.4170521801e+05 1.4170521875e+05 1.4157407812e+05 0 0
9 1.0885551295e+04 1.0883341031e+04 1.0883340664e+04 1.0885551525e+04 1.0881205816e+04 4.7028753560e+01 4.7028938130e+01 4.7028936038e+01 4.7028753482e+01 4.7029211298e+01 1.6128167927e+05 1.6128167188e+05 1.6113309375e+05 1.0627639972e+05 1.0627639844e+05 1.0617568750e+05 0 0
10 9.7280513628e+03 9.7256411614e+03 9.7256506209e+03 9.7280509867e+03 9.7237227439e+03 4.5718436500e+01 4.5718593587e+01 4.5718590910e+01 4.5718436237e+01 4.5718813104e+01 1.2439127262e+05 1.2439128125e+05 1.2427042969e+05 8.1139900416e+04 8.1139906250e+04 8.1059476562e+04 0 0
11 8.6478832556e+03 8.6453710158e+03 8.6453830453e+03 8.6478834405e+03 8.6437880585e+03 4.4455588103e+01 4.4455733371e+01 4.4455731887e+01 4.4455587951e+01 4.4455959022e+01 8.9365357688e+04 8.9365367188e+04 8.9274585938e+04 6.1211168157e+04 6.1211173828e+04 6.1148742188e+04 0 0
12 7.5691087625e+03 7.5668291906e+03 7.5668434634e+03 7.5691087983e+03 7.5658125803e+03 4.3029376278e+01 4.3029553314e+01 4.3029552865e+01 4.3029376347e+01 4.3029821111e+01 6.4769727811e+04 6.4769730469e+04 6.4703730469e+04 4.6767989780e+04 4.6767992188e+04 4.6719916016e+04 0 0
13 6.6757714281e+03 6.6735486812e+03 6.6735672620e+03 6.6757711165e+03 6.6727841266e+03 4.1373588709e+01 4.1373844931e+01 4.1373843938e+01 4.1373589042e+01 4.1374125169e+01 5.3728305700e+04 5.3728308594e+04 5.3672488281e+04 3.7671782802e+04 3.7671785156e+04 3.7632195312e+04 0 0
14 5.9200689735e+03 5.9179753295e+03 5.9180000000e+03 5.9200689185e+03 5.9173331831e+03 3.9723959278e+01 3.9724273801e+01 3.9724270425e+01 3.9723959881e+01 3.9724528115e+01 4.4364373494e+04 4.4364376953e+04 4.4317416016e+04 3.0050312082e+04 3.0050314453e+04 3.0018042969e+04 0 0
15 5.2673771615e+03 5.2652730224e+03 5.2652910651e+03 5.2673773360e+03 5.2647028406e+03 3.8308750326e+01 3.8309086321e+01 3.8309085691e+01 3.8308751076e+01 3.8309271081e+01 3.2939301787e+04 3.2939302734e+04 3.2903261719e+04 2.2965785887e+04 2.2965787109e+04 2.2940441406e+04 0 0
16 4.7538916338e+03 4.7518127067e+03 4.7518225977e+03 4.7538918793e+03 4.7514881879e+03 3.7144867720e+01 3.7145226076e+01 3.7145228586e+01 3.7144868489e+01 3.7145327993e+01 2.5518894474e+04 2.5518896484e+04 2.5490617188e+04 1.8167195310e+04 1.8167197266e+04 1.8146859375e+04 0 0
17 4.1947192973e+03 4.1928055047e+03 4.1928145678e+03 4.1947195377e+03 4.1927203580e+03 3.6113747862e+01 3.6114165794e+01 3.6114169417e+01 3.6113748651e+01 3.6114193923e+01 2.0377273353e+04 2.0377276367e+04 2.0354237305e+04 1.4437541205e+04 1.4437543457e+04 1.4421076172e+04 0 0
18 3.7540618001e+03 3.7522382654e+03 3.7522419965e+03 3.7540620666e+03 3.7522662485e+03 3.5062262776e+01 3.5062801013e+01 3.5062805375e+01 3.5062263583e+01 3.5062751950e+01 1.6365797188e+04 1.6365800293e+04 1.6346901367e+04 1.1551375157e+04 1.1551377441e+04 1.1537920898e+04 0 0
19 3.3551608313e+03 3.3534145285e+03 3.3534192998e+03 3.3551610990e+03 3.3534439014e+03 3.3971172230e+01 3.3971863375e+01 3.3971866597e+01 3.3971173166e+01 3.3971740057e+01 1.3546877877e+04 1.3546880859e+04 1.3530992188e+04 9.3775851236e+03 9.3775869141e+03 9.3664726562e+03 0 0
20 3.0544473746e+03 3.0527703811e+03 3.0527743120e+03 3.0544475769e+03 3.0528046122e+03 3.2871154283e+01 3.2872011598e+01 3.2872012494e+01 3.2871155336e+01 3.2871774255e+01 9.9288741325e+03 9.9288754883e+03 9.9169731445e+03 7.2454346613e+03 7.2454357910e+03 7.2366987305e+03 0 0
21 2.7505698431e+03 2.7490082757e+03 2.7490093670e+03 2.7505701227e+03 2.7491376830e+03 3.1828911025e+01 3.1829911825e+01 3.1829912801e+01 3.1828912288e+01 3.1829547398e+01 8.1484348038e+03 8.1484365234e+03 8.1385505371e+03 5.9983325944e+03 5.9983337402e+03 5.9910192871e+03 0 0
22 2.4843341334e+03 2.4828673948e+03 2.4828704155e+03 2.4843343173e+03 2.4830545705e+03 3.0891870011e+01 3.0892993150e+01 3.0892993083e+01 3.0891871560e+01 3.0892513292e+01 7.1148669986e+03 7.1148684082e+03 7.1061550293e+03 4.9901928356e+03 4.9901936035e+03 4.9840637207e+03 0 0
23 2.2872830119e+03 2.2859115250e+03 2.2859154621e+03 2.2872831045e+03 2.2860754581e+03 2.9972804566e+01 2.9974033549e+01 2.9974031410e+01 2.9972806387e+01 2.9973466926e+01 5.9098930999e+03 5.9098937988e+03 5.9026042480e+03 4.1566191506e+03 4.1566196289e+03 4.1514802246e+03 0 0
24 2.1004985599e+03 2.0991593556e+03 2.0991638812e+03 2.1004987503e+03 2.0993337038e+03 2.9054815772e+01 2.9056160685e+01 2.9056157231e+01 2.9054817849e+01 2.9055499896e+01 5.0255911652e+03 5.0255917969e+03 5.0193625488e+03 3.5355401994e+03 3.5355405884e+03 3.5311521606e+03 0 0
25 1.9756672960e+03 1.9743774968e+03 1.9743829416e+03 1.9756673556e+03 1.9745675476e+03 2.8127283329e+01 2.8128753166e+01 2.8128746771e+01 2.8127285598e+01 2.8127991480e+01 3.8503536712e+03 3.8503539429e+03 3.8455671387e+03 2.8832196179e+03 2.8832197876e+03 2.8796268921e+03 0 0
