matrix=data/matrices/nasa4704.mtx n=4704 seed=6
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 2.0516037071e+08 2.0515979641e+08 2.0515976501e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 6.7108864000e+07 2.0516214108e+08 2.0487790487e+08 2.0516037071e+08 2.0516037071e+08 1.6611269679e+00 1.6611271208e+00 1.6611262288e+00 1.6611375709e+00 5.6745068440e+10 1.6777216000e+07 1.6777216000e+07 5.5834574848e+10 1.5032385536e+10 5.6745066496e+10 5.6740347904e+10 5.6745068440e+10 5.6745068440e+10 0 0 0 0 0 0 0 0
1 1.1255655638e+08 1.1255598607e+08 1.1255594791e+08 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 6.7108864000e+07 1.1255719760e+08 1.1243747016e+08 1.1255655638e+08 1.1255655638e+08 1.7283378531e+00 1.7283379553e+00 1.7283379299e+00 1.7283604605e+00 8.2520194060e+09 1.6777216000e+07 1.6777216000e+07 8.0530636800e+09 2.8185722880e+09 8.2520145920e+09 8.2519244800e+09 8.2520194060e+09 8.2520194060e+09 0 0 0 0 0 0 0 0
2 5.5347054488e+07 5.5346784071e+07 5.5346767095e+07 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 1.6777216000e+07 5.5347159949e+07 5.5308656709e+07 5.5347054488e+07 5.5347054488e+07 1.6065344148e+00 1.6065335146e+00 1.6065344732e+00 1.6065380082e+00 2.2963781035e+09 -1.6777216000e+07 1.0485760000e+06 2.2817013760e+09 1.0737418240e+09 2.2963752960e+09 2.2964060160e+09 2.2963781035e+09 2.2963781035e+09 1 0 0 0 0 0 0 0
3 3.0124780714e+07 3.0124571598e+07 3.0124580509e+07 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 1.6777216000e+07 3.0124611697e+07 3.0104930143e+07 3.0124780714e+07 3.0124780714e+07 1.5051475171e+00 1.5051472331e+00 1.5051476085e+00 1.5051452529e+00 5.9910431594e+08 1.6777216000e+07 1.6777216000e+07 6.3753420800e+08 3.6909875200e+08 5.9910348800e+08 5.9913164800e+08 5.9910431594e+08 5.9910431594e+08 0 0 0 0 0 0 0 0
4 2.1603686996e+07 2.1603521737e+07 2.1603537269e+07 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 8.3886080000e+06 2.1603632014e+07 2.1587920496e+07 2.1603686996e+07 2.1603686996e+07 1.3952593971e+00 1.3952599944e+00 1.3952595858e+00 1.3952571965e+00 1.9021372481e+08 1.6777216000e+07 1.6777216000e+07 2.1390950400e+08 2.8521267200e+08 1.9021318400e+08 1.9022009600e+08 1.9021372481e+08 1.9021372481e+08 0 0 0 0 0 0 0 0
5 2.2149809262e+07 2.2149550900e+07 2.2149547870e+07 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 1.6777216000e+07 2.2149616798e+07 2.2132546398e+07 2.2149809262e+07 2.2149809262e+07 1.2690030164e+00 1.2690037393e+00 1.2690032872e+00 1.2690023388e+00 1.3308630718e+08 1.6777216000e+07 1.6777216000e+07 1.6357785600e+08 2.3488102400e+08 1.3308582400e+08 1.3309062400e+08 1.3308630718e+08 1.3308630718e+08 0 0 0 0 0 0 0 0
6 1.4695790203e+07 1.4695677982e+07 1.4695687686e+07 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 1.6777216000e+07 1.4695708236e+07 1.4688619221e+07 1.4695790203e+07 1.4695790203e+07 1.1621796018e+00 1.1621798401e+00 1.1621799228e+00 1.1621804763e+00 8.0746925547e+07 1.6777216000e+07 1.6777216000e+07 1.1114905600e+08 2.3488102400e+08 8.0746560000e+07 8.0744864000e+07 8.0746925547e+07 8.0746925547e+07 0 0 0 0 0 0 0 0
7 1.0709197872e+07 1.0709129668e+07 1.0709137893e+07 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 1.1863283203e+07 1.0709121835e+07 1.0705160666e+07 1.0709197872e+07 1.0709197872e+07 1.0749118248e+00 1.0749119721e+00 1.0749121917e+00 1.0749159084e+00 5.2614294143e+07 1.6777216000e+07 1.6777216000e+07 7.9691776000e+07 1.5099494400e+08 5.2614016000e+07 5.2613440000e+07 5.2614294143e+07 5.2614294143e+07 0 0 0 0 0 0 0 0
8 1.1158333221e+07 1.1158301293e+07 1.1158299790e+07 4.0960000000e+03 nan 1.6777216000e+07 8.3886080000e+06 1.1158213710e+07 1.1153834439e+07 1.1158333221e+07 1.1158333221e+07 9.9619382665e-01 9.9619360763e-01 9.9619407877e-01 9.9619793800e-01 2.4009366261e+07 -1.6777216000e+07 0.0000000000e+00 4.5088768000e+07 8.1788928000e+07 2.4009208000e+07 2.4008448000e+07 2.4009366261e+07 2.4009366261e+07 1 1 0 0 0 0 0 0
9 7.7975110916e+06 7.7974509113e+06 7.7974511802e+06 4.0960000000e+03 nan 1.6777216000e+07 1.1863283203e+07 7.7974759239e+06 7.7951346083e+06 7.7975110916e+06 7.7975110916e+06 9.4145574189e-01 9.4145549333e-01 9.4145603350e-01 9.4146101144e-01 2.1795324222e+07 1.6777216000e+07 nan 5.1380224000e+07 6.7108864000e+07 2.1795176000e+07 2.1794112000e+07 2.1795324222e+07 2.1795324222e+07 0 0 0 0 0 0 0 0
10 6.9287086262e+06 6.9286712468e+06 6.9286670093e+06 4.0960000000e+03 nan 1.6777216000e+07 1.6777216000e+07 6.9286306879e+06 6.9255693201e+06 6.9287086262e+06 6.9287086262e+06 8.9611710510e-01 8.9611689963e-01 8.9611745904e-01 8.9612267077e-01 1.3968902303e+07 1.6777216000e+07 nan 4.1943040000e+07 6.1865984000e+07 1.3968812000e+07 1.3968046000e+07 1.3968902303e+07 1.3968902303e+07 0 0 0 0 0 0 0 0
11 5.5654898567e+06 5.5654549785e+06 5.5654455580e+06 4.0960000000e+03 nan 1.1863283203e+07 8.3886080000e+06 5.5654979353e+06 5.5631581884e+06 5.5654898567e+06 5.5654898567e+06 8.4956696676e-01 8.4956679967e-01 8.4956741844e-01 8.4957208981e-01 9.3702984559e+06 -1.6777216000e+07 nan 3.5651584000e+07 6.7108864000e+07 9.3702240000e+06 9.3695640000e+06 9.3702984559e+06 9.3702984559e+06 1 0 0 0 0 0 0 0
12 4.0183788301e+06 4.0183355728e+06 4.0183312671e+06 4.0960000000e+03 nan 1.1863283203e+07 8.3886080000e+06 4.0183242215e+06 4.0176477859e+06 4.0183788301e+06 4.0183788301e+06 8.0713374831e-01 8.0713365339e-01 8.0713422428e-01 8.0713788422e-01 7.1208855248e+06 1.6777216000e+07 nan 3.5651584000e+07 6.5011712000e+07 7.1208140000e+06 7.1203580000e+06 7.1208855248e+06 7.1208855248e+06 0 0 0 0 0 0 0 0
