matrix=data/matrices/bodyy4.mtx n=17546 seed=2
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 2.2354627583e+03 2.2354531979e+03 2.2354531979e+03 4.0960000000e+03 1.0240000000e+03 2.2170250337e+03 1.5676734354e+03 2.2354623683e+03 2.2354686310e+03 2.2354627583e+03 2.2354627583e+03 5.2606527132e-01 5.2606555116e-01 5.2606529673e-01 5.2606444755e-01 1.3525573903e+06 1.0485760000e+06 1.6384000000e+04 1.3598720000e+06 5.4886400000e+05 1.3525575000e+06 1.3525532500e+06 1.3525573903e+06 1.3525573903e+06 0 0 0 0 0 0 0 0
1 9.6506272229e+02 9.6506049033e+02 9.6506055509e+02 4.0960000000e+03 1.0240000000e+03 9.5572380948e+02 7.1267383844e+02 9.6506249798e+02 9.6506988089e+02 9.6506272229e+02 9.6506272229e+02 3.4545749362e-01 3.4545755898e-01 3.4545750113e-01 3.4545720476e-01 4.5951366013e+04 2.6214400000e+05 8.1920000000e+03 4.5696000000e+04 2.2080000000e+04 4.5951355469e+04 4.5951669922e+04 4.5951366013e+04 4.5951366013e+04 0 0 0 0 0 0 0 0
2 5.2160080581e+02 5.2159718653e+02 5.2159715658e+02 4.0960000000e+03 4.0960000000e+03 5.1598449589e+02 4.0729350596e+02 5.2160066143e+02 5.2160530456e+02 5.2160080581e+02 5.2160080581e+02 2.6040050222e-01 2.6040069049e-01 2.6040050652e-01 2.6040037828e-01 6.9968456927e+03 6.5536000000e+04 1.6384000000e+04 6.9120000000e+03 4.5600000000e+03 6.9968444824e+03 6.9968901367e+03 6.9968456927e+03 6.9968456927e+03 0 0 0 0 0 0 0 0
3 3.2163390822e+02 3.2163152199e+02 3.2163149770e+02 4.0960000000e+03 4.0960000000e+03 3.1759093186e+02 2.8800000000e+02 3.2163380526e+02 3.2163686579e+02 3.2163390822e+02 3.2163390822e+02 2.1296090993e-01 2.1296104021e-01 2.1296091311e-01 2.1296083491e-01 1.9299502323e+03 1.6384000000e+04 6.5536000000e+04 1.9080000000e+03 2.0720000000e+03 1.9299497681e+03 1.9299642944e+03 1.9299502323e+03 1.9299502323e+03 0 0 0 0 0 0 0 0
4 2.1171902610e+02 2.1171698569e+02 2.1171689344e+02 4.0960000000e+03 4.0960000000e+03 2.0922714929e+02 1.9530488985e+02 2.1171895526e+02 2.1172099399e+02 2.1171902610e+02 2.1171902610e+02 1.8120267832e-01 1.8120278482e-01 1.8120268058e-01 1.8120264604e-01 7.2068102975e+02 3.2768000000e+04 1.0485760000e+06 7.1300000000e+02 9.7800000000e+02 7.2068084717e+02 7.2068659973e+02 7.2068102975e+02 7.2068102975e+02 0 0 0 0 0 0 0 0
5 1.5369210451e+02 1.5369084228e+02 1.5369070249e+02 4.0960000000e+03 4.0960000000e+03 1.5157836257e+02 1.4707821049e+02 1.5369204637e+02 1.5369369205e+02 1.5369210451e+02 1.5369210451e+02 1.5816334539e-01 1.5816342062e-01 1.5816334766e-01 1.5816333868e-01 3.1904677158e+02 6.5536000000e+04 1.0485760000e+06 3.1600000000e+02 5.2200000000e+02 3.1904669189e+02 3.1904873657e+02 3.1904677158e+02 3.1904677158e+02 0 0 0 0 0 0 0 0
6 1.1194019919e+02 1.1193905725e+02 1.1193902236e+02 4.0960000000e+03 4.0960000000e+03 1.1041738993e+02 1.1825396399e+02 1.1194015430e+02 1.1194141054e+02 1.1194019919e+02 1.1194019919e+02 1.4069332748e-01 1.4069341934e-01 1.4069332935e-01 1.4069332804e-01 1.6110408750e+02 6.5536000000e+04 1.6777216000e+07 1.5937500000e+02 3.3200000000e+02 1.6110404205e+02 1.6110486794e+02 1.6110408750e+02 1.6110408750e+02 0 0 0 0 0 0 0 0
7 8.6961586328e+01 8.6960504797e+01 8.6960482337e+01 4.0960000000e+03 4.0960000000e+03 8.5697141143e+01 9.6829747495e+01 8.6961547773e+01 8.6962704436e+01 8.6961586328e+01 8.6961586328e+01 1.2722199968e-01 1.2722209015e-01 1.2722200127e-01 1.2722199318e-01 9.2305467784e+01 6.5536000000e+04 1.6777216000e+07 9.1312500000e+01 2.4925000000e+02 9.2305441856e+01 9.2305928230e+01 9.2305467784e+01 9.2305467784e+01 0 0 0 0 0 0 0 0
8 6.7318024997e+01 6.7316961029e+01 6.7316957402e+01 4.0960000000e+03 4.0960000000e+03 6.6332495807e+01 7.8790862414e+01 6.7317994640e+01 6.7318915810e+01 6.7318024997e+01 6.7318024997e+01 1.1614019940e-01 1.1614028707e-01 1.1614020070e-01 1.1614019496e-01 5.5984076627e+01 6.5536000000e+04 1.6777216000e+07 5.5468750000e+01 1.7700000000e+02 5.5984061718e+01 5.5984412193e+01 5.5984076627e+01 5.5984076627e+01 0 0 0 0 0 0 0 0
9 5.5402391820e+01 5.5401583454e+01 5.5401543793e+01 4.0960000000e+03 4.0960000000e+03 5.4369108876e+01 6.5482822175e+01 5.5402360137e+01 5.5403283330e+01 5.5402391820e+01 5.5402391820e+01 1.0681095440e-01 1.0681102840e-01 1.0681095550e-01 1.0681095013e-01 3.5115649633e+01 1.0485760000e+06 1.6777216000e+07 3.4781250000e+01 1.1975000000e+02 3.5115640163e+01 3.5115860462e+01 3.5115649633e+01 3.5115649633e+01 0 0 0 0 0 0 0 0
10 4.5593926067e+01 4.5593203818e+01 4.5593139561e+01 4.0960000000e+03 4.0960000000e+03 4.4721359550e+01 5.8651513194e+01 4.5593899262e+01 4.5594701787e+01 4.5593926067e+01 4.5593926067e+01 9.8759103042e-02 9.8759160116e-02 9.8759103738e-02 9.8759100233e-02 2.4114984931e+01 1.6384000000e+04 1.6777216000e+07 2.3843750000e+01 8.4812500000e+01 2.4114978313e+01 2.4115122795e+01 2.4114984931e+01 2.4114984931e+01 0 0 0 0 0 0 0 0
