matrix=data/matrices/s3dkq4m2.mtx n=90449 seed=12
iter res_d res_f res_ffma res_p32q res_p32n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p32q pAp_p32n rz_d rz_p32q rz_p32n guard_p32q guard_p32n
0 1.5157661720e+05 1.5157365386e+05 1.5157365386e+05 1.5157664664e+05 1.5152788997e+05 3.0419476774e+01 3.0418068799e+01 3.0418068799e+01 3.0419469698e+01 3.0414829522e+01 2.2578653174e+08 2.2578656000e+08 2.2572409600e+08 1.0682689175e+08 1.0682688000e+08 1.0678102400e+08 0 0
1 7.1630510419e+04 7.1627001836e+04 7.1627001836e+04 7.1630497192e+04 7.1607048592e+04 3.5136866471e+01 3.5136073860e+01 3.5136073860e+01 3.5136860889e+01 3.5136036326e+01 3.2415787770e+07 3.2415776000e+07 3.2401728000e+07 1.6402338586e+07 1.6402330000e+07 1.6395688000e+07 0 0
2 3.7249374578e+04 3.7247029197e+04 3.7247027479e+04 3.7249360800e+04 3.7241483966e+04 4.7701082436e+01 4.7699890716e+01 4.7699888559e+01 4.7701076285e+01 4.7699340567e+01 6.6901557058e+06 6.6901500000e+06 6.6882960000e+06 4.0268302918e+06 4.0268270000e+06 4.0254275000e+06 0 0
3 2.3250592749e+04 2.3248403300e+04 2.3248404676e+04 2.3250582100e+04 2.3245659896e+04 5.1173389804e+01 5.1172770479e+01 5.1172768329e+01 5.1173388776e+01 5.1173327826e+01 1.8313028004e+06 1.8313015000e+06 1.8305482500e+06 1.0759359857e+06 1.0759352500e+06 1.0754677500e+06 0 0
4 1.7177975776e+04 1.7176193758e+04 1.7176190963e+04 1.7177972872e+04 1.7174574696e+04 4.9078349298e+01 4.9078444416e+01 4.9078445489e+01 4.9078351894e+01 4.9079164340e+01 5.4947362950e+05 5.4947325000e+05 5.4922837500e+05 4.2795455560e+05 4.2795428125e+05 4.2775443750e+05 0 0
5 1.2940568825e+04 1.2938840133e+04 1.2938832714e+04 1.2940565675e+04 1.2937639970e+04 4.6437544036e+01 4.6437758886e+01 4.6437760343e+01 4.6437546383e+01 4.6437806814e+01 3.4873254366e+05 3.4873234375e+05 3.4856384375e+05 2.5357514071e+05 2.5357500000e+05 2.5344712500e+05 0 0
6 1.0336459216e+04 1.0334694577e+04 1.0334693416e+04 1.0336456646e+04 1.0333976582e+04 4.4853140748e+01 4.4853184560e+01 4.4853184511e+01 4.4853141569e+01 4.4853040749e+01 1.9278402122e+05 1.9278392188e+05 1.9268268750e+05 1.4726210769e+05 1.4726203125e+05 1.4718032812e+05 0 0
7 8.9708483304e+03 8.9690681790e+03 8.9690655032e+03 8.9708470057e+03 8.9682711823e+03 4.3844077477e+01 4.3844013998e+01 4.3844012687e+01 4.3844077412e+01 4.3844179815e+01 1.1969833732e+05 1.1969827344e+05 1.1962839844e+05 9.4861924316e+04 9.4861875000e+04 9.4804328125e+04 0 0
8 7.4376067517e+03 7.4359357179e+03 7.4359324903e+03 7.4376060665e+03 7.4353673749e+03 4.2802572376e+01 4.2802452960e+01 4.2802451222e+01 4.2802572159e+01 4.2802768987e+01 8.5386400509e+04 8.5386359375e+04 8.5333031250e+04 7.0733788750e+04 7.0733757812e+04 7.0688203125e+04 0 0
9 6.3588927373e+03 6.3572635623e+03 6.3572638769e+03 6.3588917273e+03 6.3567601811e+03 4.1364925659e+01 4.1364843332e+01 4.1364841800e+01 4.1364925560e+01 4.1365001404e+01 6.0754522437e+04 6.0754496094e+04 6.0714148438e+04 4.8727406952e+04 4.8727386719e+04 4.8694406250e+04 0 0
10 5.5078157569e+03 5.5063299937e+03 5.5063303570e+03 5.5078155379e+03 5.5060214311e+03 3.9425586302e+01 3.9425654708e+01 3.9425653937e+01 3.9425586225e+01 3.9425689958e+01 4.1480757907e+04 4.1480742188e+04 4.1452199219e+04 3.5242749322e+04 3.5242736328e+04 3.5218119141e+04 0 0
11 4.6113162526e+03 4.6099518436e+03 4.6099514097e+03 4.6113156474e+03 4.6096923975e+03 3.7705661310e+01 3.7705880648e+01 3.7705880649e+01 3.7705661220e+01 3.7705887585e+01 3.1738901886e+04 3.1738890625e+04 3.1716268555e+04 2.5954849493e+04 2.5954839844e+04 2.5936011719e+04 0 0
12 3.9262709791e+03 3.9249987261e+03 3.9249987261e+03 3.9262704950e+03 3.9249425474e+03 3.6325474865e+01 3.6325792476e+01 3.6325792936e+01 3.6325474711e+01 3.6325763664e+01 2.1928755848e+04 2.1928747070e+04 2.1912785156e+04 1.8525810180e+04 1.8525802734e+04 1.8512035156e+04 0 0
13 3.3807699060e+03 3.3795541126e+03 3.3795539647e+03 3.3807694390e+03 3.3795686115e+03 3.5116587123e+01 3.5116993054e+01 3.5116993621e+01 3.5116586945e+01 3.5116926940e+01 1.6321732475e+04 1.6321726074e+04 1.6309251953e+04 1.3549830397e+04 1.3549824707e+04 1.3539319336e+04 0 0
14 2.9163007016e+03 2.9151960483e+03 2.9151986210e+03 2.9163003960e+03 2.9153167924e+03 3.3713347298e+01 3.3713938453e+01 3.3713938358e+01 3.3713347189e+01 3.3713802995e+01 1.1892902747e+04 1.1892897461e+04 1.1883515137e+04 9.9833192871e+03 9.9833149414e+03 9.9753369141e+03 0 0
15 2.5323953018e+03 2.5313846014e+03 2.5313859840e+03 2.5323951114e+03 2.5315129863e+03 3.2162632540e+01 3.2163447514e+01 3.2163446829e+01 3.2162632485e+01 3.2163184034e+01 9.0647120524e+03 9.0647080078e+03 9.0573476562e+03 7.5446179915e+03 7.5446147461e+03 7.5384658203e+03 0 0
16 2.1745795319e+03 2.1736670628e+03 2.1736691331e+03 2.1745792697e+03 2.1737713771e+03 3.0719738238e+01 3.0720714010e+01 3.0720711348e+01 3.0719738110e+01 3.0720337646e+01 6.7738640718e+03 6.7738613281e+03 6.7683649902e+03 5.6775874772e+03 5.6775852051e+03 5.6729113770e+03 0 0
17 1.9500070109e+03 1.9491374374e+03 1.9491416059e+03 1.9500067949e+03 1.9492883317e+03 2.9466338953e+01 2.9467416155e+01 2.9467411204e+01 2.9466338765e+01 2.9466971606e+01 4.9427248012e+03 4.9427229004e+03 4.9385759277e+03 4.2418218112e+03 4.2418200684e+03 4.2382507324e+03 0 0
18 1.7248146146e+03 1.7239914443e+03 1.7239968097e+03 1.7248143378e+03 1.7241711052e+03 2.8278543854e+01 2.8279745939e+01 2.8279737440e+01 2.8278543641e+01 2.8279225355e+01 3.9276347003e+03 3.9276329956e+03 3.9243177490e+03 3.3661321652e+03 3.3661306763e+03 3.3632717285e+03 0 0
19 1.5756956964e+03 1.5748874563e+03 1.5748918217e+03 1.5756954020e+03 1.5750892038e+03 2.7056641032e+01 2.7057989031e+01 2.7057977793e+01 2.7056640795e+01 2.7057359299e+01 2.9364397147e+03 2.9364384155e+03 2.9339332886e+03 2.6142768768e+03 2.6142756958e+03 2.6120264282e+03 0 0
20 1.4355240671e+03 1.4347552056e+03 1.4347592568e+03 1.4355238591e+03 1.4349543547e+03 2.5781173698e+01 2.5782663244e+01 2.5782650853e+01 2.5781173382e+01 2.5781905229e+01 2.4906580480e+03 2.4906568604e+03 2.4884921265e+03 2.2171222453e+03 2.2171212158e+03 2.2151867676e+03 0 0
21 1.3315914512e+03 1.3308672924e+03 1.3308692178e+03 1.3315912473e+03 1.3310735329e+03 2.4563070184e+01 2.4564662118e+01 2.4564651578e+01 2.4563069836e+01 2.4563804688e+01 2.0133168389e+03 2.0133159790e+03 2.0115547791e+03 1.8091241268e+03 1.8091233215e+03 1.8075325012e+03 0 0
22 1.2434192307e+03 1.2427287013e+03 1.2427301598e+03 1.2434189760e+03 1.2429402641e+03 2.3423575685e+01 2.3425206713e+01 2.3425198099e+01 2.3423575380e+01 2.3424293517e+01 1.6918958366e+03 1.6918950500e+03 1.6904006348e+03 1.5558288150e+03 1.5558280640e+03 1.5544488220e+03 0 0
23 1.1486147264e+03 1.1479461551e+03 1.1479493674e+03 1.1486146003e+03 1.1481699569e+03 2.2423290895e+01 2.2424930861e+01 2.2424921944e+01 2.2423290613e+01 2.2423977256e+01 1.5238620319e+03 1.5238612976e+03 1.5225076904e+03 1.3619367328e+03 1.3619360657e+03 1.3607199097e+03 0 0
24 1.0726342440e+03 1.0719624527e+03 1.0719642601e+03 1.0726340243e+03 1.0722166292e+03 2.1503548383e+01 2.1505212262e+01 2.1505203848e+01 2.1503548061e+01 2.1504200167e+01 1.3502076249e+03 1.3502069702e+03 1.3489920654e+03 1.1857623316e+03 1.1857617493e+03 1.1846927795e+03 0 0
25 1.0047222102e+03 1.0040798026e+03 1.0040822924e+03 1.0047220387e+03 1.0043393973e+03 2.0614229431e+01 2.0615907375e+01 2.0615898476e+01 2.0614229010e+01 2.0614842123e+01 1.1438664754e+03 1.1438659058e+03 1.1428327332e+03 1.0225682752e+03 1.0225677643e+03 1.0216418304e+03 0 0
26 9.3854723750e+02 9.3791387531e+02 9.3791757367e+02 9.3854708193e+02 9.3816423136e+02 1.9795966197e+01 1.9797633384e+01 1.9797623442e+01 1.9795965642e+01 1.9796531442e+01 9.7904047079e+02 9.7903997803e+02 9.7815350342e+02 8.8381692378e+02 8.8381648254e+02 8.8301158142e+02 0 0
27 8.8231817481e+02 8.8170420919e+02 8.8170552057e+02 8.8231804073e+02 8.8196127324e+02 1.9079067957e+01 1.9080684362e+01 1.9080676002e+01 1.9079067310e+01 1.9079583617e+01 8.6611123532e+02 8.6611079407e+02 8.6531660461e+02 7.7955353727e+02 7.7955314636e+02 7.7883485413e+02 0 0
28 8.1474615731e+02 8.1416076422e+02 8.1416333589e+02 8.1474601104e+02 8.1441543453e+02 1.8469511454e+01 1.8471058780e+01 1.8471050987e+01 1.8469510757e+01 1.8469981206e+01 7.4844230705e+02 7.4844192505e+02 7.4774781799e+02 6.7303482532e+02 6.7303448486e+02 6.7240914917e+02 0 0
29 7.6299120824e+02 7.6242716865e+02 7.6242909506e+02 7.6299107138e+02 7.6268575606e+02 1.7918912425e+01 1.7920391451e+01 1.7920384462e+01 1.7918911624e+01 1.7919339236e+01 6.2963543550e+02 6.2963511658e+02 6.2904875183e+02 5.7827091244e+02 5.7827061462e+02 5.7773074341e+02 0 0
30 6.9151390562e+02 6.9098512104e+02 6.9098706573e+02 6.9151378330e+02 6.9123216523e+02 1.7419235158e+01 1.7420656820e+01 1.7420650169e+01 1.7419234199e+01 1.7419622080e+01 5.7566513327e+02 5.7566482544e+02 5.7512699890e+02 5.1002786583e+02 5.1002759552e+02 5.0954992676e+02 0 0
