matrix=data/matrices/sts4098.mtx n=4098 seed=23
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 7.9834582443e+07 7.9834950124e+07 7.9834933312e+07 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 6.7108864000e+07 7.9834792092e+07 7.9791741933e+07 7.9834582443e+07 7.9834582442e+07 1.4063485796e+00 1.4063461000e+00 1.4063461803e+00 1.4063476649e+00 1.4064392293e+00 1.0165314135e+10 1.6777216000e+07 1.6777216000e+07 9.6636764160e+09 6.9793218560e+09 1.0165321728e+10 1.0163748864e+10 1.0165314135e+10 1.0165314135e+10 3.3432993677e+09 3.3432985600e+09 3.3431121920e+09 0 0 0 0 0 0 0 0
1 2.9208741238e+07 2.9208795130e+07 2.9208791684e+07 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 1.6777216000e+07 2.9208771006e+07 2.9199358689e+07 2.9208741238e+07 2.9208741238e+07 1.4635846391e+00 1.4635837715e+00 1.4635837834e+00 1.4635843951e+00 1.4635936751e+00 7.7950865342e+08 1.6777216000e+07 1.6777216000e+07 9.3952409600e+08 6.7108864000e+08 7.7950566400e+08 7.7961881600e+08 7.7950865342e+08 7.7950865342e+08 2.7587299178e+08 2.7587200000e+08 2.7590323200e+08 0 0 0 0 0 0 0 0
2 2.0070081930e+07 2.0069696144e+07 2.0069699488e+07 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 1.6777216000e+07 2.0070072317e+07 2.0073282040e+07 2.0070081930e+07 2.0070081930e+07 1.3566517883e+00 1.3566524397e+00 1.3566523822e+00 1.3566520625e+00 1.3566230685e+00 1.1903795335e+08 1.6777216000e+07 1.0000000000e+00 1.4680064000e+08 1.1953766400e+08 1.1903763200e+08 1.1905164800e+08 1.1903795335e+08 1.1903795335e+08 6.7421120158e+07 6.7420864000e+07 6.7427584000e+07 0 1 0 0 0 0 0 0
3 1.7475692371e+07 1.7475624202e+07 1.7475629002e+07 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 1.6777216000e+07 1.7475638602e+07 1.7468755719e+07 1.7475692371e+07 1.7475692371e+07 1.0173068493e+00 1.0173075860e+00 1.0173075474e+00 1.0173063754e+00 1.0172800463e+00 4.7347482689e+07 1.0000000000e+00 1.6777216000e+07 6.2914560000e+07 3.8797312000e+07 4.7347248000e+07 4.7351088000e+07 4.7347482689e+07 4.7347482689e+07 2.9141695931e+07 2.9141472000e+07 2.9143520000e+07 1 0 0 0 0 0 0 0
4 1.2540639544e+07 1.2540675781e+07 1.2540677119e+07 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 1.6777216000e+07 1.2540429619e+07 1.2535119905e+07 1.2540639544e+07 1.2540639544e+07 9.8207414077e-01 9.8207196601e-01 9.8207190880e-01 9.8206927639e-01 9.8205228485e-01 2.4850092338e+07 1.6777216000e+07 1.6777216000e+07 3.6700160000e+07 2.3592960000e+07 2.4849792000e+07 2.4851344000e+07 2.4850092338e+07 2.4850092338e+07 1.6384989584e+07 1.6384746000e+07 1.6385890000e+07 0 0 0 0 0 0 0 0
5 8.0050775320e+06 8.0049642372e+06 8.0049660710e+06 4.0960000000e+03 4.0960000000e+03 1.1863283203e+07 8.3886080000e+06 8.0047871358e+06 8.0052901354e+06 8.0050775320e+06 8.0050775320e+06 9.2038137356e-01 9.2038104109e-01 9.2038098196e-01 9.2037819524e-01 9.2034975537e-01 1.7709675025e+07 1.6777216000e+07 1.0000000000e+00 3.3554432000e+07 2.6738688000e+07 1.7709352000e+07 1.7710584000e+07 1.7709675025e+07 1.7709675025e+07 1.0486411360e+07 1.0486198000e+07 1.0486980000e+07 0 1 0 0 0 0 0 0
6 8.0729872916e+06 8.0728572543e+06 8.0728585532e+06 4.0960000000e+03 4.0960000000e+03 1.1863283203e+07 1.1863283203e+07 8.0727078805e+06 8.0727411327e+06 8.0729872916e+06 8.0729872916e+06 8.8170345946e-01 8.8170045525e-01 8.8170049176e-01 8.8170222256e-01 8.8170063784e-01 1.2664699160e+07 1.0000000000e+00 1.6777216000e+07 2.5165824000e+07 2.0447232000e+07 1.2664422000e+07 1.2665684000e+07 1.2664699160e+07 1.2664699160e+07 7.6856984580e+06 7.6854990000e+06 7.6862380000e+06 1 0 0 0 0 0 0 0
7 4.9006062172e+06 4.9005839218e+06 4.9005817821e+06 4.0960000000e+03 4.0960000000e+03 8.3886080000e+06 4.1943040000e+06 4.9005417696e+06 4.8994461133e+06 4.9006062172e+06 4.9006062172e+06 9.5666023540e-01 9.5665647764e-01 9.5665639512e-01 9.5665666876e-01 9.5661550082e-01 6.9890109912e+06 1.6777216000e+07 1.6777216000e+07 1.6515072000e+07 1.6515072000e+07 6.9887890000e+06 6.9894220000e+06 6.9890109912e+06 6.9890109912e+06 4.8675305439e+06 4.8673630000e+06 4.8677710000e+06 0 0 0 0 0 0 0 0
8 5.2876935647e+06 5.2876605598e+06 5.2876575852e+06 4.0960000000e+03 4.0960000000e+03 8.3886080000e+06 8.3886080000e+06 5.2877440461e+06 5.2857384249e+06 5.2876935647e+06 5.2876935647e+06 7.8095200299e-01 7.8095029839e-01 7.8095029566e-01 7.8095061829e-01 7.8092914108e-01 5.6484150390e+06 1.6777216000e+07 1.0000000000e+00 1.4942208000e+07 1.1534336000e+07 5.6481970000e+06 5.6486330000e+06 5.6484150390e+06 5.6484150390e+06 3.8578969629e+06 3.8577440000e+06 3.8580300000e+06 0 1 0 0 0 0 0 0
9 3.7555500449e+06 3.7554430422e+06 3.7554391331e+06 4.0960000000e+03 4.0960000000e+03 5.9316416015e+06 4.1943040000e+06 3.7555741313e+06 3.7560833672e+06 3.7555500449e+06 3.7555500449e+06 7.6313663320e-01 7.6312961705e-01 7.6312965116e-01 7.6312930290e-01 7.6309966021e-01 3.9224897742e+06 1.0000000000e+00 1.6777216000e+07 9.6993280000e+06 5.7671680000e+06 3.9223300000e+06 3.9226110000e+06 3.9224897742e+06 3.9224897742e+06 2.8624557410e+06 2.8623375000e+06 2.8625350000e+06 1 0 0 0 0 0 0 0
10 2.6444978739e+06 2.6444322691e+06 2.6444325665e+06 4.0960000000e+03 4.0960000000e+03 4.1943040000e+06 4.1943040000e+06 2.6443415631e+06 2.6445889898e+06 2.6444978739e+06 2.6444978739e+06 6.8101068162e-01 6.8100564691e-01 6.8100562948e-01 6.8100484493e-01 6.8098109027e-01 3.1128957680e+06 1.6777216000e+07 1.0000000000e+00 7.5366400000e+06 6.0293120000e+06 3.1127660000e+06 3.1129785000e+06 3.1128957680e+06 3.1128957680e+06 2.1533847847e+06 2.1532955000e+06 2.1534305000e+06 0 1 0 0 0 0 0 0
11 3.1652131867e+06 3.1651510370e+06 3.1651508714e+06 4.0960000000e+03 4.0960000000e+03 5.9316416015e+06 4.1943040000e+06 3.1650393911e+06 3.1645940932e+06 3.1652131867e+06 3.1652131867e+06 6.4701231835e-01 6.4700659584e-01 6.4700668815e-01 6.4700834064e-01 6.4699069228e-01 2.0163247723e+06 1.6777216000e+07 1.0000000000e+00 4.9807360000e+06 3.1129600000e+06 2.0162435000e+06 2.0163537500e+06 2.0163247723e+06 2.0163247723e+06 1.4084651381e+06 1.4084067500e+06 1.4084817500e+06 0 1 0 0 0 0 0 0
12 2.2557967796e+06 2.2557396384e+06 2.2557401033e+06 4.0960000000e+03 4.0960000000e+03 4.1943040000e+06 4.1943040000e+06 2.2557025665e+06 2.2554571094e+06 2.2557967796e+06 2.2557967796e+06 6.2874745535e-01 6.2874088329e-01 6.2874097299e-01 6.2874437714e-01 6.2871657841e-01 1.6368333796e+06 1.0000000000e+00 1.0000000000e+00 4.1943040000e+06 2.0971520000e+06 1.6367632500e+06 1.6368525000e+06 1.6368333796e+06 1.6368333796e+06 1.0877111863e+06 1.0876635000e+06 1.0877172500e+06 1 1 0 0 0 0 0 0
13 1.4261002436e+06 1.4260621028e+06 1.4260585182e+06 4.0960000000e+03 4.0960000000e+03 3.6323738152e+06 2.9658208008e+06 1.4261169731e+06 1.4260375621e+06 1.4261002436e+06 1.4261002436e+06 5.7117626590e-01 5.7117015823e-01 5.7117031165e-01 5.7117352915e-01 5.7116239512e-01 1.1433454217e+06 1.6777216000e+07 1.0000000000e+00 3.4734080000e+06 1.6384000000e+06 1.1432947500e+06 1.1433462500e+06 1.1433454217e+06 1.1433454217e+06 8.0376059594e+05 8.0372406250e+05 8.0375812500e+05 0 1 0 0 0 0 0 0
14 1.4815871552e+06 1.4815405438e+06 1.4815364299e+06 4.0960000000e+03 4.0960000000e+03 2.9658208008e+06 2.9658208008e+06 1.4815832742e+06 1.4817757670e+06 1.4815871552e+06 1.4815871552e+06 5.4952006547e-01 5.4951403549e-01 5.4951421548e-01 5.4951618428e-01 5.4950290091e-01 6.7195771460e+05 1.6777216000e+07 1.0000000000e+00 2.4903680000e+06 1.6547840000e+06 6.7192587500e+05 6.7195325000e+05 6.7195771460e+05 6.7195771460e+05 5.1572104432e+05 5.1569556250e+05 5.1571515625e+05 0 1 0 0 0 0 0 0
15 1.6523142958e+06 1.6522520828e+06 1.6522500202e+06 4.0960000000e+03 4.0960000000e+03 3.6323738152e+06 2.9658208008e+06 1.6522575565e+06 1.6523134032e+06 1.6523142958e+06 1.6523142958e+06 5.3459657458e-01 5.3459018317e-01 5.3459047266e-01 5.3459218166e-01 5.3458348166e-01 4.8580564207e+05 1.0000000000e+00 1.0000000000e+00 2.3920640000e+06 1.1796480000e+06 4.8578078125e+05 4.8579800000e+05 4.8580564207e+05 4.8580564207e+05 3.6626356399e+05 3.6624346875e+05 3.6625553125e+05 1 1 0 0 0 0 0 0
16 1.2305406131e+06 1.2304958431e+06 1.2304932867e+06 4.0960000000e+03 4.0960000000e+03 3.6323738152e+06 2.0971520000e+06 1.2304679879e+06 1.2302088990e+06 1.2305406131e+06 1.2305406131e+06 5.5590406371e-01 5.5589566631e-01 5.5589587801e-01 5.5589760516e-01 5.5587989531e-01 4.4914504806e+05 1.0000000000e+00 1.0000000000e+00 1.6711680000e+06 9.7484800000e+05 4.4911812500e+05 4.4913300000e+05 4.4914504806e+05 4.4914504806e+05 3.3729436529e+05 3.3727362500e+05 3.3728346875e+05 1 1 0 0 0 0 0 0
17 1.1890545115e+06 1.1890307962e+06 1.1890290876e+06 4.0960000000e+03 4.0960000000e+03 2.9658208008e+06 2.0971520000e+06 1.1890117255e+06 1.1888035816e+06 1.1890545115e+06 1.1890545115e+06 5.3802085057e-01 5.3801243143e-01 5.3801272703e-01 5.3801414077e-01 5.3800158055e-01 4.1803709097e+05 1.6777216000e+07 1.0000000000e+00 1.7367040000e+06 8.7244800000e+05 4.1801012500e+05 4.1802146875e+05 4.1803709097e+05 4.1803709097e+05 3.1274685637e+05 3.1272706250e+05 3.1273415625e+05 0 1 0 0 0 0 0 0
18 1.2388763184e+06 1.2388301045e+06 1.2388259782e+06 4.0960000000e+03 4.0960000000e+03 2.5684761565e+06 1.8161869076e+06 1.2388893528e+06 1.2389604470e+06 1.2388763184e+06 1.2388763184e+06 5.1171817076e-01 5.1171062333e-01 5.1171103552e-01 5.1171139416e-01 5.1170209219e-01 3.5400423492e+05 1.0000000000e+00 1.0000000000e+00 1.9333120000e+06 1.0199040000e+06 3.5398200000e+05 3.5399096875e+05 3.5400423492e+05 3.5400423492e+05 2.4845118634e+05 2.4843607812e+05 2.4844126562e+05 1 1 0 0 0 0 0 0
19 8.6670238290e+05 8.6669846338e+05 8.6669585464e+05 4.0960000000e+03 4.0960000000e+03 2.5684761565e+06 1.8161869076e+06 8.6676383068e+05 8.6689084615e+05 8.6670238290e+05 8.6670238290e+05 4.9564144756e-01 4.9563408158e-01 4.9563452977e-01 4.9563419531e-01 4.9562635010e-01 2.2523118929e+05 1.0000000000e+00 1.0000000000e+00 1.4417920000e+06 7.8643200000e+05 2.2521828125e+05 2.2522690625e+05 2.2523118929e+05 2.2523118929e+05 1.7570490604e+05 1.7569485938e+05 1.7569912500e+05 1 1 0 0 0 0 0 0
20 9.8920365401e+05 9.8913662827e+05 9.8913252040e+05 4.0960000000e+03 4.0960000000e+03 2.5684761565e+06 2.0971520000e+06 9.8918612008e+05 9.8896878818e+05 9.8920365401e+05 9.8920365401e+05 4.8441267481e-01 4.8440544302e-01 4.8440601792e-01 4.8440447192e-01 4.8439614327e-01 1.7308347950e+05 1.6777216000e+07 1.0000000000e+00 1.3926400000e+06 7.2089600000e+05 1.7307365625e+05 1.7309126562e+05 1.7308347950e+05 1.7308347950e+05 1.3851071428e+05 1.3850296875e+05 1.3850817188e+05 0 1 0 0 0 0 0 0
21 8.1996998456e+05 8.1998614279e+05 8.1998662233e+05 4.0960000000e+03 4.0960000000e+03 2.5684761565e+06 2.0971520000e+06 8.1992927539e+05 8.2006865945e+05 8.1996998456e+05 8.1996998456e+05 4.6804139978e-01 4.6803453583e-01 4.6803513527e-01 4.6803164360e-01 4.6802529025e-01 1.6010899316e+05 1.6777216000e+07 1.0000000000e+00 1.2615680000e+06 4.3212800000e+05 1.6009995312e+05 1.6014304688e+05 1.6010899316e+05 1.6010899316e+05 1.2224737309e+05 1.2224070312e+05 1.2225184375e+05 0 1 0 0 0 0 0 0
22 5.5763006413e+05 5.5758898032e+05 5.5758354432e+05 4.0960000000e+03 4.0960000000e+03 1.8161869076e+06 1.4829104004e+06 5.5764674559e+05 5.5746055898e+05 5.5763006413e+05 5.5763006413e+05 4.4654382164e-01 4.4653713843e-01 4.4653777989e-01 4.4653142504e-01 4.4652946135e-01 1.4349984234e+05 1.0000000000e+00 1.0000000000e+00 1.3762560000e+06 4.2598400000e+05 1.4349212500e+05 1.4356728125e+05 1.4349984234e+05 1.4349984234e+05 1.1442785221e+05 1.1442211719e+05 1.1444103906e+05 1 1 0 0 0 0 0 0
