matrix=data/matrices/bodyy4.mtx n=17546 seed=3
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 2.1865149394e+03 2.1865159501e+03 2.1865156071e+03 4.0960000000e+03 1.0240000000e+03 2.2021952684e+03 1.4594245441e+03 2.1865150354e+03 2.1865020009e+03 2.1865149394e+03 2.1865149394e+03 5.2325788033e-01 5.2325757084e-01 5.2325787996e-01 5.2325837190e-01 1.2994540396e+06 1.0485760000e+06 1.6384000000e+04 1.2943360000e+06 5.6115200000e+05 1.2994540000e+06 1.2994565000e+06 1.2994540396e+06 1.2994540396e+06 0 0 0 0 0 0 0 0
1 9.4273454766e+02 9.4273872971e+02 9.4273819934e+02 4.0960000000e+03 2.5600000000e+02 9.5572380948e+02 7.2690026826e+02 9.4273458619e+02 9.4272789022e+02 9.4273454766e+02 9.4273454766e+02 3.4078929673e-01 3.4078904604e-01 3.4078929409e-01 3.4078962674e-01 4.4994602275e+04 2.6214400000e+05 4.0960000000e+03 4.5440000000e+04 2.3616000000e+04 4.4994601562e+04 4.4994419922e+04 4.4994602275e+04 4.4994602275e+04 0 0 0 0 0 0 0 0
2 5.0992670522e+02 5.0992862552e+02 5.0992815058e+02 4.0960000000e+03 2.5600000000e+02 5.1796524980e+02 4.5027991294e+02 5.0992672574e+02 5.0992284956e+02 5.0992670522e+02 5.0992670522e+02 2.5550051284e-01 2.5550039549e-01 2.5550051168e-01 2.5550060524e-01 6.9370483414e+03 6.5536000000e+04 2.0480000000e+03 7.0400000000e+03 5.5520000000e+03 6.9370488281e+03 6.9369873047e+03 6.9370483414e+03 6.9370483414e+03 0 0 0 0 0 0 0 0
3 3.1851764137e+02 3.1851807739e+02 3.1851784438e+02 4.0960000000e+03 2.5600000000e+02 3.2397530770e+02 2.9328484448e+02 3.1851764816e+02 3.1851487652e+02 3.1851764137e+02 3.1851764137e+02 2.0739282391e-01 2.0739285796e-01 2.0739282377e-01 2.0739288620e-01 1.9074241231e+03 1.6384000000e+04 2.0480000000e+03 1.9360000000e+03 2.4920000000e+03 1.9074242249e+03 1.9074140320e+03 1.9074241231e+03 1.9074241231e+03 0 0 0 0 0 0 0 0
4 2.1504881731e+02 2.1504861369e+02 2.1504815049e+02 4.0960000000e+03 2.5600000000e+02 2.1879670930e+02 2.3839463081e+02 2.1504882258e+02 2.1504696526e+02 2.1504881731e+02 2.1504881731e+02 1.7566316799e-01 1.7566326868e-01 1.7566316819e-01 1.7566322835e-01 7.0458388388e+02 3.2768000000e+04 1.0240000000e+03 7.1500000000e+02 1.3040000000e+03 7.0458390808e+02 7.0457965088e+02 7.0458388388e+02 7.0458388388e+02 0 0 0 0 0 0 0 0
5 1.5421335707e+02 1.5421261069e+02 1.5421221174e+02 4.0960000000e+03 2.5600000000e+02 1.5737852458e+02 1.6685322892e+02 1.5421336427e+02 1.5421186978e+02 1.5421335707e+02 1.5421335707e+02 1.5275460241e-01 1.5275474877e-01 1.5275460261e-01 1.5275465031e-01 3.1982760551e+02 6.5536000000e+04 4.0960000000e+03 3.2450000000e+02 6.9500000000e+02 3.1982761383e+02 3.1982495880e+02 3.1982760551e+02 3.1982760551e+02 0 0 0 0 0 0 0 0
6 1.1120189315e+02 1.1120134997e+02 1.1120124019e+02 4.0960000000e+03 2.5600000000e+02 1.1370136323e+02 1.3362634471e+02 1.1120189664e+02 1.1120069571e+02 1.1120189315e+02 1.1120189315e+02 1.3601463965e-01 1.3601478289e-01 1.3601464012e-01 1.3601467844e-01 1.7236193695e+02 6.5536000000e+04 4.0960000000e+03 1.7525000000e+02 4.0100000000e+02 1.7236194801e+02 1.7236051559e+02 1.7236193695e+02 1.7236193695e+02 0 0 0 0 0 0 0 0
7 8.4215054028e+01 8.4214529115e+01 8.4214346476e+01 4.0960000000e+03 2.5600000000e+02 8.6440731140e+01 1.0430723848e+02 8.4215058187e+01 8.4214039177e+01 8.4215054028e+01 8.4215054028e+01 1.2317373982e-01 1.2317387479e-01 1.2317374063e-01 1.2317376998e-01 9.0084747165e+01 6.5536000000e+04 4.0960000000e+03 9.1750000000e+01 2.9300000000e+02 9.0084752083e+01 9.0083930016e+01 9.0084747165e+01 9.0084747165e+01 0 0 0 0 0 0 0 0
8 6.6236142820e+01 6.6235950751e+01 6.6235722223e+01 4.0960000000e+03 2.5600000000e+02 6.8234888437e+01 8.6810137657e+01 6.6236146105e+01 6.6235250422e+01 6.6236142820e+01 6.6236142820e+01 1.1257084707e-01 1.1257095187e-01 1.1257084834e-01 1.1257087036e-01 5.3614428208e+01 6.5536000000e+04 4.0960000000e+03 5.4593750000e+01 2.2600000000e+02 5.3614431858e+01 5.3613981724e+01 5.3614428208e+01 5.3614428208e+01 0 0 0 0 0 0 0 0
9 5.3050030514e+01 5.3049891759e+01 5.3049712277e+01 4.0960000000e+03 2.5600000000e+02 5.4845236803e+01 6.9512588788e+01 5.3050033273e+01 5.3049245161e+01 5.3050030514e+01 5.3050030514e+01 1.0356891416e-01 1.0356898738e-01 1.0356891597e-01 1.0356893559e-01 3.4129792332e+01 2.6214400000e+05 4.0960000000e+03 3.4812500000e+01 1.5775000000e+02 3.4129794121e+01 3.4129498005e+01 3.4129792332e+01 3.4129792332e+01 0 0 0 0 0 0 0 0
10 4.3728659341e+01 4.3728555012e+01 4.3728432184e+01 4.0960000000e+03 5.1200000000e+02 4.5387222872e+01 6.3150613615e+01 4.3728661091e+01 4.3727901785e+01 4.3728659341e+01 4.3728659341e+01 9.5813508173e-02 9.5813558266e-02 9.5813510640e-02 9.5813529970e-02 2.2970217236e+01 1.0485760000e+06 4.0960000000e+03 2.3437500000e+01 1.1162500000e+02 2.2970218897e+01 2.2970018387e+01 2.2970217236e+01 2.2970217236e+01 0 0 0 0 0 0 0 0
11 3.6672969107e+01 3.6672973460e+01 3.6672870273e+01 4.0960000000e+03 5.1200000000e+02 3.8288379438e+01 5.4295487842e+01 3.6672970132e+01 3.6672204125e+01 3.6672969107e+01 3.6672969107e+01 8.8962083931e-02 8.8962108051e-02 8.8962087025e-02 8.8962107535e-02 1.5736171798e+01 1.6777216000e+07 1.6384000000e+04 1.6078125000e+01 7.9125000000e+01 1.5736172497e+01 1.5736021519e+01 1.5736171798e+01 1.5736171798e+01 0 0 0 0 0 0 0 0
12 3.1936933373e+01 3.1936915204e+01 3.1936809137e+01 4.0960000000e+03 1.0240000000e+03 3.3436506995e+01 4.5519226707e+01 3.1936933837e+01 3.1936233645e+01 3.1936933373e+01 3.1936933373e+01 8.2517495674e-02 8.2517529478e-02 8.2517499568e-02 8.2517518338e-02 1.1060679597e+01 1.6777216000e+07 8.1920000000e+03 1.1308593750e+01 6.5375000000e+01 1.1060679972e+01 1.1060569525e+01 1.1060679597e+01 1.1060679597e+01 0 0 0 0 0 0 0 0
13 2.7999316418e+01 2.7999306806e+01 2.7999183643e+01 4.0960000000e+03 1.0240000000e+03 2.9444863729e+01 4.0099875312e+01 2.7999316071e+01 2.7998605148e+01 2.7999316418e+01 2.7999316418e+01 7.6513447002e-02 7.6513485273e-02 7.6513451758e-02 7.6513471340e-02 8.7541513640e+00 1.6777216000e+07 4.0960000000e+03 8.9570312500e+00 4.9625000000e+01 8.7541514039e+00 8.7540636063e+00 8.7541513640e+00 8.7541513640e+00 0 0 0 0 0 0 0 0
14 2.4569788730e+01 2.4569721277e+01 2.4569600795e+01 4.0960000000e+03 1.0240000000e+03 2.6000000000e+01 3.5888716890e+01 2.4569787728e+01 2.4569074455e+01 2.4569788730e+01 2.4569788730e+01 7.0752833631e-02 7.0752903568e-02 7.0752839297e-02 7.0752858609e-02 6.7144226560e+00 1.6777216000e+07 -6.5536000000e+04 6.8789062500e+00 3.9093750000e+01 6.7144223750e+00 6.7143528759e+00 6.7144226560e+00 6.7144226560e+00 0 1 0 0 0 0 0 0
