matrix=data/matrices/sts4098.mtx n=4098 seed=6
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 1.5966215351e+08 1.5966277184e+08 1.5966272477e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 6.7108864000e+07 1.5966269787e+08 1.5961104102e+08 1.5966215351e+08 1.5966215351e+08 3.4354524688e+00 3.4354336052e+00 3.4354527907e+00 3.4354258529e+00 1.7622820229e+10 1.6777216000e+07 1.6777216000e+07 1.7179869184e+10 8.5899345920e+09 1.7622827008e+10 1.7620336640e+10 1.7622820229e+10 1.7622820229e+10 0 0 0 0 0 0 0 0
1 4.8284933621e+07 4.8284818272e+07 4.8284821051e+07 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 6.7108864000e+07 4.8284334600e+07 4.8268676585e+07 4.8284933621e+07 4.8284933621e+07 4.0821103817e+00 4.0821161703e+00 4.0821088518e+00 4.0821394493e+00 1.1592211278e+09 1.6777216000e+07 1.6777216000e+07 1.2750684160e+09 1.9461570560e+09 1.1592202240e+09 1.1591280640e+09 1.1592211278e+09 1.1592211278e+09 0 0 0 0 0 0 0 0
2 1.5297545602e+07 1.5297694168e+07 1.5297690329e+07 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 6.7108864000e+07 1.5297638235e+07 1.5295532389e+07 1.5297545602e+07 1.5297545602e+07 2.6867076521e+00 2.6867163790e+00 2.6867125205e+00 2.6867417656e+00 2.0791947687e+08 1.6777216000e+07 1.6777216000e+07 2.3907532800e+08 8.0530636800e+08 2.0791865600e+08 2.0790867200e+08 2.0791947687e+08 2.0791947687e+08 0 0 0 0 0 0 0 0
3 1.8386630542e+07 1.8386344965e+07 1.8386355002e+07 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 6.7108864000e+07 1.8386323065e+07 1.8380949578e+07 1.8386630542e+07 1.8386630542e+07 2.2884702493e+00 2.2884672406e+00 2.2884679345e+00 2.2884624489e+00 1.0535411304e+08 1.6777216000e+07 1.6777216000e+07 1.3212057600e+08 7.7175193600e+08 1.0535344000e+08 1.0534502400e+08 1.0535411304e+08 1.0535411304e+08 0 0 0 0 0 0 0 0
4 1.8226088326e+07 1.8226128565e+07 1.8226143293e+07 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 1.6777216000e+07 1.8225607553e+07 1.8219479476e+07 1.8226088326e+07 1.8226088326e+07 1.9076622936e+00 1.9076601961e+00 1.9076609404e+00 1.9076516945e+00 3.4939867283e+07 1.6777216000e+07 1.6777216000e+07 4.6137344000e+07 3.0198988800e+08 3.4939392000e+07 3.4935008000e+07 3.4939867283e+07 3.4939867283e+07 0 0 0 0 0 0 0 0
5 9.7579575906e+06 9.7578485403e+06 9.7578618653e+06 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 3.3554432000e+07 9.7574388951e+06 9.7557330732e+06 9.7579575906e+06 9.7579575906e+06 1.8748626194e+00 1.8748562447e+00 1.8748689131e+00 1.8748648717e+00 2.4562127101e+07 1.6777216000e+07 1.6777216000e+07 3.2505856000e+07 2.6004684800e+08 2.4561560000e+07 2.4558232000e+07 2.4562127101e+07 2.4562127101e+07 0 0 0 0 0 0 0 0
6 7.2071178622e+06 7.2069000693e+06 7.2069067621e+06 4.0960000000e+03 4.0960000000e+03 1.1863283203e+07 3.3554432000e+07 7.2066509757e+06 7.2049373504e+06 7.2071178622e+06 7.2071178622e+06 1.8349690303e+00 1.8349687827e+00 1.8349840514e+00 1.8349887570e+00 1.1925616381e+07 1.6777216000e+07 1.6777216000e+07 1.7301504000e+07 1.9293798400e+08 1.1925236000e+07 1.1924100000e+07 1.1925616381e+07 1.1925616381e+07 0 0 0 0 0 0 0 0
7 6.7086761506e+06 6.7085431034e+06 6.7085468547e+06 4.0960000000e+03 4.0960000000e+03 8.3886080000e+06 1.6777216000e+07 6.7082826949e+06 6.7067619326e+06 6.7086761506e+06 6.7086761506e+06 1.6979940055e+00 1.6979952696e+00 1.6980154546e+00 1.6980181470e+00 7.4926326046e+06 1.6777216000e+07 1.6777216000e+07 1.3500416000e+07 1.0485760000e+08 7.4922890000e+06 7.4915900000e+06 7.4926326046e+06 7.4926326046e+06 0 0 0 0 0 0 0 0
8 4.3600501602e+06 4.3600676657e+06 4.3600712731e+06 4.0960000000e+03 4.0960000000e+03 5.9316416015e+06 1.6777216000e+07 4.3597143637e+06 4.3590986022e+06 4.3600501602e+06 4.3600501602e+06 1.5669831315e+00 1.5669861612e+00 1.5670085261e+00 1.5670149042e+00 4.2993767217e+06 1.6777216000e+07 1.6777216000e+07 8.7818240000e+06 7.3400320000e+07 4.2991200000e+06 4.2986890000e+06 4.2993767217e+06 4.2993767217e+06 0 0 0 0 0 0 0 0
9 3.7681384465e+06 3.7680752616e+06 3.7680833317e+06 4.0960000000e+03 4.0960000000e+03 5.9316416015e+06 8.3886080000e+06 3.7678658509e+06 3.7675096172e+06 3.7681384465e+06 3.7681384465e+06 1.4551823410e+00 1.4551886862e+00 1.4552186376e+00 1.4552206985e+00 3.3825415544e+06 -1.6777216000e+07 1.6777216000e+07 9.6993280000e+06 8.1788928000e+07 3.3823050000e+06 3.3819330000e+06 3.3825415544e+06 3.3825415544e+06 1 0 0 0 0 0 0 0
10 3.2658574855e+06 3.2657769795e+06 3.2657835616e+06 4.0960000000e+03 4.0960000000e+03 5.9316416015e+06 8.3886080000e+06 3.2656296004e+06 3.2655576744e+06 3.2658574855e+06 3.2658574855e+06 1.3939815051e+00 1.3939904547e+00 1.3940261343e+00 1.3940289370e+00 2.6568997312e+06 1.6777216000e+07 -1.6777216000e+07 8.6507520000e+06 5.3477376000e+07 2.6566895000e+06 2.6563845000e+06 2.6568997312e+06 2.6568997312e+06 0 1 0 0 0 0 0 0
11 2.5421923638e+06 2.5421214031e+06 2.5421243936e+06 4.0960000000e+03 4.0960000000e+03 5.9316416015e+06 1.1863283203e+07 2.5419764120e+06 2.5416793916e+06 2.5421923638e+06 2.5421923638e+06 1.2743484196e+00 1.2743618294e+00 1.2744038286e+00 1.2744045816e+00 2.0997277222e+06 1.6777216000e+07 -1.6777216000e+07 6.2259200000e+06 2.1495808000e+07 2.0995355000e+06 2.0992940000e+06 2.0997277222e+06 2.0997277222e+06 0 1 0 0 0 0 0 0
12 1.9996482655e+06 1.9996039882e+06 1.9996045781e+06 4.0960000000e+03 4.0960000000e+03 5.9316416015e+06 1.1863283203e+07 1.9994312592e+06 1.9994648229e+06 1.9996482655e+06 1.9996482655e+06 1.1520209211e+00 1.1520362661e+00 1.1520816907e+00 1.1520821703e+00 1.4431719710e+06 -1.6777216000e+07 1.6777216000e+07 5.6360960000e+06 1.8350080000e+07 1.4430265000e+06 1.4428452500e+06 1.4431719710e+06 1.4431719710e+06 1 0 0 0 0 0 0 0
13 1.6542298365e+06 1.6540914987e+06 1.6540916571e+06 4.0960000000e+03 nan 5.9316416015e+06 8.3886080000e+06 1.6540487872e+06 1.6535922838e+06 1.6542298365e+06 1.6542298365e+06 1.0287345681e+00 1.0287525586e+00 1.0288034742e+00 1.0288069984e+00 1.1113995071e+06 1.6777216000e+07 0.0000000000e+00 6.0948480000e+06 1.7825792000e+07 1.1112787500e+06 1.1111955000e+06 1.1113995071e+06 1.1113995071e+06 0 1 0 0 0 0 0 0
14 1.2187787100e+06 1.2188072623e+06 1.2188073161e+06 4.0960000000e+03 nan 4.1943040000e+06 5.9316416015e+06 1.2186167920e+06 1.2192017671e+06 1.2187787100e+06 1.2187787100e+06 9.2787694631e-01 9.2789919858e-01 9.2795725669e-01 9.2796970598e-01 1.1263775779e+06 1.6777216000e+07 nan 7.1434240000e+06 1.8350080000e+07 1.1262530000e+06 1.1263610000e+06 1.1263775779e+06 1.1263775779e+06 0 0 0 0 0 0 0 0
15 1.4380420627e+06 1.4378728096e+06 1.4378751341e+06 4.0960000000e+03 nan 4.1943040000e+06 8.3886080000e+06 1.4378476957e+06 1.4369226866e+06 1.4380420627e+06 1.4380420627e+06 8.1739718698e-01 8.1742410100e-01 8.1748942196e-01 8.1752573901e-01 6.5459176518e+05 1.6777216000e+07 nan 5.2428800000e+06 3.3554432000e+07 6.5451612500e+05 6.5482912500e+05 6.5459176518e+05 6.5459176518e+05 0 0 0 0 0 0 0 0
16 1.5506795357e+06 1.5506686460e+06 1.5506713508e+06 4.0960000000e+03 nan 4.1943040000e+06 5.9316416015e+06 1.5504645019e+06 1.5512866623e+06 1.5506795357e+06 1.5506795357e+06 7.3495666396e-01 7.3498285822e-01 7.3504678919e-01 7.3511966662e-01 5.8691616554e+05 1.6777216000e+07 nan 6.0948480000e+06 2.3592960000e+07 5.8684250000e+05 5.8782231250e+05 5.8691616554e+05 5.8691616554e+05 0 0 0 0 0 0 0 0
17 1.2908593241e+06 1.2908200347e+06 1.2908215578e+06 4.0960000000e+03 nan 5.9316416015e+06 8.3886080000e+06 1.2906690334e+06 1.2945692954e+06 1.2908593241e+06 1.2908593241e+06 6.7406066090e-01 6.7408440704e-01 6.7414110389e-01 6.7429107992e-01 4.0324614770e+05 1.6777216000e+07 nan 7.0123520000e+06 2.0971520000e+07 4.0319281250e+05 4.0621900000e+05 4.0324614770e+05 4.0324614770e+05 0 0 0 0 0 0 0 0
18 1.1547228028e+06 1.1547281758e+06 1.1547287433e+06 4.0960000000e+03 nan 4.1943040000e+06 8.3886080000e+06 1.1545526208e+06 1.1543346299e+06 1.1547228028e+06 1.1547228028e+06 6.3533864115e-01 6.3536108349e-01 6.3540658297e-01 6.3578383702e-01 4.3148415268e+05 1.6777216000e+07 nan 6.5536000000e+06 3.5651584000e+07 4.3142125000e+05 4.3741315625e+05 4.3148415268e+05 4.3148415268e+05 0 0 0 0 0 0 0 0
19 1.1632364465e+06 1.1629741611e+06 1.1629737666e+06 4.0960000000e+03 nan 4.1943040000e+06 8.3886080000e+06 1.1630981290e+06 1.1598842169e+06 1.1632364465e+06 1.1632364465e+06 5.7525579725e-01 5.7529146664e-01 5.7532155881e-01 5.7642549395e-01 3.3303671118e+05 -1.6777216000e+07 nan 9.0439680000e+06 2.0447232000e+07 3.3298550000e+05 3.4163550000e+05 3.3303671118e+05 3.3303671118e+05 1 0 0 0 0 0 0 0
