matrix=data/matrices/bcsstk38.mtx n=8032 seed=8
iter res_d res_f res_ffma res_p32q res_p32n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p32q pAp_p32n rz_d rz_p32q rz_p32n guard_p32q guard_p32n
0 1.8567881678e+11 1.8567842102e+11 1.8567842102e+11 1.8563005664e+11 1.8563005664e+11 4.9420490593e+01 4.9420514689e+01 4.9420514689e+01 4.9420414515e+01 4.9419485585e+01 1.4539997123e+13 1.4540007801e+13 1.4539538039e+13 6.5646615403e+12 6.5646561853e+12 6.5643206410e+12 0 0
1 8.3790327608e+10 8.3790398657e+10 8.3790388579e+10 8.3779389590e+10 8.3779389590e+10 2.1282935595e+01 2.1282939374e+01 2.1282940342e+01 2.1282878609e+01 2.1283192583e+01 8.9436235706e+11 8.9435563622e+11 8.9430530458e+11 5.4732467461e+11 5.4731892326e+11 5.4730738893e+11 0 0
2 5.7320863579e+10 5.7321096192e+10 5.7321074095e+10 5.7322127387e+10 5.7302010830e+10 3.3792957071e+01 3.3792914525e+01 3.3792914018e+01 3.3792770363e+01 3.3793662185e+01 3.2889364799e+11 3.2888795955e+11 3.2887747379e+11 2.1637962324e+11 2.1637523046e+11 2.1637470618e+11 0 0
3 2.9939864012e+10 2.9940094805e+10 2.9940083054e+10 2.9939880925e+10 2.9939880925e+10 4.8289787713e+01 4.8289695027e+01 4.8289690024e+01 4.8289462196e+01 4.8286990768e+01 3.0042953301e+11 3.0042226688e+11 3.0044952986e+11 1.5035123828e+11 1.5034744832e+11 1.5033853542e+11 0 0
4 1.2838347465e+10 1.2838553525e+10 1.2838561062e+10 1.2837278433e+10 1.2837278433e+10 4.2903254137e+01 4.2903213867e+01 4.2903211469e+01 4.2903088888e+01 4.2901652453e+01 5.5218434015e+10 5.5217029120e+10 5.5205494784e+10 4.1983676396e+10 4.1982558208e+10 4.1973252096e+10 0 0
5 8.1116080499e+09 8.1117665862e+09 8.1117739057e+09 8.1110161729e+09 8.1154569157e+09 3.6524349700e+01 3.6524348975e+01 3.6524344104e+01 3.6524340527e+01 3.6523314718e+01 7.2798330550e+10 7.2796340224e+10 7.2777990144e+10 3.2585340898e+10 3.2584335360e+10 3.2574504960e+10 0 0
6 5.1065011930e+09 5.1066566274e+09 5.1066462925e+09 5.1064510027e+09 5.1126208775e+09 2.8393678231e+01 2.8393626357e+01 2.8393635460e+01 2.8393663161e+01 2.8393447830e+01 1.2846161287e+10 1.2845694976e+10 1.2841451520e+10 9.3863041534e+09 9.3859020800e+09 9.3825925120e+09 0 0
7 4.0652995908e+09 4.0653850017e+09 4.0653767528e+09 4.0652132580e+09 4.0649362889e+09 2.9110199605e+01 2.9110130841e+01 2.9110133417e+01 2.9110181496e+01 2.9110308359e+01 1.0428797524e+10 1.0428268544e+10 1.0424123392e+10 6.7337308098e+09 6.7333324800e+09 6.7306045440e+09 0 0
8 3.1568235914e+09 3.1568832448e+09 3.1568804585e+09 3.1566143533e+09 3.1534026031e+09 2.6884530746e+01 2.6884503576e+01 2.6884500225e+01 2.6884566752e+01 2.6884552662e+01 6.6000451088e+09 6.5995816960e+09 6.5969602560e+09 4.4208685227e+09 4.4205424640e+09 4.4186664960e+09 0 0
9 2.4371295444e+09 2.4371313244e+09 2.4371303093e+09 2.4368003834e+09 2.4379552105e+09 2.5214427825e+01 2.5214377354e+01 2.5214383650e+01 2.5214468563e+01 2.5214866845e+01 3.7064781788e+09 3.7061898240e+09 3.7045637120e+09 2.6049859632e+09 2.6047631360e+09 2.6035732480e+09 0 0
