matrix=data/matrices/bcsstk36.mtx n=23052 seed=8
iter res_d res_f res_ffma res_p32q res_p32n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p32q pAp_p32n rz_d rz_p32q rz_p32n guard_p32q guard_p32n
0 3.8640306815e+08 3.8640003369e+08 3.8640010039e+08 3.8639990031e+08 3.8411673272e+08 1.2885983840e+01 1.2885956630e+01 1.2885957154e+01 1.2885964884e+01 1.2884142812e+01 2.7639582687e+11 2.7639624499e+11 2.7636164198e+11 1.0597642717e+11 1.0597643059e+11 1.0594811904e+11 0 0
1 2.1490240970e+08 2.1490130794e+08 2.1490132792e+08 2.1490436574e+08 2.1392492368e+08 1.2232753997e+01 1.2232748458e+01 1.2232748434e+01 1.2232747654e+01 1.2232226211e+01 7.2315528222e+10 7.2315305984e+10 7.2284897280e+10 2.4715657813e+10 2.4715591680e+10 2.4704843776e+10 0 0
2 1.3763796001e+08 1.3763628819e+08 1.3763629600e+08 1.3763933067e+08 1.3704691761e+08 1.2307207675e+01 1.2307204575e+01 1.2307204075e+01 1.2307209616e+01 1.2307019522e+01 2.7247318627e+10 2.7247247360e+10 2.7238170624e+10 9.1182804101e+09 9.1182694400e+09 9.1141079040e+09 0 0
3 8.8127583728e+07 8.8126747417e+07 8.8126750463e+07 8.8127182996e+07 8.7899193446e+07 1.3426570969e+01 1.3426554308e+01 1.3426553912e+01 1.3426574421e+01 1.3426106006e+01 1.1323315849e+10 1.1323326464e+10 1.1316133888e+10 3.6952114716e+09 3.6952145920e+09 3.6930150400e+09 0 0
4 6.3133708069e+07 6.3132767195e+07 6.3132775699e+07 6.3133723870e+07 6.2994245004e+07 1.4467849443e+01 1.4467823044e+01 1.4467822637e+01 1.4467852850e+01 1.4467405220e+01 4.5590678286e+09 4.5590691840e+09 4.5569638400e+09 1.6726224330e+09 1.6726231040e+09 1.6717393920e+09 0 0
5 4.2754111315e+07 4.2753458593e+07 4.2753478998e+07 4.2753990708e+07 4.2656636820e+07 1.5055614408e+01 1.5055588382e+01 1.5055588533e+01 1.5055617557e+01 1.5055333913e+01 2.0344651001e+09 2.0344668160e+09 2.0332441600e+09 8.2996448994e+08 8.2996531200e+08 8.2942003200e+08 0 0
6 3.7984657327e+07 3.7983873882e+07 3.7983900384e+07 3.7984656554e+07 3.7894091701e+07 1.5380853797e+01 1.5380828774e+01 1.5380829625e+01 1.5380855567e+01 1.5380629696e+01 1.4126088292e+09 1.4126100480e+09 1.4116055040e+09 5.0790373054e+08 5.0790425600e+08 5.0750720000e+08 0 0
7 2.9597160460e+07 2.9596394502e+07 2.9596423979e+07 2.9597032787e+07 2.9525259053e+07 1.5650079426e+01 1.5650055677e+01 1.5650056646e+01 1.5650079001e+01 1.5649817504e+01 8.0659002145e+08 8.0659097600e+08 8.0590592000e+08 3.2575149784e+08 3.2575180800e+08 3.2545638400e+08 0 0
8 2.4555829307e+07 2.4555168473e+07 2.4555182137e+07 2.4555981522e+07 2.4508711638e+07 1.5650632563e+01 1.5650618228e+01 1.5650618145e+01 1.5650630767e+01 1.5650419824e+01 4.2722611771e+08 4.2722636800e+08 4.2680960000e+08 1.9458710548e+08 1.9458726400e+08 1.9439449600e+08 0 0
9 2.2568273641e+07 2.2567544568e+07 2.2567546799e+07 2.2568375699e+07 2.2533903424e+07 1.5203761819e+01 1.5203771129e+01 1.5203769973e+01 1.5203758699e+01 1.5203793735e+01 2.9739914365e+08 2.9739955200e+08 2.9709132800e+08 1.3546602410e+08 1.3546624000e+08 1.3532748800e+08 0 0
10 1.6702792719e+07 1.6702304256e+07 1.6702304256e+07 1.6702811011e+07 1.6678429164e+07 1.4396354071e+01 1.4396391342e+01 1.4396389085e+01 1.4396350179e+01 1.4396651132e+01 1.9084441628e+08 1.9084480000e+08 1.9065593600e+08 9.3048325614e+07 9.3048512000e+07 9.2954368000e+07 0 0
11 1.5538365557e+07 1.5537909706e+07 1.5537902688e+07 1.5538390732e+07 1.5519445094e+07 1.3726520879e+01 1.3726574701e+01 1.3726571233e+01 1.3726517084e+01 1.3726875737e+01 1.5647027068e+08 1.5647059200e+08 1.5631040000e+08 6.9404136541e+07 6.9404288000e+07 6.9332416000e+07 0 0
12 1.3317728594e+07 1.3317226100e+07 1.3317236809e+07 1.3317763400e+07 1.3299126033e+07 1.3166725041e+01 1.3166794683e+01 1.3166789597e+01 1.3166720716e+01 1.3167095197e+01 1.3109518799e+08 1.3109555200e+08 1.3095811200e+08 5.6094230369e+07 5.6094384000e+07 5.6035008000e+07 0 0
13 1.1781387929e+07 1.1781012437e+07 1.1781012081e+07 1.1781406191e+07 1.1766084931e+07 1.2554844651e+01 1.2554930927e+01 1.2554925282e+01 1.2554840233e+01 1.2555311568e+01 9.2668386339e+07 9.2668640000e+07 9.2569376000e+07 4.1822696611e+07 4.1822816000e+07 4.1777584000e+07 0 0
14 1.0836124876e+07 1.0835665112e+07 1.0835662789e+07 1.0836155148e+07 1.0820537404e+07 1.1827015427e+01 1.1827121077e+01 1.1827113445e+01 1.1827012961e+01 1.1827611641e+01 8.5250025181e+07 8.5250272000e+07 8.5156672000e+07 3.5596004328e+07 3.5596112000e+07 3.5556512000e+07 0 0
15 9.5984460235e+06 9.5980393450e+06 9.5980371600e+06 9.5984514233e+06 9.5866422797e+06 1.0953571864e+01 1.0953698609e+01 1.0953688651e+01 1.0953571995e+01 1.0954266393e+01 5.9514774101e+07 5.9514944000e+07 5.9447488000e+07 2.7792983710e+07 2.7793072000e+07 2.7761016000e+07 0 0
16 8.9758308160e+06 8.9754281691e+06 8.9754379825e+06 8.9758604200e+06 8.9637102078e+06 1.0197026641e+01 1.0197169256e+01 1.0197157639e+01 1.0197027354e+01 1.0197715150e+01 4.9679572814e+07 4.9679760000e+07 4.9622272000e+07 2.2131236788e+07 2.2131320000e+07 2.2105440000e+07 0 0
17 7.6143284944e+06 7.6139916454e+06 7.6139891665e+06 7.6143483240e+06 7.6058473893e+06 9.6139545003e+00 9.6141038773e+00 9.6140910393e+00 9.6139555016e+00 9.6145544883e+00 4.2596660401e+07 4.2596816000e+07 4.2545968000e+07 1.8888673871e+07 1.8888752000e+07 1.8866120000e+07 0 0
18 7.3617591797e+06 7.3613769642e+06 7.3613772491e+06 7.3617598408e+06 7.3534049606e+06 9.1318879241e+00 9.1320364207e+00 9.1320208994e+00 9.1318909620e+00 9.1324145459e+00 3.0716752559e+07 3.0716888000e+07 3.0680360000e+07 1.4466720947e+07 1.4466788000e+07 1.4449416000e+07 0 0
19 6.1765592699e+06 6.1762546206e+06 6.1762457922e+06 6.1765724319e+06 6.1695278522e+06 8.5248067763e+00 8.5249620640e+00 8.5249455178e+00 8.5248115301e+00 8.5253558601e+00 2.5772485286e+07 2.5772608000e+07 2.5741240000e+07 1.2209589204e+07 1.2209646000e+07 1.2194740000e+07 0 0
20 5.9613708555e+06 5.9610543240e+06 5.9610455288e+06 5.9613899403e+06 5.9542711070e+06 7.9021111889e+00 7.9022738730e+00 7.9022557517e+00 7.9021170355e+00 7.9026798569e+00 2.0403349285e+07 2.0403440000e+07 2.0378392000e+07 9.9477504758e+06 9.9477940000e+06 9.9354740000e+06 0 0
21 4.9091770201e+06 4.9088930202e+06 4.9088878937e+06 4.9091888576e+06 4.9023764453e+06 7.4552356627e+00 7.4553968633e+00 7.4553748318e+00 7.4552437953e+00 7.4557307429e+00 1.8366297132e+07 1.8366384000e+07 1.8343576000e+07 8.4669018445e+06 8.4669400000e+06 8.4563520000e+06 0 0
22 4.8634900721e+06 4.8631490355e+06 4.8631492511e+06 4.8635097488e+06 4.8573793763e+06 7.0513625627e+00 7.0515282884e+00 7.0515032561e+00 7.0513732719e+00 7.0518065942e+00 1.9530192755e+07 1.9530280000e+07 1.9505616000e+07 7.9992322077e+06 7.9992660000e+06 7.9891430000e+06 0 0
23 4.3495625579e+06 4.3492661456e+06 4.3492615648e+06 4.3495740099e+06 4.3439542833e+06 6.5709165165e+00 6.5710928554e+00 6.5710670092e+00 6.5709290617e+00 6.5713852541e+00 1.2672392153e+07 1.2672440000e+07 1.2656320000e+07 6.1137749983e+06 6.1137980000e+06 6.1060120000e+06 0 0
24 4.0714596369e+06 4.0711493187e+06 4.0711401752e+06 4.0714734484e+06 4.0668886772e+06 6.1188975260e+00 6.1190835525e+00 6.1190554625e+00 6.1189116047e+00 6.1193990336e+00 1.2718917849e+07 1.2718960000e+07 1.2702812000e+07 5.5491478391e+06 5.5491680000e+06 5.5420790000e+06 0 0
25 3.8997302219e+06 3.8994558650e+06 3.8994464534e+06 3.8997447908e+06 3.8959053992e+06 5.6008455942e+00 5.6010387495e+00 5.6010093852e+00 5.6008604898e+00 5.6013822472e+00 9.6343797900e+06 9.6344200000e+06 9.6219720000e+06 4.6086061966e+06 4.6086250000e+06 4.6026300000e+06 0 0
26 3.6592138458e+06 3.6589427233e+06 3.6589369917e+06 3.6592206943e+06 3.6554499513e+06 5.0368326482e+00 5.0370342784e+00 5.0370054743e+00 5.0368471182e+00 5.0373978138e+00 7.6339621794e+06 7.6339940000e+06 7.6240230000e+06 3.8615498445e+06 3.8615655000e+06 3.8564530000e+06 0 0
27 3.3324165808e+06 3.3321949684e+06 3.3321874161e+06 3.3324125627e+06 3.3287252281e+06 4.6305743696e+00 4.6307627647e+00 4.6307311323e+00 4.6305885923e+00 4.6310742836e+00 6.2987062380e+06 6.2987310000e+06 6.2902750000e+06 3.3105380713e+06 3.3105515000e+06 3.3060995000e+06 0 0
