matrix=data/matrices/nasa4704.mtx n=4704 seed=12
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 2.1839541507e+08 2.1839522685e+08 2.1839523668e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 6.7108864000e+07 2.1839600366e+08 2.1809876671e+08 2.1839541507e+08 2.1839541507e+08 1.5535394160e+00 1.5535396946e+00 1.5535396946e+00 1.5535401926e+00 1.5535571249e+00 6.1373176758e+10 1.6777216000e+07 1.6777216000e+07 6.0129542144e+10 2.5769803776e+10 6.1373153280e+10 6.1366534144e+10 6.1373176758e+10 6.1373176758e+10 1.7465043096e+10 1.7465049088e+10 1.7463443456e+10 0 0 0 0 0 0 0 0
1 9.9391719809e+07 9.9391842288e+07 9.9391842288e+07 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 6.7108864000e+07 9.9390956428e+07 9.9219339644e+07 9.9391719809e+07 9.9391719809e+07 1.6946152348e+00 1.6946150044e+00 1.6946150044e+00 1.6946154116e+00 1.6946502057e+00 9.7380449184e+09 1.6777216000e+07 1.0485760000e+06 9.6636764160e+09 4.2949672960e+09 9.7380597760e+09 9.7374863360e+09 9.7380449184e+09 9.7380449184e+09 3.3277246835e+09 3.3277296640e+09 3.3277153280e+09 0 0 0 0 0 0 0 0
2 4.7831549206e+07 4.7831414917e+07 4.7831426141e+07 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 6.7108864000e+07 4.7831762867e+07 4.7803020406e+07 4.7831549206e+07 4.7831549206e+07 1.5463785273e+00 1.5463788113e+00 1.5463788209e+00 1.5463785942e+00 1.5463903529e+00 1.8405330797e+09 1.0000000000e+00 1.6777216000e+07 1.6777216000e+09 1.3421772800e+09 1.8405365760e+09 1.8407516160e+09 1.8405330797e+09 1.8405330797e+09 8.3569885972e+08 8.3570022400e+08 8.3579340800e+08 1 0 0 0 0 0 0 0
3 2.6120735578e+07 2.6120577061e+07 2.6120587338e+07 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 3.3554432000e+07 2.6120844256e+07 2.6104067333e+07 2.6120735578e+07 2.6120735578e+07 1.4434621436e+00 1.4434619513e+00 1.4434619662e+00 1.4434622951e+00 1.4434569079e+00 5.7441315947e+08 1.6777216000e+07 1.6777216000e+07 5.7042534400e+08 5.7042534400e+08 5.7441382400e+08 5.7448448000e+08 5.7441315947e+08 5.7441315947e+08 2.7988361033e+08 2.7988403200e+08 2.7991142400e+08 0 0 0 0 0 0 0 0
4 2.0911359784e+07 2.0911137873e+07 2.0911147500e+07 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 6.7108864000e+07 2.0911222115e+07 2.0897045362e+07 2.0911359784e+07 2.0911359784e+07 1.3431602127e+00 1.3431605314e+00 1.3431605213e+00 1.3431606325e+00 1.3431557107e+00 1.5519477600e+08 1.6777216000e+07 1.6777216000e+07 1.5518924800e+08 2.6843545600e+08 1.5519513600e+08 1.5520780800e+08 1.5519477600e+08 1.5519477600e+08 9.2257623753e+07 9.2257792000e+07 9.2264608000e+07 0 0 0 0 0 0 0 0
5 1.5799952850e+07 1.5799874955e+07 1.5799881857e+07 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 6.7108864000e+07 1.5799953532e+07 1.5797778709e+07 1.5799952850e+07 1.5799952850e+07 1.2543565532e+00 1.2543569012e+00 1.2543568793e+00 1.2543570697e+00 1.2543523616e+00 1.2579989293e+08 1.6777216000e+07 1.0000000000e+00 1.5518924800e+08 7.7175193600e+08 1.2580003200e+08 1.2580876800e+08 1.2579989293e+08 1.2579989293e+08 6.1535910543e+07 6.1535968000e+07 6.1539280000e+07 0 1 0 0 0 0 0 0
6 1.3347616460e+07 1.3347501530e+07 1.3347501530e+07 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 6.7108864000e+07 1.3347561235e+07 1.3342411775e+07 1.3347616460e+07 1.3347616460e+07 1.1732136171e+00 1.1732140250e+00 1.1732140234e+00 1.1732142839e+00 1.1732133518e+00 6.3642525657e+07 1.6777216000e+07 1.6777216000e+07 8.5983232000e+07 7.0464307200e+08 6.3642560000e+07 6.3644944000e+07 6.3642525657e+07 6.3642525657e+07 3.4699152185e+07 3.4699168000e+07 3.4699824000e+07 0 0 0 0 0 0 0 0
7 8.9578469841e+06 8.9577576860e+06 8.9577609637e+06 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 3.3554432000e+07 8.9578386897e+06 8.9537023518e+06 8.9578469841e+06 8.9578469841e+06 1.1092053443e+00 1.1092058225e+00 1.1092058044e+00 1.1092061450e+00 1.1092073476e+00 3.7275163694e+07 1.6777216000e+07 1.6777216000e+07 6.5011712000e+07 1.4092861440e+09 3.7275184000e+07 3.7274880000e+07 3.7275163694e+07 3.7275163694e+07 2.0085771734e+07 2.0085776000e+07 2.0085632000e+07 0 0 0 0 0 0 0 0
8 8.0288828352e+06 8.0288297517e+06 8.0288318413e+06 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 1.6777216000e+07 8.0288621407e+06 8.0259528721e+06 8.0288828352e+06 8.0288828352e+06 1.0551988384e+00 1.0551993049e+00 1.0551992912e+00 1.0551998235e+00 1.0552018886e+00 1.8605165101e+07 1.6777216000e+07 1.6777216000e+07 4.8234496000e+07 4.3620761600e+08 1.8605168000e+07 1.8605200000e+07 1.8605165101e+07 1.8605165101e+07 1.1448896637e+07 1.1448894000e+07 1.1448812000e+07 0 0 0 0 0 0 0 0
9 6.4858289996e+06 6.4857660577e+06 6.4857696145e+06 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 1.6777216000e+07 6.4858294334e+06 6.4833870820e+06 6.4858289996e+06 6.4858289996e+06 1.0171064154e+00 1.0171068024e+00 1.0171068078e+00 1.0171076113e+00 1.0171102139e+00 1.6046693624e+07 1.6777216000e+07 1.6777216000e+07 6.1865984000e+07 4.1943040000e+08 1.6046688000e+07 1.6046362000e+07 1.6046693624e+07 1.6046693624e+07 8.9820712978e+06 8.9820640000e+06 8.9818220000e+06 0 0 0 0 0 0 0 0
