matrix=data/matrices/nasa4704.mtx n=4704 seed=7
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 2.4065140889e+08 2.4065052109e+08 2.4065052109e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 6.7108864000e+07 2.4065218981e+08 2.4040534354e+08 2.4065140889e+08 2.4065140889e+08 1.5730121397e+00 1.5730107277e+00 1.5730126859e+00 1.5731340864e+00 7.7877983019e+10 1.6777216000e+07 1.6777216000e+07 6.8719476736e+10 3.0064771072e+10 7.7878001664e+10 7.7859389440e+10 7.7877983019e+10 7.7877983019e+10 0 0 0 0 0 0 0 0
1 1.0340764938e+08 1.0340682133e+08 1.0340682133e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 6.7108864000e+07 1.0340841521e+08 1.0327542082e+08 1.0340764938e+08 1.0340764938e+08 1.7890076561e+00 1.7890081910e+00 1.7890075385e+00 1.7890904537e+00 1.1575083572e+10 1.6777216000e+07 -1.6777216000e+07 1.5032385536e+10 4.2949672960e+09 1.1575099392e+10 1.1576639488e+10 1.1575083572e+10 1.1575083572e+10 0 1 0 0 0 0 0 0
2 5.1955870124e+07 5.1955379357e+07 5.1955379357e+07 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 6.7108864000e+07 5.1956120767e+07 5.1921058857e+07 5.1955870124e+07 5.1955870124e+07 1.6296974046e+00 1.6296975976e+00 1.6296973941e+00 1.6296933947e+00 2.0897781858e+09 -1.6777216000e+07 1.6777216000e+07 2.9527900160e+09 1.2079595520e+09 2.0897781760e+09 2.0904314880e+09 2.0897781858e+09 2.0897781858e+09 1 0 0 0 0 0 0 0
3 2.9500886711e+07 2.9500541951e+07 2.9500547639e+07 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 1.6777216000e+07 2.9500810381e+07 2.9487995844e+07 2.9500886711e+07 2.9500886711e+07 1.5059590189e+00 1.5059590113e+00 1.5059593276e+00 1.5059360682e+00 6.0891668262e+08 1.6777216000e+07 1.6777216000e+07 8.7241523200e+08 4.6976204800e+08 6.0891648000e+08 6.0905984000e+08 6.0891668262e+08 6.0891668262e+08 0 0 0 0 0 0 0 0
4 2.1917269122e+07 2.1917134525e+07 2.1917135290e+07 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 6.7108864000e+07 2.1917260829e+07 2.1907264448e+07 2.1917269122e+07 2.1917269122e+07 1.4501468863e+00 1.4501465213e+00 1.4501473733e+00 1.4501387941e+00 2.4381880709e+08 1.6777216000e+07 1.0485760000e+06 4.1943040000e+08 5.0331648000e+08 2.4381862400e+08 2.4387225600e+08 2.4381880709e+08 2.4381880709e+08 0 0 0 0 0 0 0 0
5 1.8588028084e+07 1.8587679591e+07 1.8587681396e+07 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 3.3554432000e+07 1.8587978349e+07 1.8578964762e+07 1.8588028084e+07 1.8588028084e+07 1.3817535006e+00 1.3817538798e+00 1.3817539900e+00 1.3817495025e+00 1.3570853595e+08 -1.6777216000e+07 1.6777216000e+07 3.0198988800e+08 4.0265318400e+08 1.3570848000e+08 1.3573427200e+08 1.3570853595e+08 1.3570853595e+08 1 0 0 0 0 0 0 0
6 1.4490501844e+07 1.4490489080e+07 1.4490492553e+07 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 6.7108864000e+07 1.4490423084e+07 1.4483900808e+07 1.4490501844e+07 1.4490501844e+07 1.3120444885e+00 1.3120448146e+00 1.3120451493e+00 1.3120449342e+00 6.3067096499e+07 1.6777216000e+07 1.6777216000e+07 2.0971520000e+08 4.1943040000e+08 6.3067104000e+07 6.3076752000e+07 6.3067096499e+07 6.3067096499e+07 0 0 0 0 0 0 0 0
7 1.0082523358e+07 1.0082468945e+07 1.0082478929e+07 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 6.7108864000e+07 1.0082485169e+07 1.0078863663e+07 1.0082523358e+07 1.0082523358e+07 1.2421076704e+00 1.2421084807e+00 1.2421083143e+00 1.2421049796e+00 4.3734709448e+07 1.6777216000e+07 1.6777216000e+07 2.6424115200e+08 3.3554432000e+08 4.3734672000e+07 4.3741200000e+07 4.3734709448e+07 4.3734709448e+07 0 0 0 0 0 0 0 0
8 9.7119995961e+06 9.7119964835e+06 9.7120016659e+06 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 3.3554432000e+07 9.7119951879e+06 9.7074612386e+06 9.7119995961e+06 9.7119995961e+06 1.1879535104e+00 1.1879539682e+00 1.1879542092e+00 1.1879554539e+00 2.3133215826e+07 -1.6777216000e+07 1.6777216000e+07 2.5585254400e+08 4.1943040000e+08 2.3133168000e+07 2.3136248000e+07 2.3133215826e+07 2.3133215826e+07 1 0 0 0 0 0 0 0
9 6.9670153963e+06 6.9669182355e+06 6.9669173324e+06 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 1.6777216000e+07 6.9669961981e+06 6.9646069543e+06 6.9670153963e+06 6.9670153963e+06 1.1397018932e+00 1.1397029179e+00 1.1397023774e+00 1.1397043352e+00 1.8981881199e+07 1.6777216000e+07 1.6777216000e+07 4.1943040000e+08 3.8587596800e+08 1.8981848000e+07 1.8984072000e+07 1.8981881199e+07 1.8981881199e+07 0 0 0 0 0 0 0 0
