matrix=data/matrices/bcsstk14.mtx n=1806 seed=21
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 1.6713907143e+10 1.6713891477e+10 1.6713892004e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.6714284073e+10 1.6668955654e+10 1.6713907143e+10 1.6713907143e+10 6.9730679032e+00 6.9730806185e+00 6.9730562524e+00 6.9723859511e+00 2.0130724326e+12 1.6777216000e+07 1.6777216000e+07 2.1990232556e+12 2.7487790694e+11 2.0130729820e+12 2.0130729820e+12 2.0130724326e+12 2.0130724326e+12 0 0 0 0 0 0 0 0
1 8.3804238104e+09 8.3804240665e+09 8.3804243289e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 8.3808197564e+09 8.3539080571e+09 8.3804238104e+09 8.3804238104e+09 4.8092861592e+00 4.8092850408e+00 4.8092892926e+00 4.8094649607e+00 2.4281395096e+11 1.6777216000e+07 1.6777216000e+07 2.7487790694e+11 1.3743895347e+11 2.4281297715e+11 2.4276841267e+11 2.4281395096e+11 2.4281395096e+11 0 0 0 0 0 0 0 0
2 3.0425116881e+09 3.0425100754e+09 3.0425102561e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 3.0425563321e+09 3.0392240516e+09 3.0425116881e+09 3.0425116881e+09 2.8926780060e+00 2.8926738651e+00 2.8926859383e+00 2.8929838576e+00 4.4878367161e+10 1.6777216000e+07 1.6777216000e+07 6.8719476736e+10 6.0129542144e+10 4.4878200832e+10 4.4865224704e+10 4.4878367161e+10 4.4878367161e+10 0 0 0 0 0 0 0 0
3 1.5338477808e+09 1.5338505787e+09 1.5338505787e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.5338082851e+09 1.5308692485e+09 1.5338477808e+09 1.5338477808e+09 2.3081002114e+00 2.3080977304e+00 2.3081056005e+00 2.3082792172e+00 1.4861378458e+10 -1.6777216000e+07 1.6777216000e+07 2.1474836480e+10 3.8654705664e+10 1.4861271040e+10 1.4855651328e+10 1.4861378458e+10 1.4861378458e+10 1 0 0 0 0 0 0 0
4 8.9132910066e+08 8.9132838105e+08 8.9132791846e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 8.9132660780e+08 8.9041823917e+08 8.9132910066e+08 8.9132910066e+08 1.8407145036e+00 1.8407129153e+00 1.8407179813e+00 1.8408094548e+00 4.1314638816e+09 1.6777216000e+07 1.6777216000e+07 7.5161927680e+09 8.5899345920e+09 4.1314385920e+09 4.1299230720e+09 4.1314638816e+09 4.1314638816e+09 0 0 0 0 0 0 0 0
5 6.2296991816e+08 6.2297130341e+08 6.2297149645e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 6.2296358171e+08 6.2234200240e+08 6.2296991816e+08 6.2296991816e+08 1.3492381020e+00 1.3492359169e+00 1.3492417122e+00 1.3493194156e+00 1.2329298494e+09 -1.6777216000e+07 1.6777216000e+07 1.8790481920e+09 4.2949672960e+09 1.2329205760e+09 1.2324270080e+09 1.2329298494e+09 1.2329298494e+09 1 0 0 0 0 0 0 0
6 4.1405043284e+08 4.1405055615e+08 4.1405057690e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 4.1404812885e+08 4.1366555773e+08 4.1405043284e+08 4.1405043284e+08 9.7674629068e-01 9.7674415663e-01 9.7674937538e-01 9.7679930938e-01 3.5622692534e+08 1.6777216000e+07 1.6777216000e+07 5.0331648000e+08 4.8318382080e+09 3.5622374400e+08 3.5607987200e+08 3.5622692534e+08 3.5622692534e+08 0 0 0 0 0 0 0 0
7 2.1182005780e+08 2.1182078716e+08 2.1182079730e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.1181754291e+08 2.1167734375e+08 2.1182005780e+08 2.1182005780e+08 7.9147170472e-01 7.9147050757e-01 7.9147385996e-01 7.9149796970e-01 1.9441897787e+08 1.6777216000e+07 1.6777216000e+07 3.1876710400e+08 3.6238786560e+09 1.9441772800e+08 1.9434105600e+08 1.9441897787e+08 1.9441897787e+08 0 0 0 0 0 0 0 0
8 1.4683225926e+08 1.4683257070e+08 1.4683256339e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.4683434036e+08 1.4671073453e+08 1.4683225926e+08 1.4683225926e+08 7.0445599842e-01 7.0445568018e-01 7.0445793435e-01 7.0446867736e-01 8.4530722076e+07 -1.6777216000e+07 1.6777216000e+07 1.6357785600e+08 2.5501368320e+09 8.4530240000e+07 8.4495808000e+07 8.4530722076e+07 8.4530722076e+07 1 0 0 0 0 0 0 0
9 9.3505473977e+07 9.3505834899e+07 9.3505757388e+07 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 6.7108864000e+07 9.3505702843e+07 9.3441007251e+07 9.3505473977e+07 9.3505473977e+07 6.5875261787e-01 6.5875281890e-01 6.5875473816e-01 6.5876129448e-01 3.6085015077e+07 -1.6777216000e+07 1.6777216000e+07 1.1114905600e+08 1.5435038720e+09 3.6084880000e+07 3.6070208000e+07 3.6085015077e+07 3.6085015077e+07 1 0 0 0 0 0 0 0
