matrix=data/matrices/s3dkt3m2.mtx n=90449 seed=14
iter res_d res_f res_ffma res_p32q res_p32n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p32q pAp_p32n rz_d rz_p32q rz_p32n guard_p32q guard_p32n
0 2.6569794120e+05 2.6569148111e+05 2.6569148111e+05 2.6569790966e+05 2.6562883699e+05 3.9896666397e+01 3.9894998994e+01 3.9894998994e+01 3.9896674868e+01 3.9891177610e+01 5.2554476910e+08 5.2554470400e+08 5.2542182400e+08 1.9339236742e+08 1.9339238400e+08 1.9332051200e+08 0 0
1 1.1608846884e+05 1.1608054583e+05 1.1608055906e+05 1.1608852016e+05 1.1604031300e+05 4.5324540372e+01 4.5323439134e+01 4.5323441885e+01 4.5324548113e+01 4.5321367138e+01 6.8255362220e+07 6.8255392000e+07 6.8227936000e+07 3.4169914553e+07 3.4169936000e+07 3.4152688000e+07 0 0
2 6.6977709442e+04 6.6972296123e+04 6.6972284656e+04 6.6977704708e+04 6.6955134829e+04 5.4777904281e+01 5.4776148350e+01 5.4776144881e+01 5.4777910325e+01 5.4773944964e+01 1.6928960719e+07 1.6928976000e+07 1.6920128000e+07 8.1420285945e+06 8.1420350000e+06 8.1375180000e+06 0 0
3 4.5777552068e+04 4.5774045397e+04 4.5774025823e+04 4.5777563063e+04 4.5764508869e+04 6.3841997713e+01 6.3840542008e+01 6.3840534377e+01 6.3841998231e+01 6.3838940981e+01 4.3256017968e+06 4.3256040000e+06 4.3231080000e+06 2.4947152440e+06 2.4947165000e+06 2.4930965000e+06 0 0
4 3.0134936387e+04 3.0132216380e+04 3.0132203637e+04 3.0134937066e+04 3.0124698704e+04 6.5320608834e+01 6.5320070243e+01 6.5320059821e+01 6.5320605626e+01 6.5319592812e+01 2.4982524520e+06 2.4982540000e+06 2.4964595000e+06 1.3058405540e+06 1.3058412500e+06 1.3048385000e+06 0 0
5 2.3151192717e+04 2.3148316915e+04 2.3148307930e+04 2.3151192799e+04 2.3141813931e+04 6.0892556897e+01 6.0892832014e+01 6.0892824403e+01 6.0892552604e+01 6.0893374763e+01 1.1467385390e+06 1.1467390000e+06 1.1458392500e+06 6.1591472981e+05 6.1591493750e+05 6.1541087500e+05 0 0
6 1.8293172648e+04 1.8290313939e+04 1.8290297319e+04 1.8293171622e+04 1.8284094071e+04 5.4714478933e+01 5.4715153842e+01 5.4715154238e+01 5.4714476089e+01 5.4715986777e+01 4.9575969886e+05 4.9575981250e+05 4.9533515625e+05 3.2806645322e+05 3.2806653125e+05 3.2777600000e+05 0 0
7 1.5021583653e+04 1.5018902756e+04 1.5018887309e+04 1.5021584470e+04 1.5015017549e+04 5.0524121956e+01 5.0524711235e+01 5.0524717818e+01 5.0524121358e+01 5.0525296505e+01 3.1076226476e+05 3.1076234375e+05 3.1047862500e+05 2.1160679582e+05 2.1160684375e+05 2.1140781250e+05 0 0
8 1.2775654791e+04 1.2772999648e+04 1.2772970837e+04 1.2775654347e+04 1.2770280498e+04 4.8247377773e+01 4.8247731132e+01 4.8247737925e+01 4.8247378448e+01 4.8248072658e+01 2.1474172051e+05 2.1474176562e+05 2.1453323438e+05 1.4628677422e+05 1.4628679688e+05 1.4614132812e+05 0 0
9 1.1032661984e+04 1.1029980236e+04 1.1029961378e+04 1.1032661329e+04 1.1027539345e+04 4.6800604377e+01 4.6800781795e+01 4.6800784824e+01 4.6800604935e+01 4.6801105868e+01 1.6810185914e+05 1.6810187500e+05 1.6793192188e+05 1.0894558348e+05 1.0894559375e+05 1.0883148438e+05 0 0
10 9.7401705921e+03 9.7372550547e+03 9.7372312286e+03 9.7401700190e+03 9.7350204930e+03 4.5550156685e+01 4.5550264449e+01 4.5550265254e+01 4.5550156644e+01 4.5550621886e+01 1.2370360474e+05 1.2370361719e+05 1.2356975781e+05 8.2202866171e+04 8.2202875000e+04 8.2110812500e+04 0 0
11 8.6988063699e+03 8.6958583245e+03 8.6958307251e+03 8.6988054352e+03 8.6939059116e+03 4.4271628190e+01 4.4271715449e+01 4.4271715845e+01 4.4271627804e+01 4.4272068699e+01 8.5492589068e+04 8.5492601562e+04 8.5393093750e+04 6.0306490671e+04 6.0306498047e+04 6.0235738281e+04 0 0
12 7.5548782236e+03 7.5521967665e+03 7.5521724027e+03 7.5548776297e+03 7.5510190041e+03 4.2832251716e+01 4.2832363091e+01 4.2832362993e+01 4.2832251513e+01 4.2832704073e+01 6.5202798818e+04 6.5202802734e+04 6.5125876953e+04 4.6876018948e+04 4.6876021484e+04 4.6820058594e+04 0 0
13 6.6387958622e+03 6.6362896260e+03 6.6362697353e+03 6.6387950714e+03 6.6352923071e+03 4.1165192248e+01 4.1165389949e+01 4.1165391222e+01 4.1165192636e+01 4.1165707267e+01 5.3507904337e+04 5.3507906250e+04 5.3443220703e+04 3.7559725910e+04 3.7559726562e+04 3.7513898438e+04 0 0
14 5.8691439556e+03 5.8668073089e+03 5.8667909457e+03 5.8691437195e+03 5.8660869411e+03 3.9502551084e+01 3.9502837197e+01 3.9502837878e+01 3.9502552070e+01 3.9503107313e+01 4.4293625015e+04 4.4293625000e+04 4.4238939453e+04 2.9854569698e+04 2.9854569336e+04 2.9817448242e+04 0 0
15 5.2389617860e+03 5.2366588585e+03 5.2366412900e+03 5.2389609657e+03 5.2359144378e+03 3.8057336480e+01 3.8057688642e+01 3.8057691616e+01 3.8057337945e+01 3.8057883078e+01 3.1590897047e+04 3.1590895508e+04 3.1551372070e+04 2.2297119050e+04 2.2297118164e+04 2.2268960938e+04 0 0
16 4.7238131567e+03 4.7215573702e+03 4.7215378851e+03 4.7238128667e+03 4.7209685447e+03 3.6833572379e+01 3.6833988834e+01 3.6833993081e+01 3.6833574130e+01 3.6834100275e+01 2.4409886451e+04 2.4409885742e+04 2.4378757812e+04 1.7771290152e+04 1.7771290039e+04 1.7748474609e+04 0 0
17 4.1780961603e+03 4.1760830930e+03 4.1760613022e+03 4.1780962172e+03 4.1758055510e+03 3.5761638704e+01 3.5762140051e+01 3.5762146994e+01 3.5761640692e+01 3.5762190773e+01 1.9977436381e+04 1.9977436523e+04 1.9951639648e+04 1.4186969045e+04 1.4186969238e+04 1.4168535156e+04 0 0
18 3.6909654116e+03 3.6891111396e+03 3.6890813220e+03 3.6909651854e+03 3.6889475464e+03 3.4711733653e+01 3.4712355799e+01 3.4712366299e+01 3.4711735895e+01 3.4712352217e+01 1.7033482617e+04 1.7033482422e+04 1.7011202148e+04 1.1563145857e+04 1.1563145996e+04 1.1547927246e+04 0 0
19 3.3184197052e+03 3.3166094132e+03 3.3165904179e+03 3.3184195033e+03 3.3164523214e+03 3.3632324706e+01 3.3633113886e+01 3.3633124802e+01 3.3632327290e+01 3.3633035617e+01 1.3422743272e+04 1.3422744141e+04 1.3404960449e+04 9.1380071204e+03 9.1380078125e+03 9.1258095703e+03 0 0
20 3.0100549634e+03 3.0083098245e+03 3.0082971928e+03 3.0100548168e+03 3.0081835050e+03 3.2526323176e+01 3.2527285083e+01 3.2527295479e+01 3.2526326243e+01 3.2527103788e+01 9.8194618171e+03 9.8194628906e+03 9.8063017578e+03 7.1180431996e+03 7.1180439453e+03 7.1084455566e+03 0 0
21 2.7517142132e+03 2.7500702718e+03 2.7500520904e+03 2.7517141930e+03 2.7500723627e+03 3.1454378176e+01 3.1455494215e+01 3.1455506839e+01 3.1454381722e+01 3.1455192485e+01 7.6985790266e+03 7.6985800781e+03 7.6881047363e+03 5.7953340359e+03 5.7953347168e+03 5.7874160156e+03 0 0
22 2.4815078266e+03 2.4799316523e+03 2.4799216722e+03 2.4815078078e+03 2.4800635073e+03 3.0447096793e+01 3.0448380159e+01 3.0448391494e+01 3.0447100680e+01 3.0447943155e+01 6.6164797916e+03 6.6164802246e+03 6.6074248047e+03 4.8635599137e+03 4.8635603027e+03 4.8568747559e+03 0 0
23 2.2986130879e+03 2.2970758586e+03 2.2970666077e+03 2.2986128426e+03 2.2972596719e+03 2.9453068586e+01 2.9454527634e+01 2.9454536559e+01 2.9453072765e+01 2.9453944815e+01 5.6623165583e+03 5.6623171387e+03 5.6545017090e+03 4.1270919997e+03 4.1270922852e+03 4.1213889160e+03 0 0
24 2.1227444535e+03 2.1212393783e+03 2.1212306570e+03 2.1227442145e+03 2.1214113227e+03 2.8481794383e+01 2.8483418544e+01 2.8483426911e+01 2.8481798823e+01 2.8482692166e+01 4.9198616976e+03 4.9198615723e+03 4.9130500488e+03 3.5349048370e+03 3.5349048462e+03 3.5300118408e+03 0 0
25 1.9988062706e+03 1.9973300303e+03 1.9973200795e+03 1.9988061437e+03 1.9975283477e+03 2.7537498972e+01 2.7539272006e+01 2.7539280637e+01 2.7537503756e+01 2.7538409151e+01 3.9950789592e+03 3.9950789185e+03 3.9895807495e+03 2.9504430479e+03 2.9504430542e+03 2.9463565063e+03 0 0
26 1.8693687335e+03 1.8679722964e+03 1.8679644670e+03 1.8693686100e+03 1.8682664425e+03 2.6622547499e+01 2.6624449553e+01 2.6624458921e+01 2.6622552737e+01 2.6623463252e+01 3.6814390001e+03 3.6814389038e+03 3.6763014526e+03 2.6530846896e+03 2.6530846558e+03 2.6493741455e+03 0 0
27 1.7524724610e+03 1.7511074353e+03 1.7511012963e+03 1.7524722537e+03 1.7514055784e+03 2.5731427994e+01 2.5733452422e+01 2.5733460646e+01 2.5731433698e+01 2.5732346365e+01 3.3575141980e+03 3.3575142212e+03 3.3528103638e+03 2.3804370879e+03 2.3804370728e+03 2.3770925293e+03 0 0
28 1.6563640125e+03 1.6550138972e+03 1.6550067220e+03 1.6563637885e+03 1.6553066181e+03 2.4838456561e+01 2.4840593472e+01 2.4840600836e+01 2.4838462726e+01 2.4839373698e+01 2.8328119132e+03 2.8328119507e+03 2.8288167725e+03 2.0854856842e+03 2.0854856567e+03 2.0825390625e+03 0 0
29 1.5679202983e+03 1.5665971882e+03 1.5665891293e+03 1.5679201191e+03 1.5668859244e+03 2.3959917434e+01 2.3962142162e+01 2.3962150343e+01 2.3959924063e+01 2.3960824217e+01 2.3322411116e+03 2.3322411499e+03 2.3289306641e+03 1.7959170699e+03 1.7959170227e+03 1.7933656616e+03 0 0
30 1.4835406767e+03 1.4822440757e+03 1.4822337872e+03 1.4835405286e+03 1.4825462893e+03 2.3117657232e+01 2.3119949821e+01 2.3119960518e+01 2.3117664358e+01 2.3118538456e+01 1.9996974218e+03 1.9996973267e+03 1.9968590393e+03 1.5767956964e+03 1.5767955627e+03 1.5745527344e+03 0 0
31 1.3935134337e+03 1.3922841844e+03 1.3922781690e+03 1.3935131862e+03 1.3926417343e+03 2.2339222806e+01 2.2341553832e+01 2.2341564585e+01 2.2339230485e+01 2.2340069935e+01 1.8534533339e+03 1.8534531250e+03 1.8508168945e+03 1.4213846196e+03 1.4213844299e+03 1.4193567810e+03 0 0
32 1.2995320717e+03 1.2983583866e+03 1.2983511659e+03 1.2995317426e+03 1.2987285128e+03 2.1630745177e+01 2.1633090179e+01 2.1633100803e+01 2.1630753381e+01 2.1631561767e+01 1.8830999039e+03 1.8830996094e+03 1.8804129028e+03 1.3290490951e+03 1.3290488586e+03 1.3271463623e+03 0 0
33 1.2440717395e+03 1.2429253296e+03 1.2429147698e+03 1.2440714409e+03 1.2432623416e+03 2.0961657030e+01 2.0964000520e+01 2.0964012657e+01 2.0961665820e+01 2.0962447697e+01 1.6428974754e+03 1.6428971252e+03 1.6405365295e+03 1.1649295048e+03 1.1649292297e+03 1.1632520752e+03 0 0
34 1.1767273227e+03 1.1756006975e+03 1.1755868747e+03 1.1767270287e+03 1.1759530178e+03 2.0302735695e+01 2.0305066531e+01 2.0305083456e+01 2.0302745087e+01 2.0303491477e+01 1.3573684130e+03 1.3573680725e+03 1.3554074707e+03 1.0236809296e+03 1.0236806335e+03 1.0222034607e+03 0 0
35 1.1069672517e+03 1.1058883307e+03 1.1058756711e+03 1.1069669146e+03 1.1062567514e+03 1.9694179059e+01 1.9696474500e+01 1.9696495555e+01 1.9694189049e+01 1.9694889463e+01 1.1633153614e+03 1.1633149719e+03 1.1616366272e+03 8.9870683945e+02 8.9870649719e+02 8.9740994263e+02 0 0
36 1.0394150021e+03 1.0383925679e+03 1.0383804698e+03 1.0394146189e+03 1.0387730744e+03 1.9151999266e+01 1.9154240377e+01 1.9154263291e+01 1.9152009796e+01 1.9152662344e+01 1.0627147401e+03 1.0627142944e+03 1.0611845703e+03 8.0167658448e+02 8.0167620850e+02 8.0051921082e+02 0 0
37 9.6894041716e+02 9.6796090443e+02 9.6795215533e+02 9.6893998137e+02 9.6833533061e+02 1.8658867057e+01 1.8661051940e+01 1.8661073439e+01 1.8658878051e+01 1.8659486537e+01 1.0145345031e+03 1.0145339661e+03 1.0130706329e+03 7.3507930744e+02 7.3507888794e+02 7.3401533508e+02 0 0
38 9.1367371911e+02 9.1272089792e+02 9.1271439262e+02 9.1367328679e+02 9.1307399755e+02 1.8211863908e+01 1.8213997343e+01 1.8214015962e+01 1.8211875396e+01 1.8212447620e+01 9.1697724125e+02 9.1697668457e+02 9.1564764404e+02 6.4660762372e+02 6.4660719299e+02 6.4566882324e+02 0 0
39 8.6704652919e+02 8.6612481058e+02 8.6611972325e+02 8.6704606279e+02 8.6648449207e+02 1.7771507775e+01 1.7773598496e+01 1.7773613696e+01 1.7771519803e+01 1.7772061699e+01 7.3790373096e+02 7.3790319824e+02 7.3682852173e+02 5.5704250630e+02 5.5704206848e+02 5.5622966003e+02 0 0
40 8.1667405132e+02 8.1579125700e+02 8.1578589409e+02 8.1667355014e+02 8.1615550755e+02 1.7355698188e+01 1.7357737799e+01 1.7357750573e+01 1.7355710783e+01 1.7356222667e+01 6.4397124461e+02 6.4397068787e+02 6.4303038025e+02 4.9347874223e+02 4.9347829437e+02 4.9275546265e+02 0 0
