matrix=data/matrices/sts4098.mtx n=4098 seed=4
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 1.3807359078e+08 1.3807378403e+08 1.3807378403e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 6.7108864000e+07 1.3807400955e+08 1.3802622205e+08 1.3807359078e+08 1.3807359078e+08 4.3187570707e+00 4.3187508818e+00 4.3187610362e+00 4.3189992244e+00 9.9671980605e+09 1.6777216000e+07 1.6777216000e+07 9.6636764160e+09 6.4424509440e+09 9.9671900160e+09 9.9658301440e+09 9.9671980605e+09 9.9671980605e+09 0 0 0 0 0 0 0 0
1 3.8315609036e+07 3.8315485925e+07 3.8315485925e+07 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 6.7108864000e+07 3.8315643558e+07 3.8300844245e+07 3.8315609036e+07 3.8315609036e+07 4.1133895782e+00 4.1133893330e+00 4.1133910701e+00 4.1134044537e+00 1.1833849494e+09 1.6777216000e+07 1.6777216000e+07 1.3421772800e+09 1.3421772800e+09 1.1833907200e+09 1.1834501120e+09 1.1833849494e+09 1.1833849494e+09 0 0 0 0 0 0 0 0
2 1.6159331880e+07 1.6159179950e+07 1.6159177873e+07 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 3.3554432000e+07 1.6159242764e+07 1.6159176316e+07 1.6159331880e+07 1.6159331880e+07 2.2599621262e+00 2.2599661057e+00 2.2599577878e+00 2.2599128995e+00 1.4203983410e+08 -1.6777216000e+07 1.6777216000e+07 1.8454937600e+08 1.3002342400e+08 1.4204025600e+08 1.4205036800e+08 1.4203983410e+08 1.4203983410e+08 1 0 0 0 0 0 0 0
3 2.0235005570e+07 2.0235026019e+07 2.0235021873e+07 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 3.3554432000e+07 2.0235029335e+07 2.0232057560e+07 2.0235005570e+07 2.0235005570e+07 2.1271838282e+00 2.1271723736e+00 2.1271841706e+00 2.1271247688e+00 6.0115594394e+07 1.6777216000e+07 1.6777216000e+07 8.5983232000e+07 5.6623104000e+07 6.0115648000e+07 6.0118416000e+07 6.0115594394e+07 6.0115594394e+07 0 0 0 0 0 0 0 0
4 1.5210165245e+07 1.5210398798e+07 1.5210396592e+07 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 1.6777216000e+07 1.5210212388e+07 1.5206470473e+07 1.5210165245e+07 1.5210165245e+07 1.7934592810e+00 1.7934536834e+00 1.7934572475e+00 1.7933907927e+00 3.1045651737e+07 1.6777216000e+07 1.6777216000e+07 5.0331648000e+07 3.2505856000e+07 3.1045696000e+07 3.1044752000e+07 3.1045651737e+07 3.1045651737e+07 0 0 0 0 0 0 0 0
5 1.0382103715e+07 1.0382156579e+07 1.0382159407e+07 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 8.3886080000e+06 1.0382131127e+07 1.0379803869e+07 1.0382103715e+07 1.0382103715e+07 1.8295721216e+00 1.8295634850e+00 1.8295687024e+00 1.8295553679e+00 2.2342493293e+07 1.6777216000e+07 1.6777216000e+07 4.6137344000e+07 2.4641536000e+07 2.2342512000e+07 2.2341064000e+07 2.2342493293e+07 2.2342493293e+07 0 0 0 0 0 0 0 0
6 8.3502461919e+06 8.3501116678e+06 8.3501141794e+06 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 1.1863283203e+07 8.3502161467e+06 8.3495410297e+06 8.3502461919e+06 8.3502461919e+06 1.8223061018e+00 1.8222966984e+00 1.8223005391e+00 1.8222404474e+00 1.6454087428e+07 1.6777216000e+07 1.6777216000e+07 3.7748736000e+07 2.7787264000e+07 1.6454098000e+07 1.6453656000e+07 1.6454087428e+07 1.6454087428e+07 0 0 0 0 0 0 0 0
7 7.3954392128e+06 7.3954062671e+06 7.3954039985e+06 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 1.1863283203e+07 7.3953753574e+06 7.3939959144e+06 7.3954392128e+06 7.3954392128e+06 1.6183767429e+00 1.6183694788e+00 1.6183738649e+00 1.6183478595e+00 1.0246028967e+07 1.6777216000e+07 1.6777216000e+07 2.7262976000e+07 1.8350080000e+07 1.0246046000e+07 1.0245676000e+07 1.0246028967e+07 1.0246028967e+07 0 0 0 0 0 0 0 0
8 5.2802727707e+06 5.2803709542e+06 5.2803645997e+06 4.0960000000e+03 4.0960000000e+03 1.1863283203e+07 8.3886080000e+06 5.2802253931e+06 5.2793865015e+06 5.2802727707e+06 5.2802727707e+06 1.5529337016e+00 1.5529254623e+00 1.5529326450e+00 1.5528933179e+00 5.8084515710e+06 1.6777216000e+07 1.6777216000e+07 1.8874368000e+07 1.0878976000e+07 5.8084580000e+06 5.8082070000e+06 5.8084515710e+06 5.8084515710e+06 0 0 0 0 0 0 0 0
9 3.9669779073e+06 3.9670271468e+06 3.9670242393e+06 4.0960000000e+03 nan 8.3886080000e+06 8.3886080000e+06 3.9669754713e+06 3.9665271486e+06 3.9669779073e+06 3.9669779073e+06 1.4180289522e+00 1.4180224367e+00 1.4180277997e+00 1.4180066285e+00 4.5386862849e+06 1.6777216000e+07 0.0000000000e+00 1.6777216000e+07 9.9614720000e+06 4.5386940000e+06 4.5383700000e+06 4.5386862849e+06 4.5386862849e+06 0 1 0 0 0 0 0 0
