matrix=data/matrices/bodyy4.mtx n=17546 seed=5
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 2.2131678689e+03 2.2131588285e+03 2.2131583766e+03 4.0960000000e+03 1.0240000000e+03 2.2021952684e+03 1.5571872078e+03 2.2131678653e+03 2.2131590544e+03 2.2131678689e+03 2.2131678689e+03 5.1877845606e-01 5.1877891546e-01 5.1877846018e-01 5.1877828433e-01 1.3590200192e+06 1.0485760000e+06 1.6384000000e+04 1.3598720000e+06 5.6115200000e+05 1.3590200000e+06 1.3590195000e+06 1.3590200192e+06 1.3590200192e+06 0 0 0 0 0 0 0 0
1 9.4000503687e+02 9.3999687499e+02 9.3999674202e+02 4.0960000000e+03 1.0240000000e+03 9.3404924924e+02 6.9078506064e+02 9.4000495344e+02 9.4000365691e+02 9.4000503687e+02 9.4000503687e+02 3.3551548453e-01 3.3551591724e-01 3.3551548819e-01 3.3551560672e-01 4.5724317736e+04 2.6214400000e+05 4.0960000000e+03 4.5568000000e+04 2.2016000000e+04 4.5724316406e+04 4.5724419922e+04 4.5724317736e+04 4.5724317736e+04 0 0 0 0 0 0 0 0
2 5.0519824823e+02 5.0519263034e+02 5.0519213548e+02 4.0960000000e+03 1.0240000000e+03 4.9985597926e+02 3.8797938090e+02 5.0519818203e+02 5.0519779542e+02 5.0519824823e+02 5.0519824823e+02 2.5175263348e-01 2.5175288720e-01 2.5175263632e-01 2.5175269566e-01 6.7819900290e+03 6.5536000000e+04 8.1920000000e+03 6.7360000000e+03 4.3520000000e+03 6.7819895020e+03 6.7819731445e+03 6.7819900290e+03 6.7819900290e+03 0 0 0 0 0 0 0 0
3 3.1035336993e+02 3.1034960126e+02 3.1034932435e+02 4.0960000000e+03 1.0240000000e+03 3.0693321749e+02 2.6773120849e+02 3.1035332687e+02 3.1035205564e+02 3.1035336993e+02 3.1035336993e+02 2.0658469760e-01 2.0658480044e-01 2.0658469929e-01 2.0658475006e-01 1.8356110390e+03 1.6384000000e+04 8.1920000000e+03 1.8180000000e+03 1.8780000000e+03 1.8356107788e+03 1.8356062317e+03 1.8356110390e+03 1.8356110390e+03 0 0 0 0 0 0 0 0
4 2.1030439056e+02 2.1030136486e+02 2.1030085406e+02 4.0960000000e+03 1.0240000000e+03 2.0738370235e+02 1.8590320062e+02 2.1030435998e+02 2.1030392349e+02 2.1030439056e+02 2.1030439056e+02 1.7681734622e-01 1.7681748946e-01 1.7681734710e-01 1.7681737053e-01 6.4969495775e+02 3.2768000000e+04 4.0960000000e+03 6.4300000000e+02 8.8000000000e+02 6.4969485474e+02 6.4969209290e+02 6.4969495775e+02 6.4969495775e+02 0 0 0 0 0 0 0 0
5 1.5162277232e+02 1.5161946739e+02 1.5161919687e+02 4.0960000000e+03 1.0240000000e+03 1.4923806485e+02 1.3948476619e+02 1.5162274898e+02 1.5162243016e+02 1.5162277232e+02 1.5162277232e+02 1.5508478743e-01 1.5508499897e-01 1.5508478816e-01 1.5508481431e-01 2.9836633594e+02 6.5536000000e+04 1.6384000000e+04 2.9500000000e+02 4.4500000000e+02 2.9836630249e+02 2.9836568451e+02 2.9836633594e+02 2.9836633594e+02 0 0 0 0 0 0 0 0
6 1.1218701106e+02 1.1218434449e+02 1.1218406158e+02 4.0960000000e+03 1.0240000000e+03 1.1041738993e+02 1.1593101397e+02 1.1218699512e+02 1.1218680580e+02 1.1218701106e+02 1.1218701106e+02 1.3853376284e-01 1.3853395692e-01 1.3853376353e-01 1.3853378261e-01 1.5943354279e+02 6.5536000000e+04 8.1920000000e+03 1.5737500000e+02 2.9550000000e+02 1.5943352318e+02 1.5943287277e+02 1.5943354279e+02 1.5943354279e+02 0 0 0 0 0 0 0 0
7 8.5765975791e+01 8.5763833045e+01 8.5763667939e+01 4.0960000000e+03 1.0240000000e+03 8.4380092439e+01 9.3808315196e+01 8.5765962322e+01 8.5765778716e+01 8.5765975791e+01 8.5765975791e+01 1.2545470489e-01 1.2545488203e-01 1.2545470567e-01 1.2545472184e-01 8.9393373822e+01 3.2768000000e+04 4.0960000000e+03 8.8187500000e+01 2.2300000000e+02 8.9393362045e+01 8.9393025398e+01 8.9393373822e+01 8.9393373822e+01 0 0 0 0 0 0 0 0
8 6.7047785266e+01 6.7045930065e+01 6.7045809899e+01 4.0960000000e+03 1.0240000000e+03 6.5969690010e+01 7.6628976243e+01 6.7047772585e+01 6.7047636036e+01 6.7047785266e+01 6.7047785266e+01 1.1451048620e-01 1.1451064916e-01 1.1451048699e-01 1.1451049828e-01 5.5249333494e+01 6.5536000000e+04 4.0960000000e+03 5.4562500000e+01 1.6300000000e+02 5.5249326706e+01 5.5249114037e+01 5.5249333494e+01 5.5249333494e+01 0 0 0 0 0 0 0 0
9 5.3529455590e+01 5.3527820235e+01 5.3527731295e+01 4.0960000000e+03 1.0240000000e+03 5.2611785752e+01 6.5238025721e+01 5.3529445638e+01 5.3529316793e+01 5.3529455590e+01 5.3529455590e+01 1.0534707310e-01 1.0534721356e-01 1.0534707370e-01 1.0534708448e-01 3.4869204734e+01 1.6777216000e+07 3.0720000000e+03 3.4468750000e+01 1.1537500000e+02 3.4869200230e+01 3.4869081497e+01 3.4869204734e+01 3.4869204734e+01 0 0 0 0 0 0 0 0
