matrix=data/matrices/sts4098.mtx n=4098 seed=10
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 1.2075499874e+08 1.2075676235e+08 1.2075676235e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 6.7108864000e+07 1.2075480615e+08 1.2072521022e+08 1.2075499874e+08 1.2075499874e+08 2.8264605494e+00 2.8264496616e+00 2.8264582900e+00 2.8264247406e+00 2.2167130983e+10 1.6777216000e+07 1.6777216000e+07 2.1474836480e+10 1.6106127360e+10 2.2167158784e+10 2.2165061632e+10 2.2167130983e+10 2.2167130983e+10 6.6242534922e+09 6.6242560000e+09 6.6235432960e+09 0 0 0 0 0 0 0 0
1 3.1648983920e+07 3.1649104732e+07 3.1649112153e+07 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 3.3554432000e+07 3.1648392268e+07 3.1641334621e+07 3.1648983920e+07 3.1648983920e+07 2.2402232577e+00 2.2402255064e+00 2.2402235267e+00 2.2402406553e+00 1.2412419881e+09 1.6777216000e+07 1.6777216000e+07 1.4092861440e+09 1.3421772800e+09 1.2412364800e+09 1.2411361280e+09 1.2412419881e+09 1.2412419881e+09 3.9743234331e+08 3.9743052800e+08 3.9739392000e+08 0 0 0 0 0 0 0 0
2 3.1168436679e+07 3.1167520954e+07 3.1167514494e+07 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 6.7108864000e+07 3.1168414505e+07 3.1159594139e+07 3.1168436679e+07 3.1168436679e+07 1.8713491465e+00 1.8713373212e+00 1.8713437400e+00 1.8713052693e+00 1.0594600930e+08 -1.6777216000e+07 1.6777216000e+07 1.2792627200e+08 1.0485760000e+08 1.0594547200e+08 1.0593888000e+08 1.0594600930e+08 1.0594600930e+08 7.3144962858e+07 7.3144576000e+07 7.3138176000e+07 1 0 0 0 0 0 0 0
3 2.7291398329e+07 2.7291684577e+07 2.7291683347e+07 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 1.6777216000e+07 2.7291318191e+07 2.7285966921e+07 2.7291398329e+07 2.7291398329e+07 2.0448167814e+00 2.0448085610e+00 2.0448029226e+00 2.0447803349e+00 6.3672205640e+07 1.6777216000e+07 1.6777216000e+07 8.8080384000e+07 6.3963136000e+07 6.3671840000e+07 6.3664992000e+07 6.3672205640e+07 6.3672205640e+07 4.2975445711e+07 4.2975152000e+07 4.2969408000e+07 0 0 0 0 0 0 0 0
4 1.5112851995e+07 1.5113103290e+07 1.5113110505e+07 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 1.1863283203e+07 1.5112479394e+07 1.5110845156e+07 1.5112851995e+07 1.5112851995e+07 1.3108043651e+00 1.3107989028e+00 1.3108037216e+00 1.3107830226e+00 4.3029132182e+07 1.6777216000e+07 1.6777216000e+07 7.9691776000e+07 4.0894464000e+07 4.3028784000e+07 4.3021584000e+07 4.3029132182e+07 4.3029132182e+07 2.7939085826e+07 2.7938840000e+07 2.7933912000e+07 0 0 0 0 0 0 0 0
5 1.1833170392e+07 1.1833017549e+07 1.1833024284e+07 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 1.6777216000e+07 1.1832878246e+07 1.1830337191e+07 1.1833170392e+07 1.1833170392e+07 1.3742740715e+00 1.3742682884e+00 1.3742808524e+00 1.3742605512e+00 2.6700294435e+07 1.6777216000e+07 1.6777216000e+07 5.1380224000e+07 2.3068672000e+07 2.6700040000e+07 2.6695160000e+07 2.6700294435e+07 2.6700294435e+07 1.6692710840e+07 1.6692550000e+07 1.6689600000e+07 0 0 0 0 0 0 0 0
6 7.9960225166e+06 7.9958496918e+06 7.9958486427e+06 4.0960000000e+03 4.0960000000e+03 1.1863283203e+07 1.6777216000e+07 7.9959291623e+06 7.9939481975e+06 7.9960225166e+06 7.9960225166e+06 1.1939131059e+00 1.1939065445e+00 1.1939224356e+00 1.1939129367e+00 1.9130622849e+07 1.6777216000e+07 1.6777216000e+07 3.3554432000e+07 2.2544384000e+07 1.9130432000e+07 1.9127272000e+07 1.9130622849e+07 1.9130622849e+07 1.1789192079e+07 1.1789068000e+07 1.1787102000e+07 0 0 0 0 0 0 0 0
7 4.8984359642e+06 4.8985914597e+06 4.8985927441e+06 4.0960000000e+03 4.0960000000e+03 1.1863283203e+07 8.3886080000e+06 4.8984598131e+06 4.8982680095e+06 4.8984359642e+06 4.8984359642e+06 1.1017910958e+00 1.1017863107e+00 1.1017940605e+00 1.1017853079e+00 1.1779130838e+07 1.6777216000e+07 1.6777216000e+07 2.6738688000e+07 1.7301504000e+07 1.1778978000e+07 1.1776978000e+07 1.1779130838e+07 1.1779130838e+07 6.9067741625e+06 6.9066880000e+06 6.9055450000e+06 0 0 0 0 0 0 0 0
8 3.8793829312e+06 3.8792651666e+06 3.8792651666e+06 4.0960000000e+03 4.0960000000e+03 1.1863283203e+07 8.3886080000e+06 3.8793855846e+06 3.8789098374e+06 3.8793829312e+06 3.8793829312e+06 1.0847768108e+00 1.0847702626e+00 1.0847741474e+00 1.0847783623e+00 7.9424123551e+06 1.6777216000e+07 1.6777216000e+07 1.7825792000e+07 9.6993280000e+06 7.9423290000e+06 7.9411200000e+06 7.9424123551e+06 7.9424123551e+06 4.9798934399e+06 4.9798380000e+06 4.9790210000e+06 0 0 0 0 0 0 0 0
9 3.0770590763e+06 3.0769700596e+06 3.0769710819e+06 4.0960000000e+03 4.0960000000e+03 1.1863283203e+07 8.3886080000e+06 3.0770421341e+06 3.0764204995e+06 3.0770590763e+06 3.0770590763e+06 8.2520651713e-01 8.2520206884e-01 8.2521081542e-01 8.2521037637e-01 4.2713040444e+06 1.6777216000e+07 1.6777216000e+07 1.3893632000e+07 6.4225280000e+06 4.2712500000e+06 4.2705110000e+06 4.2713040444e+06 4.2713040444e+06 2.7839274939e+06 2.7838895000e+06 2.7833705000e+06 0 0 0 0 0 0 0 0
