matrix=data/matrices/nasasrb.mtx n=54870 seed=22
iter res_d res_f res_ffma res_p32q res_p32n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p32q pAp_p32n rz_d rz_p32q rz_p32n guard_p32q guard_p32n
0 7.8880927042e+09 7.8878261009e+09 7.8878261009e+09 7.8880753325e+09 7.6019859523e+09 1.0371051640e+00 1.0371005312e+00 1.0371005312e+00 1.0371061689e+00 1.0371196716e+00 8.0539102117e+12 8.0539025408e+12 8.0212876329e+12 2.6948863433e+12 2.6948906516e+12 2.6840693473e+12 0 0
1 4.3675106657e+09 4.3673133754e+09 4.3673133754e+09 4.3677509111e+09 4.2374345676e+09 1.0814818803e+00 1.0814781365e+00 1.0814781365e+00 1.0814819994e+00 1.0816883221e+00 1.3030200958e+12 1.3030276465e+12 1.3016435261e+12 5.2070125610e+11 5.2070396723e+11 5.1984518349e+11 0 0
2 2.6985866249e+09 2.6984476387e+09 2.6984476387e+09 2.6985775137e+09 2.6101379918e+09 1.0122706581e+00 1.0122701397e+00 1.0122701397e+00 1.0122703657e+00 1.0122765791e+00 3.4223277790e+11 3.4223423488e+11 3.4155475763e+11 1.4518062877e+11 1.4518111437e+11 1.4484347290e+11 0 0
3 1.7589937717e+09 1.7588801290e+09 1.7588801290e+09 1.7589692846e+09 1.7274830544e+09 9.4282972493e-01 9.4283158296e-01 9.4283158296e-01 9.4282952392e-01 9.4280189079e-01 1.3030073541e+11 1.3030103450e+11 1.2999485030e+11 5.5563090263e+10 5.5563190272e+10 5.5433625600e+10 0 0
4 1.1208597505e+09 1.1207806615e+09 1.1207806002e+09 1.1208134640e+09 1.0960543785e+09 8.8239827915e-01 8.8240083952e-01 8.8240084335e-01 8.8239815577e-01 8.8244321486e-01 4.8892756125e+10 4.8892805120e+10 4.8799612928e+10 2.2862814306e+10 2.2862856192e+10 2.2809051136e+10 0 0
5 8.6164672246e+08 8.6158087277e+08 8.6158079301e+08 8.6166154598e+08 8.4162448805e+08 8.2759628406e-01 8.2759894432e-01 8.2759895000e-01 8.2759619888e-01 8.2765699044e-01 2.0131571742e+10 2.0131610624e+10 2.0072267776e+10 1.0800144072e+10 1.0800168960e+10 1.0766041088e+10 0 0
6 7.0588471671e+08 7.0583750652e+08 7.0583743350e+08 7.0589027300e+08 6.9331730937e+08 7.8038059472e-01 7.8038345918e-01 7.8038347340e-01 7.8038053958e-01 7.8043773945e-01 1.0732940653e+10 1.0732978176e+10 1.0697588736e+10 6.3330627396e+09 6.3330795520e+09 6.3106007040e+09 0 0
7 6.2416004758e+08 6.2411644640e+08 6.2411622619e+08 6.2414851419e+08 6.1560610115e+08 7.4059771165e-01 7.4060115508e-01 7.4060117324e-01 7.4059764526e-01 7.4064763945e-01 7.8894515418e+09 7.8894694400e+09 7.8598635520e+09 4.5666383042e+09 4.5666467840e+09 4.5487472640e+09 0 0
8 5.1633628126e+08 5.1629565269e+08 5.1629561942e+08 5.1634250213e+08 5.0987971656e+08 7.0528029075e-01 7.0528417943e-01 7.0528419307e-01 7.0528019194e-01 7.0533986062e-01 5.9309020734e+09 5.9309096960e+09 5.9075297280e+09 3.2948194369e+09 3.2948244480e+09 3.2810352640e+09 0 0
9 3.9061300147e+08 3.9057577843e+08 3.9057575643e+08 3.9061109759e+08 3.8397931095e+08 6.7254879084e-01 6.7255328505e-01 6.7255329720e-01 6.7254868921e-01 6.7262314892e-01 4.2236463667e+09 4.2236538880e+09 4.2050068480e+09 2.3216438719e+09 2.3216476160e+09 2.3108956160e+09 0 0
10 3.4823390249e+08 3.4819366229e+08 3.4819369929e+08 3.4822828490e+08 3.4334419856e+08 6.4403383566e-01 6.4403862241e-01 6.4403862221e-01 6.4403374930e-01 6.4411541167e-01 2.8435997929e+09 2.8436029440e+09 2.8298854400e+09 1.5644920879e+09 1.5644938240e+09 1.5565783040e+09 0 0
11 2.8174317444e+08 2.8170512193e+08 2.8170496947e+08 2.8173736606e+08 2.7756977282e+08 6.1773502622e-01 6.1774006137e-01 6.1774007062e-01 6.1773496771e-01 6.1782536929e-01 1.9455920719e+09 1.9455938560e+09 1.9352883200e+09 1.1243679987e+09 1.1243694080e+09 1.1181291520e+09 0 0
12 2.5823603447e+08 2.5819721042e+08 2.5819698585e+08 2.5823512585e+08 2.5503472284e+08 5.9483938552e-01 5.9484468081e-01 5.9484470625e-01 5.9483937614e-01 5.9494141693e-01 1.3206942340e+09 1.3206968320e+09 1.3131202560e+09 7.7358131109e+08 7.7358284800e+08 7.6892211200e+08 0 0
13 2.1203003262e+08 2.1199613603e+08 2.1199592330e+08 2.1203026066e+08 2.0923755398e+08 5.7227277584e-01 5.7227843621e-01 5.7227849705e-01 5.7227282423e-01 5.7238663035e-01 9.8318609974e+08 9.8318796800e+08 9.7691392000e+08 5.9146075776e+08 5.9146188800e+08 5.8758246400e+08 0 0
14 1.9803206404e+08 1.9799952762e+08 1.9799945170e+08 1.9803378686e+08 1.9587332320e+08 5.5068705346e-01 5.5069319434e-01 5.5069325574e-01 5.5068715362e-01 5.5080885296e-01 6.9823819558e+08 6.9824000000e+08 6.9357875200e+08 4.3910740870e+08 4.3910860800e+08 4.3611648000e+08 0 0
15 1.7728792120e+08 1.7725638722e+08 1.7725619338e+08 1.7728998534e+08 1.7540391777e+08 5.3028223135e-01 5.3028857690e-01 5.3028865254e-01 5.3028241541e-01 5.3040739090e-01 6.3515238076e+08 6.3515443200e+08 6.3074201600e+08 3.7738237076e+08 3.7738368000e+08 3.7473152000e+08 0 0
