matrix=data/matrices/nasasrb.mtx n=54870 seed=4
iter res_d res_f res_ffma res_p32q res_p32n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p32q pAp_p32n rz_d rz_p32q rz_p32n guard_p32q guard_p32n
0 7.7209959347e+09 7.7207177089e+09 7.7207168544e+09 7.7207282472e+09 7.4221311388e+09 1.0144954140e+00 1.0144906737e+00 1.0144906420e+00 1.0144953233e+00 1.0145410359e+00 7.4247482582e+12 7.4247569408e+12 7.3973429699e+12 2.5384911039e+12 2.5384934441e+12 2.5294337475e+12 0 0
1 4.6464711217e+09 4.6463094743e+09 4.6463085277e+09 4.6465316757e+09 4.5237547134e+09 1.0693661884e+00 1.0693625935e+00 1.0693625144e+00 1.0693663268e+00 1.0695385302e+00 1.2803567615e+12 1.2803532390e+12 1.2791201137e+12 5.0631987026e+11 5.0631960166e+11 5.0558559846e+11 0 0
2 2.6932872529e+09 2.6931601366e+09 2.6931584015e+09 2.6933572173e+09 2.6465493233e+09 1.0159832895e+00 1.0159828681e+00 1.0159828492e+00 1.0159834867e+00 1.0159950225e+00 3.4488972279e+11 3.4489132646e+11 3.4439115571e+11 1.4705199013e+11 1.4705229824e+11 1.4676865843e+11 0 0
3 1.7735445469e+09 1.7734593198e+09 1.7734581574e+09 1.7734715644e+09 1.7443464387e+09 9.4364992121e-01 9.4365120391e-01 9.4365120848e-01 9.4364983958e-01 9.4363174185e-01 1.2151244740e+11 1.2151239475e+11 1.2126230938e+11 5.3349748239e+10 5.3349646336e+10 5.3234630656e+10 0 0
4 1.1686347036e+09 1.1685726200e+09 1.1685717967e+09 1.1686387752e+09 1.1483511074e+09 8.8165755151e-01 8.8165937210e-01 8.8165940927e-01 8.8165738753e-01 8.8169074679e-01 4.7817799829e+10 4.7817555968e+10 4.7718858752e+10 2.1995567730e+10 2.1995454464e+10 2.1942272000e+10 0 0
5 9.3543519509e+08 9.3538217525e+08 9.3538213852e+08 9.3543323324e+08 9.2179313620e+08 8.3147665829e-01 8.3147882493e-01 8.3147886380e-01 8.3147657270e-01 8.3154731621e-01 1.9492089757e+10 1.9492012032e+10 1.9438305280e+10 1.0152074005e+10 1.0152034304e+10 1.0119839744e+10 0 0
6 7.5920284163e+08 7.5915675853e+08 7.5915657749e+08 7.5920378263e+08 7.4990120622e+08 7.8575969812e-01 7.8576210058e-01 7.8576213314e-01 7.8575967467e-01 7.8583103663e-01 1.0561057936e+10 1.0561011712e+10 1.0522804224e+10 6.0765895357e+09 6.0765634560e+09 6.0540108800e+09 0 0
7 6.5730758352e+08 6.5726553319e+08 6.5726498428e+08 6.5731582154e+08 6.4920997624e+08 7.4241582296e-01 7.4241863097e-01 7.4241869102e-01 7.4241576891e-01 7.4247246384e-01 6.9357108319e+09 6.9356830720e+09 6.9104107520e+09 4.2315819867e+09 4.2315673600e+09 4.2156052480e+09 0 0
8 5.3205109631e+08 5.3201548390e+08 5.3201491879e+08 5.3204874367e+08 5.2653134748e+08 7.0444613981e-01 7.0444933546e-01 7.0444943830e-01 7.0444605738e-01 7.0451145002e-01 5.2967973326e+09 5.2967833600e+09 5.2763279360e+09 3.1145820610e+09 3.1145738240e+09 3.1017861120e+09 0 0
9 3.9929074604e+08 3.9926114704e+08 3.9926022191e+08 3.9929685964e+08 3.9446531605e+08 6.7262355190e-01 6.7262712873e-01 6.7262728213e-01 6.7262342991e-01 6.7270036537e-01 4.1636630576e+09 4.1636515840e+09 4.1454592000e+09 2.2630713138e+09 2.2630645760e+09 2.2526873600e+09 0 0
10 3.3093038711e+08 3.3089712442e+08 3.3089602113e+08 3.3092500378e+08 3.2706159549e+08 6.4530779046e-01 6.4531187660e-01 6.4531208037e-01 6.4530760840e-01 6.4539352751e-01 2.8436770513e+09 2.8436684800e+09 2.8302233600e+09 1.5348363826e+09 1.5348316160e+09 1.5271413760e+09 0 0
11 2.7397983377e+08 2.7394505807e+08 2.7394411738e+08 2.7398149180e+08 2.7049196247e+08 6.1964481330e-01 6.1964952920e-01 6.1964975578e-01 6.1964458141e-01 6.1974302559e-01 1.9168852451e+09 1.9168788480e+09 1.9067146240e+09 1.0749497287e+09 1.0749460480e+09 1.0689136640e+09 0 0
12 2.5489276638e+08 2.5485545778e+08 2.5485489322e+08 2.5489241277e+08 2.5215582169e+08 5.9559616291e-01 5.9560160614e-01 5.9560183697e-01 5.9559586834e-01 5.9570526904e-01 1.2259033137e+09 1.2259000320e+09 1.2185907200e+09 7.2848181113e+08 7.2847974400e+08 7.2398182400e+08 0 0
13 2.2579118901e+08 2.2575388452e+08 2.2575346596e+08 2.2579228321e+08 2.2333438043e+08 5.7267348585e-01 5.7267982821e-01 5.7268003339e-01 5.7267310862e-01 5.7279218507e-01 9.8372719471e+08 9.8372403200e+08 9.7744435200e+08 5.7719640430e+08 5.7719449600e+08 5.7341644800e+08 0 0
14 2.0845066888e+08 2.0841363011e+08 2.0841339312e+08 2.0844783642e+08 2.0626318849e+08 5.4990004162e-01 5.4990722077e-01 5.4990739046e-01 5.4989955262e-01 5.5002594549e-01 6.8857701385e+08 6.8857446400e+08 6.8397824000e+08 4.3477771448e+08 4.3477606400e+08 4.3181158400e+08 0 0
15 1.7986249911e+08 1.7982852104e+08 1.7982840162e+08 1.7986058799e+08 1.7798631694e+08 5.2813478528e-01 5.2814236925e-01 5.2814251145e-01 5.2813417532e-01 5.2826387350e-01 5.6043862462e+08 5.6043571200e+08 5.5653990400e+08 3.5359383095e+08 3.5359206400e+08 3.5109913600e+08 0 0
16 1.8308028318e+08 1.8304468186e+08 1.8304474052e+08 1.8308088915e+08 1.8165501087e+08 5.0837987994e-01 5.0838777754e-01 5.0838790044e-01 5.0837915156e-01 5.0851188452e-01 4.5553489311e+08 4.5553254400e+08 4.5232281600e+08 2.8092517406e+08 2.8092364800e+08 2.7891302400e+08 0 0
17 1.5577919665e+08 1.5574836190e+08 1.5574828606e+08 1.5577971991e+08 1.5442217517e+08 4.8924759593e-01 4.8925573101e-01 4.8925583750e-01 4.8924674366e-01 4.8937843093e-01 4.1505406661e+08 4.1505177600e+08 4.1202944000e+08 2.4779342125e+08 2.4779193600e+08 2.4597728000e+08 0 0
18 1.5499179251e+08 1.5495884995e+08 1.5495903010e+08 1.5499074180e+08 1.5356537824e+08 4.7079311063e-01 4.7080153825e-01 4.7080162929e-01 4.7079210826e-01 4.7092030413e-01 3.0360922004e+08 3.0360755200e+08 3.0137420800e+08 1.9761312622e+08 1.9761190400e+08 1.9614752000e+08 0 0
19 1.2958946126e+08 1.2955899922e+08 1.2955921055e+08 1.2958931610e+08 1.2817528132e+08 4.5302021639e-01 4.5302876909e-01 4.5302880181e-01 4.5301901006e-01 4.5314218821e-01 2.7506986066e+08 2.7506816000e+08 2.7301606400e+08 1.7837264389e+08 1.7837145600e+08 1.7702758400e+08 0 0
20 1.2448104052e+08 1.2444980544e+08 1.2445006859e+08 1.2448059034e+08 1.2315747198e+08 4.3654737455e-01 4.3655595193e-01 4.3655592757e-01 4.3654592930e-01 4.3666479827e-01 2.3045191772e+08 2.3045036800e+08 2.2870118400e+08 1.5075127082e+08 1.5075020800e+08 1.4958988800e+08 0 0
21 1.0777418354e+08 1.0774255929e+08 1.0774272373e+08 1.0777402672e+08 1.0652469082e+08 4.2153501555e-01 4.2154385820e-01 4.2154378970e-01 4.2153335890e-01 4.2165222999e-01 1.8520310991e+08 1.8520185600e+08 1.8377497600e+08 1.2053496049e+08 1.2053411200e+08 1.1958780800e+08 0 0
22 1.0745225002e+08 1.0742237039e+08 1.0742234540e+08 1.0745218287e+08 1.0635166249e+08 4.0788064484e-01 4.0788976537e-01 4.0788971320e-01 4.0787881589e-01 4.0799815492e-01 1.6131989251e+08 1.6131884800e+08 1.6005344000e+08 1.0039568091e+08 1.0039497600e+08 9.9592192000e+07 0 0
