matrix=data/matrices/nasa4704.mtx n=4704 seed=2
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 1.6789899440e+08 1.6789891532e+08 1.6789894729e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 6.7108864000e+07 1.6789990657e+08 1.6761807965e+08 1.6789899440e+08 1.6789899440e+08 1.8516259563e+00 1.8516273885e+00 1.8516258665e+00 1.8516000674e+00 5.5160941199e+10 1.6777216000e+07 1.6777216000e+07 5.5834574848e+10 1.9327352832e+10 5.5160930304e+10 5.5156998144e+10 5.5160941199e+10 5.5160941199e+10 0 0 0 0 0 0 0 0
1 1.1004444107e+08 1.1004466761e+08 1.1004459930e+08 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 1.6777216000e+07 1.1004554088e+08 1.0985553981e+08 1.1004444107e+08 1.1004444107e+08 1.8984163266e+00 1.8984170166e+00 1.8984166681e+00 1.8984384892e+00 6.9164849592e+09 1.6777216000e+07 1.0485760000e+06 6.4424509440e+09 2.1474836480e+09 6.9164810240e+09 6.9156864000e+09 6.9164849592e+09 6.9164849592e+09 0 0 0 0 0 0 0 0
2 5.8877251517e+07 5.8877510577e+07 5.8877517415e+07 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 1.6777216000e+07 5.8877449027e+07 5.8825487423e+07 5.8877251517e+07 5.8877251517e+07 1.7793310383e+00 1.7793312210e+00 1.7793312326e+00 1.7793506753e+00 2.1387115925e+09 -1.6777216000e+07 1.6777216000e+07 1.8790481920e+09 9.0596966400e+08 2.1387151360e+09 2.1387745280e+09 2.1387115925e+09 2.1387115925e+09 1 0 0 0 0 0 0 0
3 2.8923962714e+07 2.8923996155e+07 2.8924004275e+07 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 1.6777216000e+07 2.8923881306e+07 2.8905462423e+07 2.8923962714e+07 2.8923962714e+07 1.6882477768e+00 1.6882475626e+00 1.6882473041e+00 1.6882464113e+00 5.9525116258e+08 1.6777216000e+07 1.6777216000e+07 5.3687091200e+08 3.0198988800e+08 5.9525120000e+08 5.9525990400e+08 5.9525116258e+08 5.9525116258e+08 0 0 0 0 0 0 0 0
4 2.2038175139e+07 2.2038222634e+07 2.2038223396e+07 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 1.6777216000e+07 2.2038227963e+07 2.2019900952e+07 2.2038175139e+07 2.2038175139e+07 1.5416370280e+00 1.5416364805e+00 1.5416361253e+00 1.5416297261e+00 1.8555362725e+08 1.6777216000e+07 -1.6777216000e+07 1.8035507200e+08 2.1810380800e+08 1.8555392000e+08 1.8555872000e+08 1.8555362725e+08 1.8555362725e+08 0 1 0 0 0 0 0 0
5 1.5737300030e+07 1.5737370910e+07 1.5737371443e+07 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 1.1863283203e+07 1.5737307479e+07 1.5731779953e+07 1.5737300030e+07 1.5737300030e+07 1.4013571084e+00 1.4013563551e+00 1.4013558931e+00 1.4013523163e+00 1.4511353524e+08 -1.6777216000e+07 1.6777216000e+07 1.5518924800e+08 1.3841203200e+08 1.4511385600e+08 1.4511750400e+08 1.4511353524e+08 1.4511353524e+08 1 0 0 0 0 0 0 0
6 1.4715294382e+07 1.4715243562e+07 1.4715244702e+07 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 8.3886080000e+06 1.4715349593e+07 1.4710240983e+07 1.4715294382e+07 1.4715294382e+07 1.3006387623e+00 1.3006385772e+00 1.3006369463e+00 1.3006374653e+00 6.4471518937e+07 1.6777216000e+07 1.6777216000e+07 7.7594624000e+07 1.3421772800e+08 6.4471584000e+07 6.4470064000e+07 6.4471518937e+07 6.4471518937e+07 0 0 0 0 0 0 0 0
7 1.0588955664e+07 1.0588910643e+07 1.0588917772e+07 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 8.3886080000e+06 1.0588983129e+07 1.0586194213e+07 1.0588955664e+07 1.0588955664e+07 1.2212730269e+00 1.2212731485e+00 1.2212707227e+00 1.2212760567e+00 4.3957590108e+07 1.6777216000e+07 1.6777216000e+07 6.1865984000e+07 9.2274688000e+07 4.3957680000e+07 4.3955728000e+07 4.3957590108e+07 4.3957590108e+07 0 0 0 0 0 0 0 0
8 8.4512466024e+06 8.4512233094e+06 8.4512267835e+06 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 8.3886080000e+06 8.4512858424e+06 8.4472192415e+06 8.4512466024e+06 8.4512466024e+06 1.1546204603e+00 1.1546207459e+00 1.1546176532e+00 1.1546209200e+00 2.5415658953e+07 -1.6777216000e+07 1.6777216000e+07 4.6137344000e+07 6.9206016000e+07 2.5415720000e+07 2.5414504000e+07 2.5415658953e+07 2.5415658953e+07 1 0 0 0 0 0 0 0
9 7.6039411844e+06 7.6038676738e+06 7.6038745689e+06 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 8.3886080000e+06 7.6039766143e+06 7.6017169517e+06 7.6039411844e+06 7.6039411844e+06 1.1037582759e+00 1.1037584010e+00 1.1037549741e+00 1.1037589734e+00 1.8384580511e+07 1.6777216000e+07 1.6777216000e+07 4.4040192000e+07 6.6060288000e+07 1.8384648000e+07 1.8383776000e+07 1.8384580511e+07 1.8384580511e+07 0 0 0 0 0 0 0 0
