matrix=data/matrices/nasa4704.mtx n=4704 seed=23
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 1.5956469175e+08 1.5956402414e+08 1.5956403760e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 6.7108864000e+07 1.5956625823e+08 1.5935250561e+08 1.5956469175e+08 1.5956469175e+08 1.6723336821e+00 1.6723314605e+00 1.6723315912e+00 1.6723334719e+00 1.6723036917e+00 5.2256259979e+10 1.6777216000e+07 1.6777216000e+07 5.1539607552e+10 1.7179869184e+10 5.2256243712e+10 5.2253556736e+10 5.2256259979e+10 5.2256259979e+10 1.6007454034e+10 1.6007446528e+10 1.6006250496e+10 0 0 0 0 0 0 0 0
1 9.2974107939e+07 9.2973435829e+07 9.2973435829e+07 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 6.7108864000e+07 9.2973574416e+07 9.2846357170e+07 9.2974107939e+07 9.2974107939e+07 1.6407502938e+00 1.6407496264e+00 1.6407495996e+00 1.6407504611e+00 1.6407580859e+00 5.7318010675e+09 1.6777216000e+07 1.0000000000e+00 5.9055800320e+09 1.4092861440e+09 5.7318031360e+09 5.7312788480e+09 5.7318010675e+09 5.7318010675e+09 2.2776175020e+09 2.2776176640e+09 2.2774087680e+09 0 1 0 0 0 0 0 0
2 5.5387326532e+07 5.5386671176e+07 5.5386692986e+07 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 1.6777216000e+07 5.5387497510e+07 5.5326669624e+07 5.5387326532e+07 5.5387326532e+07 1.4971662012e+00 1.4971663158e+00 1.4971662943e+00 1.4971662146e+00 1.4971742709e+00 1.8482792388e+09 1.0000000000e+00 1.6777216000e+07 1.9461570560e+09 5.3687091200e+08 1.8482780160e+09 1.8481807360e+09 1.8482792388e+09 1.8482792388e+09 7.3461508099e+08 7.3461452800e+08 7.3454387200e+08 1 0 0 0 0 0 0 0
3 3.1659022327e+07 3.1658735198e+07 3.1658763815e+07 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 1.6777216000e+07 3.1658975790e+07 3.1631559893e+07 3.1659022327e+07 3.1659022327e+07 1.3985089974e+00 1.3985088708e+00 1.3985089120e+00 1.3985090592e+00 1.3985062415e+00 5.8393155049e+08 1.6777216000e+07 1.6777216000e+07 6.7108864000e+08 2.8521267200e+08 5.8393088000e+08 5.8384332800e+08 5.8393155049e+08 5.8393155049e+08 2.8008530034e+08 2.8008499200e+08 2.8004070400e+08 0 0 0 0 0 0 0 0
4 1.9883404285e+07 1.9883084337e+07 1.9883104588e+07 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 1.6777216000e+07 1.9883453915e+07 1.9861192722e+07 1.9883404285e+07 1.9883404285e+07 1.2722614754e+00 1.2722619839e+00 1.2722619966e+00 1.2722617663e+00 1.2722675208e+00 1.7766568005e+08 1.6777216000e+07 1.6777216000e+07 2.3068672000e+08 2.0971520000e+08 1.7766553600e+08 1.7763942400e+08 1.7766568005e+08 1.7766568005e+08 9.7946612087e+07 9.7946528000e+07 9.7931424000e+07 0 0 0 0 0 0 0 0
5 1.6777445894e+07 1.6777230000e+07 1.6777233000e+07 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 1.6777216000e+07 1.6777471998e+07 1.6767613252e+07 1.6777445894e+07 1.6777445894e+07 1.1746488585e+00 1.1746495249e+00 1.1746495917e+00 1.1746491831e+00 1.1746541606e+00 1.0203607933e+08 1.6777216000e+07 1.6777216000e+07 1.5099494400e+08 1.6357785600e+08 1.0203603200e+08 1.0201833600e+08 1.0203607933e+08 1.0203607933e+08 5.3137772939e+07 5.3137744000e+07 5.3128928000e+07 0 0 0 0 0 0 0 0
6 1.2824580425e+07 1.2824406586e+07 1.2824402007e+07 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 8.3886080000e+06 1.2824559647e+07 1.2815178968e+07 1.2824580425e+07 1.2824580425e+07 1.0939206101e+00 1.0939210393e+00 1.0939211328e+00 1.0939210036e+00 1.0939242651e+00 5.8417894584e+07 1.6777216000e+07 1.6777216000e+07 9.8566144000e+07 1.0066329600e+08 5.8417904000e+07 5.8408864000e+07 5.8417894584e+07 5.8417894584e+07 3.2512602511e+07 3.2512600000e+07 3.2507712000e+07 0 0 0 0 0 0 0 0
7 9.4565462894e+06 9.4563849113e+06 9.4563991047e+06 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 5.9316416015e+06 9.4565064411e+06 9.4496344537e+06 9.4565462894e+06 9.4565462894e+06 1.0235606519e+00 1.0235608251e+00 1.0235608702e+00 1.0235612219e+00 1.0235652636e+00 3.7625244418e+07 1.6777216000e+07 1.6777216000e+07 7.3400320000e+07 6.5011712000e+07 3.7625232000e+07 3.7619792000e+07 3.7625244418e+07 3.7625244418e+07 2.0491293109e+07 2.0491280000e+07 2.0488152000e+07 0 0 0 0 0 0 0 0
8 9.5089901590e+06 9.5089202393e+06 9.5089215626e+06 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 4.1943040000e+06 9.5089890494e+06 9.5031154676e+06 9.5089901590e+06 9.5089901590e+06 9.6520923433e-01 9.6520923601e-01 9.6520923811e-01 9.6520992620e-01 9.6521202255e-01 1.9660866345e+07 1.6777216000e+07 1.6777216000e+07 4.6137344000e+07 3.7748736000e+07 1.9660856000e+07 1.9657880000e+07 1.9660866345e+07 1.9660866345e+07 1.2243337857e+07 1.2243326000e+07 1.2241346000e+07 0 0 0 0 0 0 0 0
9 7.0939461126e+06 7.0938111259e+06 7.0938309332e+06 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 8.3886080000e+06 7.0939125267e+06 7.0896352885e+06 7.0939461126e+06 7.0939461126e+06 9.2505441037e-01 9.2505458484e-01 9.2505454535e-01 9.2505524736e-01 9.2505579886e-01 1.7065704000e+07 1.6777216000e+07 1.6777216000e+07 4.9283072000e+07 3.3554432000e+07 1.7065696000e+07 1.7062648000e+07 1.7065704000e+07 1.7065704000e+07 9.3092261502e+06 9.3092180000e+06 9.3075300000e+06 0 0 0 0 0 0 0 0
