matrix=data/matrices/bodyy4.mtx n=17546 seed=13
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 2.2873897587e+03 2.2873857349e+03 2.2873857349e+03 4.0960000000e+03 1.0240000000e+03 2.2753777708e+03 1.5360000000e+03 2.2873893416e+03 2.2873838768e+03 2.2873897587e+03 2.2873897587e+03 5.2311608067e-01 5.2311626863e-01 5.2311626863e-01 5.2311610084e-01 5.2311580429e-01 1.3682311760e+06 1.0485760000e+06 1.6384000000e+04 1.3762560000e+06 5.9392000000e+05 1.3682312500e+06 1.3682277500e+06 1.3682311760e+06 1.3682311760e+06 8.3030821303e+05 8.3030818750e+05 8.3030712500e+05 0 0 0 0 0 0 0 0
1 9.7326634836e+02 9.7326152703e+02 9.7326136649e+02 4.0960000000e+03 1.0240000000e+03 9.6213096822e+02 7.4085356178e+02 9.7326615065e+02 9.7326887986e+02 9.7326634836e+02 9.7326634836e+02 3.4254211618e-01 3.4254242773e-01 3.4254243866e-01 3.4254212297e-01 3.4254206279e-01 4.6290731174e+04 2.6214400000e+05 8.1920000000e+03 4.5952000000e+04 2.4256000000e+04 4.6290722656e+04 4.6290849609e+04 4.6290731174e+04 4.6290731174e+04 4.4135806839e+04 4.4135798828e+04 4.4135896484e+04 0 0 0 0 0 0 0 0
2 5.1737957399e+02 5.1737329367e+02 5.1737332387e+02 4.0960000000e+03 4.0960000000e+03 5.1200000000e+02 4.4224879875e+02 5.1737948476e+02 5.1738005856e+02 5.1737957399e+02 5.1737957399e+02 2.5936019457e-01 2.5936048187e-01 2.5936047780e-01 2.5936019662e-01 2.5936015756e-01 7.3482642716e+03 6.5536000000e+04 6.5536000000e+04 7.2800000000e+03 5.9040000000e+03 7.3482629395e+03 7.3482692871e+03 7.3482642716e+03 7.3482642716e+03 8.3323075499e+03 8.3323061523e+03 8.3323168945e+03 0 0 0 0 0 0 0 0
3 3.1667619701e+02 3.1667153231e+02 3.1667160632e+02 4.0960000000e+03 4.0960000000e+03 3.1271712457e+02 3.1353468708e+02 3.1667612102e+02 3.1667667610e+02 3.1667619701e+02 3.1667619701e+02 2.1285825372e-01 2.1285849363e-01 2.1285847917e-01 2.1285825514e-01 2.1285823664e-01 1.8492751707e+03 1.6384000000e+04 6.5536000000e+04 1.8340000000e+03 2.5440000000e+03 1.8492749329e+03 1.8492789001e+03 1.8492751707e+03 1.8492751707e+03 2.4108708885e+03 2.4108705444e+03 2.4108753052e+03 0 0 0 0 0 0 0 0
4 2.1507803153e+02 2.1507519579e+02 2.1507525936e+02 4.0960000000e+03 1.0240000000e+03 2.1226398658e+02 2.5171412356e+02 2.1507797460e+02 2.1507847859e+02 2.1507803153e+02 2.1507803153e+02 1.8172515340e-01 1.8172529278e-01 1.8172528337e-01 1.8172515442e-01 1.8172514275e-01 6.8164720445e+02 3.2768000000e+04 6.5536000000e+04 6.7700000000e+02 1.2660000000e+03 6.8164709473e+02 6.8164843750e+02 6.8164720445e+02 6.8164720445e+02 9.6408442650e+02 9.6408427429e+02 9.6408616638e+02 0 0 0 0 0 0 0 0
5 1.5149880350e+02 1.5149657071e+02 1.5149651270e+02 4.0960000000e+03 4.0960000000e+03 1.4945233354e+02 1.7064583206e+02 1.5149875915e+02 1.5149937796e+02 1.5149880350e+02 1.5149880350e+02 1.5910555678e-01 1.5910563167e-01 1.5910563382e-01 1.5910555796e-01 1.5910553919e-01 3.1409153983e+02 6.5536000000e+04 6.5536000000e+04 3.1150000000e+02 7.1400000000e+02 3.1409149170e+02 3.1409192657e+02 3.1409153983e+02 3.1409153983e+02 4.6398260260e+02 4.6398252869e+02 4.6398348236e+02 0 0 0 0 0 0 0 0
6 1.0998002021e+02 1.0997812282e+02 1.0997812282e+02 4.0960000000e+03 4.0960000000e+03 1.0851727973e+02 1.3266499161e+02 1.0997998309e+02 1.0998044926e+02 1.0998002021e+02 1.0998002021e+02 1.4219982180e-01 1.4219989121e-01 1.4219989269e-01 1.4219982324e-01 1.4219980821e-01 1.5994803503e+02 6.5536000000e+04 6.5536000000e+04 1.5900000000e+02 4.3100000000e+02 1.5994800758e+02 1.5994856071e+02 1.5994803503e+02 1.5994803503e+02 2.4428328176e+02 2.4428323936e+02 2.4428402710e+02 0 0 0 0 0 0 0 0
7 8.3588046532e+01 8.3586585557e+01 8.3586570953e+01 4.0960000000e+03 4.0960000000e+03 8.2462112512e+01 1.0415373253e+02 8.3588013822e+01 8.3588286913e+01 8.3588046532e+01 8.3588046532e+01 1.2895802518e-01 1.2895809371e-01 1.2895809469e-01 1.2895802717e-01 1.2895801647e-01 8.7061981883e+01 6.5536000000e+04 2.6214400000e+05 8.6625000000e+01 3.0050000000e+02 8.7061966896e+01 8.7062239647e+01 8.7061981883e+01 8.7061981883e+01 1.3710819920e+02 1.3710817337e+02 1.3710858154e+02 0 0 0 0 0 0 0 0
8 6.6054553299e+01 6.6053249264e+01 6.6053227087e+01 4.0960000000e+03 4.0960000000e+03 6.5115282384e+01 8.9710645968e+01 6.6054522564e+01 6.6054777591e+01 6.6054553299e+01 6.6054553299e+01 1.1787973828e-01 1.1787979581e-01 1.1787979666e-01 1.1787974084e-01 1.1787973676e-01 5.1477372513e+01 6.5536000000e+04 1.0485760000e+06 5.1281250000e+01 2.3037500000e+02 5.1477361679e+01 5.1477489471e+01 5.1477372513e+01 5.1477372513e+01 8.4482571119e+01 8.4482552528e+01 8.4482745171e+01 0 0 0 0 0 0 0 0
9 5.3118164790e+01 5.3117026056e+01 5.3117009969e+01 4.0960000000e+03 1.0240000000e+03 5.2345009313e+01 7.3647810558e+01 5.3118136046e+01 5.3118430775e+01 5.3118164790e+01 5.3118164790e+01 1.0851034739e-01 1.0851039536e-01 1.0851039765e-01 1.0851035052e-01 1.0851034686e-01 3.3032952384e+01 1.0485760000e+06 1.0485760000e+06 3.3031250000e+01 1.6337500000e+02 3.3032944679e+01 3.3033007145e+01 3.3032952384e+01 3.3032952384e+01 5.5242731437e+01 5.5242718220e+01 5.5242839813e+01 0 0 0 0 0 0 0 0
