matrix=data/matrices/nasa4704.mtx n=4704 seed=16
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 1.9182301145e+08 1.9182158819e+08 1.9182158819e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 6.7108864000e+07 1.9182350256e+08 1.9160556686e+08 1.9182301145e+08 1.9182301145e+08 1.6430393953e+00 1.6430366269e+00 1.6430366269e+00 1.6430412844e+00 1.6432994992e+00 8.3869118591e+10 1.6777216000e+07 1.6777216000e+07 8.5899345920e+10 3.4359738368e+10 8.3869040640e+10 8.3841253376e+10 8.3869118591e+10 8.3869118591e+10 2.2627534138e+10 2.2627549184e+10 2.2624960512e+10 0 0 0 0 0 0 0 0
1 1.1289159004e+08 1.1289050627e+08 1.1289052529e+08 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 3.3554432000e+07 1.1289127193e+08 1.1278164862e+08 1.1289159004e+08 1.1289159004e+08 1.7858108385e+00 1.7858110189e+00 1.7858110461e+00 1.7858110113e+00 1.7858480324e+00 8.3761833139e+09 1.6777216000e+07 1.0000000000e+00 8.5899345920e+09 2.9527900160e+09 8.3762053120e+09 8.3794657280e+09 8.3761833139e+09 8.3761833139e+09 3.0458128913e+09 3.0458224640e+09 3.0470225920e+09 0 1 0 0 0 0 0 0
2 5.5546440406e+07 5.5545466817e+07 5.5545495813e+07 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 1.6777216000e+07 5.5546699146e+07 5.5536182394e+07 5.5546440406e+07 5.5546440406e+07 1.6726718699e+00 1.6726717072e+00 1.6726717379e+00 1.6726716685e+00 1.6726175549e+00 2.4034085278e+09 1.0000000000e+00 1.6777216000e+07 2.2817013760e+09 7.3819750400e+08 2.4034201600e+09 2.4043929600e+09 2.4034085278e+09 2.4034085278e+09 9.9731556861e+08 9.9732019200e+08 9.9771955200e+08 1 0 0 0 0 0 0 0
3 2.8556304281e+07 2.8555802104e+07 2.8555812679e+07 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 1.6777216000e+07 2.8556254493e+07 2.8548432428e+07 2.8556304281e+07 2.8556304281e+07 1.5652491550e+00 1.5652481560e+00 1.5652482014e+00 1.5652491077e+00 1.5652486140e+00 6.2486427491e+08 1.6777216000e+07 1.6777216000e+07 6.3753420800e+08 4.1943040000e+08 6.2486681600e+08 6.2513100800e+08 6.2486427491e+08 6.2486427491e+08 3.2806635471e+08 3.2806758400e+08 3.2820070400e+08 0 0 0 0 0 0 0 0
4 2.2746086206e+07 2.2745753692e+07 2.2745743365e+07 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 1.6777216000e+07 2.2746185182e+07 2.2739575472e+07 2.2746086206e+07 2.2746086206e+07 1.4713254409e+00 1.4713259781e+00 1.4713259994e+00 1.4713252592e+00 1.4713049392e+00 1.9468128859e+08 1.6777216000e+07 1.0485760000e+06 2.1810380800e+08 2.6843545600e+08 1.9468198400e+08 1.9476038400e+08 1.9468128859e+08 1.9468128859e+08 1.1126606144e+08 1.1126646400e+08 1.1131020800e+08 0 0 0 0 0 0 0 0
5 1.8234621461e+07 1.8234199594e+07 1.8234203275e+07 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 1.6777216000e+07 1.8234560269e+07 1.8228199581e+07 1.8234621461e+07 1.8234621461e+07 1.3849602456e+00 1.3849609100e+00 1.3849609076e+00 1.3849602746e+00 1.3849510165e+00 1.3109330129e+08 1.6777216000e+07 1.6777216000e+07 1.6777216000e+08 2.2649241600e+08 1.3109379200e+08 1.3114313600e+08 1.3109330129e+08 1.3109330129e+08 6.5190591278e+07 6.5190832000e+07 6.5215184000e+07 0 0 0 0 0 0 0 0
6 1.5907180803e+07 1.5907158648e+07 1.5907152320e+07 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 1.6777216000e+07 1.5907235641e+07 1.5903995300e+07 1.5907180803e+07 1.5907180803e+07 1.3128757632e+00 1.3128759906e+00 1.3128760490e+00 1.3128760784e+00 1.3128788961e+00 7.0468509751e+07 1.6777216000e+07 1.6777216000e+07 1.1953766400e+08 1.1953766400e+08 7.0468768000e+07 7.0494880000e+07 7.0468509751e+07 7.0468509751e+07 3.7481580963e+07 3.7481712000e+07 3.7495296000e+07 0 0 0 0 0 0 0 0
7 1.0288863791e+07 1.0288751686e+07 1.0288748425e+07 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 8.3886080000e+06 1.0288786745e+07 1.0287951828e+07 1.0288863791e+07 1.0288863791e+07 1.2419565967e+00 1.2419571961e+00 1.2419572689e+00 1.2419570517e+00 1.2419483677e+00 4.2136008515e+07 1.6777216000e+07 1.6777216000e+07 9.8566144000e+07 1.1744051200e+08 4.2136144000e+07 4.2151328000e+07 4.2136008515e+07 4.2136008515e+07 2.3735796249e+07 2.3735872000e+07 2.3744408000e+07 0 0 0 0 0 0 0 0
8 9.2346352951e+06 9.2344095169e+06 9.2344122422e+06 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 1.6777216000e+07 9.2347642433e+06 9.2326711153e+06 9.2346352951e+06 9.2346352951e+06 1.1817532747e+00 1.1817537055e+00 1.1817538002e+00 1.1817541038e+00 1.1817522918e+00 2.3147382114e+07 1.6777216000e+07 1.6777216000e+07 7.7594624000e+07 5.1380224000e+07 2.3147456000e+07 2.3155624000e+07 2.3147382114e+07 2.3147382114e+07 1.4408226910e+07 1.4408272000e+07 1.4413370000e+07 0 0 0 0 0 0 0 0
9 7.0637292443e+06 7.0635897059e+06 7.0635908935e+06 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 1.1863283203e+07 7.0636514600e+06 7.0633094305e+06 7.0637292443e+06 7.0637292443e+06 1.1256627578e+00 1.1256633244e+00 1.1256634209e+00 1.1256639071e+00 1.1256662791e+00 1.8267961386e+07 1.6777216000e+07 1.6777216000e+07 9.4371840000e+07 6.7108864000e+07 1.8268024000e+07 1.8274616000e+07 1.8267961386e+07 1.8267961386e+07 1.0812422414e+07 1.0812460000e+07 1.0816302000e+07 0 0 0 0 0 0 0 0
