matrix=data/matrices/bodyy4.mtx n=17546 seed=25
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 2.1677204628e+03 2.1677262281e+03 2.1677268047e+03 4.0960000000e+03 1.0240000000e+03 2.1872649588e+03 1.4424867417e+03 2.1677202310e+03 2.1677186164e+03 2.1677204628e+03 2.1677204628e+03 5.2050331417e-01 5.2050285837e-01 5.2050283578e-01 5.2050332098e-01 5.2050295021e-01 1.3479759538e+06 1.0485760000e+06 1.6384000000e+04 1.3434880000e+06 5.8572800000e+05 1.3479760000e+06 1.3479760000e+06 1.3479759538e+06 1.3479759538e+06 8.1782511937e+05 8.1782512500e+05 8.1782643750e+05 0 0 0 0 0 0 0 0
1 9.4519448118e+02 9.4519822656e+02 9.4519872249e+02 4.0960000000e+03 4.0960000000e+03 9.5786429101e+02 7.3530401876e+02 9.4519439138e+02 9.4519875555e+02 9.4519448118e+02 9.4519448118e+02 3.3877357651e-01 3.3877341653e-01 3.3877338635e-01 3.3877358260e-01 3.3877333519e-01 4.4531632785e+04 2.6214400000e+05 8.1920000000e+03 4.5056000000e+04 2.2912000000e+04 4.4531630859e+04 4.4531714844e+04 4.4531632785e+04 4.4531632785e+04 4.2353628498e+04 4.2353625000e+04 4.2353761719e+04 0 0 0 0 0 0 0 0
2 5.1825407014e+02 5.1825615047e+02 5.1825672330e+02 4.0960000000e+03 4.0960000000e+03 5.2581365520e+02 4.3051596951e+02 5.1825400987e+02 5.1825621077e+02 5.1825407014e+02 5.1825407014e+02 2.5495257156e-01 2.5495244168e-01 2.5495241531e-01 2.5495257504e-01 2.5495245015e-01 6.9179017913e+03 6.5536000000e+04 3.2768000000e+04 7.0080000000e+03 5.3280000000e+03 6.9179008789e+03 6.9179416504e+03 6.9179017913e+03 6.9179017913e+03 7.9685965865e+03 7.9685954590e+03 7.9686445312e+03 0 0 0 0 0 0 0 0
3 3.1376040007e+02 3.1376277364e+02 3.1376313469e+02 4.0960000000e+03 4.0960000000e+03 3.1839597987e+02 2.9415642097e+02 3.1376034594e+02 3.1376272385e+02 3.1376040007e+02 3.1376040007e+02 2.0946554757e-01 2.0946547470e-01 2.0946546063e-01 2.0946555009e-01 2.0946547269e-01 1.8796979663e+03 1.6384000000e+04 6.5536000000e+04 1.9020000000e+03 2.4560000000e+03 1.8796976624e+03 1.8797097778e+03 1.8796979663e+03 1.8796979663e+03 2.4062352553e+03 2.4062348633e+03 2.4062508545e+03 0 0 0 0 0 0 0 0
4 2.1545529068e+02 2.1545650119e+02 2.1545679127e+02 4.0960000000e+03 4.0960000000e+03 2.1879670930e+02 2.3103246525e+02 2.1545525474e+02 2.1545693178e+02 2.1545529068e+02 2.1545529068e+02 1.7817270063e-01 1.7817267622e-01 1.7817265333e-01 1.7817270273e-01 1.7817265329e-01 6.5844666246e+02 3.2768000000e+04 6.5536000000e+04 6.6500000000e+02 1.2060000000e+03 6.5844654846e+02 6.5845108032e+02 6.5844666246e+02 6.5844666246e+02 9.4064714805e+02 9.4064698792e+02 9.4065336609e+02 0 0 0 0 0 0 0 0
5 1.5563011970e+02 1.5563096123e+02 1.5563120595e+02 4.0960000000e+03 1.0240000000e+03 1.5839191899e+02 1.7158088472e+02 1.5563009216e+02 1.5563156048e+02 1.5563011970e+02 1.5563011970e+02 1.5505669420e-01 1.5505671025e-01 1.5505669694e-01 1.5505669628e-01 1.5505665222e-01 3.1038919065e+02 6.5536000000e+04 6.5536000000e+04 3.1350000000e+02 6.3600000000e+02 3.1038914490e+02 3.1039109039e+02 3.1038919065e+02 3.1038919065e+02 4.6481937611e+02 4.6481930542e+02 4.6482249451e+02 0 0 0 0 0 0 0 0
6 1.1405683049e+02 1.1405702470e+02 1.1405729012e+02 4.0960000000e+03 4.0960000000e+03 1.1648175823e+02 1.3120975573e+02 1.1405680636e+02 1.1405800933e+02 1.1405683049e+02 1.1405683049e+02 1.3755704362e-01 1.3755711939e-01 1.3755709799e-01 1.3755704603e-01 1.3755701621e-01 1.6275554554e+02 6.5536000000e+04 6.5536000000e+04 1.6450000000e+02 3.9300000000e+02 1.6275551987e+02 1.6275682449e+02 1.6275554554e+02 1.6275554554e+02 2.5335812676e+02 2.5335808372e+02 2.5336001968e+02 0 0 0 0 0 0 0 0
7 8.7405741285e+01 8.7405937164e+01 8.7406096375e+01 4.0960000000e+03 4.0960000000e+03 8.9353231615e+01 1.0567875851e+02 8.7405720692e+01 8.7406709475e+01 8.7405741285e+01 8.7405741285e+01 1.2380479462e-01 1.2380490378e-01 1.2380488273e-01 1.2380479739e-01 1.2380477652e-01 9.2670893209e+01 6.5536000000e+04 6.5536000000e+04 9.3625000000e+01 2.8950000000e+02 9.2670875549e+01 9.2671525955e+01 9.2670893209e+01 9.2670893209e+01 1.4772467419e+02 1.4772464561e+02 1.4772566032e+02 0 0 0 0 0 0 0 0
8 6.7173330484e+01 6.7173461469e+01 6.7173643193e+01 4.0960000000e+03 4.0960000000e+03 6.8818602136e+01 9.0509667992e+01 6.7173314273e+01 6.7174124759e+01 6.7173330484e+01 6.7173330484e+01 1.1262851858e-01 1.1262863134e-01 1.1262860908e-01 1.1262852160e-01 1.1262850662e-01 5.6642814683e+01 6.5536000000e+04 6.5536000000e+04 5.7250000000e+01 2.1425000000e+02 5.6642804146e+01 5.6643189430e+01 5.6642814683e+01 5.6642814683e+01 9.1938442049e+01 9.1938424110e+01 9.1939049721e+01 0 0 0 0 0 0 0 0
9 5.4560262714e+01 5.4560540128e+01 5.4560690029e+01 4.0960000000e+03 4.0960000000e+03 5.6035702904e+01 7.0880180587e+01 5.4560247036e+01 5.4561008289e+01 5.4560262714e+01 5.4560262714e+01 1.0339266109e-01 1.0339276895e-01 1.0339274938e-01 1.0339266436e-01 1.0339265075e-01 3.5479884411e+01 6.5536000000e+04 6.5536000000e+04 3.5812500000e+01 1.6075000000e+02 3.5479876995e+01 3.5480116844e+01 3.5479884411e+01 3.5479884411e+01 5.8555980145e+01 5.8555967808e+01 5.8556369781e+01 0 0 0 0 0 0 0 0
