matrix=data/matrices/sts4098.mtx n=4098 seed=25
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 8.6080852945e+07 8.6081099425e+07 8.6081118135e+07 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 6.7108864000e+07 8.6080681558e+07 8.6050340251e+07 8.6080852945e+07 8.6080852945e+07 1.8212487994e+00 1.8212455468e+00 1.8212453993e+00 1.8212485827e+00 1.8213076634e+00 1.1795775497e+10 1.6777216000e+07 1.6777216000e+07 1.1811160064e+10 7.5161927680e+09 1.1795775488e+10 1.1794382848e+10 1.1795775497e+10 1.1795775497e+10 3.5596989715e+09 3.5596984320e+09 3.5594240000e+09 0 0 0 0 0 0 0 0
1 2.4246222279e+07 2.4246122452e+07 2.4246125220e+07 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 1.6777216000e+07 2.4246194415e+07 2.4238753399e+07 2.4246222279e+07 2.4246222279e+07 2.0264815050e+00 2.0264783320e+00 2.0264783589e+00 2.0264813175e+00 2.0264751535e+00 8.3497483776e+08 1.6777216000e+07 1.6777216000e+07 9.3952409600e+08 9.3952409600e+08 8.3497318400e+08 8.3500185600e+08 8.3497483776e+08 8.3497483776e+08 3.0863114765e+08 3.0863052800e+08 3.0863027200e+08 0 0 0 0 0 0 0 0
2 1.6955256184e+07 1.6955056435e+07 1.6955047530e+07 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 1.6777216000e+07 1.6955215746e+07 1.6952682432e+07 1.6955256184e+07 1.6955256184e+07 1.7224163369e+00 1.7224170261e+00 1.7224169786e+00 1.7224162210e+00 1.7224005712e+00 1.4183118976e+08 1.6777216000e+07 1.6777216000e+07 1.4260633600e+08 1.2792627200e+08 1.4183091200e+08 1.4182924800e+08 1.4183118976e+08 1.4183118976e+08 7.8884854718e+07 7.8884544000e+07 7.8882528000e+07 0 0 0 0 0 0 0 0
3 1.8133957952e+07 1.8133760389e+07 1.8133774266e+07 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 1.6777216000e+07 1.8133705802e+07 1.8127783586e+07 1.8133957952e+07 1.8133957952e+07 1.4245418836e+00 1.4245419731e+00 1.4245420364e+00 1.4245422657e+00 1.4245277714e+00 5.7316010183e+07 1.6777216000e+07 1.6777216000e+07 5.9768832000e+07 3.4603008000e+07 5.7315616000e+07 5.7313936000e+07 5.7316010183e+07 5.7316010183e+07 3.3118556766e+07 3.3118248000e+07 3.3117008000e+07 0 0 0 0 0 0 0 0
4 1.4093638174e+07 1.4093523562e+07 1.4093521776e+07 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 1.6777216000e+07 1.4093364044e+07 1.4089325515e+07 1.4093638174e+07 1.4093638174e+07 1.1809605204e+00 1.1809603939e+00 1.1809606303e+00 1.1809608120e+00 1.1809419055e+00 3.0778121974e+07 1.0000000000e+00 1.6777216000e+07 3.5651584000e+07 2.7262976000e+07 3.0777728000e+07 3.0776512000e+07 3.0778121974e+07 3.0778121974e+07 1.8436451393e+07 1.8436176000e+07 1.8434696000e+07 1 0 0 0 0 0 0 0
5 9.0358816068e+06 9.0358414504e+06 9.0358349518e+06 4.0960000000e+03 4.0960000000e+03 1.1863283203e+07 8.3886080000e+06 9.0356534534e+06 9.0340490535e+06 9.0358816068e+06 9.0358816068e+06 1.1694466934e+00 1.1694421153e+00 1.1694421829e+00 1.1694436193e+00 1.1694091269e+00 2.2208943210e+07 1.6777216000e+07 1.6777216000e+07 2.5165824000e+07 1.8350080000e+07 2.2208552000e+07 2.2205816000e+07 2.2208943210e+07 2.2208943210e+07 1.2717125485e+07 1.2716874000e+07 1.2715294000e+07 0 0 0 0 0 0 0 0
6 6.5689316258e+06 6.5687610233e+06 6.5687635774e+06 4.0960000000e+03 4.0960000000e+03 5.9316416015e+06 4.1943040000e+06 6.5688194479e+06 6.5679203542e+06 6.5689316258e+06 6.5689316258e+06 1.1693802882e+00 1.1693782670e+00 1.1693782916e+00 1.1693778151e+00 1.1693483496e+00 1.1610472027e+07 1.6777216000e+07 1.6777216000e+07 1.5073280000e+07 1.0354688000e+07 1.1610220000e+07 1.1608794000e+07 1.1610472027e+07 1.1610472027e+07 7.1522049025e+06 7.1520200000e+06 7.1511170000e+06 0 0 0 0 0 0 0 0
7 5.3594766105e+06 5.3594643739e+06 5.3594682868e+06 4.0960000000e+03 4.0960000000e+03 5.9316416015e+06 5.9316416015e+06 5.3594215265e+06 5.3585449385e+06 5.3594766105e+06 5.3594766105e+06 1.0137603300e+00 1.0137596903e+00 1.0137597079e+00 1.0137630454e+00 1.0137522336e+00 5.5733323991e+06 1.0000000000e+00 1.6777216000e+07 8.3886080000e+06 8.1264640000e+06 5.5731570000e+06 5.5724840000e+06 5.5733323991e+06 5.5733323991e+06 4.0356056840e+06 4.0354615000e+06 4.0349345000e+06 1 0 0 0 0 0 0 0
8 4.5870623723e+06 4.5869421350e+06 4.5869462498e+06 4.0960000000e+03 4.0960000000e+03 5.9316416015e+06 4.1943040000e+06 4.5869348198e+06 4.5858520396e+06 4.5870623723e+06 4.5870623723e+06 9.3599409038e-01 9.3599341434e-01 9.3599338918e-01 9.3599702370e-01 9.3598287806e-01 5.2375365374e+06 1.6777216000e+07 1.6777216000e+07 9.0439680000e+06 5.2428800000e+06 5.2373200000e+06 5.2365560000e+06 5.2375365374e+06 5.2375365374e+06 3.4871987413e+06 3.4870475000e+06 3.4865180000e+06 0 0 0 0 0 0 0 0
9 3.2822815109e+06 3.2822084965e+06 3.2822073784e+06 4.0960000000e+03 4.0960000000e+03 4.1943040000e+06 4.1943040000e+06 3.2821920436e+06 3.2818751098e+06 3.2822815109e+06 3.2822815109e+06 8.4394344837e-01 8.4394343993e-01 8.4394349847e-01 8.4394643646e-01 8.4394160983e-01 3.0237235260e+06 1.6777216000e+07 1.6777216000e+07 6.2914560000e+06 4.7185920000e+06 3.0235855000e+06 3.0231245000e+06 3.0237235260e+06 3.0237235260e+06 2.1318857137e+06 2.1317825000e+06 2.1314390000e+06 0 0 0 0 0 0 0 0
10 2.2565530174e+06 2.2565399647e+06 2.2565397323e+06 4.0960000000e+03 4.0960000000e+03 4.1943040000e+06 2.9658208008e+06 2.2564239071e+06 2.2562975032e+06 2.2565530174e+06 2.2565530174e+06 7.9577683127e-01 7.9577763277e-01 7.9577768525e-01 7.9577885857e-01 7.9576915090e-01 1.9792950696e+06 1.0000000000e+00 1.0000000000e+00 5.2428800000e+06 3.0801920000e+06 1.9791927500e+06 1.9788570000e+06 1.9792950696e+06 1.9792950696e+06 1.4162839806e+06 1.4162055000e+06 1.4159500000e+06 1 1 0 0 0 0 0 0
11 2.3096654815e+06 2.3096061785e+06 2.3096060650e+06 4.0960000000e+03 4.0960000000e+03 4.1943040000e+06 2.9658208008e+06 2.3095484055e+06 2.3092723462e+06 2.3096654815e+06 2.3096654815e+06 6.9897459120e-01 6.9897517924e-01 6.9897516468e-01 6.9897986394e-01 6.9897772432e-01 1.4995328493e+06 1.6777216000e+07 1.6777216000e+07 5.3739520000e+06 2.7852800000e+06 1.4994435000e+06 1.4991505000e+06 1.4995328493e+06 1.4995328493e+06 1.0612489570e+06 1.0611807500e+06 1.0609705000e+06 0 0 0 0 0 0 0 0
12 1.9155136340e+06 1.9154516708e+06 1.9154538605e+06 4.0960000000e+03 4.0960000000e+03 3.6323738152e+06 4.1943040000e+06 1.9154833531e+06 1.9151329715e+06 1.9155136340e+06 1.9155136340e+06 6.6114531973e-01 6.6114436413e-01 6.6114426168e-01 6.6114943085e-01 6.6113935243e-01 1.2567447786e+06 1.0000000000e+00 1.6777216000e+07 5.7016320000e+06 2.5559040000e+06 1.2566572500e+06 1.2564067500e+06 1.2567447786e+06 1.2567447786e+06 8.3623901757e+05 8.3617693750e+05 8.3601168750e+05 1 0 0 0 0 0 0 0
13 1.4284442180e+06 1.4283930583e+06 1.4283927371e+06 4.0960000000e+03 4.0960000000e+03 4.1943040000e+06 4.1943040000e+06 1.4283739258e+06 1.4282828939e+06 1.4284442180e+06 1.4284442180e+06 6.0147871654e-01 6.0147811148e-01 6.0147796948e-01 6.0148302677e-01 6.0147851015e-01 8.1432309385e+05 1.6777216000e+07 1.0000000000e+00 4.5875200000e+06 2.5886720000e+06 8.1425831250e+05 8.1410118750e+05 8.1432309385e+05 8.1432309385e+05 6.4956893350e+05 6.4951456250e+05 6.4938593750e+05 0 1 0 0 0 0 0 0
