matrix=data/matrices/bcsstk36.mtx n=23052 seed=7
iter res_d res_f res_ffma res_p32q res_p32n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p32q pAp_p32n rz_d rz_p32q rz_p32n guard_p32q guard_p32n
0 4.3954279529e+08 4.3953730289e+08 4.3953736152e+08 4.3954224728e+08 4.3729516611e+08 1.5030059852e+01 1.5029991557e+01 1.5029992822e+01 1.5030053586e+01 1.5030572680e+01 3.0286612409e+11 3.0286649754e+11 3.0276373709e+11 1.1185649075e+11 1.1185658266e+11 1.1182250394e+11 0 0
1 2.0397453615e+08 2.0397276444e+08 2.0397277497e+08 2.0397431210e+08 2.0302879334e+08 1.2918101296e+01 1.2918077440e+01 1.2918078102e+01 1.2918096619e+01 1.2918720945e+01 7.5380605959e+10 7.5380555776e+10 7.5374526464e+10 2.5710623405e+10 2.5710592000e+10 2.5709281280e+10 0 0
2 1.6037730586e+08 1.6037543657e+08 1.6037546335e+08 1.6037729112e+08 1.5982788758e+08 1.1342992180e+01 1.1342986422e+01 1.1342987372e+01 1.1342988504e+01 1.1343241631e+01 3.1273668207e+10 3.1273615360e+10 3.1276597248e+10 9.6486434914e+09 9.6486195200e+09 9.6483901440e+09 0 0
3 9.5146467472e+07 9.5144899821e+07 9.5144939319e+07 9.5146355618e+07 9.4917850155e+07 1.1214978746e+01 1.1214965691e+01 1.1214967657e+01 1.1214973645e+01 1.1214861567e+01 1.0607750806e+10 1.0607722496e+10 1.0606166016e+10 3.7832336193e+09 3.7832212480e+09 3.7825290240e+09 0 0
4 7.4030215115e+07 7.4028782882e+07 7.4028840899e+07 7.4030505257e+07 7.3848342390e+07 1.0719332630e+01 1.0719326957e+01 1.0719329679e+01 1.0719329246e+01 1.0719188683e+01 4.3521033984e+09 4.3520819200e+09 4.3513446400e+09 1.6500313557e+09 1.6500234240e+09 1.6496168960e+09 0 0
5 4.5483142410e+07 4.5482369105e+07 4.5482423698e+07 4.5482928313e+07 4.5382721792e+07 9.9040233040e+00 9.9040286257e+00 9.9040313733e+00 9.9040215106e+00 9.9039922104e+00 1.8725567575e+09 1.8725488640e+09 1.8719139840e+09 8.3142244757e+08 8.3141888000e+08 8.3109836800e+08 0 0
6 3.8537992695e+07 3.8537503276e+07 3.8537539845e+07 3.8537842846e+07 3.8468236404e+07 9.7015641181e+00 9.7015661058e+00 9.7015699897e+00 9.7015609769e+00 9.7015681109e+00 1.4307326790e+09 1.4307256320e+09 1.4301286400e+09 5.0194964472e+08 5.0194739200e+08 5.0172134400e+08 0 0
7 3.4901845095e+07 3.4900867842e+07 3.4900900530e+07 3.4901596591e+07 3.4827682723e+07 9.6206315243e+00 9.6206285684e+00 9.6206342702e+00 9.6206263199e+00 9.6206897936e+00 9.6150500977e+08 9.6150169600e+08 9.6100249600e+08 3.6763790027e+08 3.6763648000e+08 3.6744268800e+08 0 0
8 2.4090754681e+07 2.4090300075e+07 2.4090340468e+07 2.4090876712e+07 2.4052336995e+07 9.1861158400e+00 9.1861184460e+00 9.1861245390e+00 9.1861110428e+00 9.1862662845e+00 4.2475595205e+08 4.2475417600e+08 4.2454144000e+08 2.0316690702e+08 2.0316601600e+08 2.0305772800e+08 0 0
9 2.2576231675e+07 2.2575664996e+07 2.2575703640e+07 2.2576177024e+07 2.2545336538e+07 8.8209345766e+00 8.8209356644e+00 8.8209432874e+00 8.8209299330e+00 8.8210459249e+00 3.2572367944e+08 3.2572211200e+08 3.2553600000e+08 1.4041769688e+08 1.4041702400e+08 1.4033312000e+08 0 0
10 1.7380199744e+07 1.7379817911e+07 1.7379815015e+07 1.7380265817e+07 1.7347368059e+07 8.5193691557e+00 8.5193631263e+00 8.5193737094e+00 8.5193632686e+00 8.5194407669e+00 2.4123886380e+08 2.4123763200e+08 2.4109075200e+08 1.0365548349e+08 1.0365497600e+08 1.0358646400e+08 0 0
11 1.5968757257e+07 1.5968401910e+07 1.5968404536e+07 1.5968744418e+07 1.5953877410e+07 8.1436589205e+00 8.1436507786e+00 8.1436648122e+00 8.1436516345e+00 8.1437657713e+00 1.7456701447e+08 1.7456620800e+08 1.7443884800e+08 7.3400730640e+07 7.3400384000e+07 7.3345152000e+07 0 0
12 1.3896282859e+07 1.3895958749e+07 1.3895965993e+07 1.3896259374e+07 1.3877315702e+07 7.7543203215e+00 7.7543091465e+00 7.7543256990e+00 7.7543125781e+00 7.7544625468e+00 1.3130369928e+08 1.3130307200e+08 1.3120220800e+08 5.7103273488e+07 5.7102992000e+07 5.7057664000e+07 0 0
13 1.1815571160e+07 1.1815267528e+07 1.1815274983e+07 1.1815533768e+07 1.1801576144e+07 7.4834743715e+00 7.4834609964e+00 7.4834798052e+00 7.4834666298e+00 7.4836272276e+00 9.7626652826e+07 9.7626208000e+07 9.7545728000e+07 4.3509187908e+07 4.3508976000e+07 4.3472128000e+07 0 0
14 1.0643730869e+07 1.0643446739e+07 1.0643456591e+07 1.0643700126e+07 1.0633657778e+07 7.2049933861e+00 7.2049812394e+00 7.2050023768e+00 7.2049852044e+00 7.2052005936e+00 7.8312167765e+07 7.8311776000e+07 7.8242720000e+07 3.3860950153e+07 3.3860784000e+07 3.3830176000e+07 0 0
15 9.3104699947e+06 9.3101142943e+06 9.3101260076e+06 9.3104377552e+06 9.2972234735e+06 6.8290070835e+00 6.8289994214e+00 6.8290229408e+00 6.8289986183e+00 6.8292839230e+00 6.0911461940e+07 6.0911136000e+07 6.0854080000e+07 2.6889298611e+07 2.6889160000e+07 2.6864048000e+07 0 0
16 8.7690276114e+06 8.7686846182e+06 8.7686932281e+06 8.7689763932e+06 8.7566617428e+06 6.4774864471e+00 6.4774810175e+00 6.4775064216e+00 6.4774773799e+00 6.4777750139e+00 4.8861951256e+07 4.8861696000e+07 4.8817088000e+07 2.2196404427e+07 2.2196288000e+07 2.2175728000e+07 0 0
17 7.9724492410e+06 7.9721729739e+06 7.9721719217e+06 7.9724281371e+06 7.9651519938e+06 6.3508647159e+00 6.3508490264e+00 6.3508784000e+00 6.3508528259e+00 6.3510630645e+00 3.2939141278e+07 3.2938968000e+07 3.2907992000e+07 1.6702660269e+07 1.6702572000e+07 1.6686848000e+07 0 0
18 7.4221003402e+06 7.4218008285e+06 7.4218070449e+06 7.4220785861e+06 7.4143347755e+06 6.3168851679e+00 6.3168580284e+00 6.3168908004e+00 6.3168705055e+00 6.3170162999e+00 3.1614247927e+07 3.1614088000e+07 3.1584504000e+07 1.4417755451e+07 1.4417682000e+07 1.4403936000e+07 0 0
19 6.8732876921e+06 6.8730501644e+06 6.8730565720e+06 6.8732783955e+06 6.8665576605e+06 6.0922489014e+00 6.0922211370e+00 6.0922562613e+00 6.0922327207e+00 6.0924197891e+00 2.4754595923e+07 2.4754472000e+07 2.4730360000e+07 1.1958512785e+07 1.1958450000e+07 1.1946612000e+07 0 0
20 5.8084464731e+06 5.8082482357e+06 5.8082536517e+06 5.8084457346e+06 5.8037067968e+06 5.6909369772e+00 5.6909145916e+00 5.6909516168e+00 5.6909186573e+00 5.6911752113e+00 1.9657561063e+07 1.9657464000e+07 1.9637736000e+07 9.8098099133e+06 9.8097580000e+06 9.7997800000e+06 0 0
21 5.5099747659e+06 5.5097539680e+06 5.5097661480e+06 5.5099467513e+06 5.5044144424e+06 5.3703600913e+00 5.3703364664e+00 5.3703754485e+00 5.3703374570e+00 5.3705928086e+00 1.6078657810e+07 1.6078566000e+07 1.6061998000e+07 8.0778227107e+06 8.0777770000e+06 8.0693410000e+06 0 0
22 4.7629792437e+06 4.7628017821e+06 4.7628125699e+06 4.7629558913e+06 4.7571473719e+06 5.1952147854e+00 5.1951848046e+00 5.1952252506e+00 5.1951889979e+00 5.1954017854e+00 1.4680020853e+07 1.4679940000e+07 1.4664356000e+07 7.0006888474e+06 7.0006500000e+06 6.9931710000e+06 0 0
23 4.6056396712e+06 4.6054468020e+06 4.6054522664e+06 4.6056237073e+06 4.6009586023e+06 5.1004074839e+00 5.1003736040e+00 5.1004139099e+00 5.1003814332e+00 5.1005240149e+00 1.2176260365e+07 1.2176192000e+07 1.2163362000e+07 5.8924412269e+06 5.8924080000e+06 5.8860800000e+06 0 0
24 4.3521500021e+06 4.3519780743e+06 4.3519908442e+06 4.3521344431e+06 4.3478456369e+06 4.9874983487e+00 4.9874665289e+00 4.9875047640e+00 4.9874738590e+00 4.9875517363e+00 1.1684918074e+07 1.1684850000e+07 1.1672080000e+07 5.3842650694e+06 5.3842330000e+06 5.3782520000e+06 0 0
25 3.9246236449e+06 3.9244409569e+06 3.9244476367e+06 3.9246092837e+06 3.9215472784e+06 4.8056625708e+00 4.8056395018e+00 4.8056748881e+00 4.8056403910e+00 4.8057013870e+00 9.7915679898e+06 9.7915120000e+06 9.7805240000e+06 4.5590607902e+06 4.5590330000e+06 4.5538270000e+06 0 0
26 3.6862990267e+06 3.6861375907e+06 3.6861495382e+06 3.6862907717e+06 3.6829486421e+06 4.6013411101e+00 4.6013271940e+00 4.6013590240e+00 4.6013213015e+00 4.6013990704e+00 1.0308190062e+07 1.0308124000e+07 1.0296196000e+07 4.3676319339e+06 4.3676030000e+06 4.3625170000e+06 0 0
27 3.4738980391e+06 3.4737113830e+06 3.4737187785e+06 3.4738909853e+06 3.4703056334e+06 4.3769158691e+00 4.3769119402e+00 4.3769404500e+00 4.3768972086e+00 4.3770228378e+00 7.0270571178e+06 7.0270070000e+06 7.0187150000e+06 3.5058286676e+06 3.5058040000e+06 3.5016325000e+06 0 0
28 3.2462752292e+06 3.2461100415e+06 3.2461135948e+06 3.2462654130e+06 3.2425008104e+06 4.1718304369e+00 4.1718352039e+00 4.1718624378e+00 4.1718104089e+00 4.1719849729e+00 6.5868045855e+06 6.5867560000e+06 6.5788520000e+06 3.1272014066e+06 3.1271795000e+06 3.1234050000e+06 0 0
29 2.9622425219e+06 2.9621029779e+06 2.9621058099e+06 2.9622321841e+06 2.9600111782e+06 3.9659953039e+00 3.9660095618e+00 3.9660356640e+00 3.9659726074e+00 3.9661881102e+00 5.4106925666e+06 5.4106550000e+06 5.4041180000e+06 2.6651397251e+06 2.6651220000e+06 2.6618705000e+06 0 0
30 3.1072197678e+06 3.1070480283e+06 3.1070468471e+06 3.1072203086e+06 3.1048004220e+06 3.7342071945e+00 3.7342325642e+00 3.7342562266e+00 3.7341817248e+00 3.7344217163e+00 4.9540556380e+06 4.9540210000e+06 4.9480500000e+06 2.3541855412e+06 2.3541700000e+06 2.3512765000e+06 0 0
