matrix=data/matrices/sts4098.mtx n=4098 seed=29
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 1.7480381700e+08 1.7480349970e+08 1.7480352427e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.7480425523e+08 1.7475707417e+08 1.7480381700e+08 1.7480381700e+08 3.2014530341e+00 3.2014531945e+00 3.2014528764e+00 3.2014541820e+00 3.2014577006e+00 1.7637225601e+10 1.6777216000e+07 1.6777216000e+07 1.7179869184e+10 1.0737418240e+10 1.7637212160e+10 1.7634263040e+10 1.7637225601e+10 1.7637225601e+10 5.1312003964e+09 5.1311984640e+09 5.1303464960e+09 0 0 0 0 0 0 0 0
1 4.0536147399e+07 4.0536343733e+07 4.0536347044e+07 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 3.3554432000e+07 4.0536227846e+07 4.0526478924e+07 4.0536147399e+07 4.0536147399e+07 3.6424025429e+00 3.6423984063e+00 3.6423985227e+00 3.6424037519e+00 3.6424213665e+00 1.5033838608e+09 1.6777216000e+07 1.6777216000e+07 1.8119393280e+09 1.6106127360e+09 1.5033866240e+09 1.5033231360e+09 1.5033838608e+09 1.5033838608e+09 6.1071518433e+08 6.1071667200e+08 6.1066598400e+08 0 0 0 0 0 0 0 0
2 1.4944304097e+07 1.4944292907e+07 1.4944295152e+07 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 1.6777216000e+07 1.4944291785e+07 1.4942782866e+07 1.4944304097e+07 1.4944304097e+07 2.2585151211e+00 2.2585178591e+00 2.2585180149e+00 2.2585114523e+00 2.2585381162e+00 2.4472194863e+08 1.6777216000e+07 1.6777216000e+07 3.3554432000e+08 3.0198988800e+08 2.4472249600e+08 2.4469894400e+08 2.4472194863e+08 2.4472194863e+08 1.0927724280e+08 1.0927750400e+08 1.0926595200e+08 0 0 0 0 0 0 0 0
3 1.9653374105e+07 1.9653006669e+07 1.9653013498e+07 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 3.3554432000e+07 1.9653589718e+07 1.9648125621e+07 1.9653374105e+07 1.9653374105e+07 1.9093101803e+00 1.9093035036e+00 1.9093032687e+00 1.9093134611e+00 1.9093033738e+00 7.4005212178e+07 1.6777216000e+07 1.6777216000e+07 1.1114905600e+08 9.8566144000e+07 7.4005408000e+07 7.3996032000e+07 7.4005212178e+07 7.4005212178e+07 4.1332121935e+07 4.1332240000e+07 4.1326800000e+07 0 0 0 0 0 0 0 0
4 1.6607715938e+07 1.6607522819e+07 1.6607528880e+07 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 3.3554432000e+07 1.6607849116e+07 1.6604163505e+07 1.6607715938e+07 1.6607715938e+07 1.6733227697e+00 1.6733190955e+00 1.6733192023e+00 1.6733243726e+00 1.6733323440e+00 4.0119908528e+07 1.0000000000e+00 1.6777216000e+07 7.1303168000e+07 5.2428800000e+07 4.0120032000e+07 4.0115440000e+07 4.0119908528e+07 4.0119908528e+07 2.4267541282e+07 2.4267640000e+07 2.4264360000e+07 1 0 0 0 0 0 0 0
5 9.7196999838e+06 9.7197018452e+06 9.7197009821e+06 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 1.6777216000e+07 9.7198416586e+06 9.7181844814e+06 9.7196999838e+06 9.7196999838e+06 1.6088787631e+00 1.6088756400e+00 1.6088756377e+00 1.6088732252e+00 1.6088586286e+00 2.5378787976e+07 1.6777216000e+07 1.6777216000e+07 5.2428800000e+07 6.3963136000e+07 2.5378920000e+07 2.5374856000e+07 2.5378787976e+07 2.5378787976e+07 1.4099624850e+07 1.4099716000e+07 1.4097474000e+07 0 0 0 0 0 0 0 0
6 7.0714218410e+06 7.0713890163e+06 7.0713904991e+06 4.0960000000e+03 4.0960000000e+03 1.1863283203e+07 8.3886080000e+06 7.0715515340e+06 7.0703746789e+06 7.0714218410e+06 7.0714218410e+06 1.6240231463e+00 1.6240237357e+00 1.6240238319e+00 1.6240130131e+00 1.6240199266e+00 1.0117662575e+07 1.6777216000e+07 1.6777216000e+07 2.6214400000e+07 3.7748736000e+07 1.0117738000e+07 1.0116194000e+07 1.0117662575e+07 1.0117662575e+07 7.5013705179e+06 7.5014370000e+06 7.5002650000e+06 0 0 0 0 0 0 0 0
7 5.9929524472e+06 5.9928917402e+06 5.9928903405e+06 4.0960000000e+03 4.0960000000e+03 1.1863283203e+07 8.3886080000e+06 5.9930513107e+06 5.9922002191e+06 5.9929524472e+06 5.9929524472e+06 1.4513611228e+00 1.4513611629e+00 1.4513612280e+00 1.4513518685e+00 1.4513523920e+00 9.1123431478e+06 1.0000000000e+00 1.6777216000e+07 2.9884416000e+07 1.9922944000e+07 9.1124420000e+06 9.1110080000e+06 9.1123431478e+06 9.1123431478e+06 6.0523295318e+06 6.0524010000e+06 6.0514180000e+06 1 0 0 0 0 0 0 0
8 5.7747466094e+06 5.7746629480e+06 5.7746676691e+06 4.0960000000e+03 4.0960000000e+03 1.1863283203e+07 8.3886080000e+06 5.7748196513e+06 5.7736806863e+06 5.7747466094e+06 5.7747466094e+06 1.3753216047e+00 1.3753208974e+00 1.3753207989e+00 1.3753152825e+00 1.3753165545e+00 5.8980818703e+06 1.6777216000e+07 1.0485760000e+06 2.3592960000e+07 2.2544384000e+07 5.8981590000e+06 5.8971920000e+06 5.8980818703e+06 5.8980818703e+06 4.1396934093e+06 4.1397510000e+06 4.1390490000e+06 0 0 0 0 0 0 0 0
9 4.2357604860e+06 4.2356955138e+06 4.2356984845e+06 4.0960000000e+03 4.0960000000e+03 8.3886080000e+06 8.3886080000e+06 4.2357947830e+06 4.2348440798e+06 4.2357604860e+06 4.2357604860e+06 1.2962134575e+00 1.2962131688e+00 1.2962132955e+00 1.2962039942e+00 1.2962030671e+00 3.9609360856e+06 1.6777216000e+07 1.6777216000e+07 1.7825792000e+07 1.5597568000e+07 3.9609990000e+06 3.9603085000e+06 3.9609360856e+06 3.9609360856e+06 3.0204242305e+06 3.0204730000e+06 3.0199100000e+06 0 0 0 0 0 0 0 0
