matrix=data/matrices/mhd4800b.mtx n=4800 seed=48
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 1.1342240244e+00 1.1342164383e+00 1.1342164383e+00 1.1726039400e+00 1.0606601718e+00 1.1347236035e+00 1.1357988653e+00 1.1342240320e+00 1.1342238678e+00 1.1342240244e+00 1.1342240244e+00 2.5446609009e+02 2.5446571598e+02 2.5446575380e+02 2.5446608943e+02 2.5446608148e+02 5.9114987124e+01 5.6000000000e+01 3.2000000000e+01 5.9125000000e+01 5.1968750000e+01 5.9114987373e+01 5.9114989758e+01 5.9114987124e+01 5.9114987124e+01 4.8299332299e+01 4.8299332142e+01 4.8299332619e+01 0 0 0 0 0 0 0 0
1 5.2420184647e-01 5.2419601823e-01 5.2419607509e-01 5.0000000000e-01 5.3033008589e-01 5.2454407286e-01 5.1963403588e-01 5.2420184567e-01 5.2420169110e-01 5.2420184647e-01 5.2420184647e-01 1.1186420467e+02 1.1186481589e+02 1.1186480318e+02 1.1186420557e+02 1.1186420753e+02 4.6567846997e+00 9.0000000000e+00 4.0000000000e+00 4.6542968750e+00 4.1679687500e+00 4.6567845643e+00 4.6567841768e+00 4.6567846997e+00 4.6567846997e+00 4.0338871199e+00 4.0338870287e+00 4.0338867307e+00 0 0 0 0 0 0 0 0
2 2.1470857515e-01 2.1470769562e-01 2.1470765225e-01 5.5901699437e-01 5.0000000000e-01 2.1473718948e-01 2.1692880276e-01 2.1470857616e-01 2.1470846989e-01 2.1470857515e-01 2.1470857515e-01 5.4691872671e+01 5.4691890939e+01 5.4691903410e+01 5.4691877561e+01 5.4691878798e+01 6.3773823361e-01 2.2500000000e+00 1.0000000000e+00 6.3623046875e-01 5.8007812500e-01 6.3773821667e-01 6.3773820549e-01 6.3773823361e-01 6.3773823361e-01 6.3590679897e-01 6.3590678200e-01 6.3590672985e-01 0 0 0 0 0 0 0 0
3 4.3720990448e-02 4.3720878921e-02 4.3720912204e-02 1.5811388301e+00 4.0000000000e+00 4.3607643675e-02 4.0992366918e-02 4.3720990754e-02 4.3720967455e-02 4.3720990448e-02 4.3720990448e-02 2.8090632347e+01 2.8090626706e+01 2.8090645103e+01 2.8090633015e+01 2.8090628752e+01 1.1550923865e-01 1.0000000000e+00 1.0000000000e+00 1.1642456055e-01 1.0897827148e-01 1.1550924368e-01 1.1550923623e-01 1.1550923865e-01 1.1550923865e-01 1.1221451131e-01 1.1221450940e-01 1.1221450521e-01 1 1 0 0 0 0 0 0
4 2.4565662675e-02 2.4565383926e-02 2.4565396958e-02 5.1200000000e+02 1.0240000000e+03 2.5088344880e-02 2.4666661993e-02 2.4565665302e-02 2.4565641311e-02 2.4565662675e-02 2.4565662675e-02 2.9746007282e+01 2.9745941280e+01 2.9745952283e+01 2.9746009447e+01 2.9746008783e+01 2.2955061796e-02 1.0000000000e+00 1.0000000000e+00 2.3986816406e-02 2.1270751953e-02 2.2955068154e-02 2.2955068154e-02 2.2955061796e-02 2.2955061796e-02 1.7245722137e-02 1.7245723400e-02 1.7245723400e-02 1 1 0 0 0 0 0 0
5 1.4757589246e-02 1.4757419533e-02 1.4757386006e-02 4.0960000000e+03 4.0960000000e+03 1.4954485187e-02 1.2391189004e-02 1.4757583221e-02 1.4757553392e-02 1.4757589246e-02 1.4757589246e-02 1.5356466443e+01 1.5356549658e+01 1.5356579357e+01 1.5356465596e+01 1.5356469380e+01 4.7900817459e-03 1.6777216000e+07 1.6777216000e+07 4.8027038574e-03 3.6735534668e-03 4.7900801874e-03 4.7900793725e-03 4.7900817459e-03 4.7900817459e-03 4.9479250874e-03 4.9479232403e-03 4.9479223089e-03 0 0 0 0 0 0 0 0
6 7.9895405356e-03 7.9893609225e-03 7.9893563689e-03 4.0960000000e+03 4.0960000000e+03 8.0381238443e-03 7.1762394808e-03 7.9895360037e-03 7.9895029913e-03 7.9895405356e-03 7.9895405356e-03 1.2940786291e+01 1.2940769151e+01 1.2940803532e+01 1.2940783920e+01 1.2940800022e+01 1.1642777020e-03 1.6777216000e+07 1.6777216000e+07 1.1787414551e-03 9.8609924316e-04 1.1642768513e-03 1.1642772879e-03 1.1642777020e-03 1.1642777020e-03 1.3971129914e-03 1.3971119770e-03 1.3971113076e-03 0 0 0 0 0 0 0 0
7 3.4377956219e-03 3.4378326843e-03 3.4378366526e-03 4.0960000000e+03 4.0960000000e+03 3.5295000720e-03 3.3652462774e-03 3.4377943236e-03 3.4377826831e-03 3.4377956219e-03 3.4377956219e-03 1.0777459029e+01 1.0777573507e+01 1.0777622181e+01 1.0777449645e+01 1.0777467050e+01 2.0537648200e-04 1.6777216000e+07 1.6777216000e+07 2.1839141846e-04 1.6069412231e-04 2.0537630917e-04 2.0537595265e-04 2.0537648200e-04 2.0537648200e-04 2.9962263459e-04 2.9962239205e-04 2.9962179542e-04 0 0 0 0 0 0 0 0
8 1.7438113308e-03 1.7437556740e-03 1.7437544352e-03 4.0960000000e+03 4.0960000000e+03 1.6826231387e-03 1.7562859582e-03 1.7438108294e-03 1.7438008546e-03 1.7438113308e-03 1.7438113308e-03 9.3617343871e+00 9.3616595903e+00 9.3617097256e+00 9.3617266427e+00 9.3617538458e+00 8.1930800184e-05 1.6777216000e+07 1.6777216000e+07 1.1467933655e-04 1.3065338135e-04 8.1930775195e-05 8.1930618762e-05 8.1930800184e-05 8.1930800184e-05 8.6468995610e-05 8.6468957306e-05 8.6468742666e-05 0 0 0 0 0 0 0 0
9 6.6009338178e-04 6.6010729439e-04 6.6010862913e-04 4.0960000000e+03 4.0960000000e+03 8.6316745750e-04 8.7175639997e-04 6.6008830633e-04 6.6008292413e-04 6.6009338178e-04 6.6009338178e-04 8.7028037443e+00 8.7029965576e+00 8.7030599435e+00 8.7027892658e+00 8.7028068670e+00 1.0081244474e-05 1.6777216000e+07 1.0000000000e+00 3.1590461731e-05 2.2947788239e-05 1.0081282198e-05 1.0081243090e-05 1.0081244474e-05 1.0081244474e-05 1.3534396923e-05 1.3534408026e-05 1.3534358004e-05 0 1 0 0 0 0 0 0
