matrix=data/matrices/nasasrb.mtx n=54870 seed=8
iter res_d res_f res_ffma res_p32q res_p32n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p32q pAp_p32n rz_d rz_p32q rz_p32n guard_p32q guard_p32n
0 7.3113919815e+09 7.3111663644e+09 7.3111663644e+09 7.3108631760e+09 6.9819024891e+09 1.0125321247e+00 1.0125288898e+00 1.0125288898e+00 1.0125326062e+00 1.0126186811e+00 7.0617044703e+12 7.0616979866e+12 7.0336464814e+12 2.4227296999e+12 2.4227306537e+12 2.4136709571e+12 0 0
1 3.9153604227e+09 3.9151977203e+09 3.9151975799e+09 3.9153867155e+09 3.7673723237e+09 1.0571181453e+00 1.0571152032e+00 1.0571151847e+00 1.0571179752e+00 1.0572743330e+00 1.2148326196e+12 1.2148382106e+12 1.2139993498e+12 4.8532599853e+11 4.8532711014e+11 4.8463609856e+11 0 0
2 2.2625363721e+09 2.2624106734e+09 2.2624114024e+09 2.2626238919e+09 2.1756109966e+09 9.9821671201e-01 9.9821604072e-01 9.9821603206e-01 9.9821633448e-01 9.9818640329e-01 2.9749173823e+11 2.9749149696e+11 2.9693470310e+11 1.3130097398e+11 1.3130058957e+11 1.3101039616e+11 0 0
3 1.6065559595e+09 1.6064704493e+09 1.6064704493e+09 1.6065881664e+09 1.5734846345e+09 9.2976008765e-01 9.2976104161e-01 9.2976105470e-01 9.2976007100e-01 9.2974731774e-01 1.1099237124e+11 1.1099176960e+11 1.1074142208e+11 4.8675156465e+10 4.8674832384e+10 4.8559226880e+10 0 0
4 1.0965578563e+09 1.0965013180e+09 1.0965008166e+09 1.0965678732e+09 1.0757061073e+09 8.7076494398e-01 8.7076657047e-01 8.7076659529e-01 8.7076517954e-01 8.7080865372e-01 4.6284273038e+10 4.6283816960e+10 4.6181580800e+10 2.0980067855e+10 2.0979875840e+10 2.0925317120e+10 0 0
5 8.2845068751e+08 8.2840071478e+08 8.2840030001e+08 8.2843609407e+08 8.0940287144e+08 8.2075223621e-01 8.2075439837e-01 8.2075443456e-01 8.2075261160e-01 8.2081663180e-01 1.9594001143e+10 1.9593854976e+10 1.9535691776e+10 1.0216883093e+10 1.0216800256e+10 1.0182819840e+10 0 0
6 6.8137877835e+08 6.8133600892e+08 6.8133565591e+08 6.8136465253e+08 6.6811984605e+08 7.7604734961e-01 7.7605025486e-01 7.7605029028e-01 7.7604777765e-01 7.7612068853e-01 1.0634328867e+10 1.0634231808e+10 1.0596057088e+10 6.2314872221e+09 6.2314332160e+09 6.2070865920e+09 0 0
7 5.7034202150e+08 5.7030223989e+08 5.7030248089e+08 5.7033281508e+08 5.5936984276e+08 7.3587092666e-01 7.3587420194e-01 7.3587422316e-01 7.3587138861e-01 7.3593440483e-01 7.4600097524e+09 7.4599464960e+09 7.4285793280e+09 4.4127847685e+09 4.4127518720e+09 4.3936645120e+09 0 0
8 4.6364902108e+08 4.6361298490e+08 4.6361309606e+08 4.6365559790e+08 4.5792887837e+08 6.9842560101e-01 6.9842962841e-01 6.9842964987e-01 6.9842612085e-01 6.9850322706e-01 5.4400517228e+09 5.4400122880e+09 5.4164930560e+09 3.1436595016e+09 3.1436390400e+09 3.1292006400e+09 0 0
9 3.8066070623e+08 3.8062521186e+08 3.8062505389e+08 3.8066630590e+08 3.7565372400e+08 6.6596606810e-01 6.6597085329e-01 6.6597088462e-01 6.6596659883e-01 6.6605885813e-01 4.1970302398e+09 4.1970073600e+09 4.1766912000e+09 2.2364602197e+09 2.2364487680e+09 2.2250414080e+09 0 0
10 3.3921216789e+08 3.3917071428e+08 3.3917080292e+08 3.3920744807e+08 3.3413890634e+08 6.3621057455e-01 6.3621591161e-01 6.3621594489e-01 6.3621111871e-01 6.3631309612e-01 2.7493692359e+09 2.7493560320e+09 2.7346575360e+09 1.5252868771e+09 1.5252797440e+09 1.5167621120e+09 0 0
11 2.7045985560e+08 2.7041953159e+08 2.7041948395e+08 2.7045944164e+08 2.6632179048e+08 6.0887075771e-01 6.0887640336e-01 6.0887643488e-01 6.0887136220e-01 6.0898238585e-01 1.9238223346e+09 1.9238144000e+09 1.9126568960e+09 1.1029094269e+09 1.1029043200e+09 1.0962534400e+09 0 0
12 2.4000400627e+08 2.3996348039e+08 2.3996356988e+08 2.4000253156e+08 2.3657417627e+08 5.8560693077e-01 5.8561299415e-01 5.8561301126e-01 5.8560757410e-01 5.8572167679e-01 1.2359837082e+09 1.2359782400e+09 1.2282419200e+09 7.4297044361e+08 7.4296678400e+08 7.3818112000e+08 0 0
13 2.0210020666e+08 2.0206344091e+08 2.0206356844e+08 2.0210061343e+08 1.9905828303e+08 5.6411691287e-01 5.6412365352e-01 5.6412365830e-01 5.6411759319e-01 5.6424010878e-01 9.5565704288e+08 9.5565209600e+08 9.4932889600e+08 5.6936711274e+08 5.6936396800e+08 5.6546816000e+08 0 0
14 1.9966037255e+08 1.9962238706e+08 1.9962253767e+08 1.9965944400e+08 1.9713786545e+08 5.4329152407e-01 5.4329896898e-01 5.4329895840e-01 5.4329225603e-01 5.4341996564e-01 6.8028665886e+08 6.8028262400e+08 6.7546880000e+08 4.2609863217e+08 4.2609612800e+08 4.2302489600e+08 0 0
15 1.7413354924e+08 1.7409726904e+08 1.7409750340e+08 1.7413308609e+08 1.7207831835e+08 5.2334435147e-01 5.2335221845e-01 5.2335220642e-01 5.2334513477e-01 5.2347365161e-01 5.8966637530e+08 5.8966323200e+08 5.8534860800e+08 3.6270643522e+08 3.6270438400e+08 3.6001612800e+08 0 0
16 1.6412624371e+08 1.6409160268e+08 1.6409199529e+08 1.6412475550e+08 1.6224828934e+08 5.0466387642e-01 5.0467209121e-01 5.0467205494e-01 5.0466471323e-01 5.0479486339e-01 4.2923986435e+08 4.2923750400e+08 4.2604441600e+08 2.7721278453e+08 2.7721113600e+08 2.7511603200e+08 0 0
17 1.4441263647e+08 1.4438130394e+08 1.4438154935e+08 1.4441065419e+08 1.4297209753e+08 4.8727266686e-01 4.8728117414e-01 4.8728113370e-01 4.8727354359e-01 4.8740333977e-01 4.0754361517e+08 4.0754099200e+08 4.0443008000e+08 2.4219676877e+08 2.4219513600e+08 2.4032211200e+08 0 0
18 1.3651848577e+08 1.3648563139e+08 1.3648600115e+08 1.3651638030e+08 1.3467161654e+08 4.6970040325e-01 4.6970920742e-01 4.6970915251e-01 4.6970127697e-01 4.6983146558e-01 3.0197197135e+08 3.0196966400e+08 2.9961804800e+08 1.9495474030e+08 1.9495321600e+08 1.9341708800e+08 0 0
19 1.1686848747e+08 1.1683586519e+08 1.1683626956e+08 1.1686801718e+08 1.1501640818e+08 4.5310145005e-01 4.5311030111e-01 4.5311023189e-01 4.5310229582e-01 4.5323113765e-01 2.7102645237e+08 2.7102438400e+08 2.6887987200e+08 1.7126542058e+08 1.7126400000e+08 1.6988883200e+08 0 0
20 1.0496391830e+08 1.0493147606e+08 1.0493152722e+08 1.0496240522e+08 1.0329671143e+08 4.3686306597e-01 4.3687201358e-01 4.3687195725e-01 4.3686387125e-01 4.3699105349e-01 2.0785753796e+08 2.0785555200e+08 2.0619020800e+08 1.4107004863e+08 1.4106867200e+08 1.3991635200e+08 0 0
21 9.9287762968e+07 9.9249971715e+07 9.9250236770e+07 9.9288575650e+07 9.7458356217e+07 4.2168371420e-01 4.2169298076e-01 4.2169292955e-01 4.2168443346e-01 4.2181606930e-01 1.6738484905e+08 1.6738310400e+08 1.6609900800e+08 1.1309186849e+08 1.1309068800e+08 1.1216611200e+08 0 0
22 8.9749465791e+07 8.9708547904e+07 8.9708616727e+07 8.9748244034e+07 8.7957027524e+07 4.0786048143e-01 4.0787008713e-01 4.0787004105e-01 4.0786108889e-01 4.0800219721e-01 1.4270749343e+08 1.4270598400e+08 1.4176185600e+08 9.3406716596e+07 9.3405696000e+07 9.2664096000e+07 0 0
23 8.9125889290e+07 8.9089337452e+07 8.9089358543e+07 8.9125875900e+07 8.7532546965e+07 3.9498068157e-01 3.9499066085e-01 3.9499062208e-01 3.9498119122e-01 3.9513539737e-01 1.3406571922e+08 1.3406416000e+08 1.3333065600e+08 8.3548398470e+07 8.3547392000e+07 8.2917856000e+07 0 0
24 8.3772253784e+07 8.3751229211e+07 8.3751277288e+07 8.3771313493e+07 8.2656459984e+07 3.8203158732e-01 3.8204183936e-01 3.8204182909e-01 3.8203198369e-01 3.8220017456e-01 1.1391932943e+08 1.1391785600e+08 1.1331820800e+08 7.3857283800e+07 7.3856288000e+07 7.3297664000e+07 0 0
25 7.6431315020e+07 7.6428299134e+07 7.6428639821e+07 7.6431049178e+07 7.5637516334e+07 3.7022868541e-01 3.7023903940e-01 3.7023903329e-01 3.7022893065e-01 3.7041920967e-01 9.8812401696e+07 9.8810848000e+07 9.8638464000e+07 6.3275014700e+07 6.3274048000e+07 6.2871616000e+07 0 0
26 6.9477422717e+07 6.9485959863e+07 6.9486407988e+07 6.9477556980e+07 6.8885537724e+07 3.5921101598e-01 3.5922160518e-01 3.5922159290e-01 3.5921109256e-01 3.5942777118e-01 8.8812722381e+07 8.8811136000e+07 8.8824448000e+07 5.6004539868e+07 5.6003600000e+07 5.5695808000e+07 0 0
27 6.4600854438e+07 6.4603576696e+07 6.4603998439e+07 6.4600281603e+07 6.3705846334e+07 3.4866270208e-01 3.4867345920e-01 3.4867343913e-01 3.4866257461e-01 3.4890609527e-01 7.7238885843e+07 7.7237376000e+07 7.7307296000e+07 4.8896967478e+07 4.8896096000e+07 4.8646944000e+07 0 0
28 5.6987166835e+07 5.6971371045e+07 5.6971637259e+07 5.6986632749e+07 5.5632614474e+07 3.3847700093e-01 3.3848788797e-01 3.3848785698e-01 3.3847662591e-01 3.3873726552e-01 6.8476490928e+07 6.8475136000e+07 6.8440864000e+07 4.3495665892e+07 4.3494880000e+07 4.3257424000e+07 0 0
29 4.8603661999e+07 4.8568734132e+07 4.8568640174e+07 4.8603505350e+07 4.7902109011e+07 3.2875324244e-01 3.2876429927e-01 3.2876429062e-01 3.2875258942e-01 3.2904630574e-01 5.8717052488e+07 5.8715808000e+07 5.8864864000e+07 3.7842352046e+07 3.7841648000e+07 3.7666000000e+07 0 0
30 4.7528479010e+07 4.7481417139e+07 4.7481360604e+07 4.7527654263e+07 4.7487152253e+07 3.2031457821e-01 3.2032581438e-01 3.2032582290e-01 3.2031365144e-01 3.2062312108e-01 5.3325530418e+07 5.3324288000e+07 5.3856624000e+07 3.2366017147e+07 3.2365376000e+07 3.2358360000e+07 0 0
31 4.5133081829e+07 4.5101728370e+07 4.5101713490e+07 4.5132564404e+07 4.5194948465e+07 3.1256907427e-01 3.1258044072e-01 3.1258045581e-01 3.1256789819e-01 3.1278822345e-01 5.0826361927e+07 5.0825664000e+07 4.9626592000e+07 2.9368614505e+07 2.9368112000e+07 2.9056632000e+07 0 0
32 4.4503706333e+07 4.4483183070e+07 4.4483293201e+07 4.4503528388e+07 4.4464908244e+07 3.0451805543e-01 3.0452958047e-01 3.0452959553e-01 3.0451659587e-01 3.0469373376e-01 3.5493727323e+07 3.5493344000e+07 3.4406896000e+07 2.3899483742e+07 2.3899128000e+07 2.3483480000e+07 0 0
33 4.3567354623e+07 4.3554032838e+07 4.3554245470e+07 4.3566408475e+07 4.3533666158e+07 2.9662025240e-01 2.9663190799e-01 2.9663191431e-01 2.9661851599e-01 2.9676754794e-01 3.4489753770e+07 3.4489264000e+07 3.3801520000e+07 2.2294946984e+07 2.2294576000e+07 2.1999176000e+07 0 0
34 4.0385597848e+07 4.0373578662e+07 4.0373831315e+07 4.0385493198e+07 4.0158544297e+07 2.8893465284e-01 2.8894638991e-01 2.8894639050e-01 2.8893262955e-01 2.8906161798e-01 3.1446024110e+07 3.1445544000e+07 3.0904408000e+07 2.0387032635e+07 2.0386680000e+07 2.0131192000e+07 0 0
35 3.5755504264e+07 3.5744710371e+07 3.5744892483e+07 3.5755519087e+07 3.5459760653e+07 2.8162682997e-01 2.8163862240e-01 2.8163862295e-01 2.8162450672e-01 2.8174367771e-01 2.7444093338e+07 2.7443632000e+07 2.7066200000e+07 1.8011013341e+07 1.8010688000e+07 1.7803792000e+07 0 0
36 3.4624137727e+07 3.4611887346e+07 3.4612001740e+07 3.4623357895e+07 3.4371867043e+07 2.7452131959e-01 2.7453319696e-01 2.7453320997e-01 2.7451870089e-01 2.7463355078e-01 2.4497980245e+07 2.4497536000e+07 2.4213448000e+07 1.6068184740e+07 1.6067882000e+07 1.5894306000e+07 0 0
37 3.2428664440e+07 3.2415432425e+07 3.2415577344e+07 3.2428600841e+07 3.2247707850e+07 2.6777690796e-01 2.6778887804e-01 2.6778890535e-01 2.6777399244e-01 2.6788933010e-01 2.0605888969e+07 2.0605496000e+07 2.0406504000e+07 1.3806576126e+07 1.3806306000e+07 1.3665064000e+07 0 0
38 3.3175604285e+07 3.3161519556e+07 3.3161571160e+07 3.3175459897e+07 3.3119225652e+07 2.6141564436e-01 2.6142772820e-01 2.6142776877e-01 2.6141243425e-01 2.6153232749e-01 1.8421216789e+07 1.8420856000e+07 1.8280112000e+07 1.2289189642e+07 1.2288946000e+07 1.2171466000e+07 0 0
39 3.2809426012e+07 3.2793500989e+07 3.2793528616e+07 3.2808868978e+07 3.2566842403e+07 2.5536393328e-01 2.5537616030e-01 2.5537621296e-01 2.5536045319e-01 2.5548844613e-01 1.7015022083e+07 1.7014712000e+07 1.6917280000e+07 1.1052990411e+07 1.1052780000e+07 1.0955592000e+07 0 0
