matrix=data/matrices/nasasrb.mtx n=54870 seed=5
iter res_d res_f res_ffma res_p32q res_p32n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p32q pAp_p32n rz_d rz_p32q rz_p32n guard_p32q guard_p32n
0 7.6625424623e+09 7.6622736619e+09 7.6622725140e+09 7.6621749355e+09 7.1790803127e+09 1.0225938306e+00 1.0225916482e+00 1.0225915828e+00 1.0225919381e+00 1.0225021406e+00 7.6841849666e+12 7.6841998090e+12 7.6536988303e+12 2.5957286160e+12 2.5957205279e+12 2.5847985603e+12 0 0
1 4.6195558534e+09 4.6194218025e+09 4.6194225165e+09 4.6193132644e+09 4.4887754157e+09 1.0751401106e+00 1.0751384880e+00 1.0751385270e+00 1.0751392735e+00 1.0752607183e+00 1.3077435205e+12 1.3077336556e+12 1.3055861719e+12 5.0974722790e+11 5.0974215373e+11 5.0852790272e+11 0 0
2 2.4811841817e+09 2.4810980020e+09 2.4810978912e+09 2.4812135520e+09 2.3948557630e+09 1.0258351793e+00 1.0258348733e+00 1.0258349343e+00 1.0258352412e+00 1.0258352636e+00 3.3866134132e+11 3.3865649357e+11 3.3771487232e+11 1.4381423414e+11 1.4381219840e+11 1.4332880486e+11 0 0
3 1.6955671228e+09 1.6954827869e+09 1.6954827059e+09 1.6955781940e+09 1.6615374120e+09 9.6509542771e-01 9.6509657758e-01 9.6509658611e-01 9.6509589814e-01 9.6508382411e-01 1.2528001612e+11 1.2527835546e+11 1.2480466125e+11 5.3866373311e+10 5.3865611264e+10 5.3660549120e+10 0 0
4 1.0337894083e+09 1.0337227097e+09 1.0337226765e+09 1.0337746939e+09 1.0120361019e+09 9.1224676711e-01 9.1224861243e-01 9.1224857905e-01 9.1224721669e-01 9.1230459709e-01 4.9617852842e+10 4.9617043456e+10 4.9450254336e+10 2.2608426425e+10 2.2608084992e+10 2.2519349248e+10 0 0
5 8.2397955978e+08 8.2392493081e+08 8.2392522272e+08 8.2396458894e+08 8.0495676678e+08 8.6540257227e-01 8.6540455508e-01 8.6540450206e-01 8.6540290502e-01 8.6549021297e-01 1.9572905537e+10 1.9572621312e+10 1.9481919488e+10 1.0235535498e+10 1.0235396096e+10 1.0184982528e+10 0 0
6 6.5383415916e+08 6.5378621629e+08 6.5378684695e+08 6.5382728674e+08 6.4094674389e+08 8.2081848964e-01 8.2082119739e-01 8.2082112456e-01 8.2081883973e-01 8.2091084644e-01 1.0411154603e+10 1.0411032576e+10 1.0358620160e+10 6.0612909539e+09 6.0612198400e+09 6.0286320640e+09 0 0
7 5.7435815486e+08 5.7432295523e+08 5.7432328427e+08 5.7435935851e+08 5.6512701709e+08 7.7871156840e-01 7.7871562207e-01 7.7871552988e-01 7.7871202872e-01 7.7879921371e-01 6.9715423127e+09 6.9714575360e+09 6.9327831040e+09 4.1761110554e+09 4.1760604160e+09 4.1517137920e+09 0 0
8 4.9271989301e+08 4.9268257940e+08 4.9268292810e+08 4.9271915673e+08 4.8735213530e+08 7.4071664435e-01 7.4072223976e-01 7.4072214150e-01 7.4071717979e-01 7.4082048695e-01 5.6379965384e+09 5.6379228160e+09 5.6032542720e+09 3.0940855439e+09 3.0940467200e+09 3.0744064000e+09 0 0
9 3.8853023577e+08 3.8849168130e+08 3.8849203507e+08 3.8853384466e+08 3.8267134284e+08 7.0585603064e-01 7.0586272199e-01 7.0586261610e-01 7.0585664946e-01 7.0598358412e-01 4.1228586548e+09 4.1228103680e+09 4.0960901120e+09 2.1813124090e+09 2.1812858880e+09 2.1665177600e+09 0 0
10 3.4742477499e+08 3.4737662038e+08 3.4737732513e+08 3.4741903870e+08 3.4262611908e+08 6.7319571300e-01 6.7320288329e-01 6.7320271551e-01 6.7319641385e-01 6.7333114198e-01 2.6143929537e+09 2.6143600640e+09 2.5957416960e+09 1.4658200403e+09 1.4658017280e+09 1.4551275520e+09 0 0
11 2.5901966735e+08 2.5897529524e+08 2.5897616592e+08 2.5901737491e+08 2.5445636313e+08 6.4207029402e-01 6.4207778353e-01 6.4207753174e-01 6.4207110338e-01 6.4220898286e-01 1.7244428569e+09 1.7244231680e+09 1.7116426240e+09 1.0404654251e+09 1.0404531200e+09 1.0325268480e+09 0 0
12 2.5422901925e+08 2.5418183011e+08 2.5418336776e+08 2.5422724579e+08 2.5051970724e+08 6.1562005664e-01 6.1562787494e-01 6.1562752504e-01 6.1562099783e-01 6.1576298410e-01 1.1833196390e+09 1.1833057280e+09 1.1740794880e+09 7.1514574326e+08 7.1513702400e+08 7.0941286400e+08 0 0
13 2.1468805930e+08 2.1464512759e+08 2.1464642821e+08 2.1468425283e+08 2.1126139258e+08 5.9052828163e-01 5.9053660052e-01 5.9053618310e-01 5.9052939757e-01 5.9068004963e-01 9.2021147681e+08 9.2020019200e+08 9.1265536000e+08 5.5620918841e+08 5.5620198400e+08 5.5153920000e+08 0 0
14 1.9367692466e+08 1.9363883005e+08 1.9364000560e+08 1.9367740884e+08 1.9116319850e+08 5.6598158483e-01 5.6599045787e-01 5.6599001146e-01 5.6598287567e-01 5.6613707952e-01 6.8864903381e+08 6.8863948800e+08 6.8279091200e+08 4.3379032488e+08 4.3378432000e+08 4.3003494400e+08 0 0
15 1.6262052974e+08 1.6259016687e+08 1.6259093293e+08 1.6261720130e+08 1.6047666916e+08 5.4242813588e-01 5.4243739277e-01 5.4243697319e-01 5.4242958264e-01 5.4258591258e-01 5.5187426254e+08 5.5186636800e+08 5.4706483200e+08 3.5402558825e+08 3.5402060800e+08 3.5087590400e+08 0 0
16 1.7483976980e+08 1.7480887436e+08 1.7480939646e+08 1.7483884659e+08 1.7267789619e+08 5.2053174031e-01 5.2054151030e-01 5.2054113895e-01 5.2053332584e-01 5.2069438447e-01 4.3212069899e+08 4.3211468800e+08 4.2829286400e+08 2.7947519619e+08 2.7947136000e+08 2.7693952000e+08 0 0
17 1.4735221543e+08 1.4732568598e+08 1.4732637836e+08 1.4735011406e+08 1.4561621387e+08 4.9970346285e-01 4.9971395552e-01 4.9971361346e-01 4.9970517148e-01 4.9986708286e-01 3.9549921245e+08 3.9549363200e+08 3.9196697600e+08 2.4227909090e+08 2.4227571200e+08 2.4005900800e+08 0 0
18 1.5201918716e+08 1.5198569891e+08 1.5198634887e+08 1.5201820744e+08 1.5056835741e+08 4.7958843227e-01 4.7959961414e-01 4.7959928248e-01 4.7959025006e-01 4.7975231028e-01 3.0029933659e+08 3.0029516800e+08 2.9761331200e+08 1.9491985955e+08 1.9491712000e+08 1.9311379200e+08 0 0
19 1.2105342169e+08 1.2101760092e+08 1.2101843494e+08 1.2105263822e+08 1.1929827539e+08 4.6046257185e-01 4.6047391777e-01 4.6047359130e-01 4.6046450433e-01 4.6062348415e-01 2.7432135358e+08 2.7431731200e+08 2.7187328000e+08 1.7547515060e+08 1.7547257600e+08 1.7384454400e+08 0 0
