matrix=data/matrices/s3dkq4m2.mtx n=90449 seed=15
iter res_d res_f res_ffma res_p32q res_p32n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p32q pAp_p32n rz_d rz_p32q rz_p32n guard_p32q guard_p32n
0 1.5513897254e+05 1.5513658746e+05 1.5513659406e+05 1.5513895707e+05 1.5508984132e+05 2.9874903932e+01 2.9873702476e+01 2.9873702476e+01 2.9874910798e+01 2.9870649512e+01 2.2882978857e+08 2.2882976000e+08 2.2877382400e+08 1.0730120482e+08 1.0730121600e+08 1.0725968000e+08 0 0
1 7.2844677949e+04 7.2841025803e+04 7.2841029317e+04 7.2844708909e+04 7.2819570117e+04 3.5128245474e+01 3.5127310285e+01 3.5127310285e+01 3.5128249257e+01 3.5126732763e+01 3.4146020876e+07 3.4146032000e+07 3.4131424000e+07 1.7094913443e+07 1.7094920000e+07 1.7087464000e+07 0 0
2 3.7827203918e+04 3.7824509303e+04 3.7824509303e+04 3.7827207986e+04 3.7817840446e+04 4.7823110042e+01 4.7821647044e+01 4.7821647044e+01 4.7823114584e+01 4.7821041373e+01 7.0069963875e+06 7.0070000000e+06 7.0046130000e+06 4.1737718056e+06 4.1737740000e+06 4.1721420000e+06 0 0
3 2.3433051485e+04 2.3430630209e+04 2.3430630209e+04 2.3433058358e+04 2.3427639062e+04 5.1517896065e+01 5.1517033400e+01 5.1517033400e+01 5.1517896832e+01 5.1517674248e+01 1.8803675872e+06 1.8803687500e+06 1.8795690000e+06 1.1043483695e+06 1.1043490000e+06 1.1038477500e+06 0 0
4 1.7358084142e+04 1.7356077898e+04 1.7356073289e+04 1.7358090218e+04 1.7354203641e+04 4.9244215447e+01 4.9244366510e+01 4.9244366484e+01 4.9244213119e+01 4.9245226588e+01 5.3613138382e+05 5.3613162500e+05 5.3588106250e+05 4.2746183064e+05 4.2746203125e+05 4.2725312500e+05 0 0
5 1.2967915496e+04 1.2965942465e+04 1.2965942465e+04 1.2967918569e+04 1.2964490580e+04 4.6349289365e+01 4.6349671078e+01 4.6349670065e+01 4.6349287588e+01 4.6349832697e+01 3.4413656969e+05 3.4413675000e+05 3.4396284375e+05 2.5440080363e+05 2.5440093750e+05 2.5426539062e+05 0 0
6 1.0280044501e+04 1.0278204902e+04 1.0278204512e+04 1.0280046693e+04 1.0277201175e+04 4.4503780476e+01 4.4503933971e+01 4.4503933839e+01 4.4503780027e+01 4.4503797912e+01 1.8513459194e+05 1.8513468750e+05 1.8503192188e+05 1.4465160594e+05 1.4465168750e+05 1.4456700000e+05 0 0
7 8.8500669123e+03 8.8481550619e+03 8.8481541578e+03 8.8500684743e+03 8.8474158939e+03 4.3237847529e+01 4.3237847355e+01 4.3237847837e+01 4.3237847538e+01 4.3237926881e+01 1.1472699476e+05 1.1472707031e+05 1.1465582031e+05 9.2223152555e+04 9.2223210938e+04 9.2163210938e+04 0 0
8 7.3166259720e+03 7.3148410782e+03 7.3148418985e+03 7.3166276385e+03 7.3144689486e+03 4.2032596021e+01 4.2032499144e+01 4.2032499871e+01 4.2032595956e+01 4.2032734966e+01 8.5868046946e+04 8.5868101562e+04 8.5809453125e+04 6.9339352498e+04 6.9339398438e+04 6.9290710938e+04 0 0
9 6.2236369923e+03 6.2218942453e+03 6.2218919952e+03 6.2236388070e+03 6.2215470745e+03 4.0552301838e+01 4.0552238956e+01 4.0552239459e+01 4.0552301659e+01 4.0552386799e+01 6.2877145980e+04 6.2877187500e+04 6.2832277344e+04 4.8758492284e+04 4.8758525391e+04 4.8723244141e+04 0 0
10 5.4291260772e+03 5.4274023252e+03 5.4274008512e+03 5.4291273700e+03 5.4273470499e+03 3.8561480773e+01 3.8561607380e+01 3.8561607269e+01 3.8561480392e+01 3.8561632124e+01 4.0505418472e+04 4.0505447266e+04 4.0475722656e+04 3.4554795703e+04 3.4554820312e+04 3.4529058594e+04 0 0
11 4.5703503810e+03 4.5687035360e+03 4.5687037549e+03 4.5703514088e+03 4.5687276128e+03 3.6799952821e+01 3.6800255164e+01 3.6800255002e+01 3.6799952297e+01 3.6800218423e+01 3.1488321508e+04 3.1488342773e+04 3.1464377930e+04 2.5478561855e+04 2.5478579102e+04 2.5459043945e+04 0 0
12 3.8768251069e+03 3.8752897956e+03 3.8752940534e+03 3.8768262793e+03 3.8754318469e+03 3.5350521012e+01 3.5350916643e+01 3.5350914993e+01 3.5350520457e+01 3.5350840870e+01 2.1340036447e+04 2.1340050781e+04 2.1323705078e+04 1.8070779896e+04 1.8070791992e+04 1.8056703125e+04 0 0
13 3.3236101865e+03 3.3222078502e+03 3.3222107098e+03 3.3236109881e+03 3.3223873946e+03 3.4081106461e+01 3.4081566324e+01 3.4081564113e+01 3.4081105890e+01 3.4081468911e+01 1.5722071770e+04 1.5722082520e+04 1.5709614746e+04 1.3213979457e+04 1.3213988281e+04 1.3203338379e+04 0 0
14 2.8493307863e+03 2.8480781239e+03 2.8480796162e+03 2.8493313251e+03 2.8483224888e+03 3.2658724356e+01 3.2659374531e+01 3.2659372339e+01 3.2658723727e+01 3.2659199506e+01 1.0980335759e+04 1.0980342773e+04 1.0971317871e+04 9.4583335898e+03 9.4583393555e+03 9.4504941406e+03 0 0
15 2.4750375749e+03 2.4738866183e+03 2.4738894478e+03 2.4750381815e+03 2.4741194393e+03 3.1136655066e+01 3.1137545846e+01 3.1137542807e+01 3.1136654412e+01 3.1137245290e+01 8.3851576674e+03 8.3851625977e+03 8.3781523438e+03 7.1054133656e+03 7.1054174805e+03 7.0994040527e+03 0 0
16 2.1400417020e+03 2.1390042076e+03 2.1390088826e+03 2.1400420557e+03 2.1392428567e+03 2.9722887803e+01 2.9723979141e+01 2.9723973678e+01 2.9722887271e+01 2.9723524097e+01 6.3269410936e+03 6.3269445801e+03 6.3215197754e+03 5.3948132864e+03 5.3948161621e+03 5.3901506348e+03 0 0
17 1.9200686917e+03 1.9190690451e+03 1.9190725625e+03 1.9200691394e+03 1.9193703395e+03 2.8485311340e+01 2.8486551736e+01 2.8486545273e+01 2.8485310827e+01 2.8485966923e+01 4.8775335382e+03 4.8775361328e+03 4.8732822266e+03 4.1629618210e+03 4.1629641113e+03 4.1593146973e+03 0 0
18 1.6992108556e+03 1.6982750808e+03 1.6982770681e+03 1.6992112876e+03 1.6985788177e+03 2.7314792071e+01 2.7316189926e+01 2.7316183613e+01 2.7314791505e+01 2.7315481633e+01 3.9372031272e+03 3.9372053223e+03 3.9337370605e+03 3.3104855234e+03 3.3104873657e+03 3.3075568848e+03 0 0
19 1.5565124641e+03 1.5555863846e+03 1.5555884739e+03 1.5565127690e+03 1.5558973295e+03 2.6114968125e+01 2.6116537945e+01 2.6116532202e+01 2.6114967541e+01 2.6115683139e+01 2.9956443284e+03 2.9956459961e+03 2.9929841309e+03 2.6053726849e+03 2.6053741455e+03 2.6030422974e+03 0 0
20 1.4152430407e+03 1.4143513973e+03 1.4143559488e+03 1.4152433536e+03 1.4146653314e+03 2.4885774849e+01 2.4887519011e+01 2.4887511723e+01 2.4885774299e+01 2.4886498314e+01 2.5188803192e+03 2.5188817139e+03 2.5166117554e+03 2.1997105383e+03 2.1997117920e+03 2.1977191162e+03 0 0
21 1.3208895330e+03 1.3200197442e+03 1.3200224903e+03 1.3208898516e+03 1.3203552552e+03 2.3713234092e+01 2.3715124910e+01 2.3715116130e+01 2.3713233618e+01 2.3713950986e+01 1.9701267267e+03 1.9701278381e+03 1.9683324585e+03 1.7712189796e+03 1.7712200012e+03 1.7696013184e+03 0 0
22 1.2316790484e+03 1.2308444256e+03 1.2308457966e+03 1.2316793414e+03 1.2311850998e+03 2.2606815092e+01 2.2608778383e+01 2.2608770141e+01 2.2606814716e+01 2.2607507682e+01 1.6833764040e+03 1.6833773804e+03 1.6818346252e+03 1.5387133382e+03 1.5387142334e+03 1.5372982788e+03 0 0
23 1.1276299740e+03 1.1268260181e+03 1.1268280703e+03 1.1276302586e+03 1.1271700182e+03 2.1629866221e+01 2.1631853588e+01 2.1631845398e+01 2.1629865933e+01 2.1630514460e+01 1.4824982554e+03 1.4824991150e+03 1.4811252136e+03 1.3329669265e+03 1.3329677124e+03 1.3317325134e+03 0 0
24 1.0512138688e+03 1.0504436563e+03 1.0504446082e+03 1.0512140600e+03 1.0507939855e+03 2.0727721173e+01 2.0729706744e+01 2.0729699660e+01 2.0727720940e+01 2.0728327370e+01 1.2388967052e+03 1.2388974609e+03 1.2377522888e+03 1.1270625700e+03 1.1270632324e+03 1.1260178833e+03 0 0
25 9.8464075529e+02 9.8391733011e+02 9.8391783829e+02 9.8464095614e+02 9.8426781162e+02 1.9873324715e+01 1.9875279771e+01 1.9875274791e+01 1.9873324483e+01 1.9873890349e+01 1.0756987528e+03 1.0756993713e+03 1.0747006836e+03 9.7620443512e+02 9.7620498657e+02 9.7529452515e+02 0 0
26 9.1664438169e+02 9.1595134969e+02 9.1595073557e+02 9.1664456034e+02 9.1628072936e+02 1.9091029193e+01 1.9092920106e+01 1.9092916945e+01 1.9091028965e+01 1.9091551098e+01 9.3928358513e+02 9.3928411865e+02 9.3840280151e+02 8.5174990323e+02 8.5175036621e+02 8.5094720459e+02 0 0
27 8.6118501173e+02 8.6050929687e+02 8.6050871582e+02 8.6118515721e+02 8.6084300979e+02 1.8411879836e+01 1.8413666868e+01 1.8413665964e+01 1.8411879599e+01 1.8412353230e+01 8.3606313473e+02 8.3606356812e+02 8.3527143860e+02 7.4971832071e+02 7.4971870422e+02 7.4900570679e+02 0 0
28 7.9933009639e+02 7.9867671808e+02 7.9867652244e+02 7.9933022744e+02 7.9900019556e+02 1.7821175827e+01 1.7822857611e+01 1.7822857649e+01 1.7821175549e+01 1.7821606709e+01 7.2359095532e+02 7.2359132385e+02 7.2290052795e+02 6.5122259249e+02 6.5122291565e+02 6.5059921265e+02 0 0
29 7.4446465379e+02 7.4383986852e+02 7.4384066674e+02 7.4446478258e+02 7.4415333601e+02 1.7287083023e+01 1.7288670449e+01 1.7288670225e+01 1.7287082634e+01 1.7287478454e+01 6.1051960591e+02 6.1051989746e+02 6.0993363953e+02 5.5646487749e+02 5.5646513367e+02 5.5592884827e+02 0 0
30 6.7661130519e+02 6.7602507812e+02 6.7602563284e+02 6.7661140989e+02 6.7632425655e+02 1.6796123597e+01 1.6797640489e+01 1.6797639329e+01 1.6796123074e+01 1.6796487589e+01 5.3081708872e+02 5.3081730652e+02 5.3030419922e+02 4.8036575060e+02 4.8036594391e+02 4.7989983368e+02 0 0
31 6.3846240569e+02 6.3789071360e+02 6.3789059113e+02 6.3846248422e+02 6.3819653125e+02 1.6347287675e+01 1.6348748335e+01 1.6348747070e+01 1.6347286966e+01 1.6347626311e+01 4.4085061867e+02 4.4085079193e+02 4.4042095947e+02 4.0407343196e+02 4.0407358551e+02 4.0367844391e+02 0 0
32 5.9253980493e+02 5.9199287369e+02 5.9199374469e+02 5.9253987208e+02 5.9229376685e+02 1.5929263321e+01 1.5930678033e+01 1.5930676445e+01 1.5929262378e+01 1.5929581801e+01 3.8922321560e+02 3.8922335052e+02 3.8884215546e+02 3.5712057636e+02 3.5712069702e+02 3.5676979828e+02 0 0
33 5.4556749671e+02 5.4504435026e+02 5.4504647164e+02 5.4556753707e+02 5.4533934390e+02 1.5556476719e+01 1.5557856062e+01 1.5557853017e+01 1.5556475528e+01 1.5556775916e+01 3.5229926805e+02 3.5229938507e+02 3.5195233917e+02 3.1254659954e+02 3.1254669952e+02 3.1223876953e+02 0 0
34 5.1632387170e+02 5.1581413198e+02 5.1581516190e+02 5.1632390512e+02 5.1610473138e+02 1.5197473234e+01 1.5198836373e+01 1.5198832482e+01 1.5197471820e+01 1.5197758846e+01 3.0072677098e+02 3.0072686005e+02 3.0043057251e+02 2.7068331182e+02 2.7068338776e+02 2.7041612244e+02 0 0
35 4.9541488536e+02 4.9492070072e+02 4.9492114271e+02 4.9541489872e+02 4.9520620705e+02 1.4830238575e+01 1.4831603225e+01 1.4831599494e+01 1.4830236867e+01 1.4830515362e+01 2.6316506118e+02 2.6316513062e+02 2.6290483093e+02 2.4142847594e+02 2.4142853737e+02 2.4118972969e+02 0 0
36 4.7057593989e+02 4.7009518650e+02 4.7009683178e+02 4.7057596026e+02 4.7037617924e+02 1.4458779773e+01 1.4460159802e+01 1.4460155340e+01 1.4458777697e+01 1.4459048914e+01 2.4296540574e+02 2.4296546173e+02 2.4272576332e+02 2.2166020648e+02 2.2166025734e+02 2.2144147110e+02 0 0
37 4.5069504808e+02 4.5022064035e+02 4.5022223679e+02 4.5069507084e+02 4.5049982658e+02 1.4092976889e+01 1.4094376354e+01 1.4094370658e+01 1.4092974417e+01 1.4093239572e+01 2.1790903181e+02 2.1790908051e+02 2.1769395256e+02 2.0004603226e+02 2.0004607582e+02 1.9984826660e+02 0 0
